year,month,day,hour,Dp,DpDt,DsqP,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,lon,p_cent,p_edge,p_grad,pid,ptid,radius,time,type,u,uv,v,x,y,precip,precipArea
1988,3,31,6,-1.0640177121042507,-8.04344056136407,9.613167967558912,2,0,0,0,2,78125,1,2.0,15,66.41818723285854,128.78817797099086,1008.7619875232142,1010.7619875232142,10.789477743531048,15,833.0,157.69578262626,32231.25,1,19.767129456178687,33.24719995978137,26.732693433852848,441,425,0.1284268158456039,280.0
1988,3,31,9,-0.3125467673435924,-2.3569547252758287,10.208466799991292,0,0,0,0,0,344375,1,4.0,16,66.74004038675851,128.7031812810156,1008.4494407558706,1012.4494407558706,11.437698320530933,16,833.0,331.08604176942123,32231.375,1,-1.2441041787885312,11.994176548872305,11.929479279408607,440,424,0.16362825883201032,322.0
1988,3,31,12,0.9609206489735516,7.236787426309729,9.37160861393757,0,0,0,0,0,301250,1,4.0,14,66.91818673219385,129.05313694602648,1009.4103614048441,1013.4103614048441,11.652245471959258,14,833.0,309.6624827338096,32231.5,1,5.085249159289905,8.334220727073184,6.602989937559923,439,424,0.17536480147359212,333.0
1988,3,31,15,0.23134742763679242,1.7352334243117782,3.638053541894842,0,0,0,0,0,312500,1,4.0,17,67.4720047988359,130.94326213870514,1009.641708832481,1013.641708832481,11.641220696051281,17,833.0,315.39156525252,32231.625,1,26.84040650067435,33.79016929345407,20.527253098231245,435,425,0.07472757389278648,191.0
1988,3,31,18,-0.03466900956220343,-0.2579276427435592,3.7496124053525275,0,0,0,0,0,591875,1,6.0,17,68.62979778027959,132.00965502483461,1009.6070398229188,1015.6070398229188,12.294847905042529,17,833.0,434.0503011000351,32231.75,1,14.402735203313757,45.266026408124645,42.9135685470722,430,423,0.10540422637234964,273.0
1988,3,31,21,0.5708021274847852,4.251562321057665,6.170908628983889,0,0,0,0,0,681875,1,6.0,15,68.45976740946075,131.60866058020366,1010.1778419504035,1016.1778419504035,11.681783073656163,15,833.0,465.8836267154838,32231.875,1,-5.456951876349454,8.33640749127994,-6.302171536849382,431,423,0.1560411127850114,373.0
1988,4,1,0,0.49372772195303694,3.6318221365393724,6.936872265971397,0,0,0,0,0,1452500,2,8.0,16,70.36526962287196,139.64797069138706,1010.6715696723566,1018.6715696723566,11.990779338340259,16,7.0,679.9596382741817,32232.0,1,100.05407175985346,122.4705920220448,70.62739294710119,416,426,0.16936733177140967,428.0
1988,4,1,3,0.6156013772435835,4.529123584385476,5.952815847866223,0,0,1,0,0,1128750,1,6.0,18,70.3366225949546,140.57219780396377,1011.2871710496001,1017.2871710496001,10.692311288472306,18,7.0,599.4099465557389,32232.125,1,11.526960846003906,11.575761250803122,-1.0618013892852058,415,427,0.11191951581255905,280.0
1988,4,1,6,1.0873991567066696,7.938922221830551,2.1322240243092527,0,0,0,0,0,658750,1,4.0,17,71.61531365218765,140.95713111470823,1012.3745702063068,1016.3745702063068,9.303291588887364,17,7.0,457.9155353594941,32232.25,1,4.49991027711582,47.60779666917552,47.39465277002741,411,423,0.08290910514753487,241.0
1988,4,1,9,0.564901418062218,4.10205895163268,1.7262457677309428,0,0,0,0,0,615000,1,4.0,18,72.57207860739152,141.28249208816138,1012.939471624369,1016.939471624369,8.983810225556976,18,7.0,442.4483924742311,32232.375,1,3.6118844636110023,35.64593194845165,35.46246966999297,408,420,0.06041424674169446,195.0
1988,4,1,12,0.5690964762210206,4.103152125484346,1.3499120771845627,0,0,0,0,0,1039375,1,6.0,14,73.92988763355493,138.39971415912325,1013.5085681005901,1019.5085681005901,9.54530092778297,14,7.0,575.1898277545226,32232.5,1,-29.574660894683127,58.373653603396264,50.32715835385302,407,413,0.05338803749460244,192.0
1988,4,1,15,0.25487023837049494,1.8313981857360395,1.1415751330857165,0,0,0,0,0,1050000,1,6.0,16,74.61770912954029,142.71189241265887,1013.7634383389606,1019.7634383389606,9.329134225967982,16,7.0,578.1222885281107,32232.625,1,42.38711073840341,49.46327551987449,25.49408693021466,401,414,0.0661347231577988,249.0
1988,4,1,18,-0.4774063153094903,-3.4121852023142463,2.115225231248987,0,0,0,0,1,1528750,2,8.0,17,75.775439967977,145.9338167857558,1013.286032023651,1021.286032023651,10.216709488112103,17,7.0,697.5788403495837,32232.75,1,29.340732900584026,51.98322123297264,42.911265218037606,395,412,0.06179222784733142,228.0
1988,4,1,21,-0.5177863103890559,-3.692765570358609,2.3089740121811335,0,0,1,0,0,1316250,1,8.0,19,76.27549703471959,145.66034829453534,1012.768245713262,1020.768245713262,11.028259502121298,19,7.0,647.2830815720542,32232.875,1,-2.4048249062232543,18.68996226319865,18.534602951512017,394,410,0.06133708178767046,206.0
1988,4,2,0,-0.31243761764795636,-2.2230457250326854,1.8270126671650357,0,0,0,0,0,1165625,1,8.0,18,76.83626764804205,147.52880770915152,1012.4558080956141,1020.4558080956141,12.034893722424972,18,7.0,609.1222874620341,32233.0,1,15.770958197595046,26.090941538238763,20.78494907093839,391,409,0.06298245811075734,199.0
1988,4,2,3,0.02001509464884293,0.14212542651421983,1.7283832865464501,0,0,0,0,0,1193125,1,8.0,16,77.33742583903465,147.29526642299817,1012.4758231902629,1020.4758231902629,11.918763455442265,16,7.0,616.2657567584258,32233.125,1,-1.8975155785121878,18.67208206038838,18.57541609491376,390,407,0.06483017260596595,219.0
1988,4,2,6,0.1591682334318466,1.1270293609058066,1.3364075830970978,0,0,0,0,0,710000,1,6.0,16,78.08558910600784,144.96380418990717,1012.6349914236947,1018.6349914236947,11.72802616052809,16,7.0,475.3945931439391,32233.25,1,-17.839345462016365,32.973191735300254,27.730653196412618,390,403,0.04090100860170093,158.0
1988,4,2,9,0.02915992878464749,0.20606877658602976,1.2570072675061965,0,0,0,0,0,698125,1,6.0,16,78.63187889351997,143.01709307365533,1012.6641513524794,1018.6641513524794,11.897994257165914,16,7.0,471.40225847152965,32233.375,1,-14.221911832383428,24.74374856014345,20.248217616361035,390,400,0.06468365189663965,270.0
1988,4,2,12,-0.03414468494913308,-0.24099877705131972,1.6607057537388028,0,0,0,0,0,607500,1,6.0,14,78.98800253767693,141.61346048231476,1012.6300066675302,1018.6300066675302,12.431526172499913,14,7.0,439.74226071262797,32233.5,1,-9.937408042531302,16.52224356991547,13.1997141628085,390,398,0.07757922714363533,312.0
1988,4,2,15,-0.24265472654617043,-1.7107011210936443,1.4541549686740474,0,0,0,0,0,634375,1,6.0,12,79.33694353593377,140.11731484997264,1012.3873519409841,1018.3873519409841,12.460331559034907,12,7.0,449.3638103450724,32233.625,1,-10.260649779364702,16.509272736986624,12.933489568149538,390,396,0.02774812843140261,129.0
1988,4,2,18,-0.22775030017859535,-1.6038566950527633,1.5369143516007897,0,0,0,0,0,349375,1,4.0,13,79.67799789518045,138.52145337692224,1012.1596016408055,1016.1596016408055,12.305795153825633,13,7.0,333.48090872711424,32233.75,1,-10.598268255513148,16.49613610989892,12.641171486080449,390,394,0.01605118259786581,74.0
1988,4,2,21,-0.5706270962930284,-4.016210229222834,1.4472452800971223,0,0,0,0,0,393750,1,4.0,14,79.85525372632716,135.89517371021108,1011.5889745445124,1015.5889745445124,12.232846794764123,14,7.0,354.02615395598616,32233.875,1,-17.144105981485964,18.359876011162733,6.569983047226684,391,392,0.12546798632385267,419.0
1988,4,3,0,-1.783233762210002,-12.557058685343327,2.394706088903331,0,0,2,0,0,671250,2,6.0,15,79.69754411456591,135.0,1009.8057407823025,1015.8057407823025,13.714053718604044,15,7.0,462.2396684630923,32234.0,1,-5.933925328310664,8.329548246963,-5.845502903644608,392,392,0.09407889825222783,353.0
1988,4,3,3,-1.6280002900696127,-11.447071283306292,1.9210700049546723,0,0,0,0,0,614375,1,6.0,15,80.17305354738313,134.0759546472273,1008.1777404922328,1014.1777404922328,14.429271181644099,15,7.0,442.2235139883071,32234.125,1,-5.845438009923657,18.56881254895643,17.62474550030217,391,390,0.06759276657005456,287.0
1988,4,3,6,-1.359019378535595,-9.560359174492795,2.622296901841037,0,0,0,0,0,545625,1,6.0,16,80.01542552765508,135.0,1006.8187211136973,1012.8187211136973,15.667549422987939,16,7.0,416.7467236212311,32234.25,1,5.938257712909087,8.330513909057268,-5.842478696929271,391,391,0.058521325611665065,200.0
1988,4,3,9,-1.698085023217136,-11.939862925362384,2.5564273695959128,0,0,0,0,0,697500,1,8.0,13,80.17305354738313,135.9240453527727,1005.1206360904802,1013.1206360904802,16.988456935701876,13,7.0,471.19119857356634,32234.375,1,5.845438009923657,8.264605426270064,5.842478696929271,390,391,0.09126289219826444,301.0
1988,4,3,12,-1.6890944398660213,-11.865799833233332,2.370011681448159,0,0,0,0,0,446250,1,6.0,14,80.48018566711542,137.86240522611175,1003.4315416506141,1009.4315416506141,19.191627993921443,14,7.0,376.88962138737196,32234.5,1,11.881841681722829,16.455092753627,11.383844507939388,388,391,0.087049586449311,290.0
1988,4,3,15,-1.878009674448258,-13.170086887168138,1.8221932945777368,0,0,0,0,0,407500,1,6.0,17,81.09200118440539,140.1021652523582,1001.5535319761658,1007.5535319761658,20.17054174951506,17,7.0,360.1545204768291,32234.625,1,12.85418915310343,26.066706840137172,22.676927188353634,385,390,0.06407458299482549,239.0
1988,4,3,18,-1.193021505936049,-8.339606359497582,3.1801106542553317,0,0,0,0,0,358125,1,6.0,18,82.35586998697971,140.94686305397352,1000.3605104702298,1006.3605104702298,20.412981940589223,18,7.0,337.6310530587642,32234.75,1,4.164640381520419,47.03002446106815,46.845266263532736,381,386,0.049958027843214035,222.0
1988,4,3,21,-1.3559896765151642,-9.468307459560624,4.1164721698271025,0,0,0,0,0,328125,1,6.0,13,82.8448008194914,140.07960786001456,999.0045207937146,1005.0045207937146,20.950238678701897,13,7.0,323.1801841141507,32234.875,1,-4.003835415643837,18.559234085112966,18.122209351799658,380,384,0.026739988373391192,119.0
1988,4,4,0,-0.3071590041936724,-2.143212957701101,3.6149857995461936,0,0,0,0,0,363750,1,6.0,12,83.18274072411718,137.66300076606714,998.697361789521,1004.697361789521,20.754686758477547,12,7.0,340.2722749495672,32235.0,1,-10.63163346530066,16.429414169031688,12.525734301711747,380,382,0.0,0.0
1988,4,4,3,-0.21107111278048252,-1.4722583503512,3.430718261314323,0,0,0,0,0,215625,1,4.0,12,83.34678903361515,136.3639275316029,998.4862906767405,1002.4862906767405,20.167521121063217,12,7.0,261.98391020896656,32235.125,1,-5.578538018200436,8.251782658065341,6.080446580263678,380,381,0.0,0.0
1988,4,4,6,0.19531925117727952,1.3619468219538775,3.6361431748542237,0,0,0,0,0,228750,1,4.0,14,83.50722677967582,135.0,998.6816099279177,1002.6816099279177,19.45585716628261,14,7.0,269.8395568936143,32235.25,1,-5.716399814475757,8.248607746712425,5.946621134744146,380,380,0.0,0.0
1988,4,4,9,0.6580153287859867,4.585475017604846,3.316409836381572,0,0,0,0,0,106250,1,2.0,11,83.82428764932945,135.0,999.3396252567037,1001.3396252567037,18.712747657462653,11,7.0,183.9033045027407,32235.375,1,0.0,11.751853380998472,11.751853380998472,379,379,0.0,0.0
1988,4,4,12,0.29083426162047543,2.0250418494002203,3.332272579260462,0,0,0,0,0,139375,1,2.0,11,84.28000805930814,130.2363583092738,999.6304595183242,1001.6304595183242,18.21414192813172,11,7.0,210.62867892778948,32235.5,1,-17.59260271572315,24.38881982423171,16.89126585266978,379,376,0.0,0.0
1988,4,4,15,0.7095234052090382,4.938881525292661,3.5844367774734565,0,0,0,0,0,140625,1,2.0,11,84.44921069660681,131.72951207681643,1000.3399829235333,1002.3399829235333,17.459934979784812,11,7.0,211.57109383040859,32235.625,1,5.353140221560519,8.245466469413184,6.271491614163899,378,376,0.0,0.0
1988,4,4,18,0.7460596080361575,5.190418595458541,3.1077060333840927,0,0,0,0,0,155625,1,2.0,11,84.77517416772139,135.0,1001.0860425315694,1003.0860425315694,17.207648889246954,11,7.0,222.56903656473068,32235.75,1,11.03735228415407,16.364403910787253,12.081828086463906,376,376,0.0,0.0
1988,4,4,21,0.4892785953062412,3.402296304234564,3.0354145233229066,0,0,0,0,0,140625,1,2.0,12,85.09204643367877,135.0,1001.5753211268757,1003.5753211268757,17.035884826856506,12,7.0,211.57109383040859,32235.875,1,0.0,11.744862789608954,11.744862789608954,375,375,0.0,0.0
1988,4,5,0,0.7533334616423235,5.233804477913529,3.188059343248169,0,0,0,0,0,625,1,0.0,11,85.72567189808251,135.0,1002.328654588518,1002.328654588518,16.86819170595602,11,7.0,14.104739588693906,32236.0,1,0.0,23.485312344832668,23.485312344832668,373,373,0.0,0.0
1988,4,5,3,1.0534082233025401,7.315670949644962,3.6356599974647548,0,0,0,0,0,625,1,0.0,9,86.04243035194676,135.0,1003.3820628118206,1003.3820628118206,16.248126291057456,9,7.0,14.104739588693906,32236.125,1,0.0,11.74064434715915,11.74064434715915,372,372,0.0,0.0
1988,4,5,6,1.0210287275032897,7.087225118437842,3.4114766402727397,0,0,0,0,0,625,1,0.0,7,86.48526728118168,127.23483398157467,1004.4030915393238,1004.4030915393238,14.877710028880621,7,7.0,14.104739588693906,32236.25,1,-17.63114606691792,24.088756109606837,16.41373995392657,372,369,0.0,0.0
1988,4,5,9,1.158545971907297,8.040661473571562,3.481670027631044,0,0,0,0,0,625,1,0.0,7,86.61606845552463,124.21570213243739,1005.5616375112311,1005.5616375112311,14.12752707243126,7,7.0,14.104739588693906,32236.375,1,-6.604533559649995,8.19294498820948,4.84814232869496,372,368,0.0,0.0
1988,4,5,12,1.0654664835745644,7.394435416215678,3.181998900661784,0,0,0,0,0,625,1,0.0,9,86.64582710779332,115.70995378081126,1006.6271039948057,1006.6271039948057,13.111345035670773,9,7.0,14.104739588693906,32236.5,1,-18.42864745650335,18.461626804794967,1.1030037186866868,373,366,0.0,0.0
1988,4,5,15,0.0,,,0,3,0,0,0,0,0,,9,86.64582710779332,115.70995378081126,,,13.111345035670773,9,7.0,0.0,32236.625,0,0.0,0.0,0.0,373,366,0.0,0.0
