year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,Dp,u,v,uv,DpDt
1952,2,19,3,19041.125,7,7,528,289,271,64.44713437346107,-38.54118362128134,991.8603457541602,995.8603457541602,145000,214.83699284957805,4.0,28.726871421784494,13.074787288717708,1,1,3,0,0,0,0,,,,,
1952,2,19,6,19041.25,5,5,528,290,271,64.58975676887466,-38.142927665900736,988.8071379056371,994.8071379056371,166875,230.4733439183804,6.0,31.63164927815429,20.158649367140896,1,1,0,0,0,0,0,-3.0532078485231615,6.334033853551414,5.286295598629164,8.250145817742947,-23.418813409919522
1952,2,19,9,19041.375,5,5,528,291,270,64.54893178732105,-37.42911109916571,986.3533660023772,994.3533660023772,215625,261.98391020896656,8.0,34.55221395933927,20.221692777079223,1,1,0,0,0,0,0,-2.453771903259767,11.369829315883862,-1.5131769430402722,11.470079473712499,-18.827378135874945
1952,2,19,12,19041.5,4,4,528,292,269,64.50409443536742,-36.71765058296869,984.6779426185745,996.6779426185745,422500,366.7232293060416,12.0,36.37216522016219,19.56049258061612,1,1,0,0,0,0,0,-1.6754233838026993,11.350932088304962,-1.6618953538067405,11.471946453863689,-12.860034716661843
1952,2,19,15,19041.625,5,5,528,295,268,64.72286092346488,-35.1806993612421,982.7690429316073,994.7690429316073,498125,398.19356104198965,12.0,36.90778384519211,15.76560557526849,1,1,0,0,0,0,0,-1.908899686967343,24.32417294873819,8.108574532095236,25.640093029914503,-14.625602660971422
1952,2,19,18,19041.75,4,4,528,299,267,65.04915786965528,-33.186855299862835,982.9846473148152,994.9846473148152,648750,454.42660426270623,12.0,35.74805883335897,9.999439451853323,1,2,0,0,0,0,0,0.21560438320797404,31.173473114459064,12.094188331994653,33.43732670874957,1.6475133275968548
1952,2,19,21,19041.875,6,5,528,302,267,65.41947998052778,-31.86597769360368,983.6159493251658,994.3480319807959,726875,481.0109130984897,10.732082655630075,33.70917269450235,11.146947664816034,2,0,0,0,0,0,0,0.6313020103506278,20.36488966759189,13.725979984442342,24.558730783705062,4.809650783646905
1952,2,20,0,19042.0,5,5,528,303,267,65.53984919909406,-31.41703647016329,981.5966406999055,985.5966406999055,51875,128.50029317392293,4.0,33.651093491466945,18.465109458370062,1,1,0,0,0,2,0,-2.01930862526031,6.8899463232667815,4.461482142913503,8.208299656386425,-15.36961130381744
1952,2,20,3,19042.125,3,3,528,306,265,65.49332548106584,-29.515830286084345,984.7523844678858,986.7523844678858,31250,99.73557010035817,2.0,28.165354757210654,13.930374215605623,1,1,0,0,0,0,0,3.1557437679803115,29.229029460735333,-1.7244004711267904,29.279851779019584,24.02826997922937
1952,2,20,6,19042.25,2,2,528,304,265,65.2640271475892,-30.42578380196126,988.0045748327303,990.0045748327303,43125,117.16276644769007,2.0,25.359871255466537,17.020947101763085,1,1,0,0,0,0,0,3.2521903648444277,-14.11268500980371,-8.498937123551446,16.474216534209425,24.808085751491575
1952,2,20,9,19042.375,4,4,528,304,264,65.06578492830157,-30.163091238439325,991.8749589791036,993.8749589791036,51875,128.50029317392293,2.0,21.024148058284112,14.397293312337425,1,2,0,0,0,1,0,3.870384146373253,4.104766889889607,-7.347843010514481,8.416644707215609,29.57105421515908
1952,2,20,12,19042.5,3,3,528,300,266,64.98068005465512,-32.47119229084849,992.023516724439,996.023516724439,95625,174.46599343804792,4.0,21.866223312118603,15.012834691076057,1,1,0,0,0,0,0,0.1485577453354199,-36.179002733344404,-3.1544100607371655,36.316257263250876,1.1358174171600028
1952,2,20,15,19042.625,3,3,528,300,265,64.7865713480515,-32.19573393471325,993.6597738147028,997.6597738147028,90625,169.8435557664936,4.0,20.10095584190366,14.563267607492161,1,1,0,0,0,0,0,1.6362570902638254,4.349307417503929,-7.194634463953543,8.407094627864183,12.530098805490434
1952,2,20,18,19042.75,3,3,528,298,265,64.53873504188051,-33.05582281155367,994.7267092189111,998.7267092189111,83750,163.27416503504918,4.0,19.78495383496809,15.186134157765482,1,1,0,0,0,0,0,1.0669354042083432,-13.70477722640062,-9.18604662817988,16.498617259648277,8.187109055544317
1952,2,20,21,19042.875,4,4,528,299,264,64.46949747169977,-32.35457960346704,995.1785186280729,1001.1785186280729,158750,224.7925586661551,6.0,19.410846993986347,12.60482762407788,1,1,0,0,0,0,0,0.4518094091617968,11.20208668151874,-2.566288845765012,11.492283692119571,3.468949647198922
1952,2,21,0,19043.0,7,7,528,298,263,64.15201596902143,-32.509594282090816,993.2138544343048,1001.2138544343048,239375,276.03519522924046,8.0,20.679349526172295,11.123066279015694,1,1,0,0,0,0,0,-1.9646641937681124,-2.505001140008976,-11.767444133774145,12.031116828995629,-15.12476575339016
1952,2,21,3,19043.125,7,7,528,300,262,64.20031358915648,-31.393896945750694,993.8131358862681,999.8131358862681,178125,238.11540999374174,6.0,18.56485643222478,10.006283156817517,1,1,0,0,0,0,0,0.5992814519633248,17.997805558392116,1.7901501093409034,18.086615004794663,4.611625168741162
1952,2,21,6,19043.25,5,5,528,302,260,64.03964529715556,-30.023164060457912,995.3359419467645,999.3359419467645,125625,199.96919625742038,4.0,15.542137883411243,7.6670289151639,1,1,0,0,0,0,0,1.5228060604963685,22.23993269822926,-5.955166314383014,23.023436152184782,11.734337910812345
1952,2,21,9,19043.375,5,5,528,304,259,64.06569115679406,-28.90918365114783,996.6162396197365,1000.6162396197365,158125,224.3496172334865,4.0,13.131078317307695,6.079929619827962,1,1,0,0,0,0,0,1.2802976729719375,18.057403575651357,0.9653891506328052,18.08319109300419,9.86345083693587
1952,2,21,12,19043.5,6,6,528,306,258,64.0817314235835,-27.79342741195855,998.2288331075465,1000.2288331075465,113125,189.75986370816491,2.0,10.48031883915554,4.554948461758686,1,1,0,0,0,0,0,1.6125934878100816,18.075776282613802,0.5945320963371636,18.08555104586749,12.42177685201414
1952,2,21,15,19043.625,5,5,528,308,258,64.29311904548163,-26.90274341328656,998.8915547164006,1000.8915547164006,141875,212.50932944773342,2.0,10.260689631383775,3.6633504050712506,1,1,0,0,0,0,0,0.6627216088540444,14.319921054158163,7.8350770368430345,16.323252469118625,5.095830110726058
1952,2,21,18,19043.75,4,4,528,310,259,64.70439229574164,-26.221966777554464,998.594438808275,1000.594438808275,141875,212.50932944773342,2.0,10.466004101004685,6.561647711733675,1,2,0,0,0,0,0,-0.297115908125561,10.78170717555071,15.243832964510704,18.6713591650213,-2.276788564045082
1952,2,21,21,19043.875,5,5,528,310,259,64.70439229574164,-26.221966777554464,998.7641228583334,1000.7641228583334,128750,202.4410972262378,2.0,11.50470601228614,7.240542280028311,1,2,0,0,0,0,0,0.16968405005842213,0.0,0.0,0.0,1.3002827990973946
1952,2,22,0,19044.0,7,7,528,312,258,64.69618803909978,-25.07866787951463,1000.2055297495515,1000.2055297495515,625,14.104739588693906,0.0,9.125463551731523,3.8678271406670683,1,1,0,0,0,2,0,1.4414068912180664,18.112167842738174,-0.304090571821868,18.11472039639005,11.046197029797092
1952,2,22,3,19044.125,9,9,528,312,258,64.69618803909978,-25.07866787951463,1000.3581505801842,1000.3581505801842,625,14.104739588693906,0.0,8.606993714469349,5.019540883862792,1,1,0,0,0,0,0,0.1526208306326589,0.0,0.0,0.0,1.1696071222435898
1952,2,22,6,19044.25,9,9,528,312,258,64.69618803909978,-25.07866787951463,,,0,0.0,,8.606993714469349,,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,
