year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv
1965,1,20,15,23760.625,0,0,602.0,369,151,41.780079164671285,2.6087947467494628,,,0,0.0,,11.29441562336701,,0,0,0,0,0,0,0,,,,,
1965,1,20,18,23760.75,1,1,607.0,384,155,42.45817745540104,6.831725248573294,985.2535054941377,987.2535054941377,49375,125.36566766991936,2.0,10.266724238553003,11.657209634722093,1,1,3,0,0,3,0,,,115.46596780414617,25.133696565165156,118.16976103884578
1965,1,20,21,23760.875,0,0,607.0,386,154,42.153276635208805,7.34795600009932,984.8946995096246,986.8946995096246,83750,163.27416503504918,2.0,11.907701702138697,8.19086392869889,1,1,0,0,0,0,3,-3.7040985880477972,-0.3588059845130192,14.185069341263562,-11.301141445047152,18.136482298875322
1965,1,21,0,23761.0,0,0,607.0,390,150,41.04118282386669,8.283196925048605,983.255451581928,987.255451581928,239375,276.03519522924046,4.0,15.215646629686397,5.7247151642650715,1,1,0,0,0,0,0,-17.296710087837948,-1.6392479276965606,26.14528925886267,-41.219729924684515,48.81231694453288
1965,1,21,3,23761.125,0,0,607.0,397,153,41.493640221714166,10.292637694283629,981.6748967059003,987.6748967059003,317500,317.9046851862261,6.0,16.730999351011707,7.295229910403359,1,1,0,0,0,0,0,-16.52799296179957,-1.5805548760277452,55.78634951512636,16.770322387812353,58.25255792851503
1965,1,21,6,23761.25,0,0,607.0,397,154,41.736383897960216,10.3416452944789,981.5189527850846,991.5189527850846,706875,474.3472365221147,10.0,18.820921284228064,14.376273143936197,1,1,0,0,0,0,0,-1.6229594658353708,-0.155943920815771,1.3554748731589856,8.997288424536857,9.09881921603404
1965,1,21,9,23761.375,0,0,607.0,400,153,41.35616963901387,11.096342486685774,983.1460010360004,997.1460010360004,1389375,665.0201486546135,14.0,19.53033864504543,11.705277328339434,1,1,0,0,0,0,0,17.060504355517768,1.627048250915832,20.996810516899494,-14.09263221091821,25.287711136336373
1965,1,21,12,23761.5,1,1,607.0,407,148,39.78653877387106,12.657819754218814,984.6414118709291,998.6414118709291,1560000,704.6725639945928,14.0,19.34122592233576,3.1828543165932204,1,2,0,0,0,0,0,16.190088706488037,1.4954108349287707,44.47340597139683,-58.178329636196686,73.22978818728508
1965,1,21,15,23761.625,0,0,607.0,420,148,38.98594367453335,15.9632840612886,984.6564184464082,1000.6564184464082,1701250,735.8836143509202,16.0,20.493348770436384,5.2100389498589355,1,1,0,0,0,0,1,0.16525781907931972,0.015006575479055755,95.22724017443484,-29.674037780949764,99.74355011460506
1965,1,21,18,23761.75,0,0,607.0,419,149,39.29393646299437,15.783493030237876,985.2590904496253,1003.2590904496253,1831250,763.4821406385788,18.0,21.95256973940467,7.675171136801582,1,1,0,0,0,0,0,6.593148397556467,0.6026720032171579,-5.157278403082771,11.415745173325107,12.526641943841113
1965,1,21,21,23761.875,0,0,607.0,423,151,39.491250256775416,16.938447373081686,986.9420999122508,1004.9420999122508,1926875,783.1624109598159,18.0,21.364766470372803,8.886763771047917,1,1,0,0,0,0,0,18.33483975333975,1.6830094626254868,33.03591034379875,7.313430941814699,33.83574506914547
1965,1,22,0,23762.0,0,0,607.0,419,148,39.054019910391034,15.712560316824575,988.5807417645809,1006.5807417645809,2315000,858.42145040503,18.0,20.34317370284929,5.645199736636132,1,1,0,0,0,0,0,18.018876100872596,1.6386418523300381,-35.28430653704001,-16.205932097662348,38.82801209119322
