year,month,day,hour,Dp,DpDt,DsqP,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,lon,p_cent,p_edge,p_grad,pid,ptid,radius,time,type,u,uv,v,x,y
1954,4,21,15,-0.660459734590695,-6.6113460264213995,4.41351791079549,2,0,0,0,2,625,1,0.0,14,43.797613559822594,-90.14288194698733,1014.0642098934743,1014.0642098934743,11.978142681292173,14,672,14.104739588693906,19833.625,1,52.09448850347114,69.9486312908188,46.67949535953261,159,360
1954,4,21,18,-0.9947290657791018,-9.74923232588398,7.890160661239497,0,0,2,0,0,553125,2,4.0,11,44.9828550738296,-87.80302955450263,1013.0694808276952,1017.0694808276952,12.385344245736214,11,672,419.60118659914343,19833.75,1,61.34116457434116,75.44976236055176,43.93094773536449,164,352
1954,4,21,21,-1.1128858708987537,-10.424604850956477,8.910351270180545,0,0,0,0,0,516250,2,4.0,8,47.69949028624868,-84.2430385590166,1011.9565949567965,1015.9565949567965,13.167383870216431,8,672,405.3732585437549,19833.875,1,88.79771266972867,134.25317950884371,100.69201772165519,176,341
1954,4,22,0,0.099867806336988,0.9227240005742499,4.798042949266237,0,0,0,0,0,470625,1,4.0,10,48.57737358244138,-83.16981353345679,1012.0564627631335,1016.0564627631335,13.274840240485892,10,672,387.0459794200768,19834.0,1,26.31792900726957,41.849753591695126,32.538722907543836,180,338
1954,4,22,3,-2.237218336815131,-20.232930282771182,5.75183466958304,0,0,0,0,0,798125,1,8.0,8,50.002553047776075,-80.61848983925177,1009.8192444263183,1017.8192444263183,15.718200307178476,8,672,504.0347983130112,19834.125,1,60.778874618991075,80.5262202419852,52.824242034407554,187,331
1954,4,22,6,-2.490125419149117,-22.196510823652748,6.872959008319011,0,0,0,0,0,1362500,1,12.0,6,51.00888611266655,-79.01934998982645,1007.3291190071692,1019.3291190071692,17.598175627636955,6,672,658.5569223122742,19834.25,1,37.293252466151394,52.74519009988317,37.299710443496835,192,327
1954,4,22,9,-1.1745757124980445,-10.362770184305878,5.990439438684407,0,0,0,0,0,1117500,1,12.0,7,51.746788322548795,-77.41554732985868,1006.1545432946712,1018.1545432946712,18.385003653549997,7,672,596.4153735530181,19834.375,1,36.80385760193947,45.853727672068395,27.35032736623774,196,323
1954,4,22,12,-1.1199470694588671,-9.749225450732915,6.491612993355666,0,0,0,0,0,1268125,1,14.0,7,52.73852441189128,-76.0062923665108,1005.0345962252123,1019.0345962252123,19.198598545504513,7,672,635.3398495426047,19834.5,1,31.62474863041662,48.49046125735436,36.758673901733,201,320
1954,4,22,15,-1.6123913864397037,-13.883514278516692,6.231016339511916,0,0,0,0,0,1575000,1,16.0,8,53.57372516094922,-73.83300571298382,1003.4222048387726,1019.4222048387726,19.40337348709571,8,672,708.0523079119723,19834.625,1,47.82943414041772,56.97343026945887,30.95669534165972,206,315
1954,4,22,18,-2.091549662796897,-17.782963682517366,8.935587283891072,0,0,0,0,0,1429375,1,16.0,8,54.573828980522826,-71.4485965010326,1001.3306551759757,1017.3306551759757,20.289097618544545,8,672,674.5251615499275,19834.75,1,51.22619689211945,63.23148687531552,37.0688236181432,212,310
1954,4,22,21,-1.633756934969133,-13.793115353343822,13.684362559168296,0,0,0,0,0,1853125,1,18.0,5,55.147587851239784,-69.55342308342952,999.6968982410066,1017.6968982410066,21.253084468814595,5,672,768.0286503994087,19834.875,1,40.14103699296248,45.426433442465,21.26635851367882,216,306
1954,4,23,0,1.200622181097133,10.087169391511337,12.300475337898606,0,0,0,0,0,1060000,1,14.0,5,55.550715545132825,-68.09320293259763,1000.8975204221038,1014.8975204221038,20.460992209003887,5,672,580.8687281605182,19835.0,1,30.615561455938753,34.06719125897782,14.941918116942428,219,303
1954,4,23,3,-1.001256447682681,-8.374353987025438,12.338788011036012,0,0,0,0,0,1413125,1,16.0,4,55.92976124052225,-66.60054868076084,999.896263974421,1015.896263974421,21.00757356090386,4,672,670.6799966552373,19835.125,1,30.99305866530757,34.028709377709525,14.0493194312543,222,300
1954,4,23,6,0.6277457367982424,5.248814469914851,16.371926048587557,0,0,0,0,0,1670625,1,16.0,5,55.954847883268954,-65.74608027568343,1000.5240097112193,1016.5240097112193,19.969080052326305,5,672,729.2300416232147,19835.25,1,17.730687935110172,17.755052499702995,0.9298357999927781,223,298
1954,4,23,9,0.9913660148372583,8.307308970669416,13.216536639322001,0,0,0,0,0,2058125,1,16.0,6,55.77021072166282,-64.20111714279675,1001.5153757260565,1017.5153757260565,19.0484203499532,6,672,809.3957835954017,19835.375,1,32.21110723500955,32.93007600029181,-6.8435718802179775,224,294
1954,4,23,12,1.549240665625839,13.07396382812575,5.845525646571186,0,0,0,0,0,1266250,1,12.0,5,55.18294985611222,-59.99964671363004,1003.0646163916823,1015.0646163916823,17.19689819712381,5,672,634.8699814766996,19835.5,1,88.90035992655741,91.52632406140641,-21.766809622039847,227,283
1954,4,23,15,0.7822125653240073,6.6235597863544955,4.197684197440176,0,0,0,0,0,1481250,1,12.0,2,54.903972592376306,-58.52639459405502,1003.8468289570063,1015.8468289570063,15.954335076696806,2,672,686.6560411951095,19835.625,1,31.39509104386129,33.05409573749199,-10.340285458871389,228,279
1954,4,23,18,1.0889458383790043,9.263588293801773,4.69830111382551,0,0,0,0,1,1326875,0,9.85407070994057,5,54.529909183729345,-57.585228941050154,1004.9357747953853,1014.789845505326,14.805967390672137,4,672,649.8903216929125,19835.75,2,20.24242680044969,24.535370238837572,-13.864651094970716,228,276
