,SST_wi,SST_sp,SST_su,SST_fa,MHW,B_Temp,CP_April,CP_July,CP_October,WS_wi,WS_sp,WS_su,WS_fa,Strat,HR_flow,B_Salinity,S_Salinity,Lob_TH,iso20SON,iso20JJA
1941,,,,,,-0.697026358521452,,,,,,,,,,,,,,
1942,,,,,,-0.183067087728432,,,,,,,,,,,,,,
1943,,,,,,1.69749194008867,,,,,,,,,,,,,,
1944,,,,,,0.744357491666639,,,,,,,,,,,,,,
1945,,,,,,-0.351785819964976,,,,,,,,,,,,,,
1946,,,,,,-0.153298619251279,,,,,,,,,,,,,,
1947,,,,,,0.282741452000072,,,,,,,,,456.787222531507,,,,,
1948,,,,,,0.0605341770061757,,,,,,,,,365.824429726776,,,,,
1949,,,,,,0.532356238331424,,,,,,,,,350.627151430137,,,,,
1950,,,,,,0.298377099663133,,,,,,,,,397.462362827397,,,,,
1951,,,,,,2.15412403315809,,,,,,,,,479.281622969863,,,,,
1952,,,,,,0.393267350185552,,,,,,,,,431.876073617486,,,,,
1953,,,,,,2.30194172000137,,,,,,,,,395.07521779726,,,,,
1954,,,,,,1.82261691394044,,,,,,,,,407.76192,,,,,
1955,,,,,,-0.997752677162025,,,,,,,,,414.10410739726,,,,,
1956,,,,,,0.816943202307198,,,,,,,,,393.049562928962,,,,,
1957,,,,,,0.705424188761895,,,,,,,,,273.110493282192,,,,,
1958,,,,,,0.264802568596676,,,,,,,,,363.651327824658,,,,,
1959,,,,,,0.60525211148782,,,,,,,,,401.204059441096,,,,,
1960,,,,,,-1.86342491794594,,,,,,,,,396.808888918033,,,,,
1961,,,,,,0.507086060782119,,,,,,,,,304.186823627397,,,,,
1962,,,,,,-2.13535549445264,,,,,,,,,299.129365567123,,,,,
1963,,,,,,-0.232693521725593,,,,,,,,,266.152318509589,,,,,
1964,,,,,,-2.2169302972757,,,,,,,,,246.770854120219,,,,,
1965,,,,,,-2.20446412315922,,,,,,,,,219.463733830137,,,,,
1966,,,,,,-1.69135310447126,,,,,,,,,284.728915112329,,,,,
1967,,,,,,-0.856863321790832,,,,,,,,,315.811451879452,,,,,
1968,,,,,,-1.19920542847366,,,,,,,,,353.246045272131,,,,,
1969,,,,,,-0.874130855407475,,,,,,,,,376.807390684932,,,,,
1970,,,,,,-1.44511382539821,,,,,,,,,337.722448657534,,,,,
1971,,,,,,-0.569678182464074,,,,,,,,,419.924955353425,,,,,
1972,,,,,,0.254953217370646,,,,,,,,,595.14795715847,,,,,
1973,,,,,,-0.199969724575228,,,,,,,,,493.027295912329,,,,,
1974,,,,,,-1.24150050191645,,,,,,,,,465.344326750685,,,,,
1975,,,,,,0.229489602481109,,,,0.151720780021581,,,0.099208163721838,-0.0126574581605689,515.683063320548,0.158244881643082,0.121258809129026,,,
1976,,,,,,-0.426127206352651,,,,0.148092269149098,0.110629914745612,0.0654295091391369,0.154687692874875,0.303868307972221,603.452671125683,0.224188399436188,0.0175039804107779,,,
1977,,,,,,-1.22007809068382,,,,0.170172713723932,0.0626088245155454,0.0565967492215824,0.116389385809037,0.150633776680816,542.449033643836,0.349580396629059,0.599356260253606,,,
1978,,,,,,-1.55070556350694,,,,0.188719413186077,0.0696694192137651,0.050139450128174,0.104879197142867,-0.126264161860549,397.918534838356,-0.387215983363999,-0.119945271402487,,,
1979,,,,,,-0.923297492315446,,,,0.137861537274023,0.0694901145189303,0.0506289872842604,0.0972444086621905,-0.0138247117443893,479.104739945205,-0.0435491627156004,0.093008456429832,,,
1980,,,,,,-0.993441715822984,,,,0.146951289722065,0.0848869660822071,0.0509727357907086,0.0615396864161122,,275.060575213115,,,,,
