year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv,precip,precipArea
2012,11,14,15,41225.625,5,5,330.0,475,292,59.678126963664745,59.697319279511916,,,0,0.0,,9.241192009477784,,0,0,0,0,0,0,0,,,,,,0.0,0.0
2012,11,14,18,41225.75,6,6,333.0,492,290,55.97681192621701,62.321718025919644,1004.2049576674633,1004.2049576674633,625,14.104739588693906,0.0,10.984108370519664,2.0266543968266344,1,1,3,0,0,3,0,,,54.42388927600129,-137.18915135913446,147.5900503915015,1.0288136041477294,2147.0
2012,11,14,21,41225.875,5,5,333.0,493,295,56.29511122086749,64.21267181718562,1002.769557463874,1004.769557463874,305000,311.58388162107514,2.0,11.923594979488454,3.5708565500730045,1,2,0,0,0,0,2,-11.954157129277947,-1.4354002035893791,38.89177637288317,11.79775557322505,40.6418172084359,1.4662141337809447,3127.0
2012,11,15,0,41226.0,5,5,333.0,494,299,56.479090305021636,65.78111165824876,1001.080285395103,1005.080285395103,600625,437.24692724951115,4.0,12.942900116636949,4.084752729660468,1,1,0,0,0,0,1,-14.038431128233796,-1.6892720687709515,32.10339905636611,6.819180255550927,32.81965036879558,1.151830823834373,2427.0
2012,11,15,3,41226.125,6,6,333.0,494,304,56.942959604727776,67.57702699003148,1001.049156255279,1005.049156255279,554375,420.075044668377,4.0,12.74628796210912,2.779665423087281,1,1,0,0,0,0,0,-0.25732229714743043,-0.031129139824042796,36.30871679852426,17.193304251162537,40.17378033778352,1.0613582560682353,2421.0
2012,11,15,6,41226.25,7,7,333.0,492,311,57.972651787439915,69.89546754526893,1000.634490813846,1004.634490813846,482500,391.89860944341075,4.0,12.619271452446485,2.9587373016684433,1,1,0,0,0,0,0,-3.388656746082236,-0.4146654414328805,45.57006626171791,38.165515574383925,59.44104237104109,0.5293866429155464,1231.0
2012,11,15,9,41226.375,8,8,333.0,492,314,58.20676814802899,71.04772185429192,1000.5299137223394,1004.5299137223394,521875,407.57572529796937,4.0,11.809449479813813,2.508679273166999,1,1,0,0,0,0,0,-0.8524350101330499,-0.10457709150665323,22.50081272031502,8.677517180664534,24.11609167123517,0.41809656416332147,1004.0
2012,11,15,12,41226.5,10,10,333.0,491,317,58.64928726008258,72.08948302560576,1000.1196015079543,1004.1196015079543,524375,408.55078823522695,4.0,11.33511380040637,2.6252924093179173,1,1,0,0,0,0,0,-3.3287246447649967,-0.4103122143851942,20.08910740305607,16.401960067871194,25.934466069683474,0.46986200721778604,1128.0
2012,11,15,15,41226.625,9,9,333.0,490,321,59.14703127314555,73.56293103355466,999.7260529068916,1003.7260529068916,492500,395.9389080975964,4.0,11.054161661743251,3.0234137909917624,1,1,0,0,0,0,0,-3.1760380364988943,-0.3935486010626482,28.007145091745183,18.44886967343482,33.537456200753354,0.45638851943520115,1096.0
2012,11,15,18,41226.75,8,8,333.0,490,322,59.21211176039664,73.96766064606403,1000.0325499215198,1004.0325499215198,678125,464.60078730925875,4.0,10.017379655124431,2.8391948698023044,1,1,0,0,0,0,0,2.4718337941035164,0.3064970146282576,7.678569320019525,2.4122066686260304,8.048550665462013,0.6615568900074187,1550.0
2012,11,15,21,41226.875,7,7,333.0,491,324,59.11282769428189,74.89245541880456,999.3722697866318,1003.3722697866318,720625,478.93847384731384,4.0,10.127684272425846,2.352323373202744,1,1,0,0,0,0,0,-5.330531726265544,-0.6602801348880166,17.59618192121787,-3.6799614828677045,17.976866654675515,2.551586885434456,3400.0
2012,11,16,0,41227.0,6,6,333.0,491,330,59.44777442280122,77.35590918784276,999.2630087053201,1001.2630087053201,262500,289.0611442640554,2.0,10.349083586849748,2.305875730267071,1,1,0,0,0,0,0,-0.8790207936354588,-0.10926108131170623,46.411279537298064,12.41479230251381,48.04304253691452,3.0306389694579927,3755.0
