year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv
1972,11,22,21,26623.875,23,23,500.0,545,485,37.99026608617365,124.08031138278243,,,0,0.0,,13.416171708265605,,0,0,0,0,0,0,0,,,,,
1972,11,23,0,26624.0,22,22,516.0,534,501,37.81594310254975,129.03818989633933,1012.65169802879,1012.65169802879,625,14.104739588693906,0.0,7.991259354939002,8.018514308287632,1,1,3,0,0,3,0,,,145.1533864502023,-6.461277125506469,145.29712213273314
1972,11,23,3,26624.125,23,23,516.0,532,501,38.204256417643144,129.3616815381525,1010.1883098974014,1014.1883098974014,585625,431.7525067632873,4.0,9.586804496876834,4.577307569923359,1,1,0,0,0,0,3,-27.59542522377745,-2.463388131388638,9.42203336645073,14.392823528971618,17.20256032963204
1972,11,23,6,26624.25,23,23,516.0,528,504,38.4886661441816,130.61529312493923,1006.6838669455143,1016.6838669455143,3267500,1019.841925548041,10.0,11.59289903899785,3.883187548197311,1,1,0,0,0,0,0,-39.01198699082191,-3.504442951887031,36.36939288938542,10.541639559814207,37.866329420099845
1972,11,23,9,26624.375,25,25,516.0,523,507,38.93152902680946,132.05490368062488,1005.2188700534982,1015.2188700534982,1860000,769.4520051971083,10.0,12.73191129291145,5.418163753102126,1,1,0,0,0,0,0,-16.152033802269212,-1.464996892016061,41.50750120108332,16.41470191580087,44.63535700476171
1972,11,23,12,26624.5,24,24,516.0,518,509,39.50952673903297,133.32624894778783,1003.8376509420236,1013.8376509420236,1379375,662.6225918686793,10.0,13.585600373278382,9.515158828660642,1,1,0,0,0,0,0,-15.041290103913052,-1.3812191114746384,36.3555016120706,21.42347107047212,42.19819439469684
1972,11,23,15,26624.625,25,25,516.0,505,515,40.73232471738556,136.90281440431502,1001.1912025656217,1015.1912025656217,2126875,822.8033417391727,14.0,16.049652109113097,9.27357541542522,1,1,0,0,0,0,0,-28.098698998939398,-2.6464483764019677,100.44658210293456,45.322977168010205,110.19840341644495
1972,11,23,18,26624.75,27,27,516.0,501,513,41.76708561818857,137.32939153090382,998.7792803814556,1012.7792803814556,1766250,749.8098668810117,14.0,18.06950787255177,10.92451346393711,1,1,0,0,0,0,0,-25.086599517409482,-2.4119221841660328,11.79281380085124,38.35338748648256,40.125463100502955
1972,11,23,21,26624.875,23,23,516.0,500,510,42.476088034237364,136.96815264276202,996.263066348822,1008.263066348822,943125,547.9105870551213,12.0,20.509660068849293,11.343348032380309,1,1,0,0,0,0,0,-25.815630404297217,-2.516214032633579,-9.875402060001278,26.27915721445355,28.073433522614287
1972,11,24,0,26625.0,26,26,516.0,501,507,42.84257536267718,136.18936089109445,993.9225422385257,1013.9225422385257,2551250,901.159307296105,20.0,23.280551278446698,16.222680679774786,1,1,0,0,0,0,0,-23.846989011070647,-2.340524110296392,-21.165115884032982,13.583843867342209,25.149213597981067
1972,11,24,3,26625.125,23,23,516.0,501,505,43.19551212826736,135.79849575031372,990.8280423517425,1002.8280423517425,303750,310.9447345242019,12.0,25.533679548888333,29.655790925454056,1,1,0,0,0,0,0,-31.321602876287137,-3.09449988678316,-10.56163228914965,13.081592586655812,16.812975382556676
1972,11,24,6,26625.25,18,18,516.0,502,505,43.02421453647864,135.59680945122918,991.9867202806554,1001.9867202806554,262500,289.0611442640554,10.0,23.32249149759926,28.800810194246296,1,1,0,0,0,0,0,11.765307441797674,1.158677928912948,-5.465076493556096,-6.349141051112122,8.377270030704306
1972,11,24,9,26625.375,15,15,516.0,502,506,42.84858146854537,135.79297053623586,993.5103793710555,1011.5103793710555,2961875,970.9758463219439,18.0,22.159250153592506,24.464375123971987,1,2,0,0,0,0,2,15.522410152465996,1.5236590904000331,5.330542200750101,-6.509835368399774,8.41383602631085
1972,11,24,12,26625.5,15,18,516.0,502,507,42.67224128854849,135.98776039963982,997.6026755339269,1013.4980953413747,4187500,1154.5226928885475,15.89541980744776,18.246217438460235,17.7181395870875,2,0,0,0,0,0,0,41.82961270774848,4.092296162871499,5.308366641196689,-6.53604445974681,8.420132634178442
1972,11,24,15,26625.625,19,21,516.0,503,507,42.50117133434184,135.7875212556709,998.4082335035805,1013.7206109819358,4826250,1239.4527373782835,15.312377478355193,17.29666462904565,14.024165612984435,2,0,0,0,0,0,0,8.260843264338263,0.8055579696536006,-5.471864639891683,-6.340703669698824,8.375310481661504
1972,11,24,18,26625.75,18,18,516.0,503,507,42.50117133434184,135.7875212556709,998.8406877922861,1000.8406877922861,32500,101.71072362820549,2.0,16.7200313984802,10.832089460828719,1,1,0,0,0,2,0,4.434736210881372,0.43245428870548497,0.0,0.0,0.0
1972,11,24,21,26625.875,15,15,516.0,504,508,42.153276635208805,135.78214635405666,999.1578325589227,1001.1578325589227,46250,121.33355774887802,2.0,16.29612003994631,9.247995651583988,1,1,0,0,0,0,0,3.2740130683713886,0.3171447666366294,-0.14769261229697714,-12.894708516709699,12.895554305210487
1972,11,25,0,26626.0,17,17,516.0,504,510,41.79898349984374,136.16517723818876,1001.5129085766648,1003.5129085766648,108750,186.05429348039038,2.0,14.652766227709622,6.884214476180278,1,1,0,0,0,0,0,24.48008127226003,2.3550760177421033,10.583704520843469,-13.131866399196294,16.865963254758476
