year,month,day,hour,Dp,DpDt,DsqP,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,lon,p_cent,p_edge,p_grad,pid,ptid,radius,time,type,u,uv,v,x,y,precip,precipArea
2009,11,15,0,,,4.475473661530195,3,0,0,0,0,460625,1,4.0,6,48.15107893137508,-88.58751356916409,1006.1740455307506,1010.1740455307506,7.607130597472464,6,332.0,382.9118584262031,40130.0,1,,,,177,355,0.7205322629100004,587.0
2009,11,15,3,-0.8327523254358675,-7.661241319262453,10.293811169824039,0,0,0,0,0,599375,1,6.0,3,48.85731471656117,-87.9261286324243,1005.3412932053147,1011.3412932053147,9.186433398768061,3,332.0,436.7916986750201,40130.125,1,16.12874621840898,30.7465685254813,26.1766121091763,180,353,0.9057122067924664,704.0
2009,11,15,6,-0.9915798764376086,-9.060941196605189,10.090568777193694,0,0,0,0,0,878750,1,8.0,6,49.304424574374195,-86.93638834044832,1004.3497133288771,1012.3497133288771,10.538829906310848,6,332.0,528.8807166876157,40130.25,1,23.919715368206322,29.09961873054722,16.572115947193012,182,350,0.9589894577793383,650.0
2009,11,15,9,-0.38487690967289384,-3.4943254688607146,13.66721900182929,0,0,0,0,0,758750,1,8.0,4,49.73789129178461,-85.92598390411707,1003.9648364192042,1011.9648364192042,11.297267833147735,4,332.0,491.44442833544383,40130.375,1,24.20359845110429,29.050722131813675,16.066433281769502,184,347,0.9370595545857904,600.0
2009,11,15,12,1.0974460895838274,9.909191007477105,8.637986020742828,0,0,0,0,0,1180625,1,8.0,4,50.11211213454196,-84.24036626433647,1005.062282508788,1013.062282508788,10.65967088537474,4,332.0,613.0290444797357,40130.5,1,40.06510625944655,42.398150103237846,13.870486386422936,186,342,3.755580213400478,1850.0
2009,11,15,15,-1.2694612496836635,-11.326023632565514,5.531430153223701,0,0,0,0,0,820625,1,8.0,5,50.94466405531585,-80.39988157012132,1003.7928212591044,1011.7928212591044,12.531970513606115,5,332.0,511.0900608988334,40130.625,1,89.67883916929675,94.83956052537334,30.858516586079787,191,331,4.193872499844031,1780.0
2009,11,15,18,-2.4659238535583428,-21.67068920892247,5.799237610383134,0,0,0,0,0,680000,1,8.0,5,52.033017087056805,-79.4332493990339,1001.326897405546,1009.326897405546,13.845254113213961,5,332.0,465.2426491681278,40130.75,1,22.041605512631232,45.968794891226416,40.339778509272804,196,329,5.100383512061711,2293.0
2009,11,15,21,-0.6967800839975825,-6.069617838832347,7.239807427380219,0,0,0,0,0,1342500,1,10.0,6,52.687757808766804,-78.8961665633639,1000.6301173215485,1010.6301173215485,14.26613698399067,6,332.0,653.7056082073482,40130.875,1,12.066743446614593,27.102391745666417,24.267948840582942,199,328,6.160006499873226,2564.0
2009,11,16,0,-0.284827009580913,-2.462643339329974,5.332964835750245,0,0,0,0,0,1465000,2,10.0,9,53.25532927193791,-76.17931525738253,1000.3452903119676,1010.3452903119676,14.20282861039887,9,332.0,682.8791864299668,40131.0,1,60.240174179490474,63.80779652059582,21.037022404285477,203,321,6.800359501610961,2697.0
2009,11,16,3,-1.4142696507838264,-12.142183283646467,4.360149606455525,0,0,0,0,0,2027500,1,12.0,9,53.80069950336642,-73.73258192404228,998.9310206611838,1010.9310206611838,14.567558364116922,9,332.0,803.3512894354722,40131.125,1,53.557368717718084,57.24511305923961,20.2141342926062,207,315,6.7793362503907035,2845.0
2009,11,16,6,-0.2299831216252642,-1.9701358296668658,5.647243743740546,0,0,0,0,0,2318125,1,12.0,6,53.97509249607045,-72.13798987476149,998.7010375395585,1010.7010375395585,14.174156081444334,6,332.0,859.0006431370117,40131.25,1,34.76022393142769,35.35611416896922,6.463872010350133,209,311,6.454679884830324,2942.0
2009,11,16,9,-1.634491084097681,-14.181914675646754,5.5001368168995395,0,0,0,0,0,1530625,1,10.0,5,52.985943314260794,-66.19880619383457,997.0665464554608,1007.0665464554608,14.045120074019161,5,332.0,698.0064967749688,40131.375,1,132.48625732040853,137.46551773718576,-36.662790237283296,211,294,6.0272289514957365,2863.0
2009,11,16,12,-1.3956402948765025,-12.187908306631677,5.08820566988732,0,0,0,0,0,1451875,1,10.0,4,52.499705264478585,-63.04518762760396,995.6709061605843,1005.6709061605843,14.463676106728192,4,332.0,679.8133317338599,40131.5,1,71.15221297634278,73.39921228857048,-18.022401425775463,213,285,9.31672863881627,4907.0
2009,11,16,15,-1.6505842730007134,-14.41568759634169,6.3904465191929924,0,0,0,0,0,1449375,2,10.0,5,52.49248838853298,-62.265809495014594,994.0203218875836,1004.0203218875836,15.310833041180157,5,332.0,679.2277904264752,40131.625,1,17.58859491997245,17.590628867119,-0.2674933304582223,214,283,5.317116329429944,3187.0
2009,11,16,18,-1.9083899772113364,-16.721921337445927,6.931722303310889,0,0,0,0,0,1073750,2,8.0,5,52.24924305623898,-60.878107876058365,992.1119319103723,1000.1119319103723,15.860150731034448,5,332.0,584.6240161760763,40131.75,1,31.48952938181042,32.75479498060593,-9.015882293687378,215,279,4.7906609364896955,3293.0
2009,11,16,21,-0.38764322080111013,-3.438074005019664,5.493726207062719,0,0,0,0,0,1158750,2,8.0,4,51.36650988932011,-60.02400386756629,991.7242886895712,999.7242886895712,16.84367265115523,4,332.0,607.3232916787132,40131.875,1,19.764717430051743,38.22490289198331,-32.71848324742091,213,275,4.804830267838199,3165.0
2009,11,17,0,-2.8885069079726238,-25.317876352249254,5.26582480219302,0,0,0,2,0,1308750,1,10.0,2,52.22628236227072,-52.61081947756682,988.8834075406095,998.8834075406095,15.97733763606754,2,359.0,645.4363357783911,40132.0,1,32.93286919315142,33.37510836631691,5.4151625248163,228,259,5.689648325241223,3356.0
2009,11,17,3,-3.0084388493621375,-26.287471477588642,7.027618724083805,0,0,0,0,0,1103750,1,10.0,2,52.456421580200406,-51.91122711902468,985.8749686912473,995.8749686912473,18.482151826436578,2,359.0,592.7347947230355,40132.125,1,15.800991804369366,17.956447993155628,8.530104485242543,230,258,6.340128086050116,3265.0
2009,11,17,6,-3.6916341391742753,-32.598973371871864,3.09803083675557,0,0,0,0,0,1156250,1,12.0,2,51.68153553069239,-47.898576799281706,982.1833345520731,994.1833345520731,20.642286005919733,2,359.0,606.6677887443901,40132.25,1,92.20499018291524,96.57465332803396,-28.72113247764522,235,247,6.861171023328012,3042.0
2009,11,17,9,-5.6421174656444055,-49.7915630289474,6.999462908747228,0,0,0,0,0,1153750,1,16.0,2,51.72691891032717,-45.966925571644296,976.5412170864287,992.5412170864287,25.820553522771963,2,359.0,606.0115767743621,40132.375,1,44.34637732428123,44.37826896239378,1.6821338564570467,239,243,10.043199127918383,4122.0
2009,11,17,12,-6.920156556034199,-61.06545727568875,15.179302872080807,0,0,0,0,0,1281875,1,22.0,5,51.73259500307458,-45.0,969.6210605303945,991.6210605303945,32.83213996896799,5,359.0,638.7749880449662,40132.5,1,22.196139391331634,22.19713642358847,0.21038423889205368,241,241,10.609071542822932,3844.0
2009,11,17,15,-6.042717122651375,-53.33935287929886,17.932572064326887,0,0,0,0,0,1315625,1,26.0,5,51.70989486234445,-43.06669930508152,963.5783434077431,989.5783434077431,37.41012405357942,5,359.0,647.1293873797957,40132.625,1,44.40095648950227,44.40892768079602,-0.8413801611026861,245,237,15.714655017478309,5808.0
2009,11,17,18,-2.728008165245119,-24.095799237058642,17.175046511314793,0,0,0,0,0,1185625,1,26.0,3,51.66311138816336,-41.61936773668282,960.850335242498,986.850335242498,38.75775334644328,3,359.0,614.32577579543,40132.75,1,33.27479144275452,33.319942974083794,-1.7340283265813574,248,234,15.993719051813414,6522.0
2009,11,17,21,0.26614599827240454,2.3591044671566315,10.277478454317242,0,0,0,0,0,1882500,1,28.0,3,51.408764849259704,-39.95754893082909,961.1164812407703,989.1164812407703,37.83052072566018,3,359.0,774.0919588401536,40132.875,1,38.41984719114411,39.55956967824217,-9.427348245229583,251,230,15.805748200109077,6843.0
