"","Year","Variable","Val","Loc","N","season","Intercept"
"329",1987,"Surf_Salinity",-0.072254153666271,"NES",88,"winter",32.9875160754769
"330",1988,"Surf_Salinity",-0.567710992433791,"NES",52,"winter",32.9875160754769
"331",1989,"Surf_Salinity",0.0434664610033593,"NES",198,"winter",32.9875160754769
"332",1990,"Surf_Salinity",0.262298982282371,"NES",279,"winter",32.9875160754769
"333",1991,"Surf_Salinity",0.164792818312835,"NES",540,"winter",32.9875160754769
"334",1992,"Surf_Salinity",-0.151501456968917,"NES",547,"winter",32.9875160754769
"335",1993,"Surf_Salinity",-0.449508827203243,"NES",463,"winter",32.9875160754769
"336",1994,"Surf_Salinity",-0.260650580384026,"NES",402,"winter",32.9875160754769
"337",1995,"Surf_Salinity",0.24330554550771,"NES",449,"winter",32.9875160754769
"338",1996,"Surf_Salinity",-0.137585545798724,"NES",534,"winter",32.9875160754769
"339",1997,"Surf_Salinity",-1.19501130556447,"NES",871,"winter",32.9875160754769
"340",1998,"Surf_Salinity",-0.647346673211518,"NES",717,"winter",32.9875160754769
"341",1999,"Surf_Salinity",-0.425542363741053,"NES",886,"winter",32.9875160754769
"342",2000,"Surf_Salinity",0.352307383464457,"NES",282,"winter",32.9875160754769
"343",2001,"Surf_Salinity",-0.0355774932777142,"NES",379,"winter",32.9875160754769
"344",2002,"Surf_Salinity",0.47319402526703,"NES",402,"winter",32.9875160754769
"345",2003,"Surf_Salinity",0.334026067132577,"NES",286,"winter",32.9875160754769
"346",2004,"Surf_Salinity",0.268216519710344,"NES",337,"winter",32.9875160754769
"347",2005,"Surf_Salinity",-0.601736707309507,"NES",366,"winter",32.9875160754769
"348",2006,"Surf_Salinity",-0.321162140386561,"NES",400,"winter",32.9875160754769
"349",2007,"Surf_Salinity",0.251321393171231,"NES",410,"winter",32.9875160754769
"350",2008,"Surf_Salinity",-0.228769164796479,"NES",351,"winter",32.9875160754769
"351",2009,"Surf_Salinity",-0.0320804258690703,"NES",348,"winter",32.9875160754769
"352",2010,"Surf_Salinity",-0.0921912823659776,"NES",317,"winter",32.9875160754769
"353",2011,"Surf_Salinity",-0.262730875118988,"NES",395,"winter",32.9875160754769
"354",2012,"Surf_Salinity",-0.0886749375773866,"NES",428,"winter",32.9875160754769
"355",2013,"Surf_Salinity",0.584386026572928,"NES",304,"winter",32.9875160754769
"356",2014,"Surf_Salinity",0.47609660327303,"NES",169,"winter",32.9875160754769
"357",2015,"Surf_Salinity",0.980617288370742,"NES",113,"winter",32.9875160754769
"358",2016,"Surf_Salinity",0.0378965686002747,"NES",22,"winter",32.9875160754769
"359",2017,"Surf_Salinity",0.502182822255495,"NES",256,"winter",32.9875160754769
"360",2018,"Surf_Salinity",-0.167859678410613,"NES",68,"winter",32.9875160754769
"361",2019,"Surf_Salinity",-0.492777688426762,"NES",208,"winter",32.9875160754769
"362",2020,"Surf_Salinity",-0.235477217708202,"NES",157,"winter",32.9875160754769
"363",2021,"Surf_Salinity",0.483542369563352,"NES",114,"winter",32.9875160754769
"364",2022,"Surf_Salinity",0.449484635241283,"NES",188,"winter",32.9875160754769
"365",2024,"Surf_Salinity",-0.66226407716302,"NES",69,"winter",32.9875160754769
"366",1975,"Surf_Salinity",0.656988517315588,"NES",98,"spring",32.7403650791282
"367",1976,"Surf_Salinity",0.0982647624537892,"NES",187,"spring",32.7403650791282
"368",1977,"Surf_Salinity",0.717051962532775,"NES",194,"spring",32.7403650791282
"369",1978,"Surf_Salinity",-0.473243081727967,"NES",327,"spring",32.7403650791282
"370",1979,"Surf_Salinity",-0.351769744234732,"NES",297,"spring",32.7403650791282
"371",1980,"Surf_Salinity",0.256769863326931,"NES",14,"spring",32.7403650791282
"372",1981,"Surf_Salinity",0.345919373762826,"NES",42,"spring",32.7403650791282
"373",1982,"Surf_Salinity",0.248304703442013,"NES",207,"spring",32.7403650791282
"374",1983,"Surf_Salinity",-0.183367378073902,"NES",137,"spring",32.7403650791282
"375",1984,"Surf_Salinity",-0.426769257103615,"NES",216,"spring",32.7403650791282
"376",1985,"Surf_Salinity",0.479731666383555,"NES",185,"spring",32.7403650791282
"377",1986,"Surf_Salinity",0.608432016372636,"NES",80,"spring",32.7403650791282
"378",1987,"Surf_Salinity",-0.0354345846893142,"NES",414,"spring",32.7403650791282
"379",1988,"Surf_Salinity",-0.0279122533269114,"NES",268,"spring",32.7403650791282
"380",1989,"Surf_Salinity",-1.90824151448332,"NES",552,"spring",32.7403650791282
"381",1990,"Surf_Salinity",0.49499470548442,"NES",200,"spring",32.7403650791282
"382",1991,"Surf_Salinity",0.189273857421449,"NES",68,"spring",32.7403650791282
"383",1992,"Surf_Salinity",-0.251377992417988,"NES",463,"spring",32.7403650791282
"384",1993,"Surf_Salinity",-0.332560957085767,"NES",458,"spring",32.7403650791282
"385",1994,"Surf_Salinity",0.0740322502351688,"NES",673,"spring",32.7403650791282
"386",1995,"Surf_Salinity",0.0857309794584097,"NES",773,"spring",32.7403650791282
"387",1996,"Surf_Salinity",-0.344801508047215,"NES",877,"spring",32.7403650791282
"388",1997,"Surf_Salinity",-0.368958514499852,"NES",759,"spring",32.7403650791282
"389",1998,"Surf_Salinity",-0.972763731277371,"NES",992,"spring",32.7403650791282
"390",1999,"Surf_Salinity",-0.119469596302933,"NES",757,"spring",32.7403650791282
"391",2000,"Surf_Salinity",0.267838683976599,"NES",356,"spring",32.7403650791282
"392",2001,"Surf_Salinity",0.00597898068271552,"NES",351,"spring",32.7403650791282
"393",2002,"Surf_Salinity",0.268486240035203,"NES",316,"spring",32.7403650791282
"394",2003,"Surf_Salinity",0.481964547584035,"NES",248,"spring",32.7403650791282
"395",2004,"Surf_Salinity",0.376406636956019,"NES",462,"spring",32.7403650791282
"396",2005,"Surf_Salinity",-0.858834174440069,"NES",653,"spring",32.7403650791282
"397",2006,"Surf_Salinity",-0.101594406467255,"NES",536,"spring",32.7403650791282
"398",2007,"Surf_Salinity",0.221682592196429,"NES",301,"spring",32.7403650791282
"399",2008,"Surf_Salinity",-0.200918455043209,"NES",423,"spring",32.7403650791282
"400",2009,"Surf_Salinity",0.145298209480364,"NES",496,"spring",32.7403650791282
"401",2010,"Surf_Salinity",-0.270083648595791,"NES",508,"spring",32.7403650791282
"402",2011,"Surf_Salinity",-0.377944663940205,"NES",509,"spring",32.7403650791282
"403",2012,"Surf_Salinity",0.215018325537564,"NES",402,"spring",32.7403650791282
"404",2013,"Surf_Salinity",0.392239329419287,"NES",386,"spring",32.7403650791282
"405",2014,"Surf_Salinity",0.461645238434234,"NES",317,"spring",32.7403650791282
"406",2015,"Surf_Salinity",0.486891260190658,"NES",442,"spring",32.7403650791282
"407",2016,"Surf_Salinity",0.543028071093038,"NES",539,"spring",32.7403650791282
"408",2017,"Surf_Salinity",0.147774747263114,"NES",419,"spring",32.7403650791282
"409",2018,"Surf_Salinity",0.107872524135079,"NES",414,"spring",32.7403650791282
"410",2019,"Surf_Salinity",-0.398538808882263,"NES",464,"spring",32.7403650791282
"411",2020,"Surf_Salinity",-0.199808325614556,"NES",20,"spring",32.7403650791282
"412",2021,"Surf_Salinity",0.167772702003589,"NES",434,"spring",32.7403650791282
"413",2022,"Surf_Salinity",0.418606555593723,"NES",412,"spring",32.7403650791282
"414",2023,"Surf_Salinity",0.0656003649655307,"NES",25,"spring",32.7403650791282
"415",2024,"Surf_Salinity",-0.825207071482512,"NES",58,"spring",32.7403650791282
"416",1975,"Surf_Salinity",0.363678120311229,"NES",18,"summer",32.4018157132839
"417",1976,"Surf_Salinity",0.126965309917107,"NES",198,"summer",32.4018157132839
"418",1977,"Surf_Salinity",0.280806236260774,"NES",349,"summer",32.4018157132839
"419",1978,"Surf_Salinity",-0.229823156599658,"NES",337,"summer",32.4018157132839
"420",1979,"Surf_Salinity",0.237739531797428,"NES",324,"summer",32.4018157132839
"421",1980,"Surf_Salinity",0.998339227684197,"NES",19,"summer",32.4018157132839
"422",1981,"Surf_Salinity",-1.33887692982811,"NES",26,"summer",32.4018157132839
"423",1982,"Surf_Salinity",0.904015774173996,"NES",100,"summer",32.4018157132839
"424",1984,"Surf_Salinity",-0.491142564978261,"NES",32,"summer",32.4018157132839
"425",1985,"Surf_Salinity",0.542472771592137,"NES",226,"summer",32.4018157132839
"426",1986,"Surf_Salinity",0.435271611896998,"NES",128,"summer",32.4018157132839
"427",1987,"Surf_Salinity",-0.166645934712283,"NES",427,"summer",32.4018157132839
"428",1988,"Surf_Salinity",0.191832512046465,"NES",380,"summer",32.4018157132839
"429",1989,"Surf_Salinity",-0.58054798144432,"NES",61,"summer",32.4018157132839
"430",1990,"Surf_Salinity",0.401632428263135,"NES",73,"summer",32.4018157132839
"431",1991,"Surf_Salinity",-0.0700938330377576,"NES",356,"summer",32.4018157132839
"432",1992,"Surf_Salinity",-0.289327462197824,"NES",334,"summer",32.4018157132839
"433",1993,"Surf_Salinity",-0.256706382702396,"NES",443,"summer",32.4018157132839
"434",1994,"Surf_Salinity",0.294431044696903,"NES",557,"summer",32.4018157132839
"435",1995,"Surf_Salinity",0.307721720017019,"NES",459,"summer",32.4018157132839
"436",1996,"Surf_Salinity",-0.847740123990131,"NES",960,"summer",32.4018157132839
"437",1997,"Surf_Salinity",0.0218179936258152,"NES",1163,"summer",32.4018157132839
"438",1998,"Surf_Salinity",-1.97233419870138,"NES",439,"summer",32.4018157132839
"439",1999,"Surf_Salinity",0.323935013731419,"NES",452,"summer",32.4018157132839
"440",2000,"Surf_Salinity",0.0716739133105602,"NES",491,"summer",32.4018157132839
"441",2001,"Surf_Salinity",-0.086018459744655,"NES",556,"summer",32.4018157132839
"442",2002,"Surf_Salinity",0.397324252527119,"NES",519,"summer",32.4018157132839
"443",2003,"Surf_Salinity",-0.401724324310239,"NES",526,"summer",32.4018157132839
"444",2004,"Surf_Salinity",-0.0586044716884028,"NES",578,"summer",32.4018157132839
"445",2005,"Surf_Salinity",-0.495107155664601,"NES",568,"summer",32.4018157132839
"446",2006,"Surf_Salinity",-0.278254706868915,"NES",607,"summer",32.4018157132839
"447",2007,"Surf_Salinity",0.23670059940667,"NES",525,"summer",32.4018157132839
"448",2008,"Surf_Salinity",0.0240933815150639,"NES",530,"summer",32.4018157132839
"449",2009,"Surf_Salinity",-0.118893355074393,"NES",646,"summer",32.4018157132839
"450",2010,"Surf_Salinity",-0.0233572865881665,"NES",313,"summer",32.4018157132839
"451",2011,"Surf_Salinity",-0.607998974508352,"NES",346,"summer",32.4018157132839
"452",2012,"Surf_Salinity",0.162298189608225,"NES",533,"summer",32.4018157132839
"453",2013,"Surf_Salinity",0.0211852611417714,"NES",431,"summer",32.4018157132839
"454",2014,"Surf_Salinity",0.600371083896163,"NES",245,"summer",32.4018157132839
"455",2015,"Surf_Salinity",0.600868718118363,"NES",209,"summer",32.4018157132839
"456",2016,"Surf_Salinity",0.199944202468377,"NES",307,"summer",32.4018157132839
"457",2017,"Surf_Salinity",0.214073803679943,"NES",40,"summer",32.4018157132839
"458",2018,"Surf_Salinity",-0.0203369320607947,"NES",340,"summer",32.4018157132839
"459",2019,"Surf_Salinity",-0.0408552885970109,"NES",336,"summer",32.4018157132839
"460",2020,"Surf_Salinity",0.0842973451572313,"NES",29,"summer",32.4018157132839
"461",2021,"Surf_Salinity",0.328462189019306,"NES",401,"summer",32.4018157132839
"462",2022,"Surf_Salinity",0.642869950047902,"NES",161,"summer",32.4018157132839
"463",2024,"Surf_Salinity",-0.640432662613667,"NES",39,"summer",32.4018157132839
"464",1975,"Surf_Salinity",-0.424783134021314,"NES",74,"fall",32.1366237088428
"465",1976,"Surf_Salinity",0.156087037406083,"NES",4,"fall",32.1366237088428
"466",1977,"Surf_Salinity",0.345624662638066,"NES",107,"fall",32.1366237088428
"467",1978,"Surf_Salinity",-0.0649382957257754,"NES",523,"fall",32.1366237088428
"468",1979,"Surf_Salinity",0.860591473432442,"NES",45,"fall",32.1366237088428
"469",1981,"Surf_Salinity",-1.04819908237827,"NES",6,"fall",32.1366237088428
"470",1982,"Surf_Salinity",-0.438993095671077,"NES",40,"fall",32.1366237088428
"471",1983,"Surf_Salinity",-0.50446951685078,"NES",29,"fall",32.1366237088428
"472",1984,"Surf_Salinity",-0.063935327785856,"NES",65,"fall",32.1366237088428
"473",1985,"Surf_Salinity",1.01076433368244,"NES",5,"fall",32.1366237088428
"474",1986,"Surf_Salinity",0.15377907124125,"NES",32,"fall",32.1366237088428
"475",1987,"Surf_Salinity",-0.403172836338759,"NES",107,"fall",32.1366237088428
"476",1988,"Surf_Salinity",0.0510183948383188,"NES",751,"fall",32.1366237088428
"477",1989,"Surf_Salinity",0.118006157784645,"NES",320,"fall",32.1366237088428
"478",1990,"Surf_Salinity",0.350749359975957,"NES",465,"fall",32.1366237088428
"479",1991,"Surf_Salinity",-0.237544442645454,"NES",588,"fall",32.1366237088428
"480",1992,"Surf_Salinity",-0.226278042429006,"NES",541,"fall",32.1366237088428
"481",1993,"Surf_Salinity",-0.109945854664552,"NES",503,"fall",32.1366237088428
"482",1994,"Surf_Salinity",0.107336085952725,"NES",352,"fall",32.1366237088428
"483",1995,"Surf_Salinity",0.134106772800301,"NES",312,"fall",32.1366237088428
"484",1996,"Surf_Salinity",-0.649961270038609,"NES",301,"fall",32.1366237088428
"485",1997,"Surf_Salinity",-0.120828413436855,"NES",224,"fall",32.1366237088428
"486",1998,"Surf_Salinity",-0.682687316407834,"NES",484,"fall",32.1366237088428
"487",1999,"Surf_Salinity",0.506618809139013,"NES",541,"fall",32.1366237088428
"488",2000,"Surf_Salinity",0.0930091710712697,"NES",277,"fall",32.1366237088428
"489",2001,"Surf_Salinity",0.0626958807666432,"NES",285,"fall",32.1366237088428
"490",2002,"Surf_Salinity",0.382277487374779,"NES",320,"fall",32.1366237088428
"491",2003,"Surf_Salinity",-0.135990193335976,"NES",330,"fall",32.1366237088428
"492",2004,"Surf_Salinity",-0.388548664072244,"NES",334,"fall",32.1366237088428
"493",2005,"Surf_Salinity",-0.49866451418011,"NES",350,"fall",32.1366237088428
"494",2006,"Surf_Salinity",-0.118344852642412,"NES",282,"fall",32.1366237088428
"495",2007,"Surf_Salinity",-0.126568166549666,"NES",430,"fall",32.1366237088428
"496",2008,"Surf_Salinity",-0.164269621057729,"NES",437,"fall",32.1366237088428
"497",2009,"Surf_Salinity",-0.0232185496518285,"NES",474,"fall",32.1366237088428
"498",2010,"Surf_Salinity",-0.00403993591108809,"NES",579,"fall",32.1366237088428
"499",2011,"Surf_Salinity",-0.429604487394588,"NES",460,"fall",32.1366237088428
"500",2012,"Surf_Salinity",0.291231240263998,"NES",421,"fall",32.1366237088428
"501",2013,"Surf_Salinity",0.246984704915785,"NES",261,"fall",32.1366237088428
"502",2014,"Surf_Salinity",0.508253789615571,"NES",349,"fall",32.1366237088428
"503",2015,"Surf_Salinity",0.462497534500729,"NES",302,"fall",32.1366237088428
"504",2016,"Surf_Salinity",0.529134287559489,"NES",244,"fall",32.1366237088428
"505",2017,"Surf_Salinity",-0.0488884627674174,"NES",193,"fall",32.1366237088428
"506",2018,"Surf_Salinity",-0.019519990087169,"NES",168,"fall",32.1366237088428
"507",2019,"Surf_Salinity",0.385554396352768,"NES",301,"fall",32.1366237088428
"508",2020,"Surf_Salinity",0.346819623626709,"NES",34,"fall",32.1366237088428
"509",2021,"Surf_Salinity",0.16443463767614,"NES",267,"fall",32.1366237088428
"510",2022,"Surf_Salinity",0.210470586731619,"NES",250,"fall",32.1366237088428
"511",2023,"Surf_Salinity",-0.544651433302376,"NES",13,"fall",32.1366237088428
