year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv
1954,2,25,18,19778.75,18,18,763.0,540,497,37.25215950263566,127.29916605785323,,,0,0.0,,11.016315940171364,,0,0,0,0,0,0,0,,,,,
1954,2,25,21,19778.875,23,23,796.0,527,506,38.35025860009422,131.17381445366993,1016.2586377091652,1016.2586377091652,625,14.104739588693906,0.0,11.26606996467256,4.26825935571309,1,1,3,0,0,3,0,,,112.61829187828768,40.70101619678716,119.74745252001951
1954,2,26,0,19779.0,18,18,796.0,522,508,38.948529189244724,132.42250887795072,1016.5881784215105,1018.5881784215105,58125,136.02118266811544,2.0,11.123965083011386,6.869798838496208,1,1,0,0,0,0,0,3.631952157028406,0.32954071234533333,35.994382641889395,22.174884758062376,42.27672049490234
1954,2,26,3,19779.125,24,24,796.0,518,509,39.50952673903297,133.32624894778783,1015.482979962514,1017.482979962514,48750,124.56968712917198,2.0,11.499506010514908,9.151606740564821,1,1,0,0,0,0,0,-12.035462372378698,-1.1051984589964559,25.843537065026336,20.79336046549379,33.170050459403136
1954,2,26,6,19779.25,20,20,796.0,515,511,39.70400769838472,134.2535174253108,1013.7153981275227,1017.7153981275227,141875,212.50932944773342,4.0,11.550203004676437,8.202260783055536,1,1,0,0,0,0,0,-19.169930283749597,-1.7675818349914334,26.441980997997,7.208432002960215,27.406930711769522
1954,2,26,9,19779.375,17,17,796.0,512,512,40.06004684244066,135.0,1014.8903415835445,1016.8903415835445,59375,137.4759960580849,2.0,10.687364318667093,8.411008125818334,1,1,0,0,0,0,0,12.648185959272698,1.1749434560218652,21.17647969025459,13.196582168630691,24.951815024266004
1954,2,26,12,19779.5,21,21,796.0,509,513,40.40635298289153,135.75633599282577,1015.3899656757932,1017.3899656757932,61250,139.62979814050144,2.0,10.43282674886703,7.252707701879263,1,1,0,0,0,0,0,5.340132815080376,0.49962409224870497,21.346561466953172,12.835828627998154,24.908516275156714
1954,2,26,15,19779.625,17,17,796.0,508,512,40.75674862818398,135.7613608915303,1014.0570473839965,1018.0570473839965,185000,242.66711549775604,4.0,11.057863942556635,8.869162317817608,1,1,0,0,0,0,0,-14.145275740041917,-1.3329182917966682,0.14108045120529633,12.987406024955755,12.988172271369415
1954,2,26,18,19779.75,18,18,796.0,507,512,40.92913049010267,135.95484125387222,1013.6014834828118,1015.6014834828118,56875,134.55064019432646,2.0,10.3833571999318,7.789844947696692,1,1,0,0,0,0,0,-4.817766356281979,-0.4555639011847961,5.41809688029604,6.389329496966928,8.377308948885993
1954,2,26,21,19779.875,19,19,796.0,505,511,41.45013561006681,136.1573330681295,1012.7391464472786,1012.7391464472786,625,14.104739588693906,0.0,10.969655574286989,7.429949799499445,1,1,0,0,0,0,0,-9.025279756598733,-0.8623370355331281,5.6255026738767535,19.311042031950688,20.11374218522154
1954,2,27,0,19780.0,25,25,796.0,503,510,41.96937062171542,136.3639275316029,1010.9248557219537,1010.9248557219537,625,14.104739588693906,0.0,12.630492797885838,10.28243914411898,1,1,0,0,0,0,0,-18.796396161069858,-1.8142907253249723,5.693308024417876,19.245433010518013,20.06988908846378
1954,2,27,3,19780.125,18,18,796.0,502,509,42.31745642131633,136.3732659358089,1008.9086235685376,1008.9086235685376,625,14.104739588693906,0.0,12.835443242008727,9.025674433711393,1,1,0,0,0,0,0,-20.748783794411008,-2.016232153416058,0.25593584233711375,12.901791650878254,12.904329930611066
1954,2,27,6,19780.25,18,18,796.0,502,509,42.31745642131633,136.3732659358089,,,0,0.0,,12.835443242008727,,0,0,0,0,3,0,0,,0.0,0.0,0.0,0.0
