year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv,precip,precipArea
2021,7,24,15,44399.625,1,1,575.0,312,265,66.14153665169869,-26.6861837228464,,,0,0.0,,11.656639334172583,,0,0,0,0,0,0,0,,,,,,,
2021,7,24,18,44399.75,2,2,610.0,328,258,66.02481302260816,-17.241459398939977,998.6933656507474,998.6933656507474,625,14.104739588693906,0.0,11.044375263434423,4.665090211737552,1,1,3,0,0,3,0,,,142.1126843006705,-4.326358458135781,142.17852304989782,0.12379017895006512,78.0
2021,7,24,21,44399.875,2,2,610.0,331,259,66.4401001714765,-15.832386620422207,998.1965606827375,998.1965606827375,625,14.104739588693906,0.0,12.016645192849683,5.7446906421230235,1,1,0,0,0,0,0,-3.754969934234897,-0.4968049680099648,20.875185463973516,15.392608018281184,25.936571665502466,0.35438406877730744,145.0
2021,7,25,0,44400.0,3,3,610.0,333,267,68.32418045730681,-15.986292239097596,998.2272153264107,998.2272153264107,625,14.104739588693906,0.0,11.742281949277688,2.4275536554707653,1,1,0,0,0,0,0,0.22854215229610797,0.03065464367318782,-2.1069857428225065,69.83338972511991,69.86516806979671,1.0487074056655736,419.0
2021,7,25,3,44400.125,4,4,610.0,333,271,69.19951892075429,-16.66954191445993,997.4466635170196,999.4466635170196,110625,187.65135533505173,2.0,11.71891235854543,3.030188473646849,1,1,0,0,0,0,0,-5.7848633732002055,-0.780551809391036,-8.993105535954676,32.444398744067556,33.66771386721812,1.2845160799288498,745.0
2021,7,25,6,44400.25,3,3,610.0,335,274,69.98312577713122,-15.989639737312594,996.8873360669205,1000.8873360669205,208125,257.3873444091637,4.0,12.138068594090107,4.0688515238892435,1,1,0,0,0,0,0,-4.124274003308575,-0.559327450099081,8.626027500576738,29.044368971002445,30.298246143373312,1.4896756939520723,890.0
2021,7,25,9,44400.375,3,3,610.0,336,277,70.70161043248812,-15.899522588456557,997.1641211900233,1001.1641211900233,190625,246.32868702971868,4.0,12.09100505770493,4.781771869154109,1,1,0,0,0,0,0,2.031789336964674,0.2767851231027453,1.103892133073013,26.63061618255039,26.653485627658068,1.5251198509834047,865.0
2021,7,25,12,44400.5,5,5,610.0,337,278,70.98177070235978,-15.433424495222857,997.5675614210454,1001.5675614210454,158125,224.3496172334865,4.0,12.363063036710198,5.297658212761816,1,1,0,0,0,0,0,2.9564964334922017,0.40344023102210486,5.629670485724954,10.38413355236632,11.81200319214411,1.212164059594224,674.0
2021,7,25,15,44400.625,5,5,610.0,338,280,71.47976901458395,-15.133083148487007,998.8686340899616,1002.8686340899616,172500,234.32553289538015,4.0,11.667319111683899,4.393626547141175,1,1,0,0,0,0,0,9.50641848244195,1.3010726689161674,3.5360050847588953,18.458295265626777,18.79393508748236,0.9619092035780722,548.0
2021,7,25,18,44400.75,5,5,610.0,339,282,71.97684715982412,-14.816319342777643,1000.237995653801,1002.237995653801,85000,164.48811606198853,2.0,10.8138872909048,3.6941850776052156,1,1,0,0,0,0,0,9.976759148289103,1.369361563839484,3.632627635387936,18.424189298864842,18.778890671650174,0.7946282557658273,592.0
2021,7,25,21,44400.875,6,6,610.0,340,283,72.2533719962141,-14.300277449185586,1002.5654377797284,1002.5654377797284,625,14.104739588693906,0.0,9.562930146177031,3.3198555945025148,1,1,0,0,0,0,0,16.930658786084056,2.3274421259273366,5.830073914571243,10.249386299260998,11.791508867012869,0.5083818309667997,560.0
2021,7,26,0,44401.0,6,6,610.0,339,284,72.41492537362991,-15.190885793293468,1004.9738539809642,1004.9738539809642,625,14.104739588693906,0.0,7.749620157141639,3.0426950400668282,1,1,0,0,0,0,0,17.503967789642505,2.4084162012358137,-9.973055774659928,5.987971983643525,11.632611485018208,0.4643631988725045,579.0
2021,7,26,3,44401.125,6,6,610.0,339,284,72.41492537362991,-15.190885793293468,,,0,0.0,,7.749620157141639,,0,0,0,0,3,0,0,,0.0,0.0,0.0,0.0,,
