year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,Dp,u,v,uv,DpDt,precip,precipArea
1995,11,8,12,35009.5,27,27,208,327,614,29.661516505398918,-172.72263845183065,1006.3887172661678,1008.3887172661678,234375,273.1371076480198,2.0,8.889574038421497,9.695835376177856,1,1,3,0,0,0,0,,,,,,9.327039591252198,3407.0
1995,11,8,15,35009.625,21,21,208,322,612,29.99955103636672,-171.55247275209155,1004.0241462952613,1006.0241462952613,213125,260.46073503106066,2.0,10.013727327806672,7.3991756344036546,1,1,0,0,0,0,0,-2.3645709709064975,37.561401744336735,12.529241624764152,39.5959694500739,-32.7649011693797,10.943853352224496,4642.0
1995,11,8,18,35009.75,20,20,208,314,600,32.71514604399658,-169.28687697720898,1002.6793416604322,1006.6793416604322,434375,371.8411714846597,4.0,11.511698376451045,4.363738671247847,1,1,0,0,0,0,0,-1.3448046348290519,70.65189881770671,100.65346255657764,122.97483617055907,-17.239078462843445,12.426238736718043,4355.0
1995,11,8,21,35009.875,19,19,208,311,598,33.070462158818515,-168.50539200269918,1002.5993457483563,1004.5993457483563,83125,162.6637921881437,2.0,12.168858821155581,8.84916458369371,1,1,0,0,0,0,0,-0.07999591207597405,24.27322258432097,13.16978310775135,27.615802029512057,-1.0156833232796147,12.863487064689043,3875.0
1995,11,9,0,35010.0,17,17,208,310,605,31.252663739754155,-168.6003326275203,998.8147857206351,1006.8147857206351,874375,527.5625145250106,8.0,14.813228245316939,6.163948539942503,1,1,0,0,0,0,0,-3.7845600277211635,-3.0083259144325196,-67.37665395415212,67.44378046095139,-50.538827748738825,10.495114873781914,3234.0
1995,11,9,3,35010.125,15,15,208,308,602,31.906655828476072,-168.01016534883246,998.281554364655,1006.281554364655,989375,561.1843223425685,8.0,14.583091137553746,9.041994625081424,1,1,0,0,0,0,0,-0.5332313559800969,18.56949567339107,24.240200777185088,30.535446669114474,-6.989738716815242,11.54028817791739,5030.0
1995,11,9,6,35010.25,14,14,208,305,601,31.99301780263672,-167.28292644208204,1000.6841883298284,1006.6841883298284,993125,562.2468369997978,6.0,12.800280622301782,4.8172997377937286,1,1,0,0,0,0,0,2.402633965173445,22.860912141125873,3.2010044605576113,23.083928034041044,31.41833969456054,11.886732701014761,4069.0
1995,11,9,9,35010.375,14,14,208,304,605,30.927847669587663,-167.26131857928092,1001.5385528255848,1003.5385528255848,193750,248.33956681952523,2.0,12.612441100385787,3.203093116597083,1,1,0,0,0,0,0,0.8543644957563084,0.6870198281151131,-39.48050493612171,39.48648206988506,11.51691013427358,9.13421252267845,2254.0
1995,11,9,12,35010.5,18,18,208,304,605,30.927847669587663,-167.26131857928092,1000.7397893970765,1004.7397893970765,376875,346.3568078665642,4.0,13.135600946491412,5.6862640455317885,1,1,0,0,0,0,0,-0.7987634285082459,0.0,0.0,0.0,-10.767402754172563,8.763741529700265,2481.0
1995,11,9,15,35010.625,19,19,208,305,607,30.477985595040742,-167.58154139806769,999.711233187571,1007.711233187571,1105000,593.0703366659715,8.0,14.134328293490718,5.651807979761434,1,1,0,0,0,0,0,-1.0285562095054774,-10.22903078790427,-16.674126793137955,19.561686409242288,-14.049574831421442,7.550647798105777,2169.0
1995,11,9,18,35010.75,21,21,208,307,610,29.8242848511456,-168.1632246321373,999.9131504164028,1009.9131504164028,1648125,724.3027551836733,10.0,14.770971961716112,5.683371554622645,1,1,0,0,0,0,0,0.20191722883173496,-18.704525102598613,-24.229402088304575,30.609200983862348,2.812801626671373,6.253823107379953,2273.0
1995,11,9,21,35010.875,16,16,208,308,614,28.853506050486637,-168.56024347433598,1000.3684221082926,1010.3684221082926,1399375,667.4090926698872,10.0,15.763317524668492,8.627419422595704,1,1,0,0,0,0,0,0.45527169188979316,-12.888653446080054,-35.98189250912202,38.22059623018933,6.536259990153701,5.280885372463411,2286.0
1995,11,10,0,35011.0,17,17,208,310,615,28.698285963918885,-169.0354787416561,997.8179366937256,1009.8179366937256,5875625,1367.577977670244,12.0,16.576065879471642,12.72165408135021,1,1,0,0,0,0,0,-2.550485414566938,-15.450807231451448,-5.753228713221139,16.487179404922617,-36.7979638245255,5.570736631295371,3537.0
1995,11,10,3,35011.125,18,18,208,312,615,28.796028083382456,-169.46837740881696,998.5112077032163,1006.5112077032163,579375,429.4424179185537,8.0,15.773965369636295,10.325046482260078,1,1,0,0,0,0,0,0.6932710094907089,-14.061200442206268,3.622809267945144,14.520403054592217,9.971336926399053,1.2853079625978021,857.0
1995,11,10,6,35011.25,18,18,208,318,618,28.289139630720967,-170.87946959654076,1000.8494987351037,1008.8494987351037,1086875,588.186243927897,8.0,14.511674046319504,10.971678108050401,1,1,0,0,0,0,0,2.3382910318873473,-46.055250092521376,-18.78780810355604,49.74000195437005,34.18321828888099,2.895293745016007,2059.0
1995,11,10,9,35011.375,18,18,208,320,619,28.110685330576143,-171.34511261673393,1003.8473561557618,1009.8473561557618,1256875,632.515405501915,6.0,12.480441656752554,5.735896051979289,1,1,0,0,0,0,0,2.997857420658111,-15.223143562320118,-6.614404271336507,16.598025297717893,44.08065884834085,3.3384624457830845,2321.0
1995,11,10,12,35011.5,20,20,208,327,624,27.055869778182807,-172.9949885991022,1005.20864487375,1009.20864487375,1053750,579.1537296488467,4.0,10.073126946770914,4.8502556434523285,1,1,0,0,0,0,0,1.3612887179882092,-54.45989014802523,-39.09671265730564,67.04052935010954,20.734518869019812,3.6148413867592493,2715.0
1995,11,10,15,35011.625,18,18,208,332,627,26.41460976521765,-174.1303995569853,1005.5349288128513,1007.5349288128513,98125,176.73188049071527,2.0,8.898729676352986,4.167794939456217,1,1,0,0,0,0,0,0.32628393910126763,-37.69022063092612,-23.76828670058308,44.55877224395891,5.081471353007825,1.4165930428665219,967.0
1995,11,10,18,35011.75,19,19,208,337,630,25.74344839901575,-175.24512315233122,1006.5313306540529,1008.5313306540529,210000,258.54414729132054,2.0,8.40273092157313,3.9331001151374947,1,1,0,0,0,0,0,0.9964018412015867,-37.21627337632713,-24.87657962716062,44.7648882269126,15.893628256386332,1.0085081156340712,511.0
1995,11,10,21,35011.875,22,22,208,341,632,25.291873298873423,-176.1161544019585,1008.6347409098936,1010.6347409098936,1727500,741.5391617322031,2.0,7.580758265909916,3.3857633683308084,1,1,0,0,0,0,0,2.1034102558407177,-29.189986229720112,-16.737620044945274,33.648227603548506,34.11011980117897,5.289537977005113,2835.0
1995,11,11,0,35012.0,22,22,208,347,637,24.04455993923471,-177.42085249971657,1006.4110795161182,1008.4110795161182,103750,181.72685737548065,2.0,8.246165179261943,4.933306966845703,1,1,0,0,0,0,0,-2.223661393775401,-44.16231332849513,-46.23163917593488,63.9349230031445,-37.81099881752358,0.8149032127822541,693.0
1995,11,11,3,35012.125,21,21,208,352,640,23.284724337666663,-178.46839220798898,1005.6155911754051,1007.6155911754051,113750,190.28334018879895,2.0,8.2802961523457,4.277842279020115,1,1,0,0,0,0,0,-0.7954883407130546,-35.66456425281877,-28.16328799276098,45.443722711796326,-13.942059788145423,0.6430048397952265,709.0
1995,11,11,6,35012.25,20,20,208,356,644,22.22206767568086,-179.2951665642689,1006.3310898607024,1008.3310898607024,246250,279.9710868514077,2.0,7.767998316313195,4.449991174177849,1,1,0,0,0,0,0,0.715498685297207,-28.36822509211017,-39.38734319262097,48.53987019605568,13.107231333837776,0.38055095785295356,519.0
1995,11,11,9,35012.375,20,20,208,356,644,22.22206767568086,-179.2951665642689,,,0,0.0,,7.767998316313195,,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,,0.0,0.0
