year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,Dp,u,v,uv,DpDt,precip,precipArea
2019,3,10,9,43532.375,3,3,217,243,235,51.036836198433704,-43.09876353538557,1007.0247228914549,1009.0247228914549,74375,153.8645436249672,2.0,12.041963059881992,6.447659786559525,1,1,3,0,0,0,0,,,,,,5.007144531357229,1872.0
2019,3,10,12,43532.5,3,3,217,249,234,51.8206648653819,-41.3632111188031,1002.0680614699762,1008.0680614699762,145000,214.83699284957805,6.0,16.23833725357243,15.965125285976537,1,1,0,0,0,0,0,-4.956661421478639,39.76192898143327,29.052590374402225,49.244938864693005,-43.68609144934158,4.782792851448862,1888.0
2019,3,10,15,43532.625,3,3,217,255,234,52.74723313666581,-39.78311096816552,997.352610436553,1007.352610436553,227500,269.1012803886529,10.0,19.810372245976566,20.940566688743782,1,1,0,0,0,0,0,-4.71545103342316,35.45141317278175,34.343230318863235,49.35848624787606,-41.04361889574693,4.72120899572016,1870.0
2019,3,10,18,43532.75,3,3,217,259,234,53.3464795637768,-38.68763524535194,991.9832395161918,1003.9832395161918,246250,279.9710868514077,12.0,24.298647676596214,27.830860882203567,1,1,0,0,0,0,0,-5.369370920361252,24.23918548894089,22.211054168206868,32.87657282063175,-46.36911262938835,4.976828730208229,2051.0
2019,3,10,21,43532.875,3,3,217,264,232,53.696704595181366,-36.83393043179067,988.1454004980184,1000.1454004980184,206250,256.22531886097215,12.0,27.31307118225436,26.38159054704309,1,1,0,0,0,0,0,-3.8378390181733995,40.67779192152519,12.981082225372937,42.698843676998955,-32.99357119582682,6.934341716701126,2976.0
2019,3,11,0,43533.0,3,3,217,270,230,54.14121333776942,-34.64911434506948,986.9457920152806,996.9457920152806,233750,272.7726817250237,10.0,27.081993628244092,13.352510047776523,1,1,0,0,0,0,0,-1.1996084827378217,47.43543937794521,16.47570567498156,50.21523460532007,-10.254791614719101,7.611032597306878,2964.0
2019,3,11,3,43533.125,3,3,217,284,233,56.517265421445174,-30.830355656680474,983.1038216400807,991.1038216400807,218750,263.875515352797,8.0,27.600297749181394,14.470534927143744,1,1,0,0,0,0,0,-3.8419703751998897,78.07674792629813,88.06831238265835,117.69454623165932,-31.914015245735353,9.041915899351363,3388.0
2019,3,11,6,43533.25,3,3,217,292,235,57.850387700432115,-28.465162142654844,977.9298567067137,999.9298567067137,1657500,726.3598532061316,22.0,30.711179795531162,16.442223830191143,1,1,0,0,0,0,0,-5.1739649333669515,46.64741556278806,49.4121446733934,67.9524938461555,-42.33838667019816,9.400499478383777,3660.0
2019,3,11,9,43533.375,3,3,217,299,238,59.22411371003954,-26.470659533456804,972.0045525388477,1000.0045525388477,1815625,760.217986568619,28.0,35.33151989979026,18.957389784832632,1,1,0,0,0,0,0,-5.9253041678659795,37.82524042117078,50.917120956006826,63.42950432856938,-47.78036620614112,9.444845738213656,3875.0
2019,3,11,12,43533.5,3,3,217,303,241,60.258365026950294,-25.491491013191876,964.7397584782058,1002.7397584782058,2543750,899.8337474111635,38.0,42.165443201626324,19.823278085049097,1,1,0,0,0,0,0,-7.264794060642016,18.004349080048996,38.33449977197638,42.35198293544139,-57.96802507514453,9.225216665323321,3812.0
2019,3,11,15,43533.625,3,3,217,305,239,60.03278308435081,-24.336390865144523,960.1775582257288,1004.1775582257288,2958125,970.3609802889983,44.0,46.00993658117572,15.647774128358797,1,1,0,0,0,0,0,-4.562200252476905,21.385389155622317,-8.361189186562218,22.961802062357684,-36.485555205017064,9.913991490134501,3987.0
2019,3,11,18,43533.75,3,3,217,311,237,60.148906805623085,-21.599522444807565,956.4212269464884,1004.4212269464884,3161875,1003.2228423323371,48.0,48.89121832733885,11.269673307374614,1,1,0,0,0,0,0,-3.756331279240403,50.488880265466406,4.304122889521394,50.67200908103709,-30.005728512107893,10.016508898927267,4156.0
2019,3,11,21,43533.875,3,3,217,317,237,60.63363399139053,-19.13364320590548,954.4933588584631,1004.4933588584631,3270625,1020.3294916348643,50.0,50.4228235396809,11.915299837090206,1,1,0,0,0,0,0,-1.9278680880252796,44.818122360634675,17.96640128801142,48.28514955112679,-15.326028478402229,9.719573276203677,4266.0
2019,3,12,0,43534.0,2,2,217,320,239,61.295090315707995,-18.149186706045477,953.7822942637472,1005.7822942637472,3665625,1080.1873340039022,52.0,50.264225414880656,10.977701498265452,1,1,0,0,0,0,0,-0.7110645947160082,17.525382782779864,24.516862487019893,30.136615402038768,-5.616659311654911,8.830174682198574,4198.0
2019,3,12,3,43534.125,2,2,217,320,239,61.295090315707995,-18.149186706045477,953.440299105887,1005.440299105887,3900000,1114.1851534268367,52.0,49.54720268998224,9.547904938977954,1,1,0,0,0,0,0,-0.3419951578602195,0.0,0.0,0.0,-2.701400550963543,8.212960467194767,4242.0
2019,3,12,6,43534.25,4,4,217,321,236,60.70347221610396,-17.314391869112516,954.8763096156663,1004.8763096156663,3940000,1119.8843474056307,50.0,47.53040948626724,6.652720149921879,1,1,0,0,0,0,0,1.4360105097792983,15.140563533763988,-21.928310395687834,26.64746631350859,11.408078064249716,8.226005317113902,4440.0
2019,3,12,9,43534.375,2,2,217,329,233,60.526483055308994,-13.555675039915284,955.329023896239,1005.329023896239,4145000,1148.648979554595,50.0,46.616994085295026,10.96970964160646,1,1,0,0,0,0,0,0.4527142805728363,68.53747866218785,-6.56009891715952,68.85071444199235,3.6027533126072866,7.782946324502742,3891.0
2019,3,12,12,43534.5,1,1,217,332,232,60.45524439208586,-12.171458208587472,956.8503891382753,1004.8503891382753,4141875,1148.2159029718619,48.0,44.597280349174405,12.252647336382143,1,1,0,0,0,0,0,1.5213652420362633,25.29867262699228,-2.640459310450965,25.436093687079303,12.11572595175159,6.901000191673777,3477.0
2019,3,12,15,43534.625,2,2,217,337,227,59.53418968008467,-9.637538112930946,959.9658204631352,1003.9658204631352,4039375,1133.9193077567952,44.0,41.34473638635302,6.239715243424289,1,1,0,0,0,0,0,3.115431324859819,47.616663061905484,-34.13887037886566,58.59017897136025,25.041818507503457,6.30903225947567,3269.0
