"","YEAR","strat.biomass"
"1",1968,6.60877658530837
"2",1969,11.1843311536237
"3",1970,7.01671831046325
"4",1971,5.42332175200104
"5",1972,6.89085959812909
"6",1973,13.1913329128819
"7",1974,10.7950271248999
"8",1975,9.32005043994428
"9",1976,12.1005841265949
"10",1977,3.36173818088736
"11",1978,6.0212130508422
"12",1979,6.88718817377071
"13",1980,9.51114878548058
"14",1981,5.52239810764124
"15",1982,9.89750785062013
"16",1983,15.4042914408406
"17",1984,4.43568535622987
"18",1985,4.4175682911749
"19",1986,13.0591268412661
"20",1987,7.17377440950525
"21",1988,7.03719763127331
"22",1989,5.01771891010814
"23",1990,4.27968550936932
"24",1991,10.6683860712803
"25",1992,3.18669710118795
"26",1993,2.91085159290859
"27",1994,2.70559841292741
"28",1995,4.70459937167773
"29",1996,2.24078250311922
"30",1997,10.15712050343
"31",1998,3.56862940765948
"32",1999,15.4904555388391
"33",2000,6.78564963866117
"34",2001,11.1815803436238
"35",2002,34.1269923829755
"36",2003,2.08486811119445
"37",2004,2.49263166107791
"38",2005,3.92574675310688
"39",2006,15.999150114453
"40",2007,7.58909053915678
"41",2008,8.56885139032494
"42",2009,8.19874672043205
"43",2010,10.021467002274
"44",2011,3.39000301300792
"45",2012,18.2784775571604
"46",2013,6.52039607817271
"47",2014,51.5985873643579
"48",2015,7.86047426731307
"49",2016,55.0371858545441
"50",2017,17.4763544976826
"51",2018,11.974225467855
"52",2019,13.5648122910236
"53",2020,4.40622489337338
