"","YEAR","strat.biomass"
"1",1963,658.512486642903
"2",1964,1046.78640895193
"3",1965,768.735914722432
"4",1966,644.259257747167
"5",1967,872.940168353849
"6",1968,466.663274343716
"7",1969,1368.11154788813
"8",1970,246.411193985211
"9",1971,124.30484090355
"10",1972,319.794462588545
"11",1973,102.7168285952
"12",1974,83.9985793549673
"13",1975,285.168304397473
"14",1976,76.6281992672343
"15",1977,221.004388787291
"16",1978,113.200113265523
"17",1979,298.199340290676
"18",1980,148.426470594397
"19",1981,500.182834125086
"20",1982,93.5736845963384
"21",1983,136.358623907451
"22",1984,295.395223602191
"23",1985,217.504701823695
"24",1986,38.9064979112105
"25",1987,75.5722328882539
"26",1988,193.630498538757
"27",1989,38.6329925981658
"28",1990,53.4165216223055
"29",1991,68.5854742640299
"30",1992,52.1989522019299
"31",1993,26.718716159846
"32",1994,31.0805296344237
"33",1995,62.3662893725911
"34",1996,103.40465729844
"35",1997,89.7133023762189
"36",1998,327.597022231278
"37",1999,114.432555304987
"38",2000,59.5245097070331
"39",2001,130.592252531048
"40",2002,164.76468780722
"41",2003,289.572257568411
"42",2004,353.04986424796
"43",2005,127.574709488312
"44",2006,295.120955376875
"45",2007,98.5337434646443
"46",2008,75.8477310059936
"47",2009,180.986943633827
"48",2010,219.882962575306
"49",2011,103.800665519886
"50",2012,333.747805283583
"51",2013,75.2125709991775
"52",2014,78.252203916685
"53",2015,395.804068199679
"54",2016,91.3552716775056
"55",2018,74.6570358802601
"56",2019,69.3499366476399
