year,month,day,hour,Dp,DpDt,DsqP,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,lon,p_cent,p_edge,p_grad,pid,ptid,radius,time,type,u,uv,v,x,y
1961,5,31,0,,,11.473588649020021,3,0,0,0,0,264375,1,4.0,21,30.368398147069982,135.0,1000.9908945343332,1004.9908945343332,8.2884710370005,21,820.0,290.09166854606434,22430.0,1,,,,539,539
1961,5,31,3,-0.9735364883593866,-13.0048076128963,17.14653660397955,0,0,0,0,0,415000,1,6.0,21,31.24130255771745,137.10313721445374,1000.0173580459738,1006.0173580459738,9.029306454024239,21,820.0,363.4537147509613,22430.125,1,66.6478451077404,74.0859518543699,32.35418063655233,530,543
1961,5,31,6,-0.1852684947947273,-2.489597000986222,8.951667059462634,0,0,0,0,0,1369375,1,6.0,21,31.035998875823005,137.58059857738868,999.8320895511791,1005.8320895511791,8.79788616531489,21,820.0,660.2163284809975,22430.25,1,15.163628674959211,16.96588579241527,-7.609575949370182,529,545
1961,5,31,9,-1.4157379137794488,-18.615399474735316,10.701262690275689,0,0,0,0,0,377500,1,6.0,22,31.796477629468693,139.73654508384914,998.4163516373997,1004.4163516373997,10.17098423222924,22,820.0,346.6438835958035,22430.375,1,67.91649004337697,73.53341903513919,28.187126408792512,520,549
1961,5,31,12,0.2701034933127812,3.456156856639696,14.09318897990721,0,0,0,0,0,1446250,1,8.0,24,32.78231777067083,143.48160579402935,998.6864551307124,1006.6864551307124,11.701727730791736,24,820.0,678.4951531833572,22430.5,1,116.69664908108638,122.28364482293587,36.540140728077574,505,556
1961,5,31,15,-0.28072748440885337,-3.5043587743616422,10.783890926221357,0,0,0,0,0,1233750,1,8.0,28,33.71106747864606,146.34291795080958,998.4057276463036,1006.4057276463036,12.407633448072056,28,820.0,626.6696275385075,22430.625,1,88.2182569980471,94.69677138511872,34.42408521648693,493,560
1961,5,31,18,-0.8196975769923301,-9.849218383494323,13.426756976526885,0,0,0,0,0,1725000,1,10.0,29,35.21155955832856,149.99805306146405,997.5860300693113,1007.5860300693113,13.535205525168402,29,820.0,741.0023978821114,22430.75,1,110.68274302436794,123.86999612277324,55.61570224367925,477,563
1961,5,31,21,0.7148618629941484,8.380971201584059,17.984921030025507,0,0,0,0,0,683125,1,8.0,27,36.2242261444978,153.37948341961587,998.3008919323054,1006.3008919323054,14.1167058353954,27,820.0,466.3104555972362,22430.875,1,101.10202830284202,107.84459181483224,37.53446225482807,463,566
1961,6,1,0,-1.8984581696601526,-21.712690825796034,17.696583585120536,0,0,0,0,0,501250,1,8.0,27,37.28429508855157,156.20425448431442,996.4024337626453,1004.4024337626453,15.5828287371545,27,12.0,399.4406469672623,22431.0,1,83.3004209758884,92.10199002294354,39.29142949074471,451,567
1961,6,1,3,1.5241730336860928,17.077101734760664,12.700651737109075,0,0,0,0,1,346875,0,5.994995752910618,25,38.19640293966501,159.12840293026787,997.9266067963313,1003.9216025492419,13.747119791635283,24,12.0,332.2856328070812,22431.125,2,85.1745857283928,91.63864118417538,33.80725519882841,439,568
