YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 03 29 11 294  4.0  4.9  1.01  8.33  6.17 111 1011.7   6.3   5.6   4.0 99.0
1999 03 29 12 286  5.8  6.7   .82  8.33  5.80 105 1012.3   5.9   5.6   4.2 99.0
1999 03 29 13 276  5.4  6.2   .76  7.69  4.62 108 1012.1   6.3   5.6   4.2 99.0
1999 03 29 14 267  6.0  7.2   .81  8.33  4.89 101 1012.3   6.3   5.6   4.0 99.0
1999 03 29 15 259  5.0  5.7   .76  8.33  5.14 103 1011.7   6.6   5.6   3.7 99.0
1999 03 29 16 265  4.3  4.8   .65  8.33  5.04 104 1011.6   7.0   5.8   3.5 99.0
1999 03 29 17 251  5.2  6.1   .68  7.69  5.65 105 1011.1   7.8   5.8   2.8 99.0
1999 03 29 18 267  5.0  5.6   .66  8.33  5.51  97 1010.7   8.1   5.9   3.2 99.0
1999 03 29 19 270  5.4  6.1   .67  8.33  5.27 104 1010.9   8.8   5.9   2.7 99.0
1999 03 29 20 260  2.5  2.9   .60  8.33  5.60  96 1010.8   9.4   6.0   2.6 99.0
1999 03 29 21 185  2.6  3.3   .55  8.33  5.86  93 1010.3   9.0   6.3   3.8 99.0
1999 03 29 22 236  5.5  6.3   .54  8.33  5.44  95 1010.5  10.1   6.3 999.0 99.0
1999 03 29 23 281  6.3  7.9   .56  8.33  4.65  93 1011.0  10.5   6.2   1.8 99.0
1999 03 30 00 297  7.3  8.2   .59  8.33  4.07  95 1012.4   9.8   6.0   1.7 99.0
1999 03 30 01 309  7.3  8.8   .67  7.69  3.91 100 1013.5  10.3   6.0    .5 99.0
1999 03 30 02 321  6.3  7.4   .67  8.33  4.02 106 1014.7   9.8   5.9    .8 99.0
1999 03 30 03 316  4.9  5.4   .66  3.85  4.09 294 1015.6   9.0   5.9    .9 99.0
1999 03 30 04 322  7.3  8.2   .60  3.57  4.03 299 1016.1   8.8   5.9   -.4 99.0
1999 03 30 05 311  6.8  7.8   .62  3.45  3.80 310 1016.5   8.9   5.9  -1.0 99.0
1999 03 30 06 307  7.5  8.6   .59  3.33  3.99 319 1017.2   8.9   5.9  -1.1 99.0
1999 03 30 07 291  5.5  6.9   .60  9.09  4.05  99 1017.9   7.9   5.9    .8 99.0
1999 03 30 08 270  4.7  5.4   .51  8.33  4.14 103 1018.1   7.4   5.9   2.0 99.0
1999 03 30 09 271  5.4  6.6   .52  8.33  4.13 103 1018.2   7.5   5.9   1.7 99.0
1999 03 30 10 261  5.1  5.7   .55  3.70  3.88 291 1018.9   7.4   5.8   1.8 99.0
1999 03 30 11 265  6.5  7.7   .51  8.33  3.92 100 1019.4   7.0   5.8   2.1 99.0
1999 03 30 12 286  8.1  9.5   .59  3.33  3.64 290 1020.3   7.9   5.8    .1 99.0
1999 03 30 13 289  8.6 10.1   .74  3.70  3.60 293 1020.8   7.8   5.8   -.2 99.0
1999 03 30 14 270  8.3  9.6   .85  4.00  3.66 295 1021.1   7.4   5.8    .0 99.0
1999 03 30 15 268  8.0  9.1   .90  4.00  3.81 288 1021.5   7.4   5.9    .0 99.0
1999 03 30 16 270  7.5  8.8   .85  4.35  3.77 300 1021.2   7.5   5.9   -.3 99.0
1999 03 30 17 260  6.6  7.5   .80  4.35  3.78 291 1021.3   7.6   5.9    .1 99.0
1999 03 30 18 265  6.4  7.3   .66  4.17  3.69 289 1021.3   8.1   6.0    .0 99.0
1999 03 30 19 261  6.5  7.5   .58  3.85  3.68 291 1020.9   8.3   6.0   -.1 99.0
1999 03 30 20 270  6.9  7.8   .58  3.85  3.55 288 1020.5   8.7   6.2   -.9 99.0
1999 03 30 21 269  5.4  6.3   .59  3.57  3.61 283 1020.5   8.9   6.2   -.8 99.0
1999 03 30 22 283  5.1  6.4   .57  4.00  3.74 293 1021.0   8.6   6.3    .3 99.0
1999 03 30 23 284  4.5  5.1   .50  3.70  3.69 292 1021.3   8.6   6.3    .4 99.0
1999 03 31 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 03 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 04 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 03 31 23 212 11.0 12.8  1.51  5.56  4.53 204 1017.2   9.7   6.3   2.0 99.0
1999 04 01 00 214 11.1 13.2  2.02  5.88  4.97 210 1017.3   9.5   6.3   1.8 99.0
1999 04 01 01 216 10.6 12.4  1.80  6.25  4.81 215 1017.8   9.1   6.3   2.3 99.0
1999 04 01 02 217  9.7 10.8  1.79  5.88  4.95 207 1018.2   8.9   6.0   2.6 99.0
1999 04 01 03 218  9.8 11.5  1.58  6.25  4.80 205 1018.0   9.0   5.9   3.6 99.0
1999 04 01 04 216  9.3 11.0  1.61  5.56  4.76 198 1018.0   8.6   5.9   4.3 99.0
1999 04 01 05 220  7.5  8.5  1.51  6.25  4.76 185 1018.1   7.9   5.8   4.6 99.0
1999 04 01 06 216  7.1  8.2  1.50  6.25  4.97 189 1018.1   7.8   5.8   4.8 99.0
1999 04 01 07 220  6.8  7.9  1.33  5.88  4.77 200 1017.9   7.8   5.6   4.9 99.0
1999 04 01 08 216  6.5  7.4  1.22  6.25  4.77 198 1017.4   7.8   5.6   5.1 99.0
1999 04 01 09 219  7.1  8.5  1.22  5.88  4.67 203 1017.1   7.8   5.6   5.3 99.0
1999 04 01 10 222  7.1  8.2  1.15  5.88  4.56 206 1016.5   7.5   5.6   5.2 99.0
1999 04 01 11 220  7.0  8.0  1.11  5.88  4.53 197 1016.5   7.5   5.6   5.3 99.0
1999 04 01 12 224  6.2  7.0   .96  5.88  4.33 202 1017.2   7.5   5.6   5.3 99.0
1999 04 01 13 227  5.6  6.5  1.02  5.88  4.37 192 1017.2   7.8   5.6   5.6 99.0
1999 04 01 14 234  5.9  7.1  1.06  5.88  4.50 187 1017.2   7.8   5.8   5.6 99.0
1999 04 01 15 235  4.8  5.5  1.08  5.88  4.57 182 1017.2   7.6   5.8   5.2 99.0
1999 04 01 16 241  4.5  5.4  1.08  6.25  4.85 181 1017.0   8.0   5.8   4.8 99.0
1999 04 01 17 234  5.1  6.2  1.03  6.67  4.96 173 1016.5   8.3   5.8   4.8 99.0
1999 04 01 18 205  3.2  4.4  1.03  6.25  5.16 185 1016.5   8.2   5.8   5.1 99.0
1999 04 01 19 195  3.9  4.4  1.04  7.14  5.23 181 1015.9   7.5   5.8   5.4 99.0
1999 04 01 20 204  5.2  5.9  1.05  6.67  5.12 190 1015.8   7.5   5.8   5.8 99.0
1999 04 01 21 222  4.4  5.2  1.04  6.25  5.02 192 1015.8   7.7   5.8   6.4 99.0
1999 04 01 22 207  4.6  5.0   .92  6.67  4.85 192 1015.6   7.9   5.9   7.0 99.0
1999 04 01 23 201  3.6  4.0   .87  6.67  4.98 191 1015.0   7.4   5.9   6.6 99.0
1999 04 02 00 200  4.5  5.0   .76  5.56  4.72 189 1014.8   7.9   5.9   7.2 99.0
1999 04 02 01 203  4.9  5.5   .73  6.67  4.65 182 1015.0   7.8   5.9   7.1 99.0
1999 04 02 02 212  5.0  5.8   .83  6.25  4.72 174 1014.8   7.8   5.9   7.2 99.0
1999 04 02 03 213  4.6  5.0   .77  6.25  4.66 177 1014.3   7.5   5.9   6.8 99.0
1999 04 02 04 235  2.5  3.1   .72  5.88  4.85 180 1014.1   7.5   5.9   6.8 99.0
1999 04 02 05 281  2.4  2.6   .66  5.88  4.76 175 1014.2   6.7   5.8   6.1 99.0
1999 04 02 06 297  2.7  3.0   .64  5.88  4.88 174 1014.2   7.4   5.8   6.8 99.0
1999 04 02 07 306  3.2  3.4   .64  6.25  5.07 178 1013.4   7.5   5.8   6.9 99.0
1999 04 02 08 289  3.9  4.2   .64  5.88  5.12 175 1013.2   8.3   5.8   7.8 99.0
1999 04 02 09 302  2.9  3.4   .54  6.25  5.17 181 1013.4   7.1   5.8   6.5 99.0
1999 04 02 10 315  3.0  3.4   .57  5.88  5.12 181 1013.6   7.1   5.8   6.6 99.0
1999 04 02 11 343  3.7  4.2   .57  5.88  5.13 180 1014.7   7.3   5.8   6.9 99.0
1999 04 02 12  42  6.5  7.4   .58  5.88  5.13 179 1015.7   7.1   5.9   6.6 99.0
1999 04 02 13  64  6.8  8.0   .57  5.88  5.09 178 1016.5   6.6   5.9   6.1 99.0
1999 04 02 14  54  8.1  9.2   .64  5.88  3.90 180 1017.2   7.0   5.9   4.8 99.0
1999 04 02 15  48  8.8 10.3   .79  5.56  3.97 176 1017.8   6.9   6.0   4.5 99.0
1999 04 02 16  44  8.3 10.0   .88  3.70  4.08  65 1018.1   6.7   6.0   3.8 99.0
1999 04 02 17  52  8.7 10.4  1.07  4.76  4.18  79 1018.1   6.7   6.2   2.5 99.0
1999 04 02 18  43  8.0  9.5  1.17  4.55  4.37  73 1018.8   7.0   6.2   2.6 99.0
1999 04 02 19  44  8.6 10.4  1.33  5.26  4.56  76 1018.8   7.1   6.3   1.8 99.0
1999 04 02 20  65  7.1  8.5  1.41  5.56  4.58  77 1018.7   7.4   6.3   1.0 99.0
1999 04 02 21  55  6.0  6.8  1.43  5.88  4.85  82 1018.8   7.1   6.3   2.3 99.0
1999 04 02 22  61  6.1  7.3  1.33  5.88  4.93  80 1018.9   7.1   6.3   2.4 99.0
1999 04 02 23  72  6.1  7.3  1.21  6.67  4.76 126 1019.1   7.0   6.3   3.0 99.0
1999 04 03 00  84  5.9  7.0  1.21  5.88  4.87  85 1019.1   6.7   6.3   3.0 99.0
1999 04 03 01  94  6.4  7.3  1.06  5.56  4.71  78 1019.5   7.1   6.3   2.5 99.0
1999 04 03 02  91  5.3  6.2  1.03  5.88  4.60  90 1020.5   7.1   6.4   2.5 99.0
1999 04 03 03  94  6.1  7.1   .97  6.25  4.60 105 1020.5   6.7   6.4   2.7 99.0
1999 04 03 04 100  4.8  5.7   .99  5.56  4.64  89 1021.0   6.6   6.4   3.1 99.0
1999 04 03 05  87  5.5  6.4   .98  5.26  4.68  87 1021.0   6.4   6.3   2.4 99.0
1999 04 03 06  81  6.4  7.9   .96  5.56  4.53  92 1020.5   6.3   6.3   2.1 99.0
1999 04 03 07  76  4.1  4.9   .92  5.26  4.57  96 1021.2   6.3   6.3   1.0 99.0
1999 04 03 08  63  2.4  2.9   .91  5.56  4.71  92 1021.9   6.3   6.3   1.4 99.0
1999 04 03 09  73  2.7  3.0   .96  4.76  4.64  89 1021.2   6.3   6.3   2.1 99.0
1999 04 03 10  58  3.0  3.7   .93  5.26  4.72  83 1021.8   6.2   6.3   2.4 99.0
1999 04 03 11  59  4.2  5.1   .88  5.26  4.79  87 1022.0   6.2   6.3   3.1 99.0
1999 04 03 12  39  3.6  4.3   .84  5.00  4.80  83 1022.5   6.0   6.4   3.1 99.0
1999 04 03 13  61  3.5  4.1   .89  5.00  4.87  87 1022.7   6.2   6.4   3.6 99.0
1999 04 03 14  91  3.9  4.5   .84  7.69  4.87 162 1022.7   6.3   6.4   3.4 99.0
1999 04 03 15 118  4.2  4.9   .83  5.26  5.03  93 1022.6   6.3   6.4   3.6 99.0
1999 04 03 16 124  3.3  3.9   .79  7.14  4.99 153 1022.1   6.4   6.4   3.7 99.0
1999 04 03 17 132  2.9  3.4   .73  7.69  5.10 151 1022.0   6.6   6.6   4.0 99.0
1999 04 03 18 133  3.9  4.5   .74  7.14  5.36 145 1021.2   6.7   6.6   4.2 99.0
1999 04 03 19 149  3.7  4.5   .71  7.69  5.26 140 1021.0   6.7   6.7   4.0 99.0
1999 04 03 20 143  3.3  3.9   .70  6.67  5.11 122 1020.7   7.0   6.7   4.5 99.0
1999 04 03 21 140  4.7  5.6   .70  7.69  5.20 131 1020.3   7.0   6.7   4.4 99.0
1999 04 03 22 136  5.2  6.1   .76  7.14  5.41 132 1019.4   6.7   6.7   4.6 99.0
1999 04 03 23 153  5.5  6.7   .79  6.25  5.08 119 1019.4   7.1   6.7   5.1 99.0
1999 04 04 00 166  6.8  7.9   .76  6.67  4.53 132 1017.9   7.4   6.6   5.3 99.0
1999 04 04 01 173  8.5  9.8   .88  7.14  4.35 138 1017.2   7.9   6.6   5.5 99.0
1999 04 04 02 186  7.9  9.0   .97  6.67  4.06 123 1017.2   8.2   6.6   5.8 99.0
1999 04 04 03 197  6.7  7.6   .97  3.70  4.22 175 1017.1   7.9   6.4   5.9 99.0
1999 04 04 04 197  6.6  7.5   .93  3.85  4.36 170 1015.8   7.8   6.6   6.0 99.0
1999 04 04 05 197  7.5  8.7   .92  7.69  4.39 118 1014.2   7.9   6.6   6.0 99.0
1999 04 04 06 207  7.7  9.1   .94  4.17  4.24 160 1013.3   8.1   6.6   6.4 99.0
1999 04 04 07 208  7.4  8.5   .94  7.69  4.31 126 1011.7   7.9   6.6   6.5 99.0
1999 04 04 08 230  6.7  7.7   .98  7.69  4.46 120 1010.9   8.0   6.6   6.8 99.0
1999 04 04 09 223  6.8  8.0   .91  7.14  4.46 116 1009.9   7.8   6.6   7.0 99.0
1999 04 04 10 236  6.5  7.2   .90  7.14  4.56 118 1009.5   8.0   6.6   7.3 99.0
1999 04 04 11 247  4.0  4.6   .96  4.35  4.48 188 1009.6   7.9   6.6   7.2 99.0
1999 04 04 12 243  5.1  5.9   .95  4.55  4.54 196 1009.3   8.2   6.4   7.4 99.0
1999 04 04 13 242  5.5  6.2   .96  5.00  4.67 180 1008.7   8.6   6.4   7.6 99.0
1999 04 04 14 249  6.1  6.9   .95  4.76  4.65 175 1008.0   8.6   6.4   7.7 99.0
1999 04 04 15 243  4.2  4.8   .99  4.76  4.75 174 1008.0   7.9   6.4   7.1 99.0
1999 04 04 16 335  1.9  2.7   .91  4.76  5.08 170 1008.5   7.9   6.6   7.0 99.0
1999 04 04 17 346  2.0  2.3   .89  5.56  5.06 137 1008.5   8.6   6.6   7.7 99.0
1999 04 04 18   8  3.5  4.0   .88  4.76  4.85 170 1008.9   8.5   6.6   7.2 99.0
1999 04 04 19  12  3.4  3.9   .83  7.69  5.10 120 1009.4   7.8   6.6   6.3 99.0
1999 04 04 20  11  2.4  2.8   .86  9.09  5.30 115 1009.4   7.5   6.6   5.8 99.0
1999 04 04 21  40  1.9  2.3   .74  5.00  5.08 179 1009.6   7.8   6.4   5.5 99.0
1999 04 04 22  23  4.0  4.9   .73  9.09  5.11 120 1010.3   8.7   6.4 999.0 99.0
1999 04 04 23  87  2.3  2.9   .76  7.69  5.31 128 1011.6   7.9   6.4   4.4 99.0
1999 04 05 00  75  5.1  5.9   .75  7.14  4.96 130 1011.7   7.7   6.4   3.1 99.0
1999 04 05 01  68  2.7  3.4   .77  5.56  4.78 181 1013.5   7.0   6.4   4.3 99.0
1999 04 05 02  16  8.1  9.4   .80  7.69  4.96 129 1014.2   7.9   6.6 999.0 99.0
1999 04 05 03  14  7.7  8.9  1.01  4.17  4.48   5 1014.3   7.5   6.7 999.0 99.0
1999 04 05 04  14  7.4  9.2  1.11  4.17  4.50  13 1014.9   7.1   6.7 999.0 99.0
1999 04 05 05  13  9.8 12.4  1.18  4.17  4.43  20 1015.5   6.6   6.7 999.0 99.0
1999 04 05 06  14 10.9 13.5  1.29  4.76  4.41  34 1016.2   6.3   6.6 999.0 99.0
1999 04 05 07  18 10.7 12.8  1.42  4.55  4.35  37 1016.9   5.6   6.6 999.0 99.0
1999 04 05 08  15  9.9 12.2  1.40  4.76  4.31  41 1018.0   5.1   6.4 999.0 99.0
1999 04 05 09  13 10.3 12.1  1.37  4.76  4.50  47 1018.9   4.4   6.3 999.0 99.0
1999 04 05 10  12 10.2 11.8  1.41  5.00  4.46  57 1020.4   3.8   6.3 999.0 99.0
1999 04 05 11  13  9.5 11.5  1.26  5.26  4.36  63 1021.8   3.2   6.3  -4.1 99.0
1999 04 05 12  15  9.0 10.7  1.35  5.00  4.51  52 1022.7   3.2   6.3  -4.2 99.0
1999 04 05 13  13  8.5 10.4  1.43  5.26  4.58  64 1023.5   3.2   6.3  -4.4 99.0
1999 04 05 14  10  7.8  9.6  1.38  5.26  4.61  73 1024.1   3.5   6.3  -4.1 99.0
1999 04 05 15 360  6.2  7.7  1.57  6.67  5.09  92 1025.1   3.9   6.3  -4.6 99.0
1999 04 05 16 358  5.9  7.4  1.55  6.67  5.24  88 1025.1   4.4   6.3  -3.8 99.0
1999 04 05 17 357  4.6  5.4  1.36  6.67  5.25  91 1025.0   5.1   6.4  -3.8 99.0
1999 04 05 18 360  3.7  4.5  1.31  7.14  5.33  86 1024.3   5.6   6.6  -2.2 99.0
1999 04 05 19 336  2.5  3.2  1.33  7.14  5.63  89 1024.4   6.3   6.7  -2.6 99.0
1999 04 05 20 254  2.2  2.9  1.13  6.25  5.39  84 1024.3   7.1   7.0  -1.2 99.0
1999 04 05 21 241  3.2  3.8  1.03  6.25  5.50  81 1024.2   7.0   7.1    .1 99.0
1999 04 05 22 243  3.7  4.5  1.03  6.25  5.59  76 1023.9   6.9   7.1    .0 99.0
1999 04 05 23 229  4.0  4.8   .95  5.88  5.54  79 1024.2   6.9   7.1    .9 99.0
1999 04 06 00 218  4.1  4.7   .91 10.00  5.90  89 1024.2   6.6   7.0   2.8 99.0
1999 04 06 01 214  4.3  5.1   .84  7.69  5.83  93 1024.6   6.6   6.7   3.0 99.0
1999 04 06 02 216  4.5  5.2   .83 10.00  5.92  86 1024.9   6.6   6.7   3.2 99.0
1999 04 06 03 232  5.4  6.3   .83 10.00  5.63  82 1025.1   6.7   6.7   3.4 99.0
1999 04 06 04 247  6.7  7.9   .74  8.33  4.68  89 1025.2   6.7   6.7   2.7 99.0
1999 04 06 05 259  6.3  7.3   .80 10.00  4.21  92 1025.2   6.7   6.7   2.7 99.0
1999 04 06 06 263  6.5  7.8   .80 10.00  4.27  90 1025.5   6.6   6.6   2.3 99.0
1999 04 06 07 261  7.4  9.2   .82 10.00  4.40  96 1025.2   6.4   6.6   1.7 99.0
1999 04 06 08 263  6.6  7.5   .83  3.70  4.28 254 1025.4   6.3   6.6   1.1 99.0
1999 04 06 09 270  4.5  5.5   .82  3.85  4.42 252 1025.2   6.2   6.6   2.0 99.0
1999 04 06 10 270  4.0  4.7   .74  4.00  4.46 249 1025.7   6.3   6.4   2.6 99.0
1999 04 06 11 281  3.6  4.2   .73  9.09  4.75  84 1025.8   6.3   6.4   3.6 99.0
1999 04 06 12 338  2.4  2.7   .73 10.00  5.15  91 1025.7   6.4   6.3   3.7 99.0
1999 04 06 13 248  3.8  5.1   .69 10.00  4.76  86 1026.5   6.6   6.3   4.0 99.0
1999 04 06 14 256  3.0  3.9   .65  9.09  5.22  88 1026.3   6.6   6.4   4.0 99.0
1999 04 06 15 263  3.1  4.0   .72 10.00  5.83  92 1026.4   6.6   6.6   4.0 99.0
1999 04 06 16 254  1.7  2.1   .75  9.09  6.25  90 1025.7   7.0   6.8   4.0 99.0
1999 04 06 17 212  3.3  3.7   .68 11.11  6.27  92 1025.2   7.1   7.1   4.1 99.0
1999 04 06 18 201  3.6  4.1   .76 11.11  6.91  90 1024.1   7.2   7.1   4.4 99.0
1999 04 06 19 199  3.9  4.5   .72 10.00  7.06  89 1023.6   7.5   7.3   5.0 99.0
1999 04 06 20 180  4.7  5.8   .72 11.11  7.05  93 1022.5   7.9   7.4   4.8 99.0
1999 04 06 21 165  5.1  5.7   .74 10.00  7.41  93 1021.2   7.8   7.4   4.3 99.0
1999 04 06 22 160  6.0  7.0   .82 11.11  7.35  93 1020.3   7.8   7.1   3.6 99.0
1999 04 06 23 176  6.3  7.7   .75 11.11  5.47  96 1020.0   7.5   7.1   4.6 99.0
1999 04 07 00 162  7.5  8.9   .94 10.00  5.41  95 1018.4   7.5   6.7   5.2 99.0
1999 04 07 01 166  8.3  9.8   .98 10.00  4.61  95 1018.0   7.8   6.7   5.9 99.0
1999 04 07 02 175  6.8  7.9  1.08  3.85  4.53 182 1018.7   7.9   6.6   6.1 99.0
1999 04 07 03 162  6.6  7.9  1.06  9.09  4.81  89 1017.8   7.9   6.6   6.1 99.0
1999 04 07 04 164  7.9  9.3  1.08  4.35  4.81 185 1016.8   8.3   6.6   6.3 99.0
1999 04 07 05 161  9.0 10.4  1.27  4.55  4.60 184 1015.7   8.7   6.6   6.5 99.0
1999 04 07 06 176  7.5  8.9  1.31  5.00  4.74 180 1015.0   9.0   6.6   6.8 99.0
1999 04 07 07 196  7.2  8.1  1.31  4.76  4.83 175 1014.2   9.0   6.6   6.9 99.0
1999 04 07 08 205  8.1  9.1  1.30  4.76  4.67 180 1014.0   9.0   6.6   6.8 99.0
1999 04 07 09 210  7.4  8.2  1.46  5.26  4.94 189 1014.1   8.6   6.6   6.8 99.0
1999 04 07 10 223  7.6  9.1  1.39  5.56  4.92 189 1014.2   8.4   6.6   6.8 99.0
1999 04 07 11 221  7.1  8.1  1.38  5.56  4.91 195 1015.3   8.2   6.6   6.8 99.0
1999 04 07 12 235  5.9  6.6  1.38  5.56  5.12 176 1016.1   8.6   6.6   6.8 99.0
1999 04 07 13 224  4.7  5.4  1.32  5.56  5.18 182 1016.3   8.3   6.6   6.4 99.0
1999 04 07 14 214  5.2  6.0  1.25  5.56  5.32 184 1016.0   8.9   6.6   6.0 99.0
1999 04 07 15 214  5.9  6.7  1.24  5.26  5.25 180 1015.9   8.3   6.6   6.2 99.0
1999 04 07 16 216  5.9  6.6  1.23  5.88  5.34 174 1016.1   8.9   6.7   6.1 99.0
1999 04 07 17 215  4.1  4.8  1.20  6.25  5.45 170 1016.1   8.9   6.7   5.9 99.0
1999 04 07 18 201  5.4  6.3  1.27  6.25  5.70 190 1015.7   8.6   7.0   6.3 99.0
1999 04 07 19 206  5.1  5.8  1.29  6.25  5.75 176 1014.9   8.7   7.0   6.4 99.0
1999 04 07 20 202  5.0  5.4  1.20  7.14  5.73 189 1014.8   8.7   7.1   6.5 99.0
1999 04 07 21 205  4.9  5.6  1.19  6.67  5.77 188 1014.2   9.0   7.1   6.6 99.0
1999 04 07 22 193  4.8  5.3  1.16  7.14  5.85 180 1014.1   8.9   7.1   6.5 99.0
1999 04 07 23 207  5.3  5.8  1.24  6.25  6.01 178 1014.1   9.1   7.1   6.3 99.0
1999 04 08 00 202  5.2  5.8  1.22  7.14  6.03 187 1014.2   9.2   7.1   6.1 99.0
1999 04 08 01 198  4.0  4.4  1.17  6.67  6.10 171 1014.9   9.0   7.0   6.0 99.0
1999 04 08 02 203  3.2  3.6  1.18  7.14  6.09 178 1015.2   9.0   7.0   5.9 99.0
1999 04 08 03 227  3.1  3.9  1.11  7.14  6.03 176 1015.0   9.1   7.0   5.8 99.0
1999 04 08 04 200  2.1  3.6  1.14  6.67  6.11 171 1014.8   8.9   6.8   5.7 99.0
1999 04 08 05 231  2.7  3.6  1.03  7.14  6.04 175 1014.2   9.7   6.7   5.3 99.0
1999 04 08 06 222  3.5  4.2  1.01  7.14  6.06 173 1014.2   8.9   6.7   5.6 99.0
1999 04 08 07 231  3.1  3.4   .94  7.14  6.08 160 1013.5   9.3   6.7   5.4 99.0
1999 04 08 08 215  3.3  3.8   .88 11.11  6.09 108 1013.3   8.7   6.7   5.3 99.0
1999 04 08 09 187  2.7  3.1   .85  7.14  5.89 162 1012.5   8.4   6.7   5.8 99.0
1999 04 08 10 201  3.5  4.0   .86  7.14  6.01 164 1012.2   8.3   6.7   6.1 99.0
1999 04 08 11 211  5.0  5.7   .79  6.67  5.99 162 1011.9   8.6   6.7   6.1 99.0
1999 04 08 12 204  6.4  7.1   .77  6.67  5.90 164 1011.1   9.5   6.7   5.7 99.0
1999 04 08 13 216  5.6  6.4   .86  6.67  5.65 168 1011.0   9.6   6.8   6.1 99.0
1999 04 08 14 204  6.1  6.8   .86  6.67  5.46 158 1010.3   9.4   7.0   6.3 99.0
1999 04 08 15 205  8.2  9.8   .88  6.67  4.77 169 1009.3  10.2   7.0   6.7 99.0
1999 04 08 16 207  9.3 11.2   .96 10.00  4.41 106 1008.3  10.2   7.0   7.0 99.0
1999 04 08 17 208  9.0 10.4  1.04  3.85  4.15 204 1007.5  10.5   7.1   7.4 99.0
1999 04 08 18 206  8.5  9.8  1.14  4.17  4.26 208 1006.9  10.1   7.4   8.1 99.0
1999 04 08 19 215  8.5 10.4  1.19  4.35  4.44 211 1006.3   9.5   7.4   8.0 99.0
1999 04 08 20 211  6.0  6.8  1.17  4.55  4.43 204 1005.7   9.7   7.4   7.4 99.0
1999 04 08 21 221  7.9  9.0  1.12  4.76  4.64 199 1005.5  10.6   7.5   7.1 99.0
1999 04 08 22 218  7.4  8.3  1.02  4.76  4.56 197 1005.5  10.5   7.4   6.9 99.0
1999 04 08 23 211  7.4  8.5  1.03  5.00  4.55 185 1005.5  10.2   7.5   6.7 99.0
1999 04 09 00 215  7.2  8.3  1.05  4.76  4.59 197 1005.7  10.6   7.4   6.5 99.0
1999 04 09 01 212  7.3  8.4  1.00  4.76  4.53 199 1006.2  10.5   7.4   6.7 99.0
1999 04 09 02 211  7.6  8.4   .95  5.00  4.37 190 1006.4  10.2   7.4   6.7 99.0
1999 04 09 03 220  6.8  7.6   .97  4.76  4.51 201 1006.4  10.5   7.4   6.6 99.0
1999 04 09 04 279  2.5  3.4   .97  4.76  4.64 195 1007.2  11.5   7.4   6.6 99.0
1999 04 09 05 297  2.8  3.2   .96  4.76  4.69 185 1007.1   9.8   7.4   6.4 99.0
1999 04 09 06  17  5.6  6.4   .92  5.00  4.76 179 1007.4  11.2   7.4 999.0 99.0
