YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 09 20 02 164  5.7  7.6  1.85 14.29  8.65 133 1019.5  19.7  20.6   8.2 99.0
1999 09 20 03 159  6.0  7.0  1.84 14.29  8.38 131 1019.5  19.8  20.4   9.8 99.0
1999 09 20 04 161  5.6  6.9  1.57 12.50  7.35 130 1019.6  19.6  20.4   8.1 99.0
1999 09 20 05 160  6.0  7.5  1.66 14.29  7.62 126 1019.5  19.5  20.3   8.1 99.0
1999 09 20 06 169  5.6  7.0  1.57 14.29  6.74 134 1019.4  19.5  20.3   9.1 99.0
1999 09 20 07 173  4.7  6.0  1.62 14.29  7.88 126 1019.0  19.5  20.3   9.0 99.0
1999 09 20 08 169  4.8  5.8  1.33 12.50  7.28 129 1018.5  19.1  20.3  10.8 99.0
1999 09 20 09 177  4.2  5.0  1.27 14.29  7.63 129 1018.1  19.1  20.3  10.1 99.0
1999 09 20 10 187  3.8  4.8  1.30 14.29  8.05 128 1018.1  19.1  20.3  10.0 99.0
1999 09 20 11 190  3.9  5.1  1.37 14.29  8.78 131 1018.2  19.1  20.3   9.6 99.0
1999 09 20 12 177  4.5  5.4  1.51 14.29  9.54 135 1018.8  19.5  20.3  10.6 99.0
1999 09 20 13 170  4.7  6.0  1.46 12.50  8.98 141 1018.6  19.5  20.3  10.6 99.0
1999 09 20 14 166  4.5  5.6  1.69 14.29 10.06 137 1018.7  19.6  20.3  10.1 99.0
1999 09 20 15 165  4.4  5.6  1.86 12.50 10.04 138 1018.1  19.6  20.4  10.3 99.0
1999 09 20 16 167  3.6  4.5  1.89 14.29 10.31 133 1017.5  19.7  20.4  10.1 99.0
1999 09 20 17 150  4.2  5.1  1.98 14.29 10.50 134 1017.1  19.6  20.6   9.8 99.0
1999 09 20 18 162  3.9  4.9  1.72 14.29  9.89 132 1016.1  19.6  20.7   9.9 99.0
1999 09 20 19 157  4.0  5.1  1.86 14.29 10.06 130 1015.6  19.6  20.6   9.9 99.0
1999 09 20 20 146  4.2  5.4  1.78 14.29  9.98 126 1015.0  19.6  20.6   9.9 99.0
1999 09 20 21 148  3.7  4.7  1.75 14.29  9.78 132 1014.8  19.8  20.4   9.9 99.0
1999 09 20 22 154  3.1  4.4  1.87 14.29  9.78 130 1014.8  19.9  20.7  10.6 99.0
1999 09 20 23 146  2.1  3.3  1.95 14.29  9.97 134 1014.6  19.9  20.6  11.0 99.0
1999 09 21 00 119  2.4  3.4  1.96 14.29 10.15 135 1014.1  19.8  20.6  11.7 99.0
1999 09 21 01 119  1.6  2.4  1.79 16.67 10.48 130 1014.3  19.7  20.6  12.3 99.0
1999 09 21 02  99  1.6  2.2  1.65 14.29  9.97 125 1014.1  19.6  20.6  14.9 99.0
1999 09 21 03 154  1.6  2.4  1.57 16.67  9.60 123 1013.6  19.5  20.6  16.0 99.0
1999 09 21 04 211  5.2  6.1  1.63 16.67 10.44 130 1013.3  19.6  20.6  16.2 99.0
1999 09 21 05 210  5.5  6.7  1.66 14.29 10.18 134 1012.8  19.6  20.6  15.2 99.0
1999 09 21 06 202  5.6  6.7  1.69 14.29  8.69 131 1012.4  19.6  20.6  14.7 99.0
1999 09 21 07 199  4.5  5.3  1.93 14.29  8.81 135 1011.5  19.7  20.4  15.2 99.0
1999 09 21 08 198  4.2  4.9  1.87 14.29  8.30 131 1011.0  19.9  20.4  14.7 99.0
1999 09 21 09 193  4.6  5.7  1.73 16.67  8.96 129 1010.5  20.3  20.4  15.0 99.0
1999 09 21 10 192  4.0  4.9  1.88 14.29  9.11 130 1010.4  20.4  20.4  15.5 99.0
1999 09 21 11 201  3.4  4.0  1.82 16.67  9.39 135 1010.7  20.3  20.4  15.5 99.0
1999 09 21 12 184  3.1  3.7  2.08 14.29  9.66 132 1010.9  20.4  20.4  16.2 99.0
1999 09 21 13 182  3.0  3.8  2.27 14.29 10.33 133 1010.4  20.3  20.4  16.8 99.0
1999 09 21 14 156  3.8  5.0  1.98 16.67 10.13 139 1010.2  20.4  20.6  17.1 99.0
1999 09 21 15 151  5.2  6.5  2.14 16.67  9.93 139 1010.7  19.9  20.7  16.9 99.0
1999 09 21 16 153  4.2  5.6  1.94 14.29  8.94 135 1010.1  19.9  20.7  17.5 99.0
1999 09 21 17 154  4.3  5.2  2.13 14.29  9.55 136 1010.1  19.9  20.7  17.6 99.0
1999 09 21 18 146  4.8  6.1  2.20 14.29  9.22 131 1009.1  19.6  20.6  17.5 99.0
1999 09 21 19 131  2.9  4.0  2.25 16.67  9.56 135 1008.3  19.6  20.4  17.4 99.0
1999 09 21 20 142  3.2  4.7  2.16 14.29  9.76 131 1008.0  19.6  20.4  17.1 99.0
1999 09 21 21 158  2.3  3.4  1.98 14.29  9.82 132 1007.4  19.8  20.4  17.2 99.0
1999 09 21 22 132  2.1  3.1  2.00 16.67  9.83 127 1007.2  19.8  20.4  17.4 99.0
1999 09 21 23 159  2.6  6.0  1.78 16.67  9.91 133 1007.8  19.7  20.6  17.5 99.0
1999 09 22 00 327  4.8  6.1  1.73 14.29  9.33 126 1007.9  18.7  20.6  16.7 99.0
1999 09 22 01 343  4.9  5.8  1.83 16.67  7.88 129 1007.9  18.8  20.6  17.0 99.0
1999 09 22 02 325  7.9  9.6  2.08 14.29  8.26 128 1007.7  17.6  20.6  16.0 99.0
1999 09 22 03 342  7.9  9.8  2.10 14.29  7.64 127 1007.2  17.0  20.6  15.4 99.0
1999 09 22 04 329  8.5 10.6  2.12 16.67  7.32 127 1006.9  16.1  20.6  14.5 99.0
1999 09 22 05 345  8.2 10.1  2.20 14.29  6.78 131 1006.3  15.9  20.6  14.2 99.0
1999 09 22 06 347  8.7 10.5  2.43 16.67  7.40 131 1006.2  15.6  20.4  13.8 99.0
1999 09 22 07 358  8.2 10.2  2.68 14.29  7.63 135 1005.4  15.5  20.4  13.4 99.0
1999 09 22 08   2  7.4  9.2  2.83 14.29  7.98 135 1005.2  15.6  20.4  13.3 99.0
1999 09 22 09 350  6.5  8.2  2.61 14.29  7.65 130 1005.5  15.6  20.3  13.4 99.0
1999 09 22 10 322  5.3  7.6  2.65 14.29  8.30 128 1006.3  15.2  20.3  12.9 99.0
1999 09 22 11 328  7.1  9.5  2.45 12.50  7.80 127 1006.1  14.7  20.3  12.2 99.0
1999 09 22 12 311  8.0 10.8  2.69 14.29  8.12 130 1006.5  14.4  20.3  11.7 99.0
1999 09 22 13 324  8.8 11.5  2.87 16.67  8.13 125 1005.9  13.8  20.3  11.3 99.0
1999 09 22 14 341  9.2 10.8  2.49 14.29  6.93 122 1005.9  14.1  20.3  11.8 99.0
1999 09 22 15 349  8.8 11.5  2.40 16.67  6.77 123 1005.4  14.1  20.3  11.8 99.0
1999 09 22 16 334  8.5 10.7  2.50 14.29  7.18 120 1005.3  14.4  20.3  12.1 99.0
1999 09 22 17 331  8.5 10.1  2.57 16.67  7.31 124 1005.1  14.4  20.3  11.4 99.0
1999 09 22 18 325  8.9 11.2  2.24 14.29  6.68 125 1004.5  14.2  20.3  11.2 99.0
1999 09 22 19 324  9.6 11.4  2.33 16.67  6.98 125 1004.1  14.7  20.3  10.4 99.0
1999 09 22 20 327 11.2 14.3  2.67 16.67  7.23 118 1003.6  14.5  20.1   9.9 99.0
1999 09 22 21 320 10.6 13.3  2.53 16.67  7.02 120 1003.4  15.4  19.9   9.6 99.0
1999 09 22 22 313 11.0 13.4  2.56 16.67  6.99 120 1003.7  15.0  19.9   9.4 99.0
1999 09 22 23 316 11.1 14.0  2.29 14.29  6.48 128 1003.5  14.8  19.9   9.2 99.0
1999 09 23 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 09 23 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 09 23 02 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 09 23 03 313 11.2 16.0  2.53 14.29  6.05 116 1005.2  13.3  19.7   7.1 99.0
1999 09 23 04 320 12.0 15.4  2.49 14.29  6.46 119 1005.2  12.9  19.6   7.1 99.0
1999 09 23 05 320 10.8 13.2  2.65 12.50  6.32 118 1005.3  12.9  19.6   6.3 99.0
1999 09 23 06 306 10.9 13.5  2.19 12.50  5.85 118 1005.6  13.3  19.6   5.7 99.0
1999 09 23 07 300 11.3 13.8  2.13 12.50  5.92 122 1005.6  13.3  19.6   3.6 99.0
1999 09 23 08 299 12.3 16.2  2.29 12.50  6.06 116 1005.5  14.0  19.6   2.8 99.0
1999 09 23 09 299 12.6 15.5  1.94  5.56  5.36 286 1006.0  14.5  19.5   6.1 99.0
1999 09 23 10 296 12.6 15.1  2.16  5.88  5.46 282 1006.5  14.4  19.5   6.7 99.0
1999 09 23 11 297 10.9 13.9  2.03  5.88  5.36 289 1007.2  14.4  19.5   7.2 99.0
1999 09 23 12 299 11.0 14.1  1.92  5.56  5.28 291 1008.2  14.4  19.2   6.8 99.0
1999 09 23 13 294 10.2 12.8  1.72  5.00  4.94 286 1009.2  14.9  19.1   6.9 99.0
1999 09 23 14 291  9.5 12.1  1.58 12.50  4.88 108 1009.8  15.1  19.1   6.9 99.0
1999 09 23 15 285  8.9 10.7  1.41  5.00  4.84 286 1010.2  15.3  19.1   6.5 99.0
1999 09 23 16 265  7.1  8.8  1.31  4.76  4.72 279 1011.0  15.3  19.5   7.1 99.0
1999 09 23 17 271  6.7  8.8  1.15 12.50  4.53 103 1011.1  16.0  19.5   6.3 99.0
1999 09 23 18 256  6.9  8.6  1.16 12.50  4.72 105 1010.9  17.2  19.5   6.1 99.0
1999 09 23 19 241  6.1  7.5  0.95 12.50  4.63  99 1010.8  18.0  19.5   5.7 99.0
1999 09 23 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 09 23 21 239  7.1  8.4  1.06 14.29  5.26  97 1010.3  19.7  19.6   7.5 99.0
1999 09 23 22 222  5.4  6.6  0.97 12.50  5.25 101 1011.0  20.0  19.6   8.8 99.0
1999 09 23 23 216  6.5  7.7  0.97 14.29  5.19 106 1011.0  19.9  19.6  11.8 99.0
1999 09 24 00 233  5.7  6.6  0.95 12.50  4.97 105 1011.3  20.2  19.6  12.9 99.0
1999 09 24 01 242  7.3  8.8  1.00 12.50  4.84 107 1011.8  20.3  19.5   9.8 99.0
1999 09 24 02 239  8.2 10.4  1.11 12.50  4.71 112 1012.4  20.3  19.5   9.9 99.0
1999 09 24 03 243  8.0  9.7  1.13 12.50  4.66 100 1012.6  19.9  19.5  10.0 99.0
1999 09 24 04 237  8.3  9.5  1.16 11.11  4.95 123 1013.3  19.8  19.5   9.7 99.0
1999 09 24 05 241  7.9  9.6  1.18 11.11  4.79 112 1013.2  19.7  19.5   9.2 99.0
1999 09 24 06 237  7.9  9.4  1.12 11.11  4.77 119 1013.2  19.7  19.5   9.2 99.0
1999 09 24 07 235  7.8  9.2  1.15  5.00  4.68 217 1012.7  19.6  19.5  10.3 99.0
1999 09 24 08 246  8.2 10.6  1.18  5.00  4.55 220 1012.6  19.5  19.4  10.0 99.0
1999 09 24 09 232  8.3 10.2  1.18  5.00  4.70 213 1012.8  19.4  19.1   9.0 99.0
1999 09 24 10 225  8.2  9.7  1.29  5.00  4.73 214 1013.2  19.3  19.1  10.4 99.0
1999 09 24 11 224  8.5 10.0  1.20 10.00  4.62 132 1013.1  19.5  19.1  10.2 99.0
1999 09 24 12 217  8.8 10.4  1.32 10.00  4.78 136 1013.3  19.8  19.1  10.1 99.0
1999 09 24 13 212  8.9 10.5  1.36  5.00  4.73 217 1013.3  19.8  19.5  11.0 99.0
1999 09 24 14 210  8.8 10.3  1.47  5.56  4.93 216 1013.3  19.8  19.5  11.4 99.0
1999 09 24 15 202  9.1 11.0  1.55  5.56  4.85 213 1013.2  19.8  19.5  11.8 99.0
1999 09 24 16 200 10.4 12.3  1.69  5.56  4.95 206 1012.7  19.8  19.6  12.3 99.0
1999 09 24 17 204 10.2 12.6  1.89  5.88  5.17 210 1012.6  19.8  19.6  12.0 99.0
1999 09 24 18 204 10.3 12.6  2.00  6.25  5.06 206 1011.9  19.9  19.6  12.3 99.0
1999 09 24 19 200 10.6 13.1  2.08  6.25  5.22 216 1011.4  19.9  19.8  12.1 99.0
1999 09 24 20 196 10.9 12.8  2.02  6.67  5.25 213 1011.0  19.9  19.8  12.3 99.0
1999 09 24 21 191 11.5 13.6  2.19  6.67  5.23 214 1010.7  19.9  19.6  12.6 99.0
1999 09 24 22 195 10.4 12.0  2.14  6.67  5.24 216 1010.9  19.8  19.6  12.8 99.0
1999 09 24 23 199 11.2 13.9  2.13  6.25  5.21 213 1011.2  19.6  19.8  13.8 99.0
1999 09 25 00 198 11.3 13.6  2.17  6.67  5.13 215 1011.3  19.6  19.8  15.5 99.0
1999 09 25 01 207 11.0 13.2  2.17  6.25  5.18 208 1012.3  19.8  19.8  15.8 99.0
1999 09 25 02 215  9.9 12.0  2.07  6.67  5.32 206 1012.5  19.9  19.8  16.1 99.0
1999 09 25 03 217 10.0 11.7  2.13  6.67  5.22 204 1012.5  19.9  19.8  16.2 99.0
1999 09 25 04 216  8.5 10.1  1.85  6.67  5.13 206 1012.6  19.9  19.8  16.2 99.0
1999 09 25 05 217  8.1  9.8  1.92  6.25  5.24 207 1012.5  19.9  19.8  16.3 99.0
1999 09 25 06 218  7.8  8.9  1.66  6.67  5.17 200 1012.4  19.9  19.8  16.5 99.0
1999 09 25 07 220  7.4  8.8  1.62  6.67  5.19 204 1012.0  19.9  19.8  16.6 99.0
1999 09 25 08 226  6.7  8.5  1.51  6.25  5.13 209 1011.9  19.9  19.8  16.2 99.0
1999 09 25 09 223  6.1  8.4  1.48  6.25  5.08 207 1011.9  19.9  19.7  15.5 99.0
1999 09 25 10 218  5.8  7.3  1.31  5.88  4.97 209 1011.9  19.8  19.6  15.3 99.0
1999 09 25 11 219  6.5  7.5  1.26  5.88  4.85 205 1012.4  19.8  19.6  15.5 99.0
1999 09 25 12 230  6.5  8.0  1.20  5.88  4.80 202 1012.8  19.9  19.6  15.5 99.0
1999 09 25 13 241  5.9  7.4  1.21  5.26  4.56 203 1013.2  19.6  19.6  14.3 99.0
1999 09 25 14 245  5.5  6.5  1.10  5.56  4.67 209 1013.5  19.5  19.6  14.6 99.0
1999 09 25 15 222  6.1  6.9  1.09  5.88  4.47 191 1013.4  19.2  19.8  14.7 99.0
1999 09 25 16 225  5.9  6.9  0.95  5.26  4.67 202 1013.4  19.2  19.8  14.9 99.0
1999 09 25 17 252  5.3  6.0  0.98  5.56  4.80 187 1013.4  19.1  19.9  15.2 99.0
1999 09 25 18 256  4.2  5.0  0.94  5.56  4.79 197 1013.3  19.1  19.9  15.2 99.0
1999 09 25 19 245  3.9  4.4  0.88  5.00  4.74 204 1013.2  19.6  20.3  15.7 99.0
1999 09 25 20 228  4.3  4.9  0.89  7.69  4.98 157 1013.4  20.3  20.3  16.0 99.0
1999 09 25 21 232  4.5  5.1  0.88  6.25  5.01 178 1013.4  20.4  20.3  16.6 99.0
1999 09 25 22 215  4.7  5.5  0.96  5.00  4.95 197 1014.3  20.4  20.3  17.4 99.0
1999 09 25 23 235  4.1  4.7  0.93  5.88  5.00 169 1014.9  20.4  20.3  17.7 99.0
1999 09 26 00 244  4.0  4.8  0.92  5.88  5.06 167 1016.0  20.4  20.4  17.5 99.0
1999 09 26 01 339  6.1  7.5  0.89  5.88  5.21 167 1017.5  20.7  20.3  10.4 99.0
1999 09 26 02 360  6.9  8.0  0.92  5.88  5.17 165 1018.5  19.9  19.9  10.5 99.0
1999 09 26 03  15  8.5 10.0  0.98  5.88  4.15 174 1019.1  19.1  19.9   9.6 99.0
1999 09 26 04  16  8.9 10.2  1.04  5.88  3.91 185 1019.7  18.4  19.8   7.9 99.0
1999 09 26 05  22  8.2  9.5  1.10  3.85  4.19  22 1020.3  18.1  19.8   8.3 99.0
1999 09 26 06  21  7.5  8.6  0.99  4.17  4.05  32 1020.8  18.0  19.8   7.1 99.0
1999 09 26 07  18  6.9  8.5  0.98  4.35  4.03  50 1021.0  17.6  19.8   5.5 99.0
1999 09 26 08  23  5.8  6.9  0.89  4.00  4.07  46 1021.4  17.5  19.8   6.7 99.0
1999 09 26 09  17  6.6  7.7  0.87  4.17  4.21  50 1021.9  17.2  19.8   7.7 99.0
1999 09 26 10  26  6.2  7.2  0.89  4.35  4.13  60 1022.6  17.0  19.6   9.0 99.0
1999 09 26 11  40  5.7  7.8  0.87  6.67  4.15 155 1023.3  17.2  19.6   9.2 99.0
1999 09 26 12  43  6.6  7.5  0.80  5.88  4.09 158 1023.5  17.2  19.6  10.4 99.0
1999 09 26 13  56  6.0  7.7  0.83  4.17  4.14  67 1024.1  17.3  19.6  10.8 99.0
1999 09 26 14  66  5.8  6.7  0.83  4.35  4.14  69 1025.0  17.6  19.6  11.1 99.0
1999 09 26 15  65  5.9  6.9  0.83  4.35  4.24  74 1025.2  17.6  19.8  12.0 99.0
1999 09 26 16  70  5.0  6.0  0.74  4.17  4.22  72 1025.6  18.0  19.8  10.8 99.0
1999 09 26 17  78  4.3  5.3  0.70  6.67  4.26 160 1025.6  18.0  19.8  10.6 99.0
1999 09 26 18  97  3.4  4.4  0.67  4.35  4.21  79 1025.3  18.3  19.9  10.2 99.0
1999 09 26 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 09 26 20  75  3.7  4.4  0.59  4.35  4.06  85 1025.1  18.4  20.3  12.8 99.0
1999 09 26 21  77  3.3  5.4  0.62  4.00  4.10  81 1025.0  18.3  20.1  12.0 99.0
1999 09 26 22  77  3.7  4.6  0.60  6.25  4.16 156 1025.1  18.3  19.9  11.2 99.0
1999 09 26 23  92  3.7  4.7  0.62  4.35  4.22  77 1025.1  18.2  19.9  11.0 99.0
1999 09 27 00  89  4.3  5.0  0.59  4.55  4.25  80 1025.0  18.0  19.8  11.2 99.0
1999 09 27 01 105  5.0  5.9  0.58  4.76  4.36  80 1025.1  18.0  19.8  12.1 99.0
1999 09 27 02  99  4.4  5.5  0.59  4.76  4.21  84 1025.6  18.2  19.8  11.8 99.0
1999 09 27 03 101  4.2  4.9  0.60  4.55  4.51  76 1025.8  18.3  19.8  11.4 99.0
1999 09 27 04 103  3.7  4.4  0.56  7.69  4.35 150 1026.0  18.3  19.8  11.9 99.0
1999 09 27 05 104  3.2  3.9  0.54  7.14  4.41 147 1025.8  18.3  19.6  13.2 99.0
1999 09 27 06 102  3.7  4.6  0.56  7.14  4.57 150 1025.8  18.3  19.7  12.9 99.0
1999 09 27 07  96  4.1  4.8  0.55  7.14  4.49 143 1025.8  18.3  19.6  13.2 99.0
1999 09 27 08  87  4.5  5.3  0.55  4.35  4.34  85 1025.7  18.4  19.6  14.0 99.0
1999 09 27 09  90  4.8  5.4  0.58  4.35  4.39  85 1025.8  18.4  19.6  13.9 99.0
1999 09 27 10  92  5.4  6.2  0.62  6.67  4.44 174 1026.1  18.4  19.6  14.5 99.0
1999 09 27 11 109  4.8  5.5  0.63  7.14  4.23 145 1026.7  18.4  19.6  14.9 99.0
1999 09 27 12 114  4.5  5.5  0.61  6.67  4.26 159 1026.9  18.8  19.6  15.4 99.0
1999 09 27 13 105  4.4  5.1  0.60  6.67  4.24 161 1027.3  18.8  19.6  15.6 99.0
1999 09 27 14 111  5.4  6.4  0.59  8.33  4.36 134 1027.3  19.1  19.6  15.9 99.0
1999 09 27 15 111  5.4  6.2  0.60  4.55  4.27 112 1027.4  19.1  19.8  16.1 99.0
1999 09 27 16 111  5.2  5.9  0.60  3.45  4.05 101 1027.2  19.1  19.8  16.2 99.0
1999 09 27 17 106  3.9  4.6  0.61  7.14  4.10 152 1027.4  19.5  19.8  16.3 99.0
1999 09 27 18 102  3.7  4.3  0.60  7.14  4.15 145 1026.7  19.5  19.9  16.3 99.0
1999 09 27 19 107  3.0  3.7  0.60  7.14  4.20 138 1026.6  19.2  19.9  16.0 99.0
1999 09 27 20  98  3.7  4.4  0.60  7.14  4.20 141 1026.5  19.2  19.9  15.9 99.0
1999 09 27 21 104  3.3  4.0  0.60  6.67  4.29 150 1026.6  19.1  19.9  16.0 99.0
1999 09 27 22 107  4.5  5.3  0.65  6.25  4.49 143 1025.8  19.1  19.9  15.6 99.0
1999 09 27 23 105  5.1  6.0  0.66  5.88  4.37 141 1025.7  18.9  19.9  15.5 99.0
1999 09 28 00 114  5.1  5.9  0.67  6.25  4.34 142 1025.8  18.8  19.9  15.5 99.0
1999 09 28 01 136  3.9  4.9  0.71  5.88  4.36 144 1026.7  19.1  19.8  15.9 99.0
1999 09 28 02 118  5.0  5.7  0.68  6.25  4.39 141 1026.6  19.1  19.8  16.1 99.0
1999 09 28 03 127  4.4  5.0  0.69  4.76  4.53 111 1026.7  19.1  19.8  16.2 99.0
1999 09 28 04 126  4.5  5.0  0.61  6.25  4.44 132 1026.6  19.1  19.8  16.6 99.0
1999 09 28 05 129  3.8  4.5  0.60  6.25  4.39 136 1026.5  19.1  19.8  16.8 99.0
1999 09 28 06 142  3.9  4.4  0.56  5.56  4.56 145 1026.5  19.5  19.8  17.2 99.0
1999 09 28 07 151  3.5  4.1  0.57  6.67  4.63 132 1025.8  19.5  19.8  17.3 99.0
1999 09 28 08 143  2.9  3.8  0.54  7.14  4.48 125 1025.5  19.5  19.8  17.3 99.0
1999 09 28 09 168  2.5  3.0  0.50  6.25  4.39 128 1025.7  19.5  19.6  17.4 99.0
1999 09 28 10 167  2.3  2.7  0.52  6.67  4.69 131 1025.7  19.5  19.6  17.4 99.0
1999 09 28 11 175  2.2  2.6  0.46  6.67  4.57 151 1025.8  19.6  19.6  17.5 99.0
1999 09 28 12 164  3.0  3.5  0.48  6.67  4.79 131 1025.9  19.6  19.6  17.3 99.0
1999 09 28 13 182  2.3  2.7  0.47  6.25  5.05 115 1026.7  19.6  19.6  17.0 99.0
1999 09 28 14 156  1.4  1.8  0.48  6.25  5.24 125 1026.6  19.9  19.8  16.6 99.0
1999 09 28 15 149  1.8  2.2  0.49  5.88  5.27 128 1026.7  19.9  19.8  17.0 99.0
1999 09 28 16 129  3.0  3.5  0.48  5.88  5.52 127 1026.7  19.8  19.9  17.3 99.0
1999 09 28 17 155  4.3  4.8  0.54  6.67  5.49 122 1026.0  19.8  19.9  17.3 99.0
1999 09 28 18 159  3.2  3.8  0.50  6.25  5.47 129 1025.7  20.1  20.3  17.6 99.0
1999 09 28 19 156  2.8  3.2  0.49  6.25  5.25 123 1025.2  20.3  20.4  17.5 99.0
1999 09 28 20 180  3.7  4.2  0.51  5.88  5.32 121 1025.0  20.3  20.4  17.5 99.0
1999 09 28 21 180  3.7  4.3  0.53  5.26  5.28 120 1024.8  20.3  20.4  17.6 99.0
1999 09 28 22 186  3.2  3.5  0.50  5.26  5.02 122 1024.7  19.9  20.4  17.6 99.0
1999 09 28 23 184  2.8  3.6  0.51  5.26  4.97 119 1024.5  19.8  20.3  17.7 99.0
1999 09 29 00 167  3.4  3.8  0.51  6.25  4.99 122 1024.3  19.8  20.3  17.6 99.0
1999 09 29 01 166  2.9  3.2  0.51  6.25  4.79 123 1024.1  19.8  20.3  17.5 99.0
1999 09 29 02 160  4.0  4.6  0.51  6.25  4.79 130 1024.1  19.8  20.3  17.6 99.0
1999 09 29 03 162  3.7  4.4  0.51  6.25  5.00 128 1024.0  19.8  20.3  17.7 99.0
1999 09 29 04 149  5.0  5.9  0.51  6.67  4.61 121 1023.6  19.8  20.0  17.7 99.0
1999 09 29 05 172  4.3  4.9  0.50  6.67  4.50 123 1023.5  19.7  20.3  17.6 99.0
1999 09 29 06 180  4.0  4.7  0.50  6.67  4.56 131 1023.4  19.7  20.2  17.5 99.0
1999 09 29 07 180  3.6  4.3  0.49  6.67  4.72 131 1022.7  19.8  20.0  17.4 99.0
1999 09 29 08 162  4.4  5.1  0.47  6.67  4.66 128 1022.5  19.8  19.9  17.3 99.0
1999 09 29 09 168  3.7  4.4  0.51  6.67  4.85 132 1022.2  19.6  19.9  17.5 99.0
1999 09 29 10 157  3.2  3.7  0.51  6.67  4.95 123 1022.1  19.8  19.9  17.4 99.0
1999 09 29 11 142  3.8  4.7  0.52  6.67  4.60 114 1022.0  19.6  19.9  16.9 99.0
1999 09 29 12 149  3.6  4.1  0.55  6.67  4.86 125 1022.1  19.6  19.9  16.6 99.0
1999 09 29 13 153  4.0  4.7  0.54  6.25  4.82 135 1021.8  19.7  19.9  16.7 99.0
1999 09 29 14 146  4.0  4.7  0.55  6.67  4.70 122 1021.2  19.8  19.9  17.3 99.0
1999 09 29 15 152  4.9  5.9  0.54  6.25  4.93 124 1020.5  19.9  20.2  16.9 99.0
1999 09 29 16 145  5.6  6.3  0.57  5.88  4.95 133 1020.3  19.9  20.3  16.9 99.0
1999 09 29 17 140  7.0  8.0  0.60  6.25  4.31 133 1019.2  20.3  20.3  16.6 99.0
1999 09 29 18 143  5.8  7.0  0.59  5.88  4.16 141 1018.3  20.3  20.3  16.9 99.0
1999 09 29 19 150  5.7  6.8  0.70  3.03  4.00 154 1017.7  20.3  20.3  16.5 99.0
1999 09 29 20 153  5.1  6.3  0.73  3.33  3.94 156 1016.8  20.4  20.3  16.4 99.0
1999 09 29 21 149  5.8  6.9  0.71  3.57  4.09 170 1016.5  20.0  20.3  15.8 99.0
1999 09 29 22 149  5.9  7.2  0.71  3.70  4.03 174 1014.9  19.9  20.3  15.7 99.0
1999 09 29 23 139  6.5  7.6  0.73  4.17  3.98 185 1014.4  19.9  20.3  15.9 99.0
1999 09 30 00 139  7.0  8.0  0.76  4.00  4.03 188 1014.3  19.9  20.3  16.8 99.0
1999 09 30 01 141  6.7  7.9  0.75  4.00  4.03 186 1013.4  19.9  20.3  17.6 99.0
1999 09 30 02 143  6.9  8.0  0.78  4.00  4.03 182 1012.6  19.9  20.3  18.0 99.0
1999 09 30 03 146  8.4 10.2  0.82  3.85  4.01 182 1011.7  20.3  20.3  18.4 99.0
1999 09 30 04 149  7.6  8.6  0.90  3.85  3.91 177 1010.9  20.4  20.3  18.2 99.0
1999 09 30 05 157  8.2  9.8  1.04  4.17  4.02 177 1009.6  20.6  20.3  18.0 99.0
1999 09 30 06 149  9.6 11.6  1.20  4.55  4.17 175 1008.4  20.7  20.3  17.7 99.0
1999 09 30 07 150 10.6 12.8  1.39  4.35  4.32 161 1007.0  20.7  20.3  17.5 99.0
1999 09 30 08 154 11.7 13.9  1.50  5.00  4.40 165 1005.5  20.8  19.9  17.3 99.0
1999 09 30 09 149 12.9 15.4  1.94  5.56  4.81 146 1004.0  20.4  19.9  17.5 99.0
1999 09 30 10 148 12.3 14.8  2.04  6.25  4.95 154 1002.5  20.4  19.9  18.1 99.0
1999 09 30 11 148 12.7 15.3  2.25  6.25  5.07 147 1000.9  20.6  19.8  18.4 99.0
1999 09 30 12 269 10.9 13.7  2.25  6.25  5.18 130 1002.7  17.5  19.8  15.9 99.0
1999 09 30 13 270 11.5 14.1  2.13  6.67  5.12 131 1002.2  17.2  19.9  15.0 99.0
1999 09 30 14 272 12.4 15.8  2.22  6.67  5.01 140 1004.0  17.6  19.9  13.1 99.0
1999 09 30 15 277 11.6 13.8  2.09  5.56  4.97 270 1004.5  17.2  19.8  12.8 99.0
1999 09 30 16 274 11.1 14.1  2.03  5.56  4.98 266 1005.1  17.8  19.8  12.7 99.0
1999 09 30 17 268 10.4 12.3  2.13  5.26  4.97 274 1005.8  18.3  19.8  12.0 99.0
1999 09 30 18 270 11.0 13.6  1.95  5.56  4.95 259 1005.7  18.8  19.8  11.0 99.0
1999 09 30 19 276 11.1 12.9  2.03  5.26  5.04 268 1005.9  19.1  19.8   9.0 99.0
