YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 01 02 01 161  5.4  7.5   .61  9.09  4.97  96 1021.8    .9   7.1 999.0 99.0
97 01 02 02 173  5.1  7.1   .60  9.09  4.52 104 1021.0   1.2   7.1 999.0 99.0
97 01 02 03 191  5.5  6.9   .67  9.09  4.45  94 1020.0   1.9   7.1 999.0 99.0
97 01 02 04 175  5.2  6.5   .67  9.09  4.61  91 1019.1   2.2   7.1 999.0 99.0
97 01 02 05 180  6.5  7.8   .68  9.09  4.17 110 1017.4   2.8   7.1 999.0 99.0
97 01 02 06 182  7.3  9.6   .73  9.09  3.97 103 1015.8   3.5   7.1 999.0 99.0
97 01 02 07 194  7.3  8.5   .84  3.57  4.07 191 1015.6   3.9   7.1 999.0 99.0
97 01 02 08 204  7.4  9.6   .82  3.57  3.85 196 1014.3   4.5   7.1 999.0 99.0
97 01 02 09 229  7.8 10.0   .84  3.85  3.96 212 1013.6   5.5   7.1 999.0 99.0
97 01 02 10 232  6.9  8.7   .84  4.35  4.07 230 1012.6   5.5   7.1 999.0 99.0
97 01 02 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 02 12 241  8.6 10.1   .91  4.55  4.02 224 1011.8   5.1   7.0 999.0 99.0
97 01 02 13 246  8.1  9.8   .95  4.35  3.98 227 1011.7   4.8   7.0 999.0 99.0
97 01 02 14 238  8.0  9.0   .94  4.55  4.10 229 1011.2   4.7   7.1 999.0 99.0
97 01 02 15 251  7.9  9.5   .96  4.35  4.06 227 1011.8   4.8   7.1 999.0 99.0
97 01 02 16 232  7.2  8.2   .89  4.35  3.98 226 1010.5   4.7   7.1 999.0 99.0
97 01 02 17 234  7.9  9.5   .92  4.55  4.06 219 1009.5   4.8   7.1 999.0 99.0
97 01 02 18 240  8.1  9.6   .92  4.76  4.11 221 1008.6   4.8   7.1 999.0 99.0
97 01 02 19 254  8.2  9.5   .93  4.55  4.05 220 1008.5   5.1   7.1 999.0 99.0
97 01 02 20 252  6.4  7.9   .85  4.55  3.99 215 1008.4   5.5   7.1 999.0 99.0
97 01 02 21 258  5.3  6.3   .81  4.55  4.03 216 1008.0   5.9   7.1 999.0 99.0
97 01 02 22 276  4.5  5.4   .74  4.55  4.05 206 1008.6   5.9   7.1 999.0 99.0
97 01 02 23 284  4.6  5.5   .78  4.76  4.19 205 1008.6   6.3   7.1 999.0 99.0
97 01 03 00 276  3.2  3.8   .73  5.00  4.07 200 1008.8   6.3   7.1 999.0 99.0
97 01 03 01 257  2.7  3.3   .68  3.57  4.07 251 1008.6   6.3   7.1 999.0 99.0
97 01 03 02 230  2.2  2.5   .72  4.76  4.31 205 1008.8   6.4   7.1 999.0 99.0
97 01 03 03 157  2.6  3.1   .68  4.76  4.25 197 1007.7   6.6   7.1 999.0 99.0
97 01 03 04 185  2.9  3.3   .66  4.55  4.42 198 1007.6   7.0   7.1 999.0 99.0
97 01 03 05 194  4.9  5.9   .69  4.55  4.49 194 1006.7   7.4   7.1 999.0 99.0
97 01 03 06 190  4.9  5.6   .67  4.35  4.26 198 1005.7   7.4   7.1 999.0 99.0
97 01 03 07 194  5.9  6.8   .66  4.35  4.16 207 1005.3   7.5   7.1 999.0 99.0
97 01 03 08 209  6.5  7.9   .69  4.55  4.19 197 1005.5   7.8   7.1 999.0 99.0
97 01 03 09 211  8.8 10.7   .81  4.17  3.86 201 1004.2   8.0   7.1 999.0 99.0
97 01 03 10 205  8.7 10.3   .85  4.35  3.93 203 1003.0   8.2   7.1 999.0 99.0
97 01 03 11 215  8.5  9.9   .97  4.55  4.01 203 1003.3   8.2   7.1 999.0 99.0
97 01 03 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 13 231  6.3  7.3  1.02  4.35  4.15 221 1003.9   8.2   7.1 999.0 99.0
97 01 03 14 216  7.2  8.5  1.00  4.76  4.31 198 1003.9   8.2   7.1 999.0 99.0
97 01 03 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 17 215  6.5  7.8  1.15  5.26  4.38 178 1003.2   8.2   7.1 999.0 99.0
97 01 03 18 229  6.6  7.6  1.10  5.56  4.65 183 1003.1   8.5   7.1 999.0 99.0
97 01 03 19 229  4.9  5.5  1.09  5.26  4.60 184 1003.4   8.6   7.1 999.0 99.0
97 01 03 20 222  5.8  6.4  1.06  5.26  4.57 189 1003.1   9.4   7.1 999.0 99.0
97 01 03 21 238  5.1  5.8  1.08  5.88  4.77 180 1004.1   9.5   7.2 999.0 99.0
97 01 03 22 223  4.2  4.7  1.00  5.88  4.82 180 1004.9   9.0   7.3 999.0 99.0
97 01 03 23 220  4.3  4.8  1.06  5.56  4.99 184 1004.8   9.4   7.3 999.0 99.0
97 01 04 00 234  3.7  4.1   .97  5.88  4.99 183 1006.0   9.0   7.3 999.0 99.0
97 01 04 01 211  4.1  4.7   .89  5.88  4.95 180 1006.4   8.6   7.2 999.0 99.0
97 01 04 02 231  3.3  3.8   .86  6.25  4.96 191 1007.5   8.9   7.2 999.0 99.0
97 01 04 03 326  3.2  3.8   .87  6.25  5.07 187 1008.6  10.6   7.1 999.0 99.0
97 01 04 04  41  1.9  2.3   .80  6.25  4.92 189 1008.8   9.0   7.1 999.0 99.0
97 01 04 05  47  1.6  2.1   .78  5.56  4.90 194 1009.4   8.9   7.2 999.0 99.0
97 01 04 06  56  1.9  2.3   .78  5.88  4.99 185 1010.1   8.7   7.2 999.0 99.0
97 01 04 07  18  3.7  4.2   .80  6.67  5.15 184 1010.4   8.0   7.1 999.0 99.0
97 01 04 08  35  3.4  4.0   .75  6.25  5.25 184 1011.2   7.8   7.1 999.0 99.0
97 01 04 09  29  4.9  5.6   .72  6.67  5.32 184 1011.7   7.8   7.1 999.0 99.0
97 01 04 10  40  4.2  4.8   .66  6.67  5.35 179 1012.6   7.5   7.1 999.0 99.0
97 01 04 11  51  5.9  7.0   .65  6.25  5.44 188 1013.9   7.1   7.1 999.0 99.0
97 01 04 12  60  4.9  5.9   .76  6.67  4.48 185 1014.7   7.2   7.1 999.0 99.0
97 01 04 13  54  6.1  7.5   .71  6.25  4.41 183 1014.4   7.1   7.1 999.0 99.0
97 01 04 14  57  5.6  6.3   .82  6.67  4.44 188 1015.7   7.1   7.1 999.0 99.0
97 01 04 15  62  5.3  6.3   .82  6.67  4.34 183 1016.2   7.1   7.1 999.0 99.0
97 01 04 16  74  6.3  7.2   .82  6.25  4.38 177 1015.3   7.1   7.1 999.0 99.0
97 01 04 17  67  6.1  7.0   .85  6.67  4.46 177 1014.8   7.1   7.1 999.0 99.0
97 01 04 18  52  4.0  4.8   .81  7.14  4.48 172 1015.5   7.1   7.4 999.0 99.0
97 01 04 19  75  5.5  6.2   .81  6.25  4.63 183 1014.8   6.9   7.4 999.0 99.0
97 01 04 20  68  6.2  7.1   .78  6.25  4.29 178 1014.6   6.7   7.4 999.0 99.0
97 01 04 21  73  6.8  7.9   .80  3.85  4.13  88 1014.9   6.7   7.4 999.0 99.0
97 01 04 22  72  7.3  8.4   .91  3.85  4.10  85 1014.6   6.7   7.4 999.0 99.0
97 01 04 23  86  7.0  8.0   .91  3.85  4.20  93 1014.8   7.0   7.4 999.0 99.0
97 01 05 00  92  6.3  7.1   .86  4.00  4.26  96 1014.7   7.4   7.4 999.0 99.0
97 01 05 01  90  5.6  6.7   .92  4.00  4.11  95 1014.7   7.5   7.4 999.0 99.0
97 01 05 02  80  5.6  6.3   .87  3.85  4.27  92 1014.2   7.8   7.4 999.0 99.0
97 01 05 03  85  6.0  7.2   .91  4.17  4.22  95 1013.4   7.8   7.4 999.0 99.0
97 01 05 04  89  6.3  7.3   .94  4.17  4.35  98 1012.7   7.9   7.4 999.0 99.0
97 01 05 05  95  6.3  7.5   .97  4.35  4.26 108 1011.5   8.3   7.4 999.0 99.0
97 01 05 06 109  6.1  7.1   .90  4.35  4.36 108 1010.4   8.9   7.4 999.0 99.0
97 01 05 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 05 08 141  5.5  6.2   .87  4.55  4.33 112 1008.8   8.7   7.4 999.0 99.0
97 01 05 09 153  6.0  7.1   .86  4.76  4.34 118 1008.2   8.3   7.4 999.0 99.0
97 01 05 10 162  5.7  6.6   .85  4.55  4.24 107 1007.5   8.6   7.4 999.0 99.0
97 01 05 11 167  3.9  4.4   .85  4.55  4.47  98 1007.2   8.9   7.4 999.0 99.0
97 01 05 12 156  5.0  5.7   .78  4.55  4.46  87 1006.5   9.0   7.4 999.0 99.0
97 01 05 13 158  6.9  8.0   .78  4.35  4.47  91 1005.5   9.4   7.4 999.0 99.0
97 01 05 14 162  6.4  7.4   .84  7.69  4.26 156 1004.9   8.6   7.1 999.0 99.0
97 01 05 15 176  8.2  9.6   .86  4.35  4.11 106 1004.1   8.6   7.1 999.0 99.0
97 01 05 16 170  8.2 10.0   .98  4.17  4.12 152 1003.1   8.3   7.1 999.0 99.0
97 01 05 17 184  8.3  9.7  1.06  4.17  4.11 169 1001.9   8.6   7.1 999.0 99.0
97 01 05 18 185  9.1 10.7  1.27  4.55  4.33 180 1000.3   9.0   7.4 999.0 99.0
97 01 05 19 182  9.5 11.2  1.41  5.00  4.38 190  999.3   9.4   7.4 999.0 99.0
97 01 05 20 186  9.8 11.8  1.54  5.26  4.57 182  998.4   9.4   7.4 999.0 99.0
97 01 05 21 195  8.4  9.7  1.64  5.88  4.71 190  997.8   9.1   7.4 999.0 99.0
97 01 05 22 191  9.4 11.2  1.62  5.88  4.90 189  997.7   9.4   7.4 999.0 99.0
97 01 05 23 200  8.7 10.1  1.57  6.25  4.79 186  997.9   9.3   7.4 999.0 99.0
97 01 06 00 213  8.6  9.9  1.61  6.25  4.94 190  998.4   9.3   7.4 999.0 99.0
97 01 06 01 212  8.4  9.7  1.53  6.25  4.92 190  998.3   9.4   7.1 999.0 99.0
97 01 06 02 213  8.0  9.2  1.55  6.25  4.95 190  997.9   9.4   7.1 999.0 99.0
97 01 06 03 214  8.0  9.6  1.55  6.67  5.02 192  998.3   9.5   7.1 999.0 99.0
97 01 06 04 228  8.1  9.3  1.61  6.25  5.16 190  998.7   9.7   7.1 999.0 99.0
97 01 06 05 236  8.0  9.2  1.49  6.67  5.04 189  999.3   9.4   7.1 999.0 99.0
97 01 06 06 255  7.0  8.4  1.59  6.67  5.16 183  999.3  10.2   7.1 999.0 99.0
97 01 06 07 249  6.8  8.0  1.44  6.67  5.22 182  999.9  10.0   7.1 999.0 99.0
97 01 06 08 257  7.5  8.7  1.41  7.14  5.26 183  999.5   9.7   7.1 999.0 99.0
97 01 06 09 266 10.4 12.9  1.44  6.67  5.06 171 1000.0  10.4   7.1 999.0 99.0
97 01 06 10 267  9.7 14.2  1.63  6.67  4.88 178 1000.9   9.7   7.1 999.0 99.0
97 01 06 11 271  8.6 10.6  1.54  6.67  4.81 178 1001.9   9.1   7.1 999.0 99.0
97 01 06 12 279 11.3 13.6  1.69  6.67  4.94 169 1002.5   8.5   7.1 999.0 99.0
97 01 06 13 276 11.5 13.3  1.60  7.14  4.64 172 1003.8   7.8   7.1 999.0 99.0
97 01 06 14 281 10.7 12.9  1.72  7.69  4.90 162 1005.0   7.4   7.1 999.0 99.0
97 01 06 15 287 11.9 14.9  1.71  5.00  4.86 296 1005.8   7.0   7.1 999.0 99.0
97 01 06 16 273 10.2 12.1  1.86  7.69  5.17 166 1006.3   6.7   7.1 999.0 99.0
97 01 06 17 274  7.3  9.3  1.73  7.69  5.04 161 1005.8   7.0   7.1 999.0 99.0
97 01 06 18 276  7.4  8.8  1.51  7.69  5.01 171 1005.4   7.1   7.1 999.0 99.0
97 01 06 19 285  7.2  8.5  1.50  7.69  5.13 177 1005.3   7.1   7.1 999.0 99.0
97 01 06 20 277  5.8  6.9  1.53  8.33  5.60 173 1005.4   7.4   7.1 999.0 99.0
97 01 06 21 279 10.0 12.3  1.49  8.33  5.26 172 1005.6   7.8   7.1 999.0 99.0
97 01 06 22 280 10.5 12.2  1.60  8.33  5.03 168 1006.7   7.5   7.1 999.0 99.0
97 01 06 23 282 10.6 12.9  1.72  5.26  4.88 274 1007.7   7.4   7.1 999.0 99.0
97 01 07 00 279 10.8 12.7  1.74  5.26  4.92 287 1008.4   7.1   7.1 999.0 99.0
97 01 07 01 282 10.6 12.6  1.68  5.26  4.90 290 1008.7   6.7   7.1 999.0 99.0
97 01 07 02 278 11.8 13.8  1.71  4.76  4.79 295 1008.9   6.3   7.1 999.0 99.0
97 01 07 03 277 12.0 14.3  1.82  5.00  4.80 295 1009.6   5.5   7.1 999.0 99.0
97 01 07 04 278 11.6 14.1  1.80  5.26  4.86 298 1010.0   4.7   7.1 999.0 99.0
97 01 07 05 276 11.0 13.2  1.81  5.26  4.89 297 1009.8   3.9   7.1 999.0 99.0
97 01 07 06 276 11.3 13.2  1.78  5.26  4.88 299 1009.7   3.3   7.1 999.0 99.0
97 01 07 07 279  9.9 11.9  1.74  5.56  4.79 290 1010.2   2.9   7.1 999.0 99.0
97 01 07 08 281 10.5 12.4  1.61  5.26  4.78 283 1010.5   2.5   7.1 999.0 99.0
97 01 07 09 285 11.2 13.1  1.56  5.26  4.67 290 1010.4   2.1   7.1 999.0 99.0
97 01 07 10 290  9.7 12.6  1.55  5.00  4.75 282 1010.8   1.8   7.1 999.0 99.0
97 01 07 11 292 10.8 12.8  1.56  5.26  4.60 285 1011.0   1.3   7.1 999.0 99.0
97 01 07 12 298 11.4 14.0  1.51  5.26  4.57 290 1011.2   1.3   7.1 999.0 99.0
97 01 07 13 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 07 14 285 11.4 14.7  1.38  5.00  4.31 305 1012.3   1.0   7.0 999.0 99.0
97 01 07 15 278 11.6 15.6  1.55  5.00  4.36 294 1012.8    .9   7.0 999.0 99.0
97 01 07 16 271 13.2 16.0  1.59  5.26  4.49 290 1012.2    .6   7.0 999.0 99.0
97 01 07 17 270 12.9 15.0  1.52  5.26  4.39 294 1011.3    .8   7.0 999.0 99.0
97 01 07 18 273 12.9 15.8  1.62  5.26  4.51 294 1010.2   1.0   7.0 999.0 99.0
97 01 07 19 275 13.8 17.8  1.79  5.88  4.78 293 1009.9   1.6   7.0 999.0 99.0
97 01 07 20 269 13.0 16.0  1.91  5.56  4.84 284 1010.1   1.8   7.0 999.0 99.0
97 01 07 21 280 15.3 18.7  2.02  5.88  4.85 287 1009.8   2.1   7.0 999.0 99.0
97 01 07 22 273 15.4 19.5  2.17  6.25  5.10 288 1010.1   2.0   6.8 999.0 99.0
97 01 07 23 275 14.3 18.2  2.33  6.25  5.07 293 1010.9   2.0   6.7 999.0 99.0
97 01 08 00 275 14.9 18.5  2.24  6.25  4.96 285 1011.3   1.6   6.7 999.0 99.0
97 01 08 01 282 14.5 18.6  2.36  5.88  5.09 293 1012.0   1.4   6.7 999.0 99.0
97 01 08 02 291 14.3 17.2  2.41  6.25  5.16 295 1012.4    .9   6.7 999.0 99.0
97 01 08 03 298 16.9 20.8  2.38  5.88  5.01 292 1012.5    .7   6.7 999.0 99.0
97 01 08 04 293 15.6 18.8  2.35  5.88  5.06 302 1013.6    .1   6.7 999.0 99.0
97 01 08 05 290 15.0 18.5  2.37  6.25  5.16 301 1013.7   -.3   7.0 999.0 99.0
97 01 08 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 08 07 287 13.8 17.5  2.03  6.25  4.94 297 1014.4   -.7   7.0 999.0 99.0
97 01 08 08 280 14.1 17.5  2.33  5.88  5.07 302 1014.3   -.8   7.0 999.0 99.0
97 01 08 09 289 13.8 17.4  2.24  6.67  5.22 294 1014.0   -.6   6.8 999.0 99.0
97 01 08 10 285 14.0 16.6  2.32  5.88  5.15 298 1013.9   -.4   7.0 999.0 99.0
97 01 08 11 287 14.0 17.3  2.17  6.67  5.00 304 1014.0   -.6   7.0 999.0 99.0
97 01 08 12 285 14.3 17.3  2.29  6.25  5.15 298 1013.9    .0   7.0 999.0 99.0
97 01 08 13 286 14.8 18.0  2.26  6.25  4.94 296 1014.4    .0   7.0 999.0 99.0
97 01 08 14 289 14.7 18.2  2.34  5.88  4.94 299 1014.6    .0   7.0 999.0 99.0
97 01 08 15 300 15.2 18.4  2.28  5.88  4.94 298 1015.1    .0   7.0 999.0 99.0
97 01 08 16 297 13.8 17.0  2.18  5.56  4.89 294 1015.4    .0   7.0 999.0 99.0
97 01 08 17 295 13.7 16.8  2.15  5.88  4.84 308 1015.2    .0   7.0 999.0 99.0
97 01 08 18 292 13.4 16.8  2.08  5.56  4.88 300 1014.6   1.1   7.0 999.0 99.0
97 01 08 19 303 13.5 16.0  1.91  5.88  4.66 300 1014.6   1.6   7.0 999.0 99.0
97 01 08 20 298 12.8 15.7  1.89  5.88  4.75 289 1014.6   2.4   7.0 999.0 99.0
97 01 08 21 303 12.0 14.4  1.78  5.88  4.65 292 1015.1   2.8   7.0 999.0 99.0
97 01 08 22 301 13.3 15.7  1.85  5.88  4.67 297 1015.9   2.9   7.0 999.0 99.0
97 01 08 23 306 12.8 15.4  1.65  5.88  4.56 291 1016.5   3.1   7.0 999.0 99.0
97 01 09 00 300 11.1 14.6  1.78  5.56  4.61 291 1016.9   2.8   7.0 999.0 99.0
97 01 09 01 297 11.3 13.3  1.61  5.26  4.44 283 1017.7   2.5   7.0 999.0 99.0
97 01 09 02 303 10.7 13.5  1.44  5.26  4.30 289 1018.5   2.1   7.1 999.0 99.0
97 01 09 03 303  9.5 11.2  1.32  5.00  4.14 295 1018.8   1.9   7.1 999.0 99.0
97 01 09 04 308  8.9 10.6  1.26  5.00  4.13 288 1018.9   1.3   7.1 999.0 99.0
97 01 09 05 312  8.6 10.3  1.04  5.00  4.05 288 1018.7    .9   7.1 999.0 99.0
97 01 09 06 311  8.8 10.8  1.03  5.00  3.98 287 1018.7    .4   7.1 999.0 99.0
97 01 09 07 308  7.8  9.9   .92  4.76  3.87 285 1019.0    .0   7.1 999.0 99.0
97 01 09 08 311  7.5  9.1   .80  4.55  3.85 282 1018.7   -.3   7.1 999.0 99.0
97 01 09 09 308  6.3  7.8   .75  4.55  3.80 281 1018.6   -.5   7.1 999.0 99.0
97 01 09 10 325  6.6  8.1   .76  4.35  3.71 281 1017.9   -.4   7.1 999.0 99.0
97 01 09 11 337  6.5  8.3   .69  4.35  3.71 277 1017.9   -.7   7.0 999.0 99.0
97 01 09 12 345  6.6  7.6   .69  3.85  3.64 285 1017.2   -.8   7.0 999.0 99.0
97 01 09 13 337  6.2  7.6   .62  3.57  3.45 319 1017.3   -.7   7.0 999.0 99.0
97 01 09 14 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 09 15 339  3.9  5.6   .52  3.23  3.31 332 1015.8   -.6   6.7 999.0 99.0
97 01 09 16 354  3.2  4.8   .47  3.12  3.32 341 1015.6   -.4   6.6 999.0 99.0
97 01 09 17 354  2.2  4.1   .38  3.12  3.31  12 1014.8    .0   7.0 999.0 99.0
97 01 09 18 358  1.5  2.6   .32  2.70  3.39   5 1012.7    .1   7.0 999.0 99.0
97 01 09 19 347  1.4  2.5   .27  2.56  3.59 106 1012.0    .3   6.7 999.0 99.0
97 01 09 20  65  3.0  3.8   .24 10.00  3.90 116 1010.2   -.4   6.6 999.0 99.0
97 01 09 21  89  4.1  5.3   .23  8.33  4.28 117 1009.4    .3   6.6 999.0 99.0
97 01 09 22 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 09 23  84  7.4  9.9   .32  2.56  3.51 116 1005.6   2.7   6.7 999.0 99.0
97 01 10 00  74  8.8 10.2   .56  2.94  3.20  92 1003.4   3.2   7.0 999.0 99.0
97 01 10 01  57  7.3  8.6   .77  3.85  3.54  95 1003.1   3.6   7.0 999.0 99.0
97 01 10 02  55  5.3  6.2   .80  4.00  3.78  91 1002.8   3.6   7.0 999.0 99.0
97 01 10 03  81 11.0 13.9   .74  4.00  3.71  86  998.9   4.7   7.0 999.0 99.0
97 01 10 04  95 16.9 20.4  1.46  4.55  4.11 103  992.5   5.5   7.1 999.0 99.0
97 01 10 05 101 17.2 22.1  2.06  5.26  4.72 108  990.4   6.7   7.1 999.0 99.0
97 01 10 06 116 11.7 14.4  2.38  6.25  5.25 100  990.5   8.8   7.1 999.0 99.0
97 01 10 07 126  9.1 11.1  2.61  6.67  5.50 103  991.8   8.3   7.1 999.0 99.0
97 01 10 08 152  7.5  9.3  2.33  6.67  5.36 120  991.5   8.7   7.1 999.0 99.0
97 01 10 09 184  9.5 12.3  2.39  7.14  5.56 115  990.2   9.1   7.1 999.0 99.0
97 01 10 10 235 11.8 14.5  2.13  7.14  5.37 118  990.1   6.4   7.1 999.0 99.0
97 01 10 11 246 12.4 14.7  2.25  7.69  5.28 125  990.7   5.0   7.1 999.0 99.0
97 01 10 12 247 12.4 14.9  2.28  7.69  5.04 123  991.7   4.3   7.1 999.0 99.0
97 01 10 13 248 11.9 14.3  2.38  7.14  5.36 120  992.1   4.0   7.1 999.0 99.0
97 01 10 14 251 11.1 14.1  2.22  6.25  5.14 195  993.1   4.0   7.0 999.0 99.0
97 01 10 15 251 12.3 15.4  2.28  5.88  5.21 220  993.9   4.4   7.0 999.0 99.0
97 01 10 16 248 13.0 16.6  2.31  7.69  5.27 127  994.4   4.0   7.1 999.0 99.0
97 01 10 17 237 14.4 17.1 99.00 99.00 99.00 999  994.4   4.0   7.1 999.0 99.0
97 01 10 18 246 14.0 18.0  2.85  9.09  5.85 167  994.6   4.3   7.1 999.0 99.0
97 01 10 19 250 13.3 16.1  2.97  9.09  6.04 172  994.9   4.3   7.1 999.0 99.0
97 01 10 20 259 13.6 15.9  3.06 10.00  6.05 157  995.8   4.7   7.1 999.0 99.0
97 01 10 21 266 11.5 13.2  3.00 10.00  6.16 161  997.1   4.0   7.1 999.0 99.0
97 01 10 22 251 13.0 16.6 99.00 99.00 99.00 999  997.9   4.8   7.1 999.0 99.0
97 01 10 23 252 12.9 15.5  3.32  9.09  6.37 168  999.2   4.7   7.0 999.0 99.0
97 01 11 00 239 11.8 14.3  3.18 10.00  6.45 172 1000.1   4.7   7.0 999.0 99.0
97 01 11 01 237 13.3 16.2  3.08 10.00  6.25 170 1000.9   4.8   7.0 999.0 99.0
97 01 11 02 237 13.2 17.1  3.04  9.09  6.20 184 1001.3   5.0   7.0 999.0 99.0
97 01 11 03 234 12.6 15.3  2.83  8.33  5.81 189 1001.6   5.2   7.0 999.0 99.0
97 01 11 04 256 10.9 13.4  2.67  9.09  5.96 186 1001.6   5.4   7.1 999.0 99.0
97 01 11 05 259  9.0 10.9  2.46  9.09  5.96 182 1001.9   4.4   7.0 999.0 99.0
97 01 11 06 250  6.7  8.3  2.28  9.09  6.16 181 1002.0   3.9   7.0 999.0 99.0
97 01 11 07 245  3.6  4.5  2.22 10.00  6.40 174 1001.2   3.9   7.0 999.0 99.0
97 01 11 08 211  1.7  3.1  1.85  9.09  6.06 178 1000.2   3.9   7.0 999.0 99.0
97 01 11 09 149   .5  2.0  1.88  9.09  6.37 180  998.3   2.9   7.0 999.0 99.0
97 01 11 10 332  8.0  9.8  1.84  9.09  6.48 172  997.5    .9   6.7 999.0 99.0
97 01 11 11 329 11.1 14.1  2.00  9.09  5.98 173  997.2   -.3   6.7 999.0 99.0
97 01 11 12 329 10.1 12.8  2.18  9.09  5.80 175  997.8   -.4   6.7 999.0 99.0
97 01 11 13 295 10.9 13.4  2.15  8.33  5.36 175  999.7   -.7   6.7 999.0 99.0
97 01 11 14 272 13.0 16.4  2.45  9.09  5.61 166 1000.5  -1.1   6.7 999.0 99.0
97 01 11 15 272 13.4 16.2  2.43  8.33  5.70 176 1002.2   -.9   6.7 999.0 99.0
97 01 11 16 265 13.5 16.8  2.41  5.56  5.49 281 1003.5   -.8   6.7 999.0 99.0
97 01 11 17 269 14.0 17.7  2.44  5.88  5.50 287 1004.4   -.8   6.7 999.0 99.0
97 01 11 18 261 13.9 17.7  2.81  5.88  5.65 284 1005.2   -.8   6.8 999.0 99.0
97 01 11 19 264 13.4 16.0  2.68  6.25  5.79 278 1005.5   -.9   7.0 999.0 99.0
97 01 11 20 271 13.6 16.7  2.75  5.88  5.64 277 1006.4   -.7   7.1 999.0 99.0
97 01 11 21 271 13.9 17.1  2.77  6.25  5.86 263 1007.2   -.8   7.0 999.0 99.0
97 01 11 22 275 14.0 17.7  2.99  6.25  5.89 277 1008.1  -1.1   7.0 999.0 99.0
97 01 11 23 272 13.3 16.8  2.91  6.25  5.80 273 1009.1  -1.1   7.0 999.0 99.0
