YEAR,WAVE,SUB_REG,ST,MODE_FX,AREA_X,ESTRIPS,NUMVAR,MODE,AREA,status
1994,6,5,36,6,2,1171.5412502,497852.94004,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1994,6,5,36,6,5,18531.237684,87226131.628,PARTY/CHARTER BOAT,INLAND,FINAL
1994,6,5,36,7,1,74776.197264,476813735.57,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1994,6,5,36,7,2,28983.167044,414782727.78,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1994,6,5,36,7,5,240583.96383,1407855396.5,PRIVATE/RENTAL BOAT,INLAND,FINAL
1995,2,5,36,3,5,443704.31453,4276479816.7,SHORE,INLAND,FINAL
1995,2,5,36,6,2,11444.443259,18123383.502,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1995,2,5,36,6,5,23350.101737,72592100.755,PARTY/CHARTER BOAT,INLAND,FINAL
1995,2,5,36,7,2,14528.185664,209042561.63,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1995,2,5,36,7,5,170315.07575,550622338.8,PRIVATE/RENTAL BOAT,INLAND,FINAL
1995,3,5,36,3,1,28445.239992,305295112.74,SHORE,OCEAN (<= 3 MI),FINAL
1995,3,5,36,3,5,1131763.5054,16688284435,SHORE,INLAND,FINAL
1995,3,5,36,6,1,64753.467483,255461284.53,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1995,3,5,36,6,2,7804.5570374,3711039.2742,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1995,3,5,36,6,5,100865.1215,619791881.64,PARTY/CHARTER BOAT,INLAND,FINAL
1995,3,5,36,7,1,83354.152861,1008841700.5,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1995,3,5,36,7,2,166450.88096,6197047679.2,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1995,3,5,36,7,5,733248.29463,10914846652,PRIVATE/RENTAL BOAT,INLAND,FINAL
1995,4,5,36,3,1,45119.769177,1138290848.1,SHORE,OCEAN (<= 3 MI),FINAL
1995,4,5,36,3,5,1853123.243,36365998387,SHORE,INLAND,FINAL
1995,4,5,36,6,2,75502.009727,257627073.86,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1995,4,5,36,6,5,117282.40903,568731806.53,PARTY/CHARTER BOAT,INLAND,FINAL
1995,4,5,36,7,1,82983.733441,1088657601.1,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1995,4,5,36,7,2,218543.35862,4492111955.1,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1995,4,5,36,7,5,934705.80964,11529624587,PRIVATE/RENTAL BOAT,INLAND,FINAL
1995,5,5,36,3,1,61271.517377,1175715142,SHORE,OCEAN (<= 3 MI),FINAL
1995,5,5,36,3,5,916281.24569,11626691148,SHORE,INLAND,FINAL
1995,5,5,36,6,1,27411.620567,113928902.99,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1995,5,5,36,6,2,13387.651279,32645302.147,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1995,5,5,36,6,5,13080.283673,42788980.808,PARTY/CHARTER BOAT,INLAND,FINAL
1995,5,5,36,7,1,99022.807656,1041545336.7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1995,5,5,36,7,2,122712.5388,1815291371.4,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1995,5,5,36,7,5,570333.05071,6332524011.6,PRIVATE/RENTAL BOAT,INLAND,FINAL
1995,6,5,36,3,1,40541.663986,282991438.9,SHORE,OCEAN (<= 3 MI),FINAL
1995,6,5,36,3,5,389824.79014,3866921051.7,SHORE,INLAND,FINAL
1995,6,5,36,6,1,24152.076911,109962335.2,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1995,6,5,36,6,2,6068.1601124,7098923.1686,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1995,6,5,36,6,5,8332.2904587,19384298.819,PARTY/CHARTER BOAT,INLAND,FINAL
1995,6,5,36,7,1,121978.81503,1612166577.4,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1995,6,5,36,7,2,15975.168291,112936916.41,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1995,6,5,36,7,5,210464.23238,2042935688.8,PRIVATE/RENTAL BOAT,INLAND,FINAL
1996,2,5,36,3,5,440242.64946,4076343226.5,SHORE,INLAND,FINAL
1996,2,5,36,6,5,18211.408767,30466008.547,PARTY/CHARTER BOAT,INLAND,FINAL
1996,2,5,36,7,5,202604.24498,586376191.18,PRIVATE/RENTAL BOAT,INLAND,FINAL
1996,3,5,36,3,1,27514.771748,294821102.54,SHORE,OCEAN (<= 3 MI),FINAL
1996,3,5,36,3,5,1039048.6821,13276615865,SHORE,INLAND,FINAL
1996,3,5,36,6,1,18745.619355,39233962.041,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1996,3,5,36,6,5,26170.682234,74527167.287,PARTY/CHARTER BOAT,INLAND,FINAL
1996,3,5,36,7,1,55893.583363,317409693.08,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1996,3,5,36,7,2,131784.80999,1494051529.9,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1996,3,5,36,7,5,755727.03068,6654861476.2,PRIVATE/RENTAL BOAT,INLAND,FINAL
1996,4,5,36,3,1,71778.972024,1789014987.2,SHORE,OCEAN (<= 3 MI),FINAL
1996,4,5,36,3,5,1956866.513,40765319377,SHORE,INLAND,FINAL
1996,4,5,36,6,1,68528.051395,223546445.39,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1996,4,5,36,6,2,38419.619912,297091241.13,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1996,4,5,36,6,5,77470.949059,298704573,PARTY/CHARTER BOAT,INLAND,FINAL
1996,4,5,36,7,1,124544.52598,1710941151.1,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1996,4,5,36,7,2,194594.59745,5109537376.6,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1996,4,5,36,7,5,1025036.457,12646256244,PRIVATE/RENTAL BOAT,INLAND,FINAL
1996,5,5,36,3,1,96057.800301,3544005322,SHORE,OCEAN (<= 3 MI),FINAL
1996,5,5,36,3,5,1009026.41,15792186176,SHORE,INLAND,FINAL
1996,5,5,36,6,1,25737.416795,94821695.585,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1996,5,5,36,6,2,10297.061815,47312773.013,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1996,5,5,36,6,5,10287.530038,23040930.624,PARTY/CHARTER BOAT,INLAND,FINAL
1996,5,5,36,7,1,239311.81153,4620724504.6,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1996,5,5,36,7,5,601335.19536,7382061748.9,PRIVATE/RENTAL BOAT,INLAND,FINAL
1996,6,5,36,3,1,88852.749601,2876914399.4,SHORE,OCEAN (<= 3 MI),FINAL
1996,6,5,36,3,5,430699.30745,7173851910.7,SHORE,INLAND,FINAL
1996,6,5,36,6,1,12051.893933,22585912.242,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1996,6,5,36,6,2,2517.0984002,3638837.9582,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1996,6,5,36,6,5,4993.0384199,7044137.2439,PARTY/CHARTER BOAT,INLAND,FINAL
1996,6,5,36,7,1,91735.890761,978041034.52,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1996,6,5,36,7,5,233350.70642,1545879158.6,PRIVATE/RENTAL BOAT,INLAND,FINAL
1997,2,5,36,3,1,34960.583478,948093312.84,SHORE,OCEAN (<= 3 MI),FINAL
1997,2,5,36,3,5,434396.20543,6118684245.6,SHORE,INLAND,FINAL
1997,2,5,36,6,1,2847.8608462,808998.75982,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1997,2,5,36,6,2,4363.2677935,1899039.7845,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1997,2,5,36,6,5,10596.157159,10166629.697,PARTY/CHARTER BOAT,INLAND,FINAL
1997,2,5,36,7,2,6216.3833212,39065555.325,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1997,2,5,36,7,5,188080.84998,457324753.22,PRIVATE/RENTAL BOAT,INLAND,FINAL
1997,3,5,36,3,1,17821.251551,307014467.33,SHORE,OCEAN (<= 3 MI),FINAL
1997,3,5,36,3,5,1058832.0292,13196931406,SHORE,INLAND,FINAL
1997,3,5,36,6,1,10020.04983,47377948.172,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1997,3,5,36,6,2,11170.317429,25555874.512,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1997,3,5,36,6,5,103494.69318,830215414.91,PARTY/CHARTER BOAT,INLAND,FINAL
1997,3,5,36,7,1,133880.7913,2112988716.8,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1997,3,5,36,7,2,125308.66955,2259260001.1,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1997,3,5,36,7,5,807284.83707,9835361888.5,PRIVATE/RENTAL BOAT,INLAND,FINAL
1997,4,5,36,3,1,135636.25742,3208116565.4,SHORE,OCEAN (<= 3 MI),FINAL
1997,4,5,36,3,5,1897347.9186,33412480817,SHORE,INLAND,FINAL
1997,4,5,36,6,1,34269.237478,256781536.82,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1997,4,5,36,6,2,16233.768759,79557417.314,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1997,4,5,36,6,5,52426.54274,498050715.57,PARTY/CHARTER BOAT,INLAND,FINAL
1997,4,5,36,7,1,90701.471102,925870993.46,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1997,4,5,36,7,2,101275.61607,1844043576.2,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1997,4,5,36,7,5,1235232.6403,12613894345,PRIVATE/RENTAL BOAT,INLAND,FINAL
1997,5,5,36,3,1,115589.32978,2170442468.2,SHORE,OCEAN (<= 3 MI),FINAL
1997,5,5,36,3,5,1062174.0018,15234698558,SHORE,INLAND,FINAL
1997,5,5,36,6,1,25570.778852,91582853.155,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1997,5,5,36,6,2,64651.986927,328174686.33,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1997,5,5,36,6,5,1972.8629667,893103.86179,PARTY/CHARTER BOAT,INLAND,FINAL
1997,5,5,36,7,1,233147.43398,5184737998.7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1997,5,5,36,7,2,144171.69744,3281640516.1,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1997,5,5,36,7,5,551893.9952,9335083201.2,PRIVATE/RENTAL BOAT,INLAND,FINAL
1997,6,5,36,3,1,151998.39226,3772653090.6,SHORE,OCEAN (<= 3 MI),FINAL
1997,6,5,36,3,5,422857.62777,7814451397.1,SHORE,INLAND,FINAL
1997,6,5,36,6,1,16752.973558,38732671.291,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1997,6,5,36,6,2,4210.5632989,5450722.7907,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1997,6,5,36,6,5,4142.7827975,5786836.3824,PARTY/CHARTER BOAT,INLAND,FINAL
1997,6,5,36,7,1,148453.18196,982174305.07,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1997,6,5,36,7,2,2234.4655515,4961750.7703,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1997,6,5,36,7,5,203709.73296,1235673902.8,PRIVATE/RENTAL BOAT,INLAND,FINAL
1998,2,5,36,3,5,436396.32895,3797475839.8,SHORE,INLAND,FINAL
1998,2,5,36,6,1,1395.779533,2108646.5774,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1998,2,5,36,6,2,5432.001619,4115634.2305,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1998,2,5,36,6,5,10049.244887,11589669.324,PARTY/CHARTER BOAT,INLAND,FINAL
1998,2,5,36,7,2,44111.196495,722440283.63,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1998,2,5,36,7,5,145729.1353,946965964.85,PRIVATE/RENTAL BOAT,INLAND,FINAL
1998,3,5,36,3,1,26434.908632,220757202.6,SHORE,OCEAN (<= 3 MI),FINAL
1998,3,5,36,3,5,1085871.4673,13682098842,SHORE,INLAND,FINAL
1998,3,5,36,6,1,30427.141368,92915139.438,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1998,3,5,36,6,2,1870.1796436,3407616.8169,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1998,3,5,36,6,5,51550.220778,222585272.75,PARTY/CHARTER BOAT,INLAND,FINAL
1998,3,5,36,7,5,1118118.8648,9721730761.9,PRIVATE/RENTAL BOAT,INLAND,FINAL
1998,4,5,36,3,1,93464.603246,2891601614.3,SHORE,OCEAN (<= 3 MI),FINAL
1998,4,5,36,3,5,1983119.5725,34596560258,SHORE,INLAND,FINAL
1998,4,5,36,6,1,9005.5830608,10975313.345,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1998,4,5,36,6,2,7205.02431,18454553.456,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1998,4,5,36,6,5,57854.307907,120311685.18,PARTY/CHARTER BOAT,INLAND,FINAL
1998,4,5,36,7,1,109553.62526,943874170.77,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1998,4,5,36,7,2,268152.98693,4286144688.5,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1998,4,5,36,7,5,971432.37047,10841853157,PRIVATE/RENTAL BOAT,INLAND,FINAL
1998,5,5,36,3,1,189507.32273,8363335659.6,SHORE,OCEAN (<= 3 MI),FINAL
1998,5,5,36,3,5,1000167.7825,19246507110,SHORE,INLAND,FINAL
1998,5,5,36,6,1,22511.836353,113660280.5,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1998,5,5,36,6,2,12378.940319,48045147.613,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1998,5,5,36,6,5,14514.502742,59310993.551,PARTY/CHARTER BOAT,INLAND,FINAL
1998,5,5,36,7,1,217027.40892,4538672393.7,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1998,5,5,36,7,2,87728.749373,2020323470.5,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1998,5,5,36,7,5,632370.99618,9327005795.2,PRIVATE/RENTAL BOAT,INLAND,FINAL
1998,6,5,36,6,1,7217.7348533,33148425.626,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1998,6,5,36,6,5,7737.3814023,35553000.841,PARTY/CHARTER BOAT,INLAND,FINAL
1998,6,5,36,7,1,47826.558077,394572858.63,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1998,6,5,36,7,5,330385.58574,1676140885.1,PRIVATE/RENTAL BOAT,INLAND,FINAL
1999,2,5,36,3,1,11879.387437,63628036.175,SHORE,OCEAN (<= 3 MI),FINAL
1999,2,5,36,3,5,498622.1119,4720495337.9,SHORE,INLAND,FINAL
1999,2,5,36,6,1,216.10056209,56119.527511,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1999,2,5,36,6,2,979.5104826,831746.5549,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1999,2,5,36,6,5,16506.286585,21407164.825,PARTY/CHARTER BOAT,INLAND,FINAL
1999,2,5,36,7,5,226649.74649,632929055.99,PRIVATE/RENTAL BOAT,INLAND,FINAL
1999,3,5,36,3,1,95341.348772,3454019366.7,SHORE,OCEAN (<= 3 MI),FINAL
1999,3,5,36,3,5,1002982.6377,13325866099,SHORE,INLAND,FINAL
1999,3,5,36,6,1,16522.868357,62743634.465,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1999,3,5,36,6,2,2235.3852159,509347.35655,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1999,3,5,36,6,5,61351.690311,338609336.35,PARTY/CHARTER BOAT,INLAND,FINAL
1999,3,5,36,7,1,220249.80635,3562584795.9,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1999,3,5,36,7,2,168092.33721,3946048261.3,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1999,3,5,36,7,5,863731.95877,14015061707,PRIVATE/RENTAL BOAT,INLAND,FINAL
1999,4,5,36,3,1,120045.48786,2333927563.2,SHORE,OCEAN (<= 3 MI),FINAL
1999,4,5,36,3,5,2216210.8751,45587373622,SHORE,INLAND,FINAL
1999,4,5,36,6,1,39356.003302,157836179.67,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1999,4,5,36,6,2,12719.997616,24837326.371,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1999,4,5,36,6,5,39383.081015,217977002.13,PARTY/CHARTER BOAT,INLAND,FINAL
1999,4,5,36,7,1,200523.20316,1985767475.6,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1999,4,5,36,7,2,206446.39385,5106629739.5,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1999,4,5,36,7,5,997335.34011,11709673552,PRIVATE/RENTAL BOAT,INLAND,FINAL
1999,5,5,36,3,1,27876.160414,355447104.78,SHORE,OCEAN (<= 3 MI),FINAL
1999,5,5,36,3,5,1392517.2483,24676512090,SHORE,INLAND,FINAL
1999,5,5,36,6,1,22924.189368,77622598.007,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1999,5,5,36,6,5,35081.417526,152650443.71,PARTY/CHARTER BOAT,INLAND,FINAL
1999,5,5,36,7,1,304450.78202,7191949054.8,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1999,5,5,36,7,2,4116.794576,17820143.223,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1999,5,5,36,7,5,632552.39393,9418302505.8,PRIVATE/RENTAL BOAT,INLAND,FINAL
1999,6,5,36,3,1,26319.204563,226856688.27,SHORE,OCEAN (<= 3 MI),FINAL
1999,6,5,36,3,5,616755.50728,7472841935.5,SHORE,INLAND,FINAL
1999,6,5,36,6,1,21220.4131,226720019.87,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
1999,6,5,36,6,2,5046.5449219,23312777.428,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
1999,6,5,36,6,5,13678.095843,110072305.43,PARTY/CHARTER BOAT,INLAND,FINAL
1999,6,5,36,7,1,170161.22068,2126197764.4,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
1999,6,5,36,7,2,21045.677515,403285517.66,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
1999,6,5,36,7,5,251704.06751,2803668522.6,PRIVATE/RENTAL BOAT,INLAND,FINAL
2000,2,5,36,3,1,14857.670699,226188815.5,SHORE,OCEAN (<= 3 MI),FINAL
2000,2,5,36,3,5,639784.46361,8327765351.2,SHORE,INLAND,FINAL
2000,2,5,36,6,1,2653.1778616,724052.95743,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2000,2,5,36,6,2,8553.6111813,7525521.6877,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2000,2,5,36,6,5,7965.927112,6864875.0222,PARTY/CHARTER BOAT,INLAND,FINAL
2000,2,5,36,7,1,17725.167118,264333126.55,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2000,2,5,36,7,2,11378.803655,71515995.227,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2000,2,5,36,7,5,208124.37689,1075530431.5,PRIVATE/RENTAL BOAT,INLAND,FINAL
2000,3,5,36,3,1,118045.34413,2747948504.1,SHORE,OCEAN (<= 3 MI),FINAL
2000,3,5,36,3,5,1203755.064,17488922241,SHORE,INLAND,FINAL
2000,3,5,36,6,1,35734.49272,102225112.54,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2000,3,5,36,6,2,4446.6065408,20890114.824,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2000,3,5,36,6,5,39699.010086,148623468.52,PARTY/CHARTER BOAT,INLAND,FINAL
2000,3,5,36,7,1,196809.59849,6306917108.5,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2000,3,5,36,7,2,139395.7667,6440612778.5,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2000,3,5,36,7,5,890639.18669,17168303397,PRIVATE/RENTAL BOAT,INLAND,FINAL
2000,4,5,36,3,1,92598.435992,1596972287.1,SHORE,OCEAN (<= 3 MI),FINAL
2000,4,5,36,3,5,2412081.684,46907698683,SHORE,INLAND,FINAL
2000,4,5,36,6,1,63390.7504,722343854.43,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2000,4,5,36,6,2,20752.449137,175719877.62,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2000,4,5,36,6,5,50773.687525,786973708.87,PARTY/CHARTER BOAT,INLAND,FINAL
2000,4,5,36,7,1,332730.21197,5220350695.6,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2000,4,5,36,7,2,192916.88884,2722563905,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2000,4,5,36,7,5,950738.20679,12455452414,PRIVATE/RENTAL BOAT,INLAND,FINAL
2000,5,5,36,3,1,381277.97274,12699271585,SHORE,OCEAN (<= 3 MI),FINAL
2000,5,5,36,3,5,1060768.3105,23009687854,SHORE,INLAND,FINAL
2000,5,5,36,6,1,33157.722693,78713696.831,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2000,5,5,36,6,2,10812.729902,13636823.294,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2000,5,5,36,6,5,14392.519665,17266275.887,PARTY/CHARTER BOAT,INLAND,FINAL
2000,5,5,36,7,1,588627.80949,11997644670,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2000,5,5,36,7,2,48544.472023,934517904.33,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2000,5,5,36,7,5,442857.40754,11510470358,PRIVATE/RENTAL BOAT,INLAND,FINAL
2000,6,5,36,3,1,219925.79568,11180127815,SHORE,OCEAN (<= 3 MI),FINAL
2000,6,5,36,3,5,532963.76153,16002770031,SHORE,INLAND,FINAL
2000,6,5,36,6,1,11990.008591,52685529.333,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2000,6,5,36,6,2,638.73879937,505822.99528,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2000,6,5,36,6,5,3493.816817,7405278.7476,PARTY/CHARTER BOAT,INLAND,FINAL
2000,6,5,36,7,1,170358.012,2283399381.5,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2000,6,5,36,7,5,298255.20591,3021993961.4,PRIVATE/RENTAL BOAT,INLAND,FINAL
2001,2,5,36,3,1,30026.856448,461274788.45,SHORE,OCEAN (<= 3 MI),FINAL
2001,2,5,36,3,5,701975.55363,9291273218.9,SHORE,INLAND,FINAL
2001,2,5,36,6,1,1271.6862991,1732740.7146,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2001,2,5,36,6,2,2660.0198887,642258.23036,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2001,2,5,36,6,5,19330.159748,31850856.3,PARTY/CHARTER BOAT,INLAND,FINAL
2001,2,5,36,7,1,10776.326308,57003519.736,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2001,2,5,36,7,5,239865.54267,899571710.59,PRIVATE/RENTAL BOAT,INLAND,FINAL
2001,3,5,36,3,1,159783.82962,3398107375.5,SHORE,OCEAN (<= 3 MI),FINAL
2001,3,5,36,3,5,1202880.7616,18015197128,SHORE,INLAND,FINAL
2001,3,5,36,6,1,35327.618838,231361976.73,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2001,3,5,36,6,5,50554.570854,285386411.23,PARTY/CHARTER BOAT,INLAND,FINAL
2001,3,5,36,7,1,149139.9055,2501019537.1,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2001,3,5,36,7,2,71477.695182,1344747345.3,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2001,3,5,36,7,5,1064214.422,12292835479,PRIVATE/RENTAL BOAT,INLAND,FINAL
2001,4,5,36,3,1,666750.77945,24651460205,SHORE,OCEAN (<= 3 MI),FINAL
2001,4,5,36,3,5,1948965.4326,55346139367,SHORE,INLAND,FINAL
2001,4,5,36,6,1,58434.800821,289449944.21,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2001,4,5,36,6,2,36596.945131,355774194.76,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2001,4,5,36,6,5,26346.399112,43862613.015,PARTY/CHARTER BOAT,INLAND,FINAL
2001,4,5,36,7,1,258494.64091,2638342005.5,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2001,4,5,36,7,2,194342.35606,4373386911.1,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2001,4,5,36,7,5,1042533.1797,13227234972,PRIVATE/RENTAL BOAT,INLAND,FINAL
2001,5,5,36,3,1,393523.19348,13064192043,SHORE,OCEAN (<= 3 MI),FINAL
2001,5,5,36,3,5,1090989.2598,23713091191,SHORE,INLAND,FINAL
2001,5,5,36,6,1,30916.095672,129281579.46,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2001,5,5,36,6,2,10234.085173,64236713.902,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2001,5,5,36,6,5,27187.241777,160070004.59,PARTY/CHARTER BOAT,INLAND,FINAL
2001,5,5,36,7,1,249759.93651,3772924471.8,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2001,5,5,36,7,2,61334.942888,617189988.02,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2001,5,5,36,7,5,769255.90896,9134027043.6,PRIVATE/RENTAL BOAT,INLAND,FINAL
2001,6,5,36,3,1,229795.86177,7801934242.7,SHORE,OCEAN (<= 3 MI),FINAL
2001,6,5,36,3,5,547593.2906,12785049469,SHORE,INLAND,FINAL
2001,6,5,36,6,1,17723.04061,71978088.342,PARTY/CHARTER BOAT,OCEAN (<= 3 MI),FINAL
2001,6,5,36,6,2,5912.3227394,13429730.069,PARTY/CHARTER BOAT,OCEAN (> 3 MI),FINAL
2001,6,5,36,6,5,14798.039151,81053891.687,PARTY/CHARTER BOAT,INLAND,FINAL
2001,6,5,36,7,1,124384.82294,1302587220.8,PRIVATE/RENTAL BOAT,OCEAN (<= 3 MI),FINAL
2001,6,5,36,7,2,116844.57009,1736866326.1,PRIVATE/RENTAL BOAT,OCEAN (> 3 MI),FINAL
2001,6,5,36,7,5,237498.05199,3016717265.8,PRIVATE/RENTAL BOAT,INLAND,FINAL
2002,2,5,36,3,5,708185.41823,8677072251.4,SHORE,INLAND,FINAL
2002,2,5,36,6,5,31750.35844,76581728.74,PARTY/CHARTER BOAT,INLAND,FINAL
