Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bottom depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr
2019,2,6,6,43,12,NYOS1902,1.1,18.5,1,2,-71.8993,41.0023,2,2,4.1012,30.3469,8.023,0.4376,2.03E-01,1024.0671,4.1013,24.0773,10.6791,325.881,10.6576,325.22401,100.202,2,2084,2,1962.4,9,NaN,7.751,8.064,347.3,348.7,1850.7,92.5,19.2,47.5,0.8,0,0,14.97,2.26,1.41
2019,2,6,6,43,12,NYOS1902,1.1,18.5,1,2,-71.8993,41.0023,2,2,4.1012,30.3469,8.023,0.4376,2.03E-01,1024.0671,4.1013,24.0773,10.6791,325.881,10.6576,325.22401,100.202,2,2082.4,2,1952,9,NaN,7.775,8.09,324.5,325.9,1836.5,97.5,18,50,0.9,0,0,14.528,2.38,1.49
2019,2,6,6,46,37,NYOS1902,1.1,18.5,1,1,-71.8993,41.0023,13,13,4.1028,30.6919,8.018,0.7914,5.06E-11,1024.341,4.103,24.3511,10.5282,321.19,10.63239,324.36816,99.02,2,2098.5,2,1968,9,NaN,7.769,8.083,331.6,333,1852,97.7,18.3,50.2,0.9,0,0,14.562,2.38,1.49
2019,2,6,8,53,40,NYOS1902,1.2,54,2,5,-71.8088,40.7617,2,2,5.17,32.1049,8.037,0.4182,9.10E-02,1025.3532,5.1701,25.3619,10.0732,307.005,10.26441,312.8332,98.137,2,2171.7,2,2036.7,9,NaN,7.756,8.053,369,370.5,1915.3,102,19.4,51.6,0.9,0,0,14.466,2.47,1.55
2019,2,6,8,51,54,NYOS1902,1.2,54,2,4,-71.8088,40.7617,10,10,5.1749,32.1109,8.034,0.4085,5.06E-11,1025.3573,5.175,25.3661,10.0528,306.384,10.2628,312.78281,97.954,2,2171.1,2,2021.4,9,NaN,7.793,8.091,333.3,334.7,1893.5,110.4,17.6,55.8,1,0,0,13.823,2.67,1.68
2019,2,6,8,49,47,NYOS1902,1.2,54,2,3,-71.8088,40.7617,20,20,5.0974,32.1416,8.034,0.3387,5.06E-11,1025.3902,5.0976,25.399,9.9577,303.474,10.27966,313.28669,96.868,2,2170.1,2,2026.4,9,NaN,7.777,8.076,346,347.4,1901.3,106.8,18.3,54.2,1,0,0,14.077,2.58,1.62
2019,2,6,8,48,6,NYOS1902,1.2,54,2,2,-71.8088,40.7617,30,30,5.3993,32.3396,8.037,0.2106,5.06E-11,1025.5129,5.3994,25.5218,9.8121,299.003,10.1926,310.59633,96.267,2,2183.5,2,2032.6,9,NaN,7.792,8.086,338.8,340.2,1903.5,111.4,17.7,56.2,1,0,0,13.792,2.68,1.68
2019,2,6,8,46,3,NYOS1902,1.2,54,2,1,-71.8088,40.7617,40,40,6.3216,32.7366,8.027,0.1291,5.06E-11,1025.7157,6.3218,25.7243,9.483,288.916,9.9477,303.07371,95.329,2,2203.1,2,2050.5,9,NaN,7.789,8.068,358.1,359.5,1919.5,113,18,56.5,1.1,0,0,13.742,2.71,1.71
2019,2,6,11,44,56,NYOS1902,1.3,68,3,2,-71.7198,40.5223,2,2,7.2283,33.0089,8.05,0.3265,1.45E+01,1025.8123,7.2285,25.8195,9.6982,295.444,9.72407,296.23289,99.734,2,2222.3,2,2065,9,NaN,7.795,8.061,369.5,370.9,1930.4,116.6,18,57.5,1.2,0,0,13.573,2.81,1.77
2019,2,6,11,44,56,NYOS1902,1.3,68,3,2,-71.7198,40.5223,2,2,7.2283,33.0089,8.05,0.3265,1.45E+01,1025.8123,7.2285,25.8195,9.6982,295.444,9.72407,296.23289,99.734,4,NaN,2,2064.2,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,2,6,15,46,25,NYOS1902,1.4,81,4,1,-71.6328,40.2838,67.586,67.056,6.9002,32.9421,8.022,0.2696,4.64E-04,1026.1222,6.8942,25.8121,9.4211,287.006,9.80194,298.60711,96.115,2,2212.7,2,2085.4,9,NaN,7.721,7.986,442.7,444.5,1964.7,98.8,21.8,49.4,1,0,0,14.839,2.35,1.48
2019,2,6,15,49,17,NYOS1902,1.4,81,4,2,-71.6328,40.2838,47.436,47.066,6.6682,32.8472,8.023,0.2457,3.15E-02,1025.9856,6.6641,25.7676,9.4858,288.988,9.86075,300.41192,96.197,2,2213.8,2,2074.7,9,NaN,7.752,8.024,403,404.6,1949.2,105.5,20.1,52.6,1,0,0,14.334,2.52,1.59
2019,2,6,15,51,48,NYOS1902,1.4,81,4,3,-71.6328,40.2838,26.618,26.412,6.7705,32.7906,8.032,0.4299,6.76E-01,1025.8317,6.7682,25.7094,9.6195,293.078,9.84113,299.8312,97.748,2,2209.9,2,2067.7,9,NaN,7.761,8.033,394.5,396.1,1940.8,107.3,19.6,53.4,1.1,0,0,14.184,2.58,1.62
2019,2,6,15,54,33,NYOS1902,1.4,81,4,4,-71.6328,40.2838,1.773,1.76,6.8451,32.7917,8.042,0.1922,5.12E+01,1025.7083,6.845,25.7002,9.681,294.954,9.82412,299.31551,98.543,4,NaN,2,2070.2,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,2,6,18,45,33,NYOS1902,1.5,90,5,5,-71.5427,40.0452,2.706,2.686,5.9672,32.6579,8.045,0.2071,5.81E+00,1025.7187,5.967,25.7063,9.9382,302.789,10.03571,305.7603,99.028,2,2208.6,2,2075.4,9,NaN,7.74,8.024,403.8,405.4,1952.9,101.9,20.6,51,1,0,0,14.61,2.46,1.55
2019,2,6,18,44,6,NYOS1902,1.5,90,5,4,-71.5427,40.0452,15.781,15.659,6.2448,32.7371,8.044,0.4065,1.79E+00,1025.8073,6.2435,25.7346,9.7735,297.763,9.96551,303.61321,98.073,2,2216.2,2,2080.2,9,NaN,7.746,8.025,403.7,405.4,1956,103.8,20.4,51.7,1,0,0,14.496,2.5,1.57
2019,2,6,18,42,26,NYOS1902,1.5,90,5,3,-71.5427,40.0452,30.973,30.733,7.4888,33.0854,8.041,0.1951,3.50E-01,1025.9856,7.4859,25.8439,9.0286,275.04,9.66154,294.32085,93.449,2,2223,2,2086,9,NaN,7.743,8.002,429.6,431.3,1960.5,104.8,20.7,51.8,1.1,0,0,14.412,2.51,1.59
2019,2,6,18,40,26,NYOS1902,1.5,90,5,2,-71.5427,40.0452,51.043,50.646,10.2249,34.2765,8.096,0.0659,3.97E-02,1026.5794,10.219,26.3496,8.2899,252.413,9.02232,274.71279,91.883,2,2284.6,2,2134.9,9,NaN,7.754,7.97,478.1,480,1999.6,114.3,20.9,54.9,1.4,0,0,13.912,2.71,1.72
2019,2,6,18,38,16,NYOS1902,1.5,90,5,1,-71.5427,40.0452,70.222,69.672,11.9034,34.882,8.084,0.0474,6.35E-03,1026.8309,11.8944,26.5176,7.4386,226.455,8.67214,264.00722,85.776,2,2310.5,2,2125.8,9,NaN,7.825,8.017,427.5,429.1,1972,136.1,17.6,64.4,1.8,0,0,12.643,3.2,2.05
2019,2,6,21,41,11,NYOS1902,1.6,770,6,6,-71.455,39.8052,2.02,2.005,6.3352,32.8511,8.086,0.4032,9.19E+00,1025.8223,6.3351,25.813,10.0126,305.026,9.93703,302.7224,100.761,2,2215,2,2067,9,NaN,7.775,8.054,374.1,375.6,1937.5,110.7,18.8,55.1,1.1,0,0,13.962,2.67,1.68
2019,2,6,21,39,41,NYOS1902,1.6,770,6,5,-71.455,39.8052,21.498,21.332,9.4764,33.9096,8.108,0.3975,7.34E-01,1026.2852,9.4741,26.1879,8.5313,259.803,9.19223,279.93049,92.81,2,2264.6,2,2106.6,9,NaN,7.781,8.011,428.4,430.1,1968.7,118.6,19.3,57.3,1.4,0,0,13.567,2.83,1.8
2019,2,6,21,37,6,NYOS1902,1.6,770,6,4,-71.455,39.8052,104.783,103.956,13.7207,35.5628,8.077,-0.0139,5.39E-13,1027.1472,13.7057,26.6841,6.3206,192.387,8.3177,253.17599,75.989,2,2340.8,2,2153.7,9,NaN,7.818,7.981,473.5,475.3,1996.5,138.8,18.4,64.7,2,0,0,12.578,3.24,2.08
2019,2,6,21,31,49,NYOS1902,1.6,770,6,3,-71.455,39.8052,354.101,351.093,8.4418,35.1549,14.416,-0.0398,2.64E-13,1028.9349,8.4044,27.3338,4.7302,143.887,9.32946,283.79269,50.701,4,NaN,2,2224.3,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,2,6,21,28,12,NYOS1902,1.6,770,6,2,-71.455,39.8052,456.268,452.282,6.7681,35.088,15.295,-0.0587,1.60E-13,1029.6049,6.7252,27.5261,5.9655,181.429,9.69378,294.81966,61.539,2,2317.6,2,2208.1,9,NaN,7.641,7.888,561.9,564.2,2090.4,90.2,27.5,45.9,0.8,0,0,15.811,1.97,1.25
2019,2,6,21,21,9,NYOS1902,1.6,770,6,1,-71.455,39.8052,602.984,597.504,5.3291,35.0261,8.143,-0.0468,1.47E-13,1030.4274,5.2786,27.663,7.2364,220.054,10.02814,304.94787,72.161,2,2313.5,2,2189.6,9,NaN,7.68,7.947,472.8,474.7,2068.1,97.1,24.4,50.4,0.8,0,0,15.23,2.06,1.31
2019,2,7,1,5,23,NYOS1902,2.6,559,7,6,-71.7612,39.6993,1.983,1.968,7.051,33.1324,8.125,0.6098,1.07E+01,1025.95,7.0509,25.9409,9.9333,302.571,9.75576,297.16323,101.82,2,2227.5,2,2064.3,9,NaN,7.806,8.076,355.3,356.7,1926.8,120,17.4,59.3,1.2,0,0,13.357,2.89,1.82
2019,2,7,1,2,15,NYOS1902,2.6,559,7,5,-71.7612,39.6993,83.173,82.521,13.1641,35.3551,8.119,0.004,1.43E+01,1027.006,13.1526,26.6373,6.6534,202.528,8.42347,256.40726,78.987,2,2332.1,2,2136.9,9,NaN,7.839,8.012,436.3,437.9,1976.3,143.4,17.3,67,2.1,0,0,12.321,3.36,2.15
2019,2,7,0,55,15,NYOS1902,2.6,559,7,4,-71.7612,39.6993,253.189,251.102,10.9263,35.3968,7.956,-0.0311,1.02E+04,1028.2356,10.895,27.1038,4.3297,131.734,8.82421,268.48357,49.066,4,NaN,2,2208.5,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,2,7,0,49,56,NYOS1902,2.6,559,7,3,-71.7612,39.6993,354.36,351.353,8.6853,35.1868,7.989,-0.0341,1.07E+01,1028.921,8.6472,27.3208,4.73,143.884,9.27719,282.20601,50.986,2,2323.1,2,2212.5,9,NaN,7.643,7.865,609.5,611.9,2092.6,92,27.9,45.6,1,0,0,15.663,2.05,1.31
2019,2,7,0,46,35,NYOS1902,2.6,559,7,2,-71.7612,39.6993,405.763,402.27,7.9629,35.1461,8.207,-0.0418,2.05E+03,1029.2387,7.9213,27.4005,5.1386,156.3,9.43053,286.84825,54.489,2,2322.4,2,2210,9,NaN,7.648,7.879,582.1,584.4,2090.1,92.6,27.3,46.3,0.9,0,0,15.625,2.04,1.3
2019,2,7,0,41,54,NYOS1902,2.6,559,7,1,-71.7612,39.6993,499.765,495.351,6.6037,35.0817,6.973,-0.0112,5.06E-11,1029.8219,6.5573,27.544,6.1196,186.113,9.7309,295.9434,62.856,2,2316.4,2,2204.9,9,NaN,7.646,7.895,548.8,551,2086.7,91.2,27,46.5,0.8,0,0,15.727,1.97,1.26
2019,2,7,0,41,54,NYOS1902,2.6,559,7,1,-71.7612,39.6993,499.765,495.351,6.6037,35.0817,6.973,-0.0112,5.06E-11,1029.8219,6.5573,27.544,6.1196,186.113,9.7309,295.9434,62.856,2,2316.9,2,2204.4,9,NaN,7.649,7.898,545.4,547.6,2085.9,91.7,26.8,46.8,0.8,0,0,15.687,1.98,1.26
2019,2,7,5,2,13,NYOS1902,3.6,590,8,1,-72.0247,39.4738,2.141,2.125,7.166,33.0471,8.093,0.6247,8.16E+03,1025.8679,7.1658,25.8581,9.8367,299.651,9.73553,296.5708,101.039,2,2224.1,2,2070.3,9,NaN,7.785,8.052,378,379.5,1937.3,114.5,18.5,56.6,1.2,0,0,13.72,2.76,1.74
2019,2,7,4,58,31,NYOS1902,3.6,590,8,2,-72.0247,39.4738,101.38,100.584,10.8758,34.6009,8.126,0.1187,3.06E+04,1026.9439,10.8635,26.4893,8.2463,251.05,8.87857,270.29909,92.879,2,2299.6,2,2119,9,NaN,7.82,8.027,412.4,414,1968.3,133.1,17.6,63.6,1.7,0,0,12.785,3.12,1.99
2019,2,7,4,53,25,NYOS1902,3.6,590,8,3,-72.0247,39.4738,219.963,218.172,13.0765,35.6477,8.019,-0.0293,1.02E+04,1027.8593,13.0459,26.8856,4.9762,151.438,8.4232,256.33689,59.078,2,2345,2,2194.5,9,NaN,7.735,7.9,577.9,580.1,2054.9,116.7,22.9,55,1.6,0,0,13.885,2.66,1.71
2019,2,7,4,48,6,NYOS1902,3.6,590,8,4,-72.0247,39.4738,342.738,339.846,9.1137,35.2187,8.635,-0.0147,1.63E+04,1028.8218,9.0758,27.2772,4.5595,138.704,9.18788,279.50128,49.626,2,2323.1,2,2204.7,9,NaN,7.663,7.88,588.2,590.5,2081.7,96.4,26.5,47.6,1,0,0,15.304,2.15,1.37
2019,2,7,4,43,16,NYOS1902,3.6,590,8,5,-72.0247,39.4738,463.327,459.284,6.9936,35.0973,9.188,-0.0391,5.06E-11,1029.6109,6.9493,27.5026,5.778,175.733,9.64318,293.28758,59.919,2,2320.1,3,2202.4,9,NaN,7.662,7.908,535.8,537.9,2081.5,94.9,26,48,0.9,0,0,15.439,2.07,1.32
2019,2,7,4,39,9,NYOS1902,3.6,590,8,6,-72.0247,39.4738,585.78,580.498,5.8481,35.0499,9.256,-0.0291,1.43E+04,1030.2964,5.7968,27.6181,6.7414,205.01,9.9051,301.21966,68.06,2,2316.5,4,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,2,7,7,40,50,NYOS1902,3.5,123,9,6,-72.1237,39.732,3.373,3.348,8.349,33.5225,8.112,0.5298,1.84E+04,1026.077,8.3487,26.0616,9.4684,288.376,9.44855,287.77138,100.21,2,2247.4,3,2079.4,9,NaN,7.811,8.06,374,375.5,1938.1,123.8,17.5,60.4,1.4,0,0,13.183,2.97,1.88
2019,2,7,7,39,25,NYOS1902,3.5,123,9,5,-72.1237,39.732,23.09,22.913,8.3106,33.5195,8.113,0.6509,2.04E+03,1026.1705,8.3083,26.0654,9.4628,288.205,9.45686,288.02364,100.063,2,2247.9,2,2076.4,9,NaN,7.819,8.069,365.3,366.8,1933.5,125.8,17.1,61.4,1.4,0,0,13.059,3.01,1.91
2019,2,7,7,37,16,NYOS1902,3.5,123,9,4,-72.1237,39.732,47.186,46.82,8.6749,33.6756,8.102,0.3614,5.06E-11,1026.3469,8.6701,26.1326,9.0575,275.844,9.37069,285.3804,96.658,2,2253.7,2,2083.2,9,NaN,7.814,8.057,376.5,378,1940.3,125.4,17.4,61.1,1.4,0,0,13.097,2.98,1.89
2019,2,7,7,37,16,NYOS1902,3.5,123,9,4,-72.1237,39.732,47.186,46.82,8.6749,33.6756,8.102,0.3614,5.06E-11,1026.3469,8.6701,26.1326,9.0575,275.844,9.37069,285.3804,96.658,2,2252.5,2,2085.8,9,NaN,7.805,8.048,385.6,387.1,1945,123.1,17.8,60,1.4,0,0,13.238,2.93,1.86
2019,2,7,7,35,0,NYOS1902,3.5,123,9,3,-72.1237,39.732,72.237,71.673,9.8163,34.0435,8.092,0.1874,5.06E-11,1026.5633,9.8082,26.2373,8.2986,252.705,9.11631,277.60515,91.03,2,2267.2,2,2100.4,9,NaN,7.799,8.023,413,414.6,1958.2,123.8,18.3,59.9,1.5,0,0,13.229,2.93,1.86
2019,2,7,7,32,55,NYOS1902,3.5,123,9,2,-72.1237,39.732,94.905,94.158,11.834,34.7912,8.074,0.0938,5.06E-11,1026.8844,11.8218,26.4608,6.7459,205.377,8.68976,264.55845,77.63,2,2305.3,3,2139.2,9,NaN,7.785,7.976,474,475.8,1994.7,124.9,19.6,59.2,1.6,0,0,13.276,2.93,1.87
2019,2,7,7,31,7,NYOS1902,3.5,123,9,1,-72.1237,39.732,118.088,117.153,12.9739,35.3658,8.038,0.1147,5.06E-11,1027.2087,12.9576,26.6849,5.5774,169.765,8.45585,257.38084,65.959,2,2329.7,2,2168.6,9,NaN,7.764,7.936,529.6,531.6,2024.7,122.8,21.1,57.7,1.7,0,0,13.463,2.86,1.83
2019,2,7,10,19,49,NYOS1902,3.4,82,10,6,-72.2177,39.9858,3.572,3.544,7.4351,33.1242,8.078,0.5216,1.84E+04,1025.8979,7.4348,25.8816,9.6538,294.074,9.6709,294.59537,99.823,2,2227.7,2,2075.3,9,NaN,7.781,8.043,387.9,389.5,1942.7,113.8,18.8,56.1,1.2,0,0,13.777,2.74,1.73
2019,2,7,10,18,39,NYOS1902,3.4,82,10,5,-72.2177,39.9858,13.964,13.856,7.4265,33.1316,8.078,0.5283,2.04E+03,1025.9527,7.4253,25.8888,9.6452,293.809,9.67232,294.63659,99.719,2,2229,2,2076.5,9,NaN,7.781,8.043,387.7,389.2,1943.7,114,18.8,56.2,1.2,0,0,13.775,2.74,1.73
2019,2,7,10,17,9,NYOS1902,3.4,82,10,4,-72.2177,39.9858,31.072,30.831,7.5279,33.1809,8.084,0.5816,6.12E+03,1026.0556,7.525,25.9135,9.6465,293.843,9.6469,293.85505,99.996,2,2232.3,2,2074.1,9,NaN,7.793,8.054,376.5,378,1938.6,117.3,18.1,57.8,1.2,0,0,13.554,2.81,1.77
2019,2,7,10,15,16,NYOS1902,3.4,82,10,3,-72.2177,39.9858,47.01,46.644,8.0634,33.4286,8.091,0.5164,2.04E+03,1026.2454,8.0587,26.0312,9.3671,285.3,9.51521,289.81027,98.444,2,2244.9,2,2081.6,9,NaN,7.801,8.053,378.8,380.3,1942.9,120.7,17.9,59.1,1.3,0,0,13.37,2.88,1.82
2019,2,7,10,13,30,NYOS1902,3.4,82,10,2,-72.2177,39.9858,63.447,62.952,8.1988,33.4954,8.095,0.3706,1.22E+04,1026.3527,8.1925,26.0638,9.2285,281.068,9.48213,288.79373,97.325,2,2247.6,2,2082.1,9,NaN,7.805,8.054,377.2,378.7,1942.3,122.1,17.7,59.8,1.3,0,0,13.291,2.9,1.84
2019,2,7,10,11,40,NYOS1902,3.4,82,10,1,-72.2177,39.9858,78.704,78.087,9.5976,33.9572,8.068,0.8497,5.06E-11,1026.5618,9.5889,26.2063,8.3286,253.625,9.16506,279.09792,90.873,2,2259.4,2,2102.8,9,NaN,7.777,8.003,433.1,434.8,1965.9,117.5,19.4,57.1,1.4,0,0,13.601,2.78,1.76
2019,2,7,10,11,40,NYOS1902,3.4,82,10,1,-72.2177,39.9858,78.704,78.087,9.5976,33.9572,8.068,0.8497,5.06E-11,1026.5618,9.5889,26.2063,8.3286,253.625,9.16506,279.09792,90.873,2,2263.9,4,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,2,7,13,6,11,NYOS1902,3.3,58,11,6,-72.3082,40.2417,2.174,2.157,7.4634,33.2325,8.106,0.4433,6.04E-13,1025.9727,7.4632,25.9628,9.5636,291.304,9.65781,294.17335,99.025,2,2221.3,4,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,2,7,13,5,0,NYOS1902,3.3,58,11,5,-72.3082,40.2417,8.536,8.47,7.4899,33.2385,8.106,0.4732,6.67E-13,1026.0029,7.4891,25.9638,9.5921,292.171,9.65161,293.98418,99.383,2,2227.1,2,2069.1,9,NaN,7.793,8.055,375.7,377.2,1933.9,117.1,18.1,57.8,1.2,0,0,13.542,2.81,1.78
2019,2,7,13,3,44,NYOS1902,3.3,58,11,4,-72.3082,40.2417,20.392,20.235,7.4985,33.2405,8.109,0.5293,7.56E-13,1026.0576,7.4966,25.9643,9.6178,292.956,9.64959,293.92238,99.671,2,2222.5,2,2066.1,9,NaN,7.79,8.051,378.3,379.8,1931.9,116,18.2,57.4,1.2,0,0,13.588,2.78,1.76
2019,2,7,13,2,19,NYOS1902,3.3,58,11,3,-72.3082,40.2417,31.568,31.323,7.4596,33.2345,8.106,0.5288,8.18E-13,1026.1097,7.4566,25.9652,9.6193,292.998,9.65853,294.19452,99.593,2,2232.6,2,2072.1,9,NaN,7.798,8.06,370.3,371.8,1935.6,118.7,17.9,58.5,1.2,0,0,13.462,2.84,1.79
2019,2,7,13,0,45,NYOS1902,3.3,58,11,2,-72.3082,40.2417,42.58,42.249,7.4046,33.2266,8.103,0.558,8.58E-13,1026.1617,7.4006,25.9669,9.5888,292.069,9.67116,294.57874,99.148,2,2232.6,2,2065.5,9,NaN,7.814,8.077,353.8,355.2,1925.8,122.5,17.1,60.4,1.3,0,0,13.21,2.93,1.85
2019,2,7,12,59,9,NYOS1902,3.3,58,11,1,-72.3082,40.2417,53.68,53.261,7.3737,33.2215,8.102,0.7212,9.04E-13,1026.213,7.3688,25.9673,9.5256,290.146,9.67828,294.79551,98.423,2,2233.1,2,2071.4,9,NaN,7.801,8.064,365.8,367.3,1934.3,119.3,17.7,58.9,1.2,0,0,13.419,2.84,1.8
2019,2,7,16,57,35,NYOS1902,2.4,73,12,6,-71.937,40.1653,2.208,2.191,7.3686,33.0564,8.126,0.2637,1.43E-13,1025.8477,7.3684,25.8376,9.7343,296.541,9.68989,295.18645,100.459,2,2225.6,2,2063.5,9,NaN,7.805,8.07,361.6,363,1926.4,119.5,17.5,58.9,1.3,0,0,13.389,2.88,1.82
2019,2,7,16,56,11,NYOS1902,2.4,73,12,5,-71.937,40.1653,12.189,12.095,7.3651,33.0569,8.126,0.4216,1.43E-13,1025.8944,7.364,25.8386,9.7455,296.881,9.69063,295.20875,100.566,2,2230.7,2,2072.6,9,NaN,7.795,8.059,372.4,373.8,1937.2,117.3,18.1,57.7,1.2,0,0,13.562,2.82,1.78
2019,2,7,16,55,2,NYOS1902,2.4,73,12,4,-71.937,40.1653,25.897,25.697,7.6445,33.2,8.12,0.5632,1.55E-13,1026.0303,7.642,25.9119,9.5231,290.086,9.62015,293.04077,98.992,2,2233.7,2,2074.6,9,NaN,7.795,8.054,376.8,378.3,1938.5,118,18.1,58,1.2,0,0,13.518,2.83,1.79
2019,2,7,16,53,17,NYOS1902,2.4,73,12,3,-71.937,40.1653,40.997,40.678,7.6707,33.2152,8.115,0.391,1.34E-13,1026.1077,7.6668,25.9204,9.4646,288.302,9.61346,292.83457,98.452,2,2233,3,2089.3,9,NaN,7.758,8.014,417.7,419.4,1960.3,108.9,20,53.7,1.1,0,0,14.142,2.6,1.64
2019,2,7,16,51,55,NYOS1902,2.4,73,12,2,-71.937,40.1653,55.019,54.589,7.7288,33.2444,8.104,0.4942,1.07E-13,1026.1865,7.7235,25.9352,9.2346,281.291,9.59898,292.38913,96.204,2,2233.2,2,2079,9,NaN,7.783,8.039,390.8,392.3,1945.3,115,18.7,56.7,1.2,0,0,13.709,2.74,1.73
2019,2,7,16,49,52,NYOS1902,2.4,73,12,1,-71.937,40.1653,68.769,68.23,7.8151,33.2636,8.1,0.789,1.30E-13,1026.252,7.8084,25.9381,9.1922,279.999,9.57903,291.78059,95.962,2,2234.4,2,2085.1,9,NaN,7.771,8.024,405.5,407.1,1953.5,112.2,19.3,55.3,1.2,0,0,13.906,2.67,1.69
2019,2,10,16,12,35,NYOS1902,3.1,26.5,13,3,-72.5005,40.7597,2.97,2.947,4.0637,31.3698,8.316,0.3636,5.03E-14,1024.9073,4.0635,24.8934,10.5483,321.632,10.59397,323.02492,99.569,2,2123.4,2,2005.7,9,NaN,7.723,8.035,377.8,379.4,1894.1,90.8,20.8,46.9,0.8,0,0,15.222,2.21,1.38
2019,2,10,16,11,27,NYOS1902,3.1,26.5,13,2,-72.5005,40.7597,10.321,10.241,4.045,31.3717,8.323,0.5727,5.02E-14,1024.945,4.0444,24.8968,10.5287,321.035,10.59866,323.1669,99.34,2,2133.1,2,1994.6,9,NaN,7.778,8.094,326,327.4,1873.8,102.9,18,52.7,0.9,0,0,14.26,2.5,1.56
2019,2,10,16,10,13,NYOS1902,3.1,26.5,13,1,-72.5005,40.7597,23.161,22.98,4.7336,32.049,8.305,0.4274,5.01E-14,1025.4729,4.732,25.3651,10.0785,307.165,10.37604,316.23456,97.132,2,2160.6,2,2019.5,9,NaN,7.773,8.077,343.1,344.5,1896.1,105,18.4,53.6,1,0,0,14.172,2.53,1.59
2019,2,10,19,14,6,NYOS1902,4.1,25.5,14,3,-72.8125,40.6795,2.304,2.286,3.6561,31.5342,8.34,0.3492,8.30E-14,1025.073,3.656,25.0623,10.6824,325.668,10.68821,325.8449,99.946,2,2143.5,2,2006.2,9,NaN,7.771,8.094,327.2,328.6,1885.8,102.2,18.3,52.5,0.9,0,0,14.353,2.48,1.55
2019,2,10,19,13,2,NYOS1902,4.1,25.5,14,2,-72.8125,40.6795,10.147,10.068,3.5997,31.5496,8.334,0.6866,6.16E-14,1025.1272,3.5991,25.0797,10.6666,325.179,10.70194,326.25779,99.669,2,2145,2,2009.7,9,NaN,7.766,8.088,331.5,332.9,1890.1,101.1,18.6,52,0.9,0,0,14.45,2.45,1.53
2019,2,10,19,11,36,NYOS1902,4.1,25.5,14,1,-72.8125,40.6795,23.282,23.101,3.7419,31.8003,8.325,0.5076,6.29E-14,1025.3751,3.7405,25.2661,10.3448,315.314,10.64656,324.51064,97.166,2,2156.8,2,2020.1,9,NaN,7.765,8.085,335.5,336.9,1899.4,102,18.7,52.4,0.9,0,0,14.408,2.47,1.54
2019,2,10,21,6,36,NYOS1902,4.2,42.5,15,6,-72.7345,40.4643,2.519,2.5,5.1441,32.4795,8.296,0.54,1.17E-13,1025.6731,5.1439,25.6615,10.1677,309.796,10.24506,312.15234,99.245,2,2184.3,2,2047.1,9,NaN,7.755,8.052,370.2,371.7,1924.4,103.3,19.5,52.4,0.9,0,0,14.389,2.5,1.57
2019,2,10,21,5,33,NYOS1902,4.2,42.5,15,5,-72.7345,40.4643,6.131,6.084,5.1485,32.481,8.298,0.6232,1.03E-13,1025.6905,5.1481,25.6621,10.1431,309.046,10.24387,312.11589,99.016,3,2174.8,2,2046,9,NaN,7.734,8.03,390,391.6,1927.1,98.3,20.5,50.2,0.9,0,0,14.733,2.38,1.49
2019,2,10,21,4,38,NYOS1902,4.2,42.5,15,4,-72.7345,40.4643,13.648,13.542,5.1516,32.4827,8.299,0.5747,1.34E-13,1025.7265,5.1506,25.6632,10.103,307.823,10.243,312.08902,98.633,2,2185.3,2,2047.7,9,NaN,7.756,8.053,369.2,370.8,1924.7,103.6,19.4,52.6,0.9,0,0,14.371,2.5,1.57
