"","YEAR","strat.biomass"
"1",1968,0.0407617565752296
"2",1969,0.1874917490677
"3",1970,0
"4",1971,0
"5",1972,0.402938079366143
"6",1973,0.314518521462046
"7",1974,1.94805127468268
"8",1975,1.81734568833024
"9",1976,4.86393375259894
"10",1977,1.76175846194725
"11",1978,0.849252445954119
"12",1979,0.794620123073406
"13",1980,0.389522084314644
"14",1981,1.45959751291208
"15",1982,0.419102343312593
"16",1983,0.690399961093448
"17",1984,0.204573003566254
"18",1985,0.066250133663382
"19",1986,1.27965805901788
"20",1987,1.01498140023254
"21",1988,4.65744160763699
"22",1989,3.07392997384388
"23",1990,0.687099950742585
"24",1991,0.557371021269509
"25",1992,1.19642000546901
"26",1993,0.717318087923981
"27",1994,0.860120408731056
"28",1995,2.11313444304395
"29",1996,0.123367465522557
"30",1997,1.28046012034213
"31",1998,0.545494691289569
"32",1999,1.26015330547644
"33",2000,0.596938886711421
"34",2001,1.07701745556868
"35",2002,6.80985966727075
"36",2003,3.45574731656404
"37",2004,0.91754497945127
"38",2005,0.593848585420469
"39",2006,0.506170808115329
"40",2007,0.585333622032401
"41",2008,2.12607281649252
"42",2009,1.76609706884955
"43",2010,1.69318677845991
"44",2011,0.127442800361855
"45",2012,2.94697443595603
"46",2013,0.533046940764027
"47",2014,0.184866066870134
"48",2015,1.14746464612876
"49",2016,2.44186568680197
"50",2017,0.338153782428616
"51",2018,0.30927731987506
"52",2019,0.395991373083425
"53",2020,0.281996444782399
"54",2021,0.537016718717361
"55",2022,1.02565248459964
