"","YEAR","strat.biomass"
"1",1968,29.5841159550164
"2",1969,23.6895307842339
"3",1970,21.429169353312
"4",1971,17.8546597322976
"5",1972,12.4483083360794
"6",1973,104.072090788908
"7",1974,26.9070409341848
"8",1975,10.3432002847625
"9",1976,16.3153607767989
"10",1977,5.54675124129538
"11",1978,9.93896907718739
"12",1979,12.5233372932837
"13",1980,10.8259955559157
"14",1981,16.490543043012
"15",1982,12.9065948271367
"16",1983,15.6811761073709
"17",1984,12.2309839520887
"18",1985,9.82934858765182
"19",1986,34.2010030719668
"20",1987,25.5237146779502
"21",1988,22.4407624858269
"22",1989,7.67798938409881
"23",1990,10.0514659207537
"24",1991,23.1248706816803
"25",1992,18.3035873648059
"26",1993,25.9100517904304
"27",1994,24.5396417239126
"28",1995,27.2370003116853
"29",1996,53.4010125985124
"30",1997,32.234080910357
"31",1998,28.3712735992779
"32",1999,65.0776607451155
"33",2000,15.1695099673877
"34",2001,32.1652977010387
"35",2002,62.3678189133154
"36",2003,19.6867385442062
"37",2004,14.3818689397334
"38",2005,19.1495604785326
"39",2006,52.5879993383576
"40",2007,16.9986557663974
"41",2008,61.3778932805186
"42",2009,52.9114541129011
"43",2010,15.9226945623294
"44",2011,23.0981120278267
"45",2012,20.067288021949
"46",2013,9.1792450747604
"47",2014,55.9205007771338
"48",2015,9.39827329001572
"49",2016,60.4081119769815
"50",2017,17.7144742216878
"51",2018,22.2517178045783
"52",2019,22.5905417746668
"53",2020,4.27343915392459
"54",2021,44.085397355596
"55",2022,33.5304781008275
