year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv,precip,precipArea
1991,1,5,0,33241.0,4,4,100.0,277,264,61.43601835985491,-40.82289303109779,,,0,0.0,,16.47422529114593,,0,0,0,0,0,0,0,,,,,,0.0,0.0
1991,1,5,3,33241.125,4,4,103.0,273,262,60.47659967413386,-41.578780723570695,979.4928945252967,979.4928945252967,625,14.104739588693906,0.0,19.93013464639602,19.204692181025383,1,1,3,0,0,3,0,,,-13.806092683980678,-35.56083012672391,38.146832561831125,1.4426973391672822,1517.0
1991,1,5,6,33241.25,3,3,103.0,274,261,60.45524439208586,-40.958644145568506,978.8217945470767,980.8217945470767,71250,150.59740831300877,2.0,20.537051882988905,13.124005188075243,1,1,0,0,0,0,0,-5.344451942031603,-0.6710999782200088,11.33410801736671,-0.7915330069338097,11.36171329731577,1.6500590181873815,1661.0
1991,1,5,9,33241.375,3,3,103.0,274,261,60.45524439208586,-40.958644145568506,976.8431807596261,982.8431807596261,139375,210.62867892778948,6.0,23.70307182360677,17.375623048808265,1,1,0,0,0,0,0,-15.757125081300673,-1.978613787450595,0.0,0.0,0.0,1.7762302442622826,1579.0
1991,1,5,12,33241.5,2,2,103.0,275,260,60.43034751515475,-40.339454517419675,976.1602441490596,984.1602441490596,208750,257.77352218733853,8.0,23.95996122795816,14.273296139922023,1,1,0,0,0,0,0,-5.440055932843534,-0.6829366105665394,11.325475753404362,-0.9228021346776668,11.363008616590756,1.7287284750423715,1383.0
1991,1,5,15,33241.625,2,2,103.0,274,260,60.279592496661536,-40.67235179689182,975.4794536739136,985.4794536739136,213750,260.8423626863268,10.0,25.520269656582812,17.994865188317124,1,1,0,0,0,0,0,-5.43108720116423,-0.6807904751460592,-6.1171906486287115,-5.58773107421755,8.285092636141552,1.6588095724344134,1392.0
1991,1,5,18,33241.75,2,2,103.0,274,261,60.45524439208586,-40.958644145568506,974.8178291045801,986.8178291045801,281250,299.2067103010745,12.0,25.93123385345258,16.918383917751125,1,1,0,0,0,0,0,-5.268992444088988,-0.6616245693333621,-5.23252127373531,6.510533208895217,8.352623632381627,1.5091628058732303,1394.0
1991,1,5,21,33241.875,2,2,103.0,274,261,60.45524439208586,-40.958644145568506,975.8909022408261,987.8909022408261,269375,292.8220032558322,12.0,25.321425865718176,20.69005836083532,1,1,0,0,0,0,0,8.545653394540095,1.0730731362459482,0.0,0.0,0.0,1.4921576534350023,1450.0
1991,1,6,0,33242.0,1,1,103.0,273,262,60.47659967413386,-41.578780723570695,976.0976897255362,986.0976897255362,151875,219.87113035631398,10.0,25.166467230109923,25.63311380562482,1,1,0,0,0,0,0,1.6464497982077686,0.20678748471007566,-11.326654114994628,0.7915330069338097,11.354277517384823,1.4391546553099397,1514.0
1991,1,6,3,33242.125,2,2,103.0,273,262,60.47659967413386,-41.578780723570695,977.5393900686463,985.5393900686463,101875,180.07726023841454,8.0,23.49659894892388,23.478818787812415,1,1,0,0,0,0,0,11.478872825972779,1.441700343110133,0.0,0.0,0.0,1.6577047441302701,1817.0
1991,1,6,6,33242.25,3,3,103.0,272,261,60.148906805623085,-41.61548204769024,977.63326862449,983.63326862449,54375,131.56025258885612,6.0,23.39925913885398,25.8036574441829,1,1,0,0,0,0,0,0.7499057591971137,0.09387855584369391,-0.6771028004240427,-12.1459281586668,12.164786847201112,1.7388022367481115,2006.0
1991,1,6,9,33242.375,5,5,103.0,272,260,59.97487303095363,-41.3282999016293,977.9126063222924,983.9126063222924,57500,135.28790949515025,6.0,23.34883862368732,26.739826918100302,1,1,0,0,0,0,0,2.2352677582109037,0.27933769780240253,5.326237598423823,-6.450557602681907,8.365315316255623,1.5896160123574568,1785.0
1991,1,6,12,33242.5,5,5,103.0,273,260,60.12776313585154,-41.001957900796626,977.8136738822217,985.8136738822217,118750,194.4204181260938,8.0,23.39044269030468,25.02508310642668,1,1,0,0,0,0,3,-0.7904438485831844,-0.09893244007078465,6.024549215098486,5.666867999600489,8.270948323501957,1.7737729361396128,2004.0
1991,1,6,15,33242.625,6,6,103.0,273,260,60.12776313585154,-41.001957900796626,978.5404971805311,986.5404971805311,115000,191.3259964331453,8.0,22.622190326012383,23.815097552030565,1,1,0,0,0,0,0,5.807124586683614,0.726823298309464,0.0,0.0,0.0,1.8574028632279076,2152.0
1991,1,6,18,33242.75,6,6,103.0,274,259,60.103112562675065,-40.389350681339394,978.5982071187699,986.5982071187699,96875,175.60259173501603,8.0,21.426912709922917,26.869394369421933,1,1,0,0,0,0,0,0.46120105104156633,0.05770993823884055,11.317688157602293,-0.9136728920348264,11.354508504835005,1.8557703651985122,1924.0
1991,1,6,21,33242.875,6,6,103.0,274,259,60.103112562675065,-40.389350681339394,979.335193533338,987.335193533338,90625,169.8435557664936,8.0,20.739597294019376,25.149132344697716,1,1,0,0,0,0,0,5.889781194972704,0.7369864145680913,0.0,0.0,0.0,1.2919275200498044,1027.0
1991,1,7,0,33243.0,6,6,103.0,274,258,59.92581600053981,-40.109597941946156,980.4932963064005,984.4932963064005,33750,103.64824484140065,4.0,18.424079880760168,20.723865515467185,1,1,0,0,0,0,0,9.271760847278886,1.1581027730624192,5.196132704158078,-6.571492740320568,8.377607768050916,1.414339834939741,1216.0
1991,1,7,3,33243.125,5,5,103.0,274,258,59.92581600053981,-40.109597941946156,980.5195146962977,984.5195146962977,46875,122.15062797572998,4.0,17.676521714251376,16.601900726880775,1,1,0,0,0,0,0,0.20990420417116742,0.02621838989725802,0.0,0.0,0.0,1.040890072100001,643.0
1991,1,7,6,33243.25,6,6,103.0,274,257,59.747713981915524,-39.83305108033225,979.4864072306584,981.4864072306584,21875,83.44476472655683,2.0,17.853148617743038,15.91622727742957,1,1,0,0,0,0,0,-8.286004674115325,-1.033107465639332,5.164134898057398,-6.601346965391843,8.381292919521568,1.20616853008527,713.0
1991,1,7,9,33243.375,7,7,103.0,274,256,59.56881744347143,-39.559667968994496,978.3369420984664,980.3369420984664,23750,86.9474542287756,2.0,18.87957243272011,16.447540731285116,1,1,0,0,0,0,0,-9.236112027515432,-1.1494651321919809,5.132361081623131,-6.630795823085415,8.385021378601651,1.009718449217074,564.0
1991,1,7,12,33243.5,8,8,103.0,273,260,60.12776313585154,-41.001957900796626,977.2155540778732,979.2155540778732,48125,123.76858758422884,2.0,20.559619883115612,12.15398875255225,1,1,0,0,0,0,0,-8.9595916376724,-1.121388020593149,-26.62538986389242,20.717308420832655,33.7360082642889,1.1540747348162883,638.0
1991,1,7,15,33243.625,8,8,103.0,270,259,59.492682942745994,-41.68657460020726,976.5431923699808,980.5431923699808,100000,178.4124116152771,4.0,21.699850398470762,27.21874788079178,1,1,0,0,0,0,0,-5.406744864679764,-0.6723617078924145,-12.881674046610357,-23.53923182859433,26.833429920966555,1.326382425141778,751.0
1991,1,7,18,33243.75,7,7,103.0,269,257,58.98997434734385,-41.442148133881915,975.35046912274,979.35046912274,83750,163.27416503504918,4.0,22.104726273802505,20.319661136363212,1,1,0,0,0,0,0,-9.64140614554561,-1.1927232472407923,4.667426525862187,-18.632881796443428,19.208569816999777,1.1735903677111292,775.0
1991,1,7,21,33243.875,7,7,103.0,267,256,58.50620541630288,-41.78779023989078,974.3187757491827,980.3187757491827,89375,168.66815371514653,6.0,23.826056739918393,23.08262228506348,1,1,0,0,0,0,0,-8.382559656336104,-1.0316933735573548,-6.692651609072096,-17.930883600005735,19.139178985457292,2.061903434250001,2471.0
1991,1,8,0,33244.0,5,5,103.0,265,256,58.193444015671915,-42.397437797500196,974.8506380042544,982.8506380042544,443750,375.83242541597855,8.0,23.559482876469087,19.019677088969328,1,1,0,0,0,0,0,4.335972400457392,0.5318622550717556,-11.909551287879845,-11.592493666803387,16.61996754790806,2.0783944770860425,2588.0
1991,1,8,3,33244.125,4,4,103.0,262,255,57.54651350681743,-43.01529688784644,974.0288878969701,980.0288878969701,86250,165.69317331547472,6.0,24.908103935301703,16.869622561145224,1,1,0,0,0,0,0,-6.7469390667409535,-0.8217501072843152,-12.288935646139493,-23.97846349206714,26.944102337160064,1.1861420926593218,933.0
1991,1,8,6,33244.25,5,5,103.0,259,253,56.72471417188369,-43.339717631017194,972.0875519886074,980.0875519886074,98125,176.73188049071527,8.0,27.143978177847387,17.534012896651983,1,1,0,0,0,0,0,-16.087631852521575,-1.9413359083626711,-6.597463631029287,-30.459972254834963,31.1662708088098,1.170534672989856,1129.0
1991,1,8,9,33244.375,5,5,103.0,258,250,56.050638996069296,-42.82868820908518,970.5775947926791,982.5775947926791,186250,243.48555665938588,12.0,28.61999502927752,22.136639844717646,1,1,0,0,0,0,0,-12.61108307857485,-1.5099571959284368,10.577929761777526,-24.98457990919981,27.131565219947955,1.927357615616525,2729.0
1991,1,8,12,33244.5,5,5,103.0,256,248,55.386502060643444,-42.869047112895075,969.7710248805171,983.7710248805171,296875,307.4056724603709,14.0,29.85707881540803,16.246061216722882,1,1,0,0,0,0,0,-6.789869761293297,-0.80656991216194,-0.8497285164256024,-24.616219272206386,24.630880816750583,1.9684663375676266,2770.0
1991,1,8,15,33244.625,6,6,103.0,256,245,54.86580121134324,-42.11137845015705,969.4434151784033,983.4434151784033,254375,284.55241573039183,14.0,29.923444189395838,15.30957365535156,1,1,0,0,0,0,0,-2.7754083395170754,-0.3276097021138412,16.161487865022373,-19.299764247232055,25.172893953814725,1.0572936611850658,1183.0
1991,1,8,18,33244.75,4,4,103.0,256,242,54.3381193701836,-41.37524666792608,968.475005017939,982.475005017939,231250,271.3100830783876,14.0,30.40768476837755,14.01248061402577,1,1,0,0,0,0,0,-8.257941016025722,-0.9684101604642638,15.906933396890583,-19.5585145398039,25.210434766120823,1.0586270119644672,1243.0
1991,1,8,21,33244.875,4,4,103.0,256,239,53.80367453915843,-40.65997927403557,969.3467002452454,983.3467002452454,240000,276.3953195770684,14.0,30.172100999071773,12.34354892289164,1,1,0,0,0,0,0,7.4836372396037625,0.8716952273064816,15.6563261972356,-19.809184593802414,25.24924442959798,0.09039811502108727,59.0
1991,1,9,0,33245.0,2,2,103.0,255,236,53.110180205948886,-40.23635830927382,970.965646810077,984.965646810077,305000,311.58388162107514,14.0,28.616467709975883,12.611727185131095,1,1,0,0,0,0,0,14.024146594123629,1.6189465648315673,9.425253736755758,-25.704350503217544,27.377893322797654,0.04546181901756144,38.0
1991,1,9,3,33245.125,2,2,103.0,255,232,52.38149612577107,-39.33831489971505,973.0771467817887,985.0771467817887,293750,305.7834676147298,12.0,26.526877291310058,11.604575708688426,1,1,0,0,0,0,0,18.468676242407028,2.1114999717116008,20.317651121441223,-27.00865761414323,33.79755217779268,0.010791331765542868,9.0
1991,1,9,6,33245.25,2,2,103.0,255,227,51.45528998072459,-38.26211140524915,974.5982586102224,984.5982586102224,255000,284.9017742606504,10.0,25.103241200718667,12.881047664200304,1,1,0,0,0,0,0,13.474329960444566,1.5211118284337863,24.855899668608014,-34.32980811872777,42.38338676656899,0.0,0.0
1991,1,9,9,33245.375,1,1,103.0,256,221,50.46576243186587,-36.7704834376051,976.7633891025334,984.7633891025334,212500,260.07854739300495,8.0,23.33578924370851,10.84990910082779,1,1,0,0,0,0,0,19.449690665713018,2.165130492311,35.19184956163713,-36.676814402705055,50.82966643899379,0.008855133838656574,4.0
1991,1,9,12,33245.5,0,0,103.0,259,213,49.327357412555884,-34.45038842918768,979.7474423993007,987.7474423993007,258750,286.98899464971794,8.0,20.79714304274797,7.303127368063434,1,1,0,0,0,0,0,27.258550080494448,2.9840532967672333,56.04338441260364,-42.19495420465727,70.1518003814014,0.020910358624209802,10.0
