year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv,precip,precipArea
1990,4,26,21,32987.875,0,0,677.0,325,105,29.593433925373432,-7.719952348229832,,,0,0.0,,9.521212613224689,,0,0,0,0,0,0,0,,,,,,0.0,0.0
1990,4,27,0,32988.0,1,1,689.0,333,117,32.92627488093726,-6.236442145383384,1007.6577237561945,1007.6577237561945,625,14.104739588693906,0.0,9.797463778566003,9.880973854374242,1,1,3,0,0,3,0,,,46.15348170841317,123.53166852396684,131.87197201120506,0.0,0.0
1990,4,27,3,32988.125,0,0,689.0,331,116,32.613433363889136,-6.6757037369032455,1006.16522531493,1008.16522531493,61875,140.3403869441083,2.0,10.646138713670913,8.157816639449665,1,1,0,0,0,0,3,-19.185419144475688,-1.49249844126447,-13.714086191768027,-11.595463179845984,17.959146038450893,0.0,0.0
1990,4,27,6,32988.25,1,1,689.0,332,121,33.91500834995246,-6.577385430272135,1006.0816048947096,1008.0816048947096,63125,141.75087853467357,2.0,12.23749086429777,7.933990697971023,1,1,0,0,0,3,0,-1.0383121763355259,-0.08362042022039531,3.024169616023785,48.24284503256782,48.337539228872984,0.011737549358646225,11.0
1990,4,27,9,32988.375,0,0,689.0,334,123,34.47833993141538,-6.153994417822631,1007.4025777877208,1011.4025777877208,573750,427.35266139097564,4.0,11.97601031656078,6.869773658361663,1,1,0,0,0,0,0,16.166852589590043,1.3209728930112032,12.936343640389632,20.8798712924442,24.562532686416617,1.1019576420064823,395.0
1990,4,27,12,32988.5,0,0,689.0,334,121,33.971388842856975,-6.102779653655783,1006.5428417095322,1012.5428417095322,808125,507.18258721320063,6.0,12.428265313133837,6.093828956484576,1,1,0,0,0,0,0,-10.659720409233056,-0.85973607818858,1.5742703112451335,-18.790129701543595,18.855961954079632,1.7701908680641008,680.0
1990,4,27,15,32988.625,0,0,689.0,330,116,32.58304643245293,-6.907713549426272,1006.4757883128581,1010.4757883128581,248125,281.03494535262524,4.0,10.594534432062524,15.709744067090288,1,1,0,0,0,0,0,-0.8626574309138791,-0.0670533966741641,-25.139140461521286,-51.45887749413579,57.27121839196868,0.4125309541902552,173.0
1990,4,27,18,32988.75,0,1,689.0,335,125,35.010952267793215,-5.96448710125312,1008.3899633797528,1010.3575723453375,201250,253.1005029518667,1.9676089655848046,9.936705698124594,11.152262909754572,2,0,0,0,0,1,0,23.11492221228754,1.914175066894677,28.634160320204124,89.99027042018632,94.43603076973011,0.7569592998103519,295.0
1990,4,27,21,32988.875,0,0,689.0,320,129,35.497131812341884,-9.724128868732938,1009.2208125309461,1013.2208125309461,558750,421.7293550432469,4.0,10.864037066004567,3.3051036600478985,1,1,0,0,0,0,1,9.913322692769414,0.8308491511933971,-113.44502236716379,18.02023293072481,114.8673230068668,1.1242334867934771,417.0
1990,4,28,0,32989.0,0,0,689.0,317,130,35.61315906987216,-10.491477012331599,1009.6814482921009,1013.6814482921009,666875,460.7308382871884,4.0,11.395535774651997,3.98810834453725,1,1,0,0,0,0,0,5.480551284539981,0.4606357611546991,-23.12213884206777,4.300547463282607,23.51867371081553,1.8514076572515616,595.0
1990,4,28,3,32989.125,0,0,689.0,315,130,35.518806624791694,-10.973467837912436,1008.7881069282281,1014.7881069282281,1096875,590.8859081141176,6.0,11.08448408118837,4.204781277245274,1,1,0,0,0,0,0,-10.65330214913539,-0.8933413638727506,-14.540735487146472,-3.497171069818939,14.955373415556673,2.507902422784664,1099.0
1990,4,28,6,32989.25,0,0,689.0,310,128,34.76785167747075,-12.069401224037005,1008.8631347618194,1014.8631347618194,1175000,611.5669352294595,6.0,10.293517033559283,2.0805253716489096,1,1,0,0,0,0,0,0.9115398249086389,0.07502783359130262,-33.36852900369194,-27.834126760240096,43.45339273722299,1.9941131413809008,856.0
1990,4,28,9,32989.375,0,0,689.0,310,127,34.51902619253903,-12.019002454544527,1009.6803348819795,1013.6803348819795,726250,480.8040711568258,4.0,9.81721907522139,2.3457673240428996,1,1,0,0,0,0,0,9.991052764938257,0.8172001201601233,1.5391402993600047,-9.222710514759958,9.350258932253048,1.344210668756986,664.0
1990,4,28,12,32989.5,0,0,689.0,312,131,35.61749974009199,-11.74325363713875,1010.2433212390649,1012.2433212390649,222500,266.12769430462026,2.0,9.597884387512206,2.470783004902114,1,1,0,0,0,0,0,6.69758964103359,0.562986357085465,8.308576181379069,40.71489518037982,41.55400254742129,0.9657749283056938,516.0
1990,4,28,15,32989.625,0,0,689.0,311,130,35.3174517802663,-11.932688161226531,1009.4849759950656,1011.4849759950656,200000,252.31325220201603,2.0,8.797820329560599,3.1219859468284996,1,1,0,0,0,0,0,-9.088243818449,-0.7583452439993562,-5.729180077960236,-11.121270294222297,12.510242096891961,0.3120229291163405,250.0
1990,4,28,18,32989.75,0,0,689.0,312,125,34.12369332588025,-11.450823451140364,1008.6280083741688,1010.6280083741688,199375,251.9187042636836,2.0,7.893025300160417,1.6466028068619198,1,1,0,0,0,0,0,-10.583677356249645,-0.8569676208969031,14.785253361753275,-44.24662792225991,46.65155731014933,0.25219183008968327,274.0
1990,4,28,21,32989.875,0,0,689.0,312,125,34.12369332588025,-11.450823451140364,,,0,0.0,,7.893025300160417,,0,0,0,0,3,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
