year,month,day,hour,Dp,DpDt,DsqP,Ege,Ely,Emg,Erg,Esp,area,centers,depth,id,lat,lon,p_cent,p_edge,p_grad,pid,ptid,radius,time,type,u,uv,v,x,y
1962,2,18,3,,,5.415699614551122,3,0,0,0,0,625,1,0.0,18,45.91126801614404,-167.81136679806812,990.7163998768921,990.7163998768921,14.684493913057024,18,485.0,14.104739588693906,22693.125,1,,,,319,547
1962,2,18,6,-1.936529495351715,-18.19421451337341,7.934257509540257,0,0,2,0,0,444375,2,6.0,18,47.51159802341203,-167.051757766563,988.7798703815404,994.7798703815404,16.781553565693304,18,485.0,376.09700300975805,22693.25,1,19.01689007425802,62.29006992516995,59.31619258841677,318,540
1962,2,18,9,-2.3526765891611285,-21.566592756482535,8.809197829734549,0,0,0,0,0,578125,1,8.0,20,49.09447216876548,-166.23603585145273,986.4271937923793,994.4271937923793,18.558994316990656,20,485.0,428.97890734860607,22693.375,1,19.798009714391014,61.919586716468366,58.66919149338198,317,533
1962,2,18,12,-2.2535278521772124,-20.393093982832045,8.902569218365024,0,0,0,0,0,115625,1,4.0,23,49.96016524455821,-166.9563076059409,984.173665940202,988.173665940202,19.691585481817796,23,485.0,191.84519954901347,22693.5,1,-17.174555649592392,36.39414848619727,32.08689268649161,320,530
1962,2,18,15,-1.6473835864232387,-14.697814081666218,10.566155579227052,0,0,0,0,0,378125,1,8.0,22,50.94466405531583,-166.98025348183828,982.5262823537788,990.5262823537788,21.19655465496081,22,485.0,346.930721777772,22693.625,1,-0.5592212945659863,36.4947091720119,36.490424347949606,321,526
1962,2,18,18,-0.8034164221707033,-7.070790500304054,11.42189513772566,0,0,0,0,0,343125,1,8.0,20,51.92600408912887,-167.0053832080835,981.7228659316081,989.7228659316081,22.073204391353695,20,485.0,330.48461340403304,22693.75,1,-0.5743946555163564,36.3778793910084,36.373344357736315,322,522
1962,2,18,21,-0.32379158089184784,-2.812452572894129,11.994602613754322,0,0,0,0,0,346875,1,8.0,17,52.904286145914746,-167.03178679124352,981.3990743507162,989.3990743507162,22.63700023279155,17,485.0,332.2856328070812,22693.875,1,-0.5902699936829793,36.26480464500781,36.26000051399803,323,518
1962,2,19,0,-2.2999569511543085,-19.301836054487918,7.608219386925629,0,0,0,0,0,464375,1,10.0,15,55.64396866578301,-167.5740571345725,979.0991173995619,989.0991173995619,24.476390192828607,15,485.0,384.46736323984356,22694.0,1,-11.342646869106405,102.17778475320365,101.54626560871043,327,507
1962,2,19,3,0.29687465615061226,2.47650769529966,7.053002862334762,0,0,0,0,0,356250,1,8.0,16,56.15297178376407,-167.78428086586914,979.3959920557126,987.3959920557126,24.749860408785455,16,485.0,336.7460422231796,22694.125,1,-4.3399321501639845,19.358927277089997,18.866188121918857,328,505
1962,2,19,6,0.7289037801483937,5.991481909047317,5.627336304049895,0,0,0,0,0,385000,1,8.0,12,57.44360484511683,-168.53330791845653,980.1248958358609,988.1248958358609,24.422004826124493,12,485.0,350.0704303147574,22694.25,1,-14.939835324720095,50.11590876185266,47.83728286072053,331,500
