year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv,precip,precipArea
2007,2,14,15,39125.625,11,11,363.0,365,310,78.83336103854226,6.340191745909909,,,0,0.0,,8.766432924456717,,0,0,0,0,0,0,0,,,,,,0.0,0.0
2007,2,14,18,39125.75,10,10,379.0,382,315,78.81981750563455,26.821981201581504,1007.2724589713772,1007.2724589713772,625,14.104739588693906,0.0,9.115817167683824,7.789039220297054,1,1,3,0,0,3,0,,,146.44330071981915,-0.5019907160604757,146.44416110038117,0.12220695977849719,222.0
2007,2,14,21,39125.875,9,9,379.0,385,318,79.07997724183848,31.568971129318335,1007.023505203775,1009.023505203775,54375,131.56025258885612,2.0,10.41903298443458,6.9139818653936524,1,1,0,0,0,0,0,-1.7566099877604189,-0.24895376760221552,33.32197359724829,9.64281426102145,34.689159564455736,0.12007639626406047,177.0
2007,2,15,0,39126.0,8,8,379.0,388,321,79.26156357509215,36.51105611949529,1006.8991128395796,1008.8991128395796,57500,135.28790949515025,2.0,11.470317104259248,6.37482290395259,1,1,0,0,0,0,0,-0.8771766777223293,-0.12439236419537338,34.12061422737188,6.730493001932655,34.778094417351234,0.1481303792052561,187.0
2007,2,15,3,39126.125,8,8,379.0,391,324,79.36060792149753,41.58341180822866,1006.5419818283527,1008.5419818283527,56250,133.80930871145785,2.0,12.779753499578451,6.690211453407029,1,1,0,0,0,0,0,-2.517556428517842,-0.35713101122688384,34.7001902649143,3.671076277700756,34.89383907594506,0.20651526703278136,219.0
2007,2,15,6,39126.25,8,8,379.0,395,327,79.2100414839642,47.52611691161956,1006.6468208484429,1010.6468208484429,119375,194.93137937025432,4.0,13.962400346990403,7.912661462634133,1,1,0,0,0,0,0,0.7394189081002827,0.10483902009014855,41.218019518043846,-5.580741325550204,41.59410783671826,0.24203717126597216,245.0
2007,2,15,9,39126.375,7,7,379.0,398,331,79.26156357509215,53.48894388050472,1006.336917988319,1012.336917988319,186250,243.48555665938588,6.0,15.707605816378642,13.38728445995359,1,1,0,0,0,0,0,-2.1853396148425914,-0.3099028601238388,41.16229665418562,1.9096650478494483,41.20657091341329,0.28014686430515956,304.0
2007,2,15,12,39126.5,9,9,379.0,399,335,79.58081038718471,58.190610712206855,1006.4704446911163,1014.4704446911163,308125,313.17604263477836,8.0,16.719474927573547,17.122771459055073,1,1,0,0,0,0,0,0.9406098916990456,0.13352670279724407,31.507412301467703,11.832875284046478,33.65611337368705,0.3577573519840432,382.0
2007,2,15,15,39126.625,8,8,379.0,399,337,79.8106540029136,60.333284793053544,1005.76935216392,1013.76935216392,231250,271.3100830783876,8.0,18.076570657534536,16.405528633923968,1,1,0,0,0,0,0,-4.935146072147416,-0.701092527196306,14.048417176451125,8.51914799689791,16.429665479146454,0.37673358896214904,379.0
2007,2,15,18,39126.75,5,5,379.0,398,339,80.22443763553058,61.96614810853618,1006.3478313736391,1016.3478313736391,480000,390.8820095223359,10.0,17.508986543326333,18.487179720645653,1,1,0,0,0,0,0,4.066870842378716,0.5784792097190803,10.275650250225484,15.33688022518801,18.4610098073405,0.35273811629314367,376.0
