year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv
1960,8,22,12,22148.5,10,9,515.0,218,421,54.879538780194316,-113.49116216397455,,,0,0.0,,12.132482855129693,,0,0,0,0,0,0,0,,,,,
1960,8,22,15,22148.625,11,11,519.0,233,424,57.76307278468765,-117.01618972386528,999.5769324831361,999.5769324831361,625,14.104739588693906,0.0,11.546790323168445,3.085883202249897,1,1,3,0,0,3,0,,,-69.68635850891395,106.87811736890916,127.5896568478621
1960,8,22,18,22148.75,15,15,519.0,238,427,58.46423261062965,-119.05460409907714,998.6773626840269,1000.6773626840269,125000,199.47114020071635,2.0,11.319605074975577,2.9743478498858895,1,1,0,0,0,0,0,-7.312332867131903,-0.8995697991093039,-39.51543425797171,25.988471803910613,47.295562279126585
1960,8,22,21,22148.875,16,16,519.0,237,426,58.372067023513765,-118.49563861824498,997.4256635253447,999.4256635253447,137500,209.20709679710012,2.0,11.47573303928655,4.1489616651643155,1,1,0,0,0,3,0,-10.184753566514273,-1.2516991586821677,10.864532292963172,-3.416115232834456,11.388937844629904
1960,8,23,0,22149.0,13,13,519.0,243,427,59.47713097684125,-120.08796569646576,997.0985327288226,1001.0985327288226,318125,318.2174296644016,4.0,11.624218503329415,6.714870983053334,1,1,0,0,0,0,0,-2.6310179763232373,-0.3271307965221058,-29.974272235865914,40.959168409265,50.75539846014741
1960,8,23,3,22149.125,10,10,519.0,243,428,59.35985616631122,-120.45479725882565,996.8516773995029,1000.8516773995029,339375,328.67372517988713,4.0,11.326455380049472,7.244425288724959,1,2,0,0,0,1,0,-1.9877886900542818,-0.2468553293196601,-6.929423255025029,-4.346787984713576,8.179943302452163
1960,8,23,6,22149.25,9,9,519.0,249,413,62.22933507472243,-115.83454348280911,995.4282833046694,999.4282833046694,308750,313.4935044929087,4.0,15.00456806526386,5.019207058161992,1,1,0,0,0,0,1,-11.145280970525421,-1.423394094833493,79.77402638338152,106.35716557629759,132.95014838216778
1960,8,23,9,22149.375,10,10,519.0,252,412,62.95318732340626,-116.02959219151346,994.4496167008194,998.4496167008194,249375,281.74195262169036,4.0,15.78890534703854,5.334829902661222,1,1,0,0,0,0,0,-7.612993917869115,-0.978666603849997,-3.2873738350819957,26.82956589796611,27.030213336281452
1960,8,23,12,22149.5,13,13,519.0,259,409,64.70439229574164,-116.22196677755446,994.9331825709518,996.9331825709518,37500,109.25484305920791,2.0,15.810817198525967,9.342589379156271,1,1,0,0,0,0,0,3.705547946003792,0.4835658701322973,-3.046719764963318,64.90836947947311,64.97983479364974
1960,8,23,15,22149.625,15,15,519.0,262,409,65.32064055872625,-116.91655461695134,993.7112231399307,997.7112231399307,105625,183.3616146530208,4.0,16.907148337066587,9.079656779477446,1,1,0,0,0,0,0,-9.317011669521502,-1.221959431021096,-10.749457217041988,22.84122679913672,25.244256220982578
1960,8,23,18,22149.75,14,14,519.0,266,408,66.24139174089319,-117.41651812223354,992.7571006471853,996.7571006471853,95625,174.46599343804792,4.0,17.7436708992844,10.906519673559888,1,1,0,0,0,0,0,-7.22245026934699,-0.9541224927453732,-7.465881770746491,34.1276200529813,34.934708258341246
1960,8,23,21,22149.875,11,11,519.0,268,406,66.85791808046375,-116.93952806380082,992.4116311486763,996.4116311486763,101875,180.07726023841454,4.0,17.168020112956835,8.701486044606208,1,1,0,0,0,0,0,-2.6029328591951777,-0.3454694985090464,6.94829819159592,22.851533700995205,23.884543961462917
1960,8,24,0,22150.0,8,8,519.0,269,402,67.46514574890163,-115.15537243386835,993.1152602590602,997.1152602590602,124375,198.97183743964612,4.0,15.836031575151676,7.811659953836206,1,1,0,0,0,0,0,5.2778688834074865,0.7036291103839176,25.343022431846727,22.50687868283217,33.89437083093315
1960,8,24,3,22150.125,9,9,519.0,270,399,67.95714562339491,-113.81382355960088,993.572843221456,995.572843221456,55625,133.06384715231013,2.0,15.293286282480775,7.29452042370016,1,1,0,0,0,0,0,3.4202353017088347,0.4575829623958271,18.66122847007097,18.235963317804096,26.09198739346016
1960,8,24,6,22150.25,10,10,519.0,272,398,68.46692600027843,-113.74949449286676,993.9323004206964,993.9323004206964,625,14.104739588693906,0.0,14.53816816220517,6.150695729845829,1,1,0,0,0,0,0,2.6772488355388564,0.3594571992404235,0.8751495500626199,18.89499720413324,18.915253265002235
1960,8,24,9,22150.375,10,10,519.0,271,396,68.43592172772158,-112.41268946863428,994.5979561458579,994.5979561458579,625,14.104739588693906,0.0,12.613553651324995,6.504231998442192,1,1,0,0,0,0,0,4.95888488023963,0.6656557251614867,18.210828950753037,-1.1491726042091692,18.247051508335527
1960,8,24,12,22150.5,10,10,519.0,271,396,68.43592172772158,-112.41268946863428,,,0,0.0,,12.613553651324995,,0,0,0,0,3,0,0,,0.0,0.0,0.0,0.0
