"","Year","Variable","Val","ScaleType","ScaleName","ScaleName2","ScaleName3"
"669",2006,"Landings_KG",35541,"State","Pennsylvania","MAFMC","NES_LME_states"
"670",2006,"Landings_KG",396910162,"State","Massachusetts","NEFMC","NES_LME_states"
"671",2006,"Landings_KG",51211845,"State","Maryland","MAFMC","NES_LME_states"
"672",2006,"Landings_KG",216802483,"State","Maine","NEFMC","NES_LME_states"
"673",2006,"Landings_KG",4380402,"State","Delaware","MAFMC","NES_LME_states"
"674",2006,"Landings_KG",68744020,"State","North Carolina","MAFMC","NES_LME_states"
"675",2006,"Landings_KG",10294926,"State","New Hampshire","NEFMC","NES_LME_states"
"676",2006,"Landings_KG",11749943,"State","Connecticut","NEFMC","NES_LME_states"
"677",2006,"Landings_KG",33301874,"State","New York","MAFMC","NES_LME_states"
"678",2006,"Landings_KG",426228788,"State","Virginia","MAFMC","NES_LME_states"
"679",2006,"Landings_KG",113025387,"State","Rhode Island","NEFMC","NES_LME_states"
"680",2007,"Landings_KG",46445,"State","Pennsylvania","MAFMC","NES_LME_states"
"681",2007,"Landings_KG",304773813,"State","Massachusetts","NEFMC","NES_LME_states"
"682",2007,"Landings_KG",8430354,"State","New Hampshire","NEFMC","NES_LME_states"
"683",2007,"Landings_KG",153848231,"State","New Jersey","MAFMC","NES_LME_states"
"684",2007,"Landings_KG",61585365,"State","Maryland","MAFMC","NES_LME_states"
"685",2007,"Landings_KG",5346208,"State","Delaware","MAFMC","NES_LME_states"
"686",2007,"Landings_KG",10049564,"State","Connecticut","NEFMC","NES_LME_states"
"687",2007,"Landings_KG",62871473,"State","North Carolina","MAFMC","NES_LME_states"
"688",2007,"Landings_KG",35799298,"State","New York","MAFMC","NES_LME_states"
"689",2007,"Landings_KG",493414618,"State","Virginia","MAFMC","NES_LME_states"
"690",2007,"Landings_KG",186437513,"State","Maine","NEFMC","NES_LME_states"
"691",2007,"Landings_KG",75270945,"State","Rhode Island","NEFMC","NES_LME_states"
"692",2008,"Landings_KG",10463983,"State","New Hampshire","NEFMC","NES_LME_states"
"693",2008,"Landings_KG",71209454,"State","North Carolina","MAFMC","NES_LME_states"
"694",2008,"Landings_KG",423065595,"State","Virginia","MAFMC","NES_LME_states"
"695",2008,"Landings_KG",49833,"State","Pennsylvania","MAFMC","NES_LME_states"
"696",2008,"Landings_KG",326632236,"State","Massachusetts","NEFMC","NES_LME_states"
"697",2008,"Landings_KG",34219862,"State","New York","MAFMC","NES_LME_states"
"698",2008,"Landings_KG",162307672,"State","New Jersey","MAFMC","NES_LME_states"
"699",2008,"Landings_KG",7130587,"State","Connecticut","NEFMC","NES_LME_states"
"700",2008,"Landings_KG",63533675,"State","Maryland","MAFMC","NES_LME_states"
"701",2008,"Landings_KG",72027389,"State","Rhode Island","NEFMC","NES_LME_states"
"702",2008,"Landings_KG",193495703,"State","Maine","NEFMC","NES_LME_states"
"703",2008,"Landings_KG",4706100,"State","Delaware","MAFMC","NES_LME_states"
"704",2009,"Landings_KG",48671,"State","Pennsylvania","MAFMC","NES_LME_states"
"705",2009,"Landings_KG",13886401,"State","New Hampshire","NEFMC","NES_LME_states"
"706",2009,"Landings_KG",68954825,"State","North Carolina","MAFMC","NES_LME_states"
"707",2009,"Landings_KG",426797509,"State","Virginia","MAFMC","NES_LME_states"
"708",2009,"Landings_KG",188542807,"State","Maine","NEFMC","NES_LME_states"
"709",2009,"Landings_KG",34331124,"State","New York","MAFMC","NES_LME_states"
"710",2009,"Landings_KG",356104947,"State","Massachusetts","NEFMC","NES_LME_states"
"711",2009,"Landings_KG",84040781,"State","Rhode Island","NEFMC","NES_LME_states"
"712",2009,"Landings_KG",6568438,"State","Connecticut","NEFMC","NES_LME_states"
"713",2009,"Landings_KG",5010744,"State","Delaware","MAFMC","NES_LME_states"
"714",2009,"Landings_KG",66818699,"State","Maryland","MAFMC","NES_LME_states"
"715",2009,"Landings_KG",162028868,"State","New Jersey","MAFMC","NES_LME_states"
"716",2010,"Landings_KG",77696463,"State","Rhode Island","NEFMC","NES_LME_states"
"717",2010,"Landings_KG",284109173,"State","Massachusetts","NEFMC","NES_LME_states"
"718",2010,"Landings_KG",11802185,"State","New Hampshire","NEFMC","NES_LME_states"
"719",2010,"Landings_KG",67177,"State","Pennsylvania","MAFMC","NES_LME_states"
"720",2010,"Landings_KG",5214109,"State","Delaware","MAFMC","NES_LME_states"
"721",2010,"Landings_KG",201046070,"State","Maine","NEFMC","NES_LME_states"
"722",2010,"Landings_KG",6697813,"State","Connecticut","NEFMC","NES_LME_states"
"723",2010,"Landings_KG",72001862,"State","North Carolina","MAFMC","NES_LME_states"
"724",2010,"Landings_KG",33772580,"State","New York","MAFMC","NES_LME_states"
"725",2010,"Landings_KG",101734620,"State","Maryland","MAFMC","NES_LME_states"
"726",2010,"Landings_KG",510468261,"State","Virginia","MAFMC","NES_LME_states"
"727",2010,"Landings_KG",161608963,"State","New Jersey","MAFMC","NES_LME_states"
"728",2011,"Landings_KG",12311409,"State","New Hampshire","NEFMC","NES_LME_states"
"729",2011,"Landings_KG",7403338,"State","Connecticut","NEFMC","NES_LME_states"
"730",2011,"Landings_KG",78162428,"State","Maryland","MAFMC","NES_LME_states"
"731",2011,"Landings_KG",63798,"State","Pennsylvania","MAFMC","NES_LME_states"
"732",2011,"Landings_KG",67501713,"State","North Carolina","MAFMC","NES_LME_states"
"733",2011,"Landings_KG",4920702,"State","Delaware","MAFMC","NES_LME_states"
"734",2011,"Landings_KG",78749090,"State","Rhode Island","NEFMC","NES_LME_states"
"735",2011,"Landings_KG",264991689,"State","Massachusetts","NEFMC","NES_LME_states"
"736",2011,"Landings_KG",32112249,"State","New York","MAFMC","NES_LME_states"
"737",2011,"Landings_KG",496626300,"State","Virginia","MAFMC","NES_LME_states"
"738",2011,"Landings_KG",187152736,"State","New Jersey","MAFMC","NES_LME_states"
"739",2011,"Landings_KG",249521107,"State","Maine","NEFMC","NES_LME_states"
"740",2012,"Landings_KG",77258937,"State","Maryland","MAFMC","NES_LME_states"
"741",2012,"Landings_KG",56694080,"State","North Carolina","MAFMC","NES_LME_states"
"742",2012,"Landings_KG",462499573,"State","Virginia","MAFMC","NES_LME_states"
"743",2012,"Landings_KG",5639863,"State","Delaware","MAFMC","NES_LME_states"
"744",2012,"Landings_KG",37121361,"State","New York","MAFMC","NES_LME_states"
"745",2012,"Landings_KG",15432,"State","Pennsylvania","MAFMC","NES_LME_states"
"746",2012,"Landings_KG",294947572,"State","Massachusetts","NEFMC","NES_LME_states"
"747",2012,"Landings_KG",263753819,"State","Maine","NEFMC","NES_LME_states"
"748",2012,"Landings_KG",85233643,"State","Rhode Island","NEFMC","NES_LME_states"
"749",2012,"Landings_KG",180436489,"State","New Jersey","MAFMC","NES_LME_states"
"750",2012,"Landings_KG",8940181,"State","Connecticut","NEFMC","NES_LME_states"
"751",2012,"Landings_KG",12145401,"State","New Hampshire","NEFMC","NES_LME_states"
"752",2013,"Landings_KG",47199944,"State","Maryland","MAFMC","NES_LME_states"
"753",2013,"Landings_KG",261900555,"State","Massachusetts","NEFMC","NES_LME_states"
"754",2013,"Landings_KG",50198187,"State","North Carolina","MAFMC","NES_LME_states"
"755",2013,"Landings_KG",4048202,"State","Delaware","MAFMC","NES_LME_states"
"756",2013,"Landings_KG",37190,"State","Pennsylvania","MAFMC","NES_LME_states"
"757",2013,"Landings_KG",34485532,"State","New York","MAFMC","NES_LME_states"
"758",2013,"Landings_KG",381606765,"State","Virginia","MAFMC","NES_LME_states"
"759",2013,"Landings_KG",119518152,"State","New Jersey","MAFMC","NES_LME_states"
"760",2013,"Landings_KG",266806789,"State","Maine","NEFMC","NES_LME_states"
"761",2013,"Landings_KG",89849520,"State","Rhode Island","NEFMC","NES_LME_states"
"762",2013,"Landings_KG",8246656,"State","New Hampshire","NEFMC","NES_LME_states"
"763",2013,"Landings_KG",7956664,"State","Connecticut","NEFMC","NES_LME_states"
"764",2014,"Landings_KG",273258976,"State","Massachusetts","NEFMC","NES_LME_states"
"765",2014,"Landings_KG",24813,"State","Pennsylvania","MAFMC","NES_LME_states"
"766",2014,"Landings_KG",276796321,"State","Maine","NEFMC","NES_LME_states"
"767",2014,"Landings_KG",49903094,"State","Maryland","MAFMC","NES_LME_states"
"768",2014,"Landings_KG",124913938,"State","New Jersey","MAFMC","NES_LME_states"
"769",2014,"Landings_KG",9116760,"State","New Hampshire","NEFMC","NES_LME_states"
"770",2014,"Landings_KG",7523049,"State","Connecticut","NEFMC","NES_LME_states"
"771",2014,"Landings_KG",91775673,"State","Rhode Island","NEFMC","NES_LME_states"
"772",2014,"Landings_KG",61034839,"State","North Carolina","MAFMC","NES_LME_states"
"773",2014,"Landings_KG",389192430,"State","Virginia","MAFMC","NES_LME_states"
"774",2014,"Landings_KG",27643565,"State","New York","MAFMC","NES_LME_states"
"775",2014,"Landings_KG",3726771,"State","Delaware","MAFMC","NES_LME_states"
"776",2015,"Landings_KG",148359265,"State","New Jersey","MAFMC","NES_LME_states"
"777",2015,"Landings_KG",65316799,"State","North Carolina","MAFMC","NES_LME_states"
"778",2015,"Landings_KG",53943678,"State","Maryland","MAFMC","NES_LME_states"
"779",2015,"Landings_KG",34577,"State","Pennsylvania","MAFMC","NES_LME_states"
"780",2015,"Landings_KG",32783180,"State","New York","MAFMC","NES_LME_states"
"781",2015,"Landings_KG",3528647,"State","Delaware","MAFMC","NES_LME_states"
"782",2015,"Landings_KG",11093320,"State","New Hampshire","NEFMC","NES_LME_states"
"783",2015,"Landings_KG",9389879,"State","Connecticut","NEFMC","NES_LME_states"
"784",2015,"Landings_KG",249997351,"State","Maine","NEFMC","NES_LME_states"
"785",2015,"Landings_KG",259796489,"State","Massachusetts","NEFMC","NES_LME_states"
"786",2015,"Landings_KG",417474857,"State","Virginia","MAFMC","NES_LME_states"
"787",2015,"Landings_KG",75746782,"State","Rhode Island","NEFMC","NES_LME_states"
"788",2016,"Landings_KG",60671735,"State","North Carolina","MAFMC","NES_LME_states"
"789",2016,"Landings_KG",59056565,"State","Maryland","MAFMC","NES_LME_states"
"790",2016,"Landings_KG",104580,"State","Pennsylvania","MAFMC","NES_LME_states"
"791",2016,"Landings_KG",82603953,"State","Rhode Island","NEFMC","NES_LME_states"
"792",2016,"Landings_KG",7937224,"State","New Hampshire","NEFMC","NES_LME_states"
"793",2016,"Landings_KG",254731911,"State","Maine","NEFMC","NES_LME_states"
"794",2016,"Landings_KG",132342642,"State","New Jersey","MAFMC","NES_LME_states"
"795",2016,"Landings_KG",244692502,"State","Massachusetts","NEFMC","NES_LME_states"
"796",2016,"Landings_KG",384728252,"State","Virginia","MAFMC","NES_LME_states"
"797",2016,"Landings_KG",12149395,"State","Connecticut","NEFMC","NES_LME_states"
"798",2016,"Landings_KG",30227044,"State","New York","MAFMC","NES_LME_states"
"799",2016,"Landings_KG",5684276,"State","Delaware","MAFMC","NES_LME_states"
"800",2017,"Landings_KG",48280950,"State","Maryland","MAFMC","NES_LME_states"
"801",2017,"Landings_KG",10621078,"State","New Hampshire","NEFMC","NES_LME_states"
"802",2017,"Landings_KG",10118122,"State","Connecticut","NEFMC","NES_LME_states"
"803",2017,"Landings_KG",68071,"State","Pennsylvania","MAFMC","NES_LME_states"
"804",2017,"Landings_KG",242136690,"State","Massachusetts","NEFMC","NES_LME_states"
"805",2017,"Landings_KG",62585677,"State","North Carolina","MAFMC","NES_LME_states"
"806",2017,"Landings_KG",4729180,"State","Delaware","MAFMC","NES_LME_states"
"807",2017,"Landings_KG",212171736,"State","Maine","NEFMC","NES_LME_states"
"808",2017,"Landings_KG",198601927,"State","New Jersey","MAFMC","NES_LME_states"
"809",2017,"Landings_KG",24822379,"State","New York","MAFMC","NES_LME_states"
"810",2017,"Landings_KG",343964288,"State","Virginia","MAFMC","NES_LME_states"
"811",2017,"Landings_KG",84107765,"State","Rhode Island","NEFMC","NES_LME_states"
"812",1947,"Landings_KG",1040334500,"FMC","MAFMC","NES_LME_states","None"
"813",1947,"Landings_KG",781687300,"FMC","NEFMC","NES_LME_states","None"
"814",1948,"Landings_KG",960623600,"FMC","NEFMC","NES_LME_states","None"
"815",1948,"Landings_KG",865227600,"FMC","MAFMC","NES_LME_states","None"
"816",1949,"Landings_KG",855590300,"FMC","MAFMC","NES_LME_states","None"
"817",1949,"Landings_KG",971186900,"FMC","NEFMC","NES_LME_states","None"
"818",1950,"Landings_KG",1045489300,"FMC","MAFMC","NES_LME_states","None"
"819",1950,"Landings_KG",1006589500,"FMC","NEFMC","NES_LME_states","None"
"820",1951,"Landings_KG",1044646300,"FMC","MAFMC","NES_LME_states","None"
"821",1951,"Landings_KG",916807600,"FMC","NEFMC","NES_LME_states","None"
"822",1952,"Landings_KG",954562500,"FMC","NEFMC","NES_LME_states","None"
"823",1952,"Landings_KG",1118273600,"FMC","MAFMC","NES_LME_states","None"
"824",1953,"Landings_KG",864005000,"FMC","NEFMC","NES_LME_states","None"
"825",1953,"Landings_KG",1499919500,"FMC","MAFMC","NES_LME_states","None"
"826",1954,"Landings_KG",1573922100,"FMC","MAFMC","NES_LME_states","None"
"827",1954,"Landings_KG",966440800,"FMC","NEFMC","NES_LME_states","None"
"828",1955,"Landings_KG",1602479900,"FMC","MAFMC","NES_LME_states","None"
"829",1955,"Landings_KG",955418100,"FMC","NEFMC","NES_LME_states","None"
"830",1956,"Landings_KG",1015245500,"FMC","NEFMC","NES_LME_states","None"
"831",1956,"Landings_KG",1732861300,"FMC","MAFMC","NES_LME_states","None"
"832",1957,"Landings_KG",1030884100,"FMC","NEFMC","NES_LME_states","None"
"833",1957,"Landings_KG",1614102700,"FMC","MAFMC","NES_LME_states","None"
"834",1958,"Landings_KG",1419521640,"FMC","MAFMC","NES_LME_states","None"
"835",1958,"Landings_KG",997747600,"FMC","NEFMC","NES_LME_states","None"
"836",1959,"Landings_KG",1692896300,"FMC","MAFMC","NES_LME_states","None"
"837",1959,"Landings_KG",933206400,"FMC","NEFMC","NES_LME_states","None"
"838",1960,"Landings_KG",1485482000,"FMC","MAFMC","NES_LME_states","None"
"839",1960,"Landings_KG",851965100,"FMC","NEFMC","NES_LME_states","None"
"840",1961,"Landings_KG",760292300,"FMC","NEFMC","NES_LME_states","None"
"841",1961,"Landings_KG",1590996400,"FMC","MAFMC","NES_LME_states","None"
"842",1962,"Landings_KG",1647365800,"FMC","MAFMC","NES_LME_states","None"
"843",1962,"Landings_KG",871681800,"FMC","NEFMC","NES_LME_states","None"
"844",1963,"Landings_KG",1237323800,"FMC","MAFMC","NES_LME_states","None"
"845",1963,"Landings_KG",828889000,"FMC","NEFMC","NES_LME_states","None"
"846",1964,"Landings_KG",1145398100,"FMC","MAFMC","NES_LME_states","None"
"847",1964,"Landings_KG",681856290,"FMC","NEFMC","NES_LME_states","None"
"848",1965,"Landings_KG",702181676,"FMC","NEFMC","NES_LME_states","None"
"849",1965,"Landings_KG",1181445600,"FMC","MAFMC","NES_LME_states","None"
"850",1966,"Landings_KG",684374800,"FMC","NEFMC","NES_LME_states","None"
"851",1966,"Landings_KG",920532800,"FMC","MAFMC","NES_LME_states","None"
"852",1967,"Landings_KG",809467400,"FMC","MAFMC","NES_LME_states","None"
"853",1967,"Landings_KG",625340000,"FMC","NEFMC","NES_LME_states","None"
"854",1968,"Landings_KG",856567400,"FMC","MAFMC","NES_LME_states","None"
"855",1968,"Landings_KG",634749000,"FMC","NEFMC","NES_LME_states","None"
"856",1969,"Landings_KG",568257700,"FMC","NEFMC","NES_LME_states","None"
"857",1969,"Landings_KG",710979800,"FMC","MAFMC","NES_LME_states","None"
"858",1970,"Landings_KG",531271500,"FMC","NEFMC","NES_LME_states","None"
"859",1970,"Landings_KG",944082235,"FMC","MAFMC","NES_LME_states","None"
"860",1971,"Landings_KG",871917100,"FMC","MAFMC","NES_LME_states","None"
"861",1971,"Landings_KG",513523700,"FMC","NEFMC","NES_LME_states","None"
"862",1972,"Landings_KG",1152043400,"FMC","MAFMC","NES_LME_states","None"
"863",1972,"Landings_KG",489254400,"FMC","NEFMC","NES_LME_states","None"
"864",1973,"Landings_KG",1095792600,"FMC","MAFMC","NES_LME_states","None"
"865",1973,"Landings_KG",518146500,"FMC","NEFMC","NES_LME_states","None"
"866",1974,"Landings_KG",522491700,"FMC","NEFMC","NES_LME_states","None"
"867",1974,"Landings_KG",1014928200,"FMC","MAFMC","NES_LME_states","None"
"868",1975,"Landings_KG",935516700,"FMC","MAFMC","NES_LME_states","None"
"869",1975,"Landings_KG",498363300,"FMC","NEFMC","NES_LME_states","None"
"870",1976,"Landings_KG",1081843700,"FMC","MAFMC","NES_LME_states","None"
"871",1976,"Landings_KG",547480100,"FMC","NEFMC","NES_LME_states","None"
"872",1977,"Landings_KG",1136480300,"FMC","MAFMC","NES_LME_states","None"
"873",1977,"Landings_KG",585965000,"FMC","NEFMC","NES_LME_states","None"
"874",1978,"Landings_KG",663316100,"FMC","NEFMC","NES_LME_states","None"
"875",1978,"Landings_KG",1101202329,"FMC","MAFMC","NES_LME_states","None"
"876",1979,"Landings_KG",708289400,"FMC","NEFMC","NES_LME_states","None"
"877",1979,"Landings_KG",1267499515,"FMC","MAFMC","NES_LME_states","None"
"878",1980,"Landings_KG",794219100,"FMC","NEFMC","NES_LME_states","None"
"879",1980,"Landings_KG",1324200618,"FMC","MAFMC","NES_LME_states","None"
"880",1981,"Landings_KG",1266189740,"FMC","MAFMC","NES_LME_states","None"
"881",1981,"Landings_KG",721756800,"FMC","NEFMC","NES_LME_states","None"
"882",1982,"Landings_KG",711792400,"FMC","NEFMC","NES_LME_states","None"
"883",1982,"Landings_KG",1221154215,"FMC","MAFMC","NES_LME_states","None"
"884",1983,"Landings_KG",707896775,"FMC","NEFMC","NES_LME_states","None"
"885",1983,"Landings_KG",1258954964,"FMC","MAFMC","NES_LME_states","None"
"886",1984,"Landings_KG",717930679,"FMC","NEFMC","NES_LME_states","None"
"887",1984,"Landings_KG",1114261505,"FMC","MAFMC","NES_LME_states","None"
"888",1985,"Landings_KG",1201282069,"FMC","MAFMC","NES_LME_states","None"
"889",1985,"Landings_KG",600678341,"FMC","NEFMC","NES_LME_states","None"
"890",1986,"Landings_KG",959320272,"FMC","MAFMC","NES_LME_states","None"
"891",1986,"Landings_KG",553975753,"FMC","NEFMC","NES_LME_states","None"
"892",1987,"Landings_KG",1113518581,"FMC","MAFMC","NES_LME_states","None"
"893",1987,"Landings_KG",551470252,"FMC","NEFMC","NES_LME_states","None"
"894",1988,"Landings_KG",571319030,"FMC","NEFMC","NES_LME_states","None"
"895",1988,"Landings_KG",1085231041,"FMC","MAFMC","NES_LME_states","None"
"896",1989,"Landings_KG",1129957645,"FMC","MAFMC","NES_LME_states","None"
"897",1989,"Landings_KG",576004325,"FMC","NEFMC","NES_LME_states","None"
"898",1990,"Landings_KG",1258390039,"FMC","MAFMC","NES_LME_states","None"
"899",1990,"Landings_KG",668427208,"FMC","NEFMC","NES_LME_states","None"
"900",1991,"Landings_KG",1218558846,"FMC","MAFMC","NES_LME_states","None"
"901",1991,"Landings_KG",671811559,"FMC","NEFMC","NES_LME_states","None"
"902",1992,"Landings_KG",655650423,"FMC","NEFMC","NES_LME_states","None"
"903",1992,"Landings_KG",1107182441,"FMC","MAFMC","NES_LME_states","None"
"904",1993,"Landings_KG",640067881,"FMC","NEFMC","NES_LME_states","None"
"905",1993,"Landings_KG",1253036077,"FMC","MAFMC","NES_LME_states","None"
"906",1994,"Landings_KG",1121841698,"FMC","MAFMC","NES_LME_states","None"
"907",1994,"Landings_KG",553657525,"FMC","NEFMC","NES_LME_states","None"
"908",1995,"Landings_KG",1272232679,"FMC","MAFMC","NES_LME_states","None"
"909",1995,"Landings_KG",601240807,"FMC","NEFMC","NES_LME_states","None"
"910",1996,"Landings_KG",650434568,"FMC","NEFMC","NES_LME_states","None"
"911",1996,"Landings_KG",1176172036,"FMC","MAFMC","NES_LME_states","None"
"912",1997,"Landings_KG",649088765,"FMC","NEFMC","NES_LME_states","None"
"913",1997,"Landings_KG",1134046334,"FMC","MAFMC","NES_LME_states","None"
"914",1998,"Landings_KG",1096312644,"FMC","MAFMC","NES_LME_states","None"
"915",1998,"Landings_KG",603560218,"FMC","NEFMC","NES_LME_states","None"
"916",1999,"Landings_KG",906922406,"FMC","MAFMC","NES_LME_states","None"
"917",1999,"Landings_KG",584063783,"FMC","NEFMC","NES_LME_states","None"
"918",2000,"Landings_KG",869627006,"FMC","MAFMC","NES_LME_states","None"
"919",2000,"Landings_KG",576194048,"FMC","NEFMC","NES_LME_states","None"
"920",2001,"Landings_KG",631497979,"FMC","NEFMC","NES_LME_states","None"
"921",2001,"Landings_KG",972643467,"FMC","MAFMC","NES_LME_states","None"
"922",2002,"Landings_KG",862422429,"FMC","MAFMC","NES_LME_states","None"
"923",2002,"Landings_KG",589024867,"FMC","NEFMC","NES_LME_states","None"
"924",2003,"Landings_KG",850182283,"FMC","MAFMC","NES_LME_states","None"
"925",2003,"Landings_KG",660518315,"FMC","NEFMC","NES_LME_states","None"
"926",2004,"Landings_KG",896991002,"FMC","MAFMC","NES_LME_states","None"
"927",2004,"Landings_KG",731962598,"FMC","NEFMC","NES_LME_states","None"
"928",2005,"Landings_KG",701379950,"FMC","NEFMC","NES_LME_states","None"
"929",2005,"Landings_KG",789614923,"FMC","MAFMC","NES_LME_states","None"
"930",2006,"Landings_KG",748782901,"FMC","NEFMC","NES_LME_states","None"
"931",2006,"Landings_KG",759679041,"FMC","MAFMC","NES_LME_states","None"
"932",2007,"Landings_KG",812911638,"FMC","MAFMC","NES_LME_states","None"
"933",2007,"Landings_KG",584962189,"FMC","NEFMC","NES_LME_states","None"
"934",2008,"Landings_KG",759092191,"FMC","MAFMC","NES_LME_states","None"
"935",2008,"Landings_KG",609749898,"FMC","NEFMC","NES_LME_states","None"
"936",2009,"Landings_KG",649143374,"FMC","NEFMC","NES_LME_states","None"
"937",2009,"Landings_KG",763990440,"FMC","MAFMC","NES_LME_states","None"
"938",2010,"Landings_KG",581351704,"FMC","NEFMC","NES_LME_states","None"
"939",2010,"Landings_KG",884867572,"FMC","MAFMC","NES_LME_states","None"
"940",2011,"Landings_KG",866539926,"FMC","MAFMC","NES_LME_states","None"
"941",2011,"Landings_KG",612976633,"FMC","NEFMC","NES_LME_states","None"
"942",2012,"Landings_KG",819665735,"FMC","MAFMC","NES_LME_states","None"
"943",2012,"Landings_KG",665020616,"FMC","NEFMC","NES_LME_states","None"
"944",2013,"Landings_KG",637093972,"FMC","MAFMC","NES_LME_states","None"
"945",2013,"Landings_KG",634760184,"FMC","NEFMC","NES_LME_states","None"
"946",2014,"Landings_KG",658470779,"FMC","NEFMC","NES_LME_states","None"
"947",2014,"Landings_KG",656439450,"FMC","MAFMC","NES_LME_states","None"
"948",2015,"Landings_KG",721441003,"FMC","MAFMC","NES_LME_states","None"
"949",2015,"Landings_KG",606023821,"FMC","NEFMC","NES_LME_states","None"
"950",2016,"Landings_KG",672815094,"FMC","MAFMC","NES_LME_states","None"
"951",2016,"Landings_KG",602114985,"FMC","NEFMC","NES_LME_states","None"
"952",2017,"Landings_KG",683052472,"FMC","MAFMC","NES_LME_states","None"
"953",2017,"Landings_KG",559155391,"FMC","NEFMC","NES_LME_states","None"
"954",1947,"Landings_KG",1822021800,"Global","NES_LME_states","None","None"
"955",1948,"Landings_KG",1825851200,"Global","NES_LME_states","None","None"
"956",1949,"Landings_KG",1826777200,"Global","NES_LME_states","None","None"
"957",1950,"Landings_KG",2052078800,"Global","NES_LME_states","None","None"
"958",1951,"Landings_KG",1961453900,"Global","NES_LME_states","None","None"
"959",1952,"Landings_KG",2072836100,"Global","NES_LME_states","None","None"
"960",1953,"Landings_KG",2363924500,"Global","NES_LME_states","None","None"
"961",1954,"Landings_KG",2540362900,"Global","NES_LME_states","None","None"
"962",1955,"Landings_KG",2557898000,"Global","NES_LME_states","None","None"
"963",1956,"Landings_KG",2748106800,"Global","NES_LME_states","None","None"
"964",1957,"Landings_KG",2644986800,"Global","NES_LME_states","None","None"
"965",1958,"Landings_KG",2417269240,"Global","NES_LME_states","None","None"
"966",1959,"Landings_KG",2626102700,"Global","NES_LME_states","None","None"
"967",1960,"Landings_KG",2337447100,"Global","NES_LME_states","None","None"
"968",1961,"Landings_KG",2351288700,"Global","NES_LME_states","None","None"
"969",1962,"Landings_KG",2519047600,"Global","NES_LME_states","None","None"
"970",1963,"Landings_KG",2066212800,"Global","NES_LME_states","None","None"
"971",1964,"Landings_KG",1827254390,"Global","NES_LME_states","None","None"
"972",1965,"Landings_KG",1883627276,"Global","NES_LME_states","None","None"
"973",1966,"Landings_KG",1604907600,"Global","NES_LME_states","None","None"
"974",1967,"Landings_KG",1434807400,"Global","NES_LME_states","None","None"
"975",1968,"Landings_KG",1491316400,"Global","NES_LME_states","None","None"
"976",1969,"Landings_KG",1279237500,"Global","NES_LME_states","None","None"
"977",1970,"Landings_KG",1475353735,"Global","NES_LME_states","None","None"
"978",1971,"Landings_KG",1385440800,"Global","NES_LME_states","None","None"
"979",1972,"Landings_KG",1641297800,"Global","NES_LME_states","None","None"
"980",1973,"Landings_KG",1613939100,"Global","NES_LME_states","None","None"
"981",1974,"Landings_KG",1537419900,"Global","NES_LME_states","None","None"
"982",1975,"Landings_KG",1433880000,"Global","NES_LME_states","None","None"
"983",1976,"Landings_KG",1629323800,"Global","NES_LME_states","None","None"
"984",1977,"Landings_KG",1722445300,"Global","NES_LME_states","None","None"
"985",1978,"Landings_KG",1764518429,"Global","NES_LME_states","None","None"
"986",1979,"Landings_KG",1975788915,"Global","NES_LME_states","None","None"
"987",1980,"Landings_KG",2118419718,"Global","NES_LME_states","None","None"
"988",1981,"Landings_KG",1987946540,"Global","NES_LME_states","None","None"
"989",1982,"Landings_KG",1932946615,"Global","NES_LME_states","None","None"
"990",1983,"Landings_KG",1966851739,"Global","NES_LME_states","None","None"
"991",1984,"Landings_KG",1832192184,"Global","NES_LME_states","None","None"
"992",1985,"Landings_KG",1801960410,"Global","NES_LME_states","None","None"
"993",1986,"Landings_KG",1513296025,"Global","NES_LME_states","None","None"
"994",1987,"Landings_KG",1664988833,"Global","NES_LME_states","None","None"
"995",1988,"Landings_KG",1656550071,"Global","NES_LME_states","None","None"
"996",1989,"Landings_KG",1705961970,"Global","NES_LME_states","None","None"
"997",1990,"Landings_KG",1926817247,"Global","NES_LME_states","None","None"
"998",1991,"Landings_KG",1890370405,"Global","NES_LME_states","None","None"
"999",1992,"Landings_KG",1762832864,"Global","NES_LME_states","None","None"
"1000",1993,"Landings_KG",1893103958,"Global","NES_LME_states","None","None"
"1001",1994,"Landings_KG",1675499223,"Global","NES_LME_states","None","None"
"1002",1995,"Landings_KG",1873473486,"Global","NES_LME_states","None","None"
"1003",1996,"Landings_KG",1826606604,"Global","NES_LME_states","None","None"
"1004",1997,"Landings_KG",1783135099,"Global","NES_LME_states","None","None"
"1005",1998,"Landings_KG",1699872862,"Global","NES_LME_states","None","None"
"1006",1999,"Landings_KG",1490986189,"Global","NES_LME_states","None","None"
"1007",2000,"Landings_KG",1445821054,"Global","NES_LME_states","None","None"
"1008",2001,"Landings_KG",1604141446,"Global","NES_LME_states","None","None"
"1009",2002,"Landings_KG",1451447296,"Global","NES_LME_states","None","None"
"1010",2003,"Landings_KG",1510700598,"Global","NES_LME_states","None","None"
"1011",2004,"Landings_KG",1628953600,"Global","NES_LME_states","None","None"
"1012",2005,"Landings_KG",1490994873,"Global","NES_LME_states","None","None"
"1013",2006,"Landings_KG",1508461942,"Global","NES_LME_states","None","None"
"1014",2007,"Landings_KG",1397873827,"Global","NES_LME_states","None","None"
"1015",2008,"Landings_KG",1368842089,"Global","NES_LME_states","None","None"
