"","Year","Variable","Val","ScaleType","ScaleName","ScaleName2","ScaleName3"
"334",1977,"Landings_KG",62033000,"State","Maryland","MAFMC","NES_LME_states"
"335",1977,"Landings_KG",321152100,"State","Massachusetts","NEFMC","NES_LME_states"
"336",1977,"Landings_KG",4327300,"State","New Hampshire","NEFMC","NES_LME_states"
"337",1977,"Landings_KG",33008800,"State","New York","MAFMC","NES_LME_states"
"338",1977,"Landings_KG",2457200,"State","Delaware","MAFMC","NES_LME_states"
"339",1978,"Landings_KG",85218800,"State","Rhode Island","NEFMC","NES_LME_states"
"340",1978,"Landings_KG",299541529,"State","North Carolina","MAFMC","NES_LME_states"
"341",1978,"Landings_KG",7564900,"State","New Hampshire","NEFMC","NES_LME_states"
"342",1978,"Landings_KG",163701300,"State","New Jersey","MAFMC","NES_LME_states"
"343",1978,"Landings_KG",6457800,"State","Connecticut","NEFMC","NES_LME_states"
"344",1978,"Landings_KG",373447200,"State","Massachusetts","NEFMC","NES_LME_states"
"345",1978,"Landings_KG",1845900,"State","Delaware","MAFMC","NES_LME_states"
"346",1978,"Landings_KG",36300100,"State","New York","MAFMC","NES_LME_states"
"347",1978,"Landings_KG",538309700,"State","Virginia","MAFMC","NES_LME_states"
"348",1978,"Landings_KG",61503800,"State","Maryland","MAFMC","NES_LME_states"
"349",1978,"Landings_KG",190627400,"State","Maine","NEFMC","NES_LME_states"
"350",1979,"Landings_KG",233003300,"State","Maine","NEFMC","NES_LME_states"
"351",1979,"Landings_KG",390468815,"State","North Carolina","MAFMC","NES_LME_states"
"352",1979,"Landings_KG",5224800,"State","Connecticut","NEFMC","NES_LME_states"
"353",1979,"Landings_KG",372353000,"State","Massachusetts","NEFMC","NES_LME_states"
"354",1979,"Landings_KG",8809300,"State","New Hampshire","NEFMC","NES_LME_states"
"355",1979,"Landings_KG",2161400,"State","Delaware","MAFMC","NES_LME_states"
"356",1979,"Landings_KG",88899000,"State","Rhode Island","NEFMC","NES_LME_states"
"357",1979,"Landings_KG",69380700,"State","Maryland","MAFMC","NES_LME_states"
"358",1979,"Landings_KG",194140700,"State","New Jersey","MAFMC","NES_LME_states"
"359",1979,"Landings_KG",572854100,"State","Virginia","MAFMC","NES_LME_states"
"360",1979,"Landings_KG",38493800,"State","New York","MAFMC","NES_LME_states"
"361",1980,"Landings_KG",442746700,"State","Massachusetts","NEFMC","NES_LME_states"
"362",1980,"Landings_KG",356176818,"State","North Carolina","MAFMC","NES_LME_states"
"363",1980,"Landings_KG",79627700,"State","Maryland","MAFMC","NES_LME_states"
"364",1980,"Landings_KG",18750600,"State","New Hampshire","NEFMC","NES_LME_states"
"365",1980,"Landings_KG",41220000,"State","New York","MAFMC","NES_LME_states"
"366",1980,"Landings_KG",639693300,"State","Virginia","MAFMC","NES_LME_states"
"367",1980,"Landings_KG",202305700,"State","New Jersey","MAFMC","NES_LME_states"
"368",1980,"Landings_KG",5177100,"State","Delaware","MAFMC","NES_LME_states"
"369",1980,"Landings_KG",5224800,"State","Connecticut","NEFMC","NES_LME_states"
"370",1980,"Landings_KG",82195500,"State","Rhode Island","NEFMC","NES_LME_states"
"371",1980,"Landings_KG",245301500,"State","Maine","NEFMC","NES_LME_states"
"372",1981,"Landings_KG",432003140,"State","North Carolina","MAFMC","NES_LME_states"
"373",1981,"Landings_KG",115913200,"State","Maryland","MAFMC","NES_LME_states"
"374",1981,"Landings_KG",488870700,"State","Virginia","MAFMC","NES_LME_states"
"375",1981,"Landings_KG",378877600,"State","Massachusetts","NEFMC","NES_LME_states"
"376",1981,"Landings_KG",8405300,"State","Connecticut","NEFMC","NES_LME_states"
"377",1981,"Landings_KG",7812900,"State","New Hampshire","NEFMC","NES_LME_states"
"378",1981,"Landings_KG",80265400,"State","Rhode Island","NEFMC","NES_LME_states"
"379",1981,"Landings_KG",188931700,"State","New Jersey","MAFMC","NES_LME_states"
"380",1981,"Landings_KG",3283700,"State","Delaware","MAFMC","NES_LME_states"
"381",1981,"Landings_KG",37187300,"State","New York","MAFMC","NES_LME_states"
"382",1981,"Landings_KG",246395600,"State","Maine","NEFMC","NES_LME_states"
"383",1982,"Landings_KG",690689800,"State","Virginia","MAFMC","NES_LME_states"
"384",1982,"Landings_KG",7898000,"State","Connecticut","NEFMC","NES_LME_states"
"385",1982,"Landings_KG",36197600,"State","New York","MAFMC","NES_LME_states"
"386",1982,"Landings_KG",117543700,"State","Rhode Island","NEFMC","NES_LME_states"
"387",1982,"Landings_KG",307945415,"State","North Carolina","MAFMC","NES_LME_states"
"388",1982,"Landings_KG",91785700,"State","Maryland","MAFMC","NES_LME_states"
"389",1982,"Landings_KG",90763700,"State","New Jersey","MAFMC","NES_LME_states"
"390",1982,"Landings_KG",354801200,"State","Massachusetts","NEFMC","NES_LME_states"
"391",1982,"Landings_KG",3772000,"State","Delaware","MAFMC","NES_LME_states"
"392",1982,"Landings_KG",223291500,"State","Maine","NEFMC","NES_LME_states"
"393",1982,"Landings_KG",8258000,"State","New Hampshire","NEFMC","NES_LME_states"
"394",1983,"Landings_KG",113954310,"State","Rhode Island","NEFMC","NES_LME_states"
"395",1983,"Landings_KG",38581700,"State","New York","MAFMC","NES_LME_states"
"396",1983,"Landings_KG",372180200,"State","Massachusetts","NEFMC","NES_LME_states"
"397",1983,"Landings_KG",92158400,"State","Maryland","MAFMC","NES_LME_states"
"398",1983,"Landings_KG",203182700,"State","Maine","NEFMC","NES_LME_states"
"399",1983,"Landings_KG",750442800,"State","Virginia","MAFMC","NES_LME_states"
"400",1983,"Landings_KG",7962700,"State","Connecticut","NEFMC","NES_LME_states"
"401",1983,"Landings_KG",3171000,"State","Delaware","MAFMC","NES_LME_states"
"402",1983,"Landings_KG",86867900,"State","New Jersey","MAFMC","NES_LME_states"
"403",1983,"Landings_KG",287733164,"State","North Carolina","MAFMC","NES_LME_states"
"404",1983,"Landings_KG",10616865,"State","New Hampshire","NEFMC","NES_LME_states"
"405",1984,"Landings_KG",379300100,"State","Massachusetts","NEFMC","NES_LME_states"
"406",1984,"Landings_KG",39531700,"State","New York","MAFMC","NES_LME_states"
"407",1984,"Landings_KG",277169205,"State","North Carolina","MAFMC","NES_LME_states"
"408",1984,"Landings_KG",197654000,"State","Maine","NEFMC","NES_LME_states"
"409",1984,"Landings_KG",120376800,"State","Rhode Island","NEFMC","NES_LME_states"
"410",1984,"Landings_KG",591260600,"State","Virginia","MAFMC","NES_LME_states"
"411",1984,"Landings_KG",111915600,"State","New Jersey","MAFMC","NES_LME_states"
"412",1984,"Landings_KG",3101900,"State","Delaware","MAFMC","NES_LME_states"
"413",1984,"Landings_KG",9039900,"State","Connecticut","NEFMC","NES_LME_states"
"414",1984,"Landings_KG",91282500,"State","Maryland","MAFMC","NES_LME_states"
"415",1984,"Landings_KG",11559879,"State","New Hampshire","NEFMC","NES_LME_states"
"416",1985,"Landings_KG",214874781,"State","North Carolina","MAFMC","NES_LME_states"
"417",1985,"Landings_KG",731309436,"State","Virginia","MAFMC","NES_LME_states"
"418",1985,"Landings_KG",4915700,"State","Delaware","MAFMC","NES_LME_states"
"419",1985,"Landings_KG",104025930,"State","Rhode Island","NEFMC","NES_LME_states"
"420",1985,"Landings_KG",107997900,"State","New Jersey","MAFMC","NES_LME_states"
"421",1985,"Landings_KG",184371600,"State","Maine","NEFMC","NES_LME_states"
"422",1985,"Landings_KG",7788200,"State","Connecticut","NEFMC","NES_LME_states"
"423",1985,"Landings_KG",101345442,"State","Maryland","MAFMC","NES_LME_states"
"424",1985,"Landings_KG",40533810,"State","New York","MAFMC","NES_LME_states"
"425",1985,"Landings_KG",305000,"State","Pennsylvania","MAFMC","NES_LME_states"
"426",1985,"Landings_KG",296873000,"State","Massachusetts","NEFMC","NES_LME_states"
"427",1985,"Landings_KG",7619611,"State","New Hampshire","NEFMC","NES_LME_states"
"428",1986,"Landings_KG",165931100,"State","Maine","NEFMC","NES_LME_states"
"429",1986,"Landings_KG",168882109,"State","North Carolina","MAFMC","NES_LME_states"
"430",1986,"Landings_KG",537496939,"State","Virginia","MAFMC","NES_LME_states"
"431",1986,"Landings_KG",5202000,"State","Delaware","MAFMC","NES_LME_states"
"432",1986,"Landings_KG",5980600,"State","Connecticut","NEFMC","NES_LME_states"
"433",1986,"Landings_KG",101708080,"State","Rhode Island","NEFMC","NES_LME_states"
"434",1986,"Landings_KG",112126800,"State","New Jersey","MAFMC","NES_LME_states"
"435",1986,"Landings_KG",324000,"State","Pennsylvania","MAFMC","NES_LME_states"
"436",1986,"Landings_KG",272626623,"State","Massachusetts","NEFMC","NES_LME_states"
"437",1986,"Landings_KG",91244400,"State","Maryland","MAFMC","NES_LME_states"
"438",1986,"Landings_KG",44044024,"State","New York","MAFMC","NES_LME_states"
"439",1986,"Landings_KG",7729350,"State","New Hampshire","NEFMC","NES_LME_states"
"440",1987,"Landings_KG",257954182,"State","Massachusetts","NEFMC","NES_LME_states"
"441",1987,"Landings_KG",195000,"State","Pennsylvania","MAFMC","NES_LME_states"
"442",1987,"Landings_KG",5757700,"State","Delaware","MAFMC","NES_LME_states"
"443",1987,"Landings_KG",116163600,"State","New Jersey","MAFMC","NES_LME_states"
"444",1987,"Landings_KG",8573415,"State","Connecticut","NEFMC","NES_LME_states"
"445",1987,"Landings_KG",157323924,"State","North Carolina","MAFMC","NES_LME_states"
"446",1987,"Landings_KG",85246700,"State","Maryland","MAFMC","NES_LME_states"
"447",1987,"Landings_KG",40843357,"State","New York","MAFMC","NES_LME_states"
"448",1987,"Landings_KG",8707780,"State","New Hampshire","NEFMC","NES_LME_states"
"449",1987,"Landings_KG",103694375,"State","Rhode Island","NEFMC","NES_LME_states"
"450",1987,"Landings_KG",172540500,"State","Maine","NEFMC","NES_LME_states"
"451",1987,"Landings_KG",707988300,"State","Virginia","MAFMC","NES_LME_states"
"452",1988,"Landings_KG",284655203,"State","Massachusetts","NEFMC","NES_LME_states"
"453",1988,"Landings_KG",109333100,"State","Rhode Island","NEFMC","NES_LME_states"
"454",1988,"Landings_KG",112693600,"State","New Jersey","MAFMC","NES_LME_states"
"455",1988,"Landings_KG",5743500,"State","Delaware","MAFMC","NES_LME_states"
"456",1988,"Landings_KG",38514686,"State","New York","MAFMC","NES_LME_states"
"457",1988,"Landings_KG",157282000,"State","Maine","NEFMC","NES_LME_states"
"458",1988,"Landings_KG",380000,"State","Pennsylvania","MAFMC","NES_LME_states"
"459",1988,"Landings_KG",192678976,"State","North Carolina","MAFMC","NES_LME_states"
"460",1988,"Landings_KG",9232024,"State","Connecticut","NEFMC","NES_LME_states"
"461",1988,"Landings_KG",84368200,"State","Maryland","MAFMC","NES_LME_states"
"462",1988,"Landings_KG",10816703,"State","New Hampshire","NEFMC","NES_LME_states"
"463",1988,"Landings_KG",650852079,"State","Virginia","MAFMC","NES_LME_states"
"464",1989,"Landings_KG",269634325,"State","Massachusetts","NEFMC","NES_LME_states"
"465",1989,"Landings_KG",165197494,"State","North Carolina","MAFMC","NES_LME_states"
"466",1989,"Landings_KG",10993600,"State","Connecticut","NEFMC","NES_LME_states"
"467",1989,"Landings_KG",128536400,"State","New Jersey","MAFMC","NES_LME_states"
"468",1989,"Landings_KG",495000,"State","Pennsylvania","MAFMC","NES_LME_states"
"469",1989,"Landings_KG",6742900,"State","Delaware","MAFMC","NES_LME_states"
"470",1989,"Landings_KG",88886300,"State","Maryland","MAFMC","NES_LME_states"
"471",1989,"Landings_KG",40864551,"State","New York","MAFMC","NES_LME_states"
"472",1989,"Landings_KG",11469000,"State","New Hampshire","NEFMC","NES_LME_states"
"473",1989,"Landings_KG",699235000,"State","Virginia","MAFMC","NES_LME_states"
"474",1989,"Landings_KG",157914000,"State","Maine","NEFMC","NES_LME_states"
"475",1989,"Landings_KG",125993400,"State","Rhode Island","NEFMC","NES_LME_states"
"476",1990,"Landings_KG",335870440,"State","Massachusetts","NEFMC","NES_LME_states"
"477",1990,"Landings_KG",9426800,"State","Delaware","MAFMC","NES_LME_states"
"478",1990,"Landings_KG",11468695,"State","New Hampshire","NEFMC","NES_LME_states"
"479",1990,"Landings_KG",86010835,"State","Maryland","MAFMC","NES_LME_states"
"480",1990,"Landings_KG",46301786,"State","New York","MAFMC","NES_LME_states"
"481",1990,"Landings_KG",176064890,"State","Maine","NEFMC","NES_LME_states"
"482",1990,"Landings_KG",149319180,"State","New Jersey","MAFMC","NES_LME_states"
"483",1990,"Landings_KG",12242844,"State","Connecticut","NEFMC","NES_LME_states"
"484",1990,"Landings_KG",792047535,"State","Virginia","MAFMC","NES_LME_states"
"485",1990,"Landings_KG",132780339,"State","Rhode Island","NEFMC","NES_LME_states"
"486",1990,"Landings_KG",291000,"State","Pennsylvania","MAFMC","NES_LME_states"
"487",1990,"Landings_KG",174992903,"State","North Carolina","MAFMC","NES_LME_states"
"488",1991,"Landings_KG",201202649,"State","Maine","NEFMC","NES_LME_states"
"489",1991,"Landings_KG",51389491,"State","New York","MAFMC","NES_LME_states"
"490",1991,"Landings_KG",681090387,"State","Virginia","MAFMC","NES_LME_states"
"491",1991,"Landings_KG",175765255,"State","New Jersey","MAFMC","NES_LME_states"
"492",1991,"Landings_KG",315000,"State","Pennsylvania","MAFMC","NES_LME_states"
"493",1991,"Landings_KG",212641195,"State","North Carolina","MAFMC","NES_LME_states"
"494",1991,"Landings_KG",9376162,"State","Delaware","MAFMC","NES_LME_states"
"495",1991,"Landings_KG",302052568,"State","Massachusetts","NEFMC","NES_LME_states"
"496",1991,"Landings_KG",11228241,"State","New Hampshire","NEFMC","NES_LME_states"
"497",1991,"Landings_KG",15938006,"State","Connecticut","NEFMC","NES_LME_states"
"498",1991,"Landings_KG",141390095,"State","Rhode Island","NEFMC","NES_LME_states"
"499",1991,"Landings_KG",87981356,"State","Maryland","MAFMC","NES_LME_states"
"500",1992,"Landings_KG",6648205,"State","Delaware","MAFMC","NES_LME_states"
"501",1992,"Landings_KG",279288502,"State","Massachusetts","NEFMC","NES_LME_states"
"502",1992,"Landings_KG",485000,"State","Pennsylvania","MAFMC","NES_LME_states"
"503",1992,"Landings_KG",154429830,"State","North Carolina","MAFMC","NES_LME_states"
"504",1992,"Landings_KG",203307157,"State","Maine","NEFMC","NES_LME_states"
"505",1992,"Landings_KG",10573642,"State","New Hampshire","NEFMC","NES_LME_states"
"506",1992,"Landings_KG",18917399,"State","Connecticut","NEFMC","NES_LME_states"
"507",1992,"Landings_KG",57085372,"State","Maryland","MAFMC","NES_LME_states"
"508",1992,"Landings_KG",631196771,"State","Virginia","MAFMC","NES_LME_states"
"509",1992,"Landings_KG",52937020,"State","New York","MAFMC","NES_LME_states"
"510",1992,"Landings_KG",204400243,"State","New Jersey","MAFMC","NES_LME_states"
"511",1992,"Landings_KG",143563723,"State","Rhode Island","NEFMC","NES_LME_states"
"512",1993,"Landings_KG",132798325,"State","Rhode Island","NEFMC","NES_LME_states"
"513",1993,"Landings_KG",8309932,"State","Delaware","MAFMC","NES_LME_states"
"514",1993,"Landings_KG",11364218,"State","New Hampshire","NEFMC","NES_LME_states"
"515",1993,"Landings_KG",59511465,"State","New York","MAFMC","NES_LME_states"
"516",1993,"Landings_KG",196105456,"State","New Jersey","MAFMC","NES_LME_states"
"517",1993,"Landings_KG",170697290,"State","North Carolina","MAFMC","NES_LME_states"
"518",1993,"Landings_KG",229422306,"State","Massachusetts","NEFMC","NES_LME_states"
"519",1993,"Landings_KG",733212543,"State","Virginia","MAFMC","NES_LME_states"
"520",1993,"Landings_KG",230000,"State","Pennsylvania","MAFMC","NES_LME_states"
"521",1993,"Landings_KG",84969391,"State","Maryland","MAFMC","NES_LME_states"
"522",1993,"Landings_KG",27947076,"State","Connecticut","NEFMC","NES_LME_states"
"523",1993,"Landings_KG",238535956,"State","Maine","NEFMC","NES_LME_states"
"524",1994,"Landings_KG",192865594,"State","North Carolina","MAFMC","NES_LME_states"
"525",1994,"Landings_KG",592462562,"State","Virginia","MAFMC","NES_LME_states"
"526",1994,"Landings_KG",13200566,"State","New Hampshire","NEFMC","NES_LME_states"
"527",1994,"Landings_KG",56102407,"State","New York","MAFMC","NES_LME_states"
"528",1994,"Landings_KG",201984518,"State","New Jersey","MAFMC","NES_LME_states"
"529",1994,"Landings_KG",371000,"State","Pennsylvania","MAFMC","NES_LME_states"
"530",1994,"Landings_KG",222927171,"State","Maine","NEFMC","NES_LME_states"
"531",1994,"Landings_KG",69825363,"State","Maryland","MAFMC","NES_LME_states"
"532",1994,"Landings_KG",188107600,"State","Massachusetts","NEFMC","NES_LME_states"
"533",1994,"Landings_KG",112595023,"State","Rhode Island","NEFMC","NES_LME_states"
"534",1994,"Landings_KG",16827165,"State","Connecticut","NEFMC","NES_LME_states"
"535",1994,"Landings_KG",8230254,"State","Delaware","MAFMC","NES_LME_states"
"536",1995,"Landings_KG",213540501,"State","Massachusetts","NEFMC","NES_LME_states"
"537",1995,"Landings_KG",175734390,"State","North Carolina","MAFMC","NES_LME_states"
"538",1995,"Landings_KG",506000,"State","Pennsylvania","MAFMC","NES_LME_states"
"539",1995,"Landings_KG",12684859,"State","New Hampshire","NEFMC","NES_LME_states"
"540",1995,"Landings_KG",16745486,"State","Connecticut","NEFMC","NES_LME_states"
"541",1995,"Landings_KG",57826760,"State","New York","MAFMC","NES_LME_states"
"542",1995,"Landings_KG",231823259,"State","Maine","NEFMC","NES_LME_states"
"543",1995,"Landings_KG",10290894,"State","Delaware","MAFMC","NES_LME_states"
"544",1995,"Landings_KG",126446702,"State","Rhode Island","NEFMC","NES_LME_states"
"545",1995,"Landings_KG",71236213,"State","Maryland","MAFMC","NES_LME_states"
"546",1995,"Landings_KG",779908258,"State","Virginia","MAFMC","NES_LME_states"
"547",1995,"Landings_KG",176730164,"State","New Jersey","MAFMC","NES_LME_states"
"548",1996,"Landings_KG",5740059,"State","Delaware","MAFMC","NES_LME_states"
"549",1996,"Landings_KG",191097800,"State","North Carolina","MAFMC","NES_LME_states"
"550",1996,"Landings_KG",236944213,"State","Massachusetts","NEFMC","NES_LME_states"
"551",1996,"Landings_KG",241962798,"State","Maine","NEFMC","NES_LME_states"
"552",1996,"Landings_KG",182638371,"State","New Jersey","MAFMC","NES_LME_states"
"553",1996,"Landings_KG",20948853,"State","Connecticut","NEFMC","NES_LME_states"
"554",1996,"Landings_KG",60448310,"State","New York","MAFMC","NES_LME_states"
"555",1996,"Landings_KG",665428821,"State","Virginia","MAFMC","NES_LME_states"
"556",1996,"Landings_KG",311000,"State","Pennsylvania","MAFMC","NES_LME_states"
"557",1996,"Landings_KG",70507675,"State","Maryland","MAFMC","NES_LME_states"
"558",1996,"Landings_KG",139518946,"State","Rhode Island","NEFMC","NES_LME_states"
"559",1996,"Landings_KG",11059758,"State","New Hampshire","NEFMC","NES_LME_states"
"560",1997,"Landings_KG",174856553,"State","New Jersey","MAFMC","NES_LME_states"
"561",1997,"Landings_KG",229339886,"State","Massachusetts","NEFMC","NES_LME_states"
"562",1997,"Landings_KG",10886633,"State","New Hampshire","NEFMC","NES_LME_states"
"563",1997,"Landings_KG",60050399,"State","New York","MAFMC","NES_LME_states"
"564",1997,"Landings_KG",247466287,"State","Maine","NEFMC","NES_LME_states"
"565",1997,"Landings_KG",142323756,"State","Rhode Island","NEFMC","NES_LME_states"
"566",1997,"Landings_KG",12639,"State","Pennsylvania","MAFMC","NES_LME_states"
"567",1997,"Landings_KG",76599482,"State","Maryland","MAFMC","NES_LME_states"
"568",1997,"Landings_KG",584895288,"State","Virginia","MAFMC","NES_LME_states"
"569",1997,"Landings_KG",19072203,"State","Connecticut","NEFMC","NES_LME_states"
"570",1997,"Landings_KG",9084553,"State","Delaware","MAFMC","NES_LME_states"
"571",1997,"Landings_KG",228547420,"State","North Carolina","MAFMC","NES_LME_states"
"572",1998,"Landings_KG",256645305,"State","Massachusetts","NEFMC","NES_LME_states"
"573",1998,"Landings_KG",56502690,"State","New York","MAFMC","NES_LME_states"
"574",1998,"Landings_KG",185635173,"State","Maine","NEFMC","NES_LME_states"
"575",1998,"Landings_KG",10172429,"State","New Hampshire","NEFMC","NES_LME_states"
"576",1998,"Landings_KG",7866451,"State","Delaware","MAFMC","NES_LME_states"
"577",1998,"Landings_KG",61478596,"State","Maryland","MAFMC","NES_LME_states"
"578",1998,"Landings_KG",592732479,"State","Virginia","MAFMC","NES_LME_states"
"579",1998,"Landings_KG",373054,"State","Pennsylvania","MAFMC","NES_LME_states"
"580",1998,"Landings_KG",180216608,"State","North Carolina","MAFMC","NES_LME_states"
"581",1998,"Landings_KG",133482059,"State","Rhode Island","NEFMC","NES_LME_states"
"582",1998,"Landings_KG",17625252,"State","Connecticut","NEFMC","NES_LME_states"
"583",1998,"Landings_KG",197142766,"State","New Jersey","MAFMC","NES_LME_states"
"584",1999,"Landings_KG",198676615,"State","Massachusetts","NEFMC","NES_LME_states"
"585",1999,"Landings_KG",460254105,"State","Virginia","MAFMC","NES_LME_states"
"586",1999,"Landings_KG",66419430,"State","Maryland","MAFMC","NES_LME_states"
"587",1999,"Landings_KG",153708879,"State","North Carolina","MAFMC","NES_LME_states"
"588",1999,"Landings_KG",229782714,"State","Maine","NEFMC","NES_LME_states"
"589",1999,"Landings_KG",8372220,"State","Delaware","MAFMC","NES_LME_states"
"590",1999,"Landings_KG",168644244,"State","New Jersey","MAFMC","NES_LME_states"
"591",1999,"Landings_KG",49491223,"State","New York","MAFMC","NES_LME_states"
"592",1999,"Landings_KG",125923640,"State","Rhode Island","NEFMC","NES_LME_states"
"593",1999,"Landings_KG",11250818,"State","New Hampshire","NEFMC","NES_LME_states"
"594",1999,"Landings_KG",32305,"State","Pennsylvania","MAFMC","NES_LME_states"
"595",1999,"Landings_KG",18429996,"State","Connecticut","NEFMC","NES_LME_states"
"596",2000,"Landings_KG",171803245,"State","New Jersey","MAFMC","NES_LME_states"
"597",2000,"Landings_KG",44750587,"State","New York","MAFMC","NES_LME_states"
"598",2000,"Landings_KG",443197385,"State","Virginia","MAFMC","NES_LME_states"
"599",2000,"Landings_KG",189031119,"State","Massachusetts","NEFMC","NES_LME_states"
"600",2000,"Landings_KG",154202147,"State","North Carolina","MAFMC","NES_LME_states"
"601",2000,"Landings_KG",121371349,"State","Rhode Island","NEFMC","NES_LME_states"
"602",2000,"Landings_KG",228343364,"State","Maine","NEFMC","NES_LME_states"
"603",2000,"Landings_KG",19723,"State","Pennsylvania","MAFMC","NES_LME_states"
"604",2000,"Landings_KG",48913274,"State","Maryland","MAFMC","NES_LME_states"
"605",2000,"Landings_KG",17885585,"State","New Hampshire","NEFMC","NES_LME_states"
"606",2000,"Landings_KG",19562631,"State","Connecticut","NEFMC","NES_LME_states"
"607",2000,"Landings_KG",6740645,"State","Delaware","MAFMC","NES_LME_states"
"608",2001,"Landings_KG",240758861,"State","Massachusetts","NEFMC","NES_LME_states"
"609",2001,"Landings_KG",561792162,"State","Virginia","MAFMC","NES_LME_states"
"610",2001,"Landings_KG",18747585,"State","Connecticut","NEFMC","NES_LME_states"
"611",2001,"Landings_KG",137147118,"State","North Carolina","MAFMC","NES_LME_states"
"612",2001,"Landings_KG",116712892,"State","Rhode Island","NEFMC","NES_LME_states"
"613",2001,"Landings_KG",7140238,"State","Delaware","MAFMC","NES_LME_states"
"614",2001,"Landings_KG",236695000,"State","Maine","NEFMC","NES_LME_states"
"615",2001,"Landings_KG",55539093,"State","Maryland","MAFMC","NES_LME_states"
"616",2001,"Landings_KG",25000,"State","Pennsylvania","MAFMC","NES_LME_states"
"617",2001,"Landings_KG",42459104,"State","New York","MAFMC","NES_LME_states"
"618",2001,"Landings_KG",18583641,"State","New Hampshire","NEFMC","NES_LME_states"
"619",2001,"Landings_KG",168540752,"State","New Jersey","MAFMC","NES_LME_states"
"620",2002,"Landings_KG",16176763,"State","Connecticut","NEFMC","NES_LME_states"
"621",2002,"Landings_KG",160141622,"State","North Carolina","MAFMC","NES_LME_states"
"622",2002,"Landings_KG",103529841,"State","Rhode Island","NEFMC","NES_LME_states"
"623",2002,"Landings_KG",5857268,"State","Delaware","MAFMC","NES_LME_states"
"624",2002,"Landings_KG",202616792,"State","Maine","NEFMC","NES_LME_states"
"625",2002,"Landings_KG",243501140,"State","Massachusetts","NEFMC","NES_LME_states"
"626",2002,"Landings_KG",38595412,"State","New York","MAFMC","NES_LME_states"
"627",2002,"Landings_KG",162138648,"State","New Jersey","MAFMC","NES_LME_states"
"628",2002,"Landings_KG",15295,"State","Pennsylvania","MAFMC","NES_LME_states"
"629",2002,"Landings_KG",23200331,"State","New Hampshire","NEFMC","NES_LME_states"
"630",2002,"Landings_KG",53184660,"State","Maryland","MAFMC","NES_LME_states"
"631",2002,"Landings_KG",442489524,"State","Virginia","MAFMC","NES_LME_states"
"632",2003,"Landings_KG",16419543,"State","Connecticut","NEFMC","NES_LME_states"
"633",2003,"Landings_KG",21365,"State","Pennsylvania","MAFMC","NES_LME_states"
"634",2003,"Landings_KG",5017922,"State","Delaware","MAFMC","NES_LME_states"
"635",2003,"Landings_KG",27434748,"State","New Hampshire","NEFMC","NES_LME_states"
"636",2003,"Landings_KG",139401486,"State","North Carolina","MAFMC","NES_LME_states"
"637",2003,"Landings_KG",223768593,"State","Maine","NEFMC","NES_LME_states"
"638",2003,"Landings_KG",295439449,"State","Massachusetts","NEFMC","NES_LME_states"
"639",2003,"Landings_KG",97455982,"State","Rhode Island","NEFMC","NES_LME_states"
"640",2003,"Landings_KG",170132827,"State","New Jersey","MAFMC","NES_LME_states"
"641",2003,"Landings_KG",39431047,"State","New York","MAFMC","NES_LME_states"
"642",2003,"Landings_KG",446827713,"State","Virginia","MAFMC","NES_LME_states"
"643",2003,"Landings_KG",49349923,"State","Maryland","MAFMC","NES_LME_states"
"644",2004,"Landings_KG",234997197,"State","Maine","NEFMC","NES_LME_states"
"645",2004,"Landings_KG",188053635,"State","New Jersey","MAFMC","NES_LME_states"
"646",2004,"Landings_KG",4287586,"State","Delaware","MAFMC","NES_LME_states"
"647",2004,"Landings_KG",342973357,"State","Massachusetts","NEFMC","NES_LME_states"
"648",2004,"Landings_KG",51377060,"State","Maryland","MAFMC","NES_LME_states"
"649",2004,"Landings_KG",14411,"State","Pennsylvania","MAFMC","NES_LME_states"
"650",2004,"Landings_KG",35192223,"State","New York","MAFMC","NES_LME_states"
"651",2004,"Landings_KG",111246620,"State","Rhode Island","NEFMC","NES_LME_states"
"652",2004,"Landings_KG",24549780,"State","New Hampshire","NEFMC","NES_LME_states"
"653",2004,"Landings_KG",18195644,"State","Connecticut","NEFMC","NES_LME_states"
"654",2004,"Landings_KG",134321617,"State","North Carolina","MAFMC","NES_LME_states"
"655",2004,"Landings_KG",483744470,"State","Virginia","MAFMC","NES_LME_states"
"656",2005,"Landings_KG",17696,"State","Pennsylvania","MAFMC","NES_LME_states"
"657",2005,"Landings_KG",4853540,"State","Delaware","MAFMC","NES_LME_states"
"658",2005,"Landings_KG",21280979,"State","New Hampshire","NEFMC","NES_LME_states"
"659",2005,"Landings_KG",156915065,"State","New Jersey","MAFMC","NES_LME_states"
"660",2005,"Landings_KG",347606356,"State","Massachusetts","NEFMC","NES_LME_states"
"661",2005,"Landings_KG",67458393,"State","Maryland","MAFMC","NES_LME_states"
"662",2005,"Landings_KG",39076327,"State","New York","MAFMC","NES_LME_states"
"663",2005,"Landings_KG",222514987,"State","Maine","NEFMC","NES_LME_states"
"664",2005,"Landings_KG",79628686,"State","North Carolina","MAFMC","NES_LME_states"
"665",2005,"Landings_KG",96339462,"State","Rhode Island","NEFMC","NES_LME_states"
"666",2005,"Landings_KG",13638166,"State","Connecticut","NEFMC","NES_LME_states"
"667",2005,"Landings_KG",441665216,"State","Virginia","MAFMC","NES_LME_states"
"668",2006,"Landings_KG",175776571,"State","New Jersey","MAFMC","NES_LME_states"
