#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 06 01 50 300  8.4 10.8  1.93  6.25  5.07 999 1015.1   5.5  12.9  -1.8 99.0 99.00
2012 01 06 02 50 304  6.8  9.6  1.89  6.25  5.08 999 1015.3   5.5  12.9  -1.2 99.0 99.00
2012 01 06 03 50 301  7.7  9.8  1.66  5.88  5.04 999 1015.6   5.4  12.9  -1.7 99.0 99.00
2012 01 06 04 50 302  7.6 10.0  1.43  6.25  4.72 999 1015.5   5.4  12.9  -2.0 99.0 99.00
2012 01 06 05 50 290  6.0  8.8  1.34  5.88  4.58 999 1015.6   5.5  13.0  -1.6 99.0 99.00
2012 01 06 06 50 286  4.6  6.8  1.24  5.56  4.82 999 1015.7   5.4  12.9  -2.0 99.0 99.00
2012 01 06 07 50 272  4.1  5.2  1.08  5.26  4.68 999 1015.8   5.8  12.9  -1.8 99.0 99.00
2012 01 06 08 50 251  2.5  3.9  0.93  5.26  4.54 999 1014.9   5.8  12.9  -2.3 99.0 99.00
2012 01 06 09 50 216  3.8  5.6  0.84  4.76  4.49 999 1015.1   6.4  12.9  -1.1 99.0 99.00
2012 01 06 10 50 210  5.6  7.3  0.66  4.55  4.17 999 1015.2   7.0  12.9   0.1 99.0 99.00
2012 01 06 11 50 209  6.9  8.7  0.73  6.67  4.22 999 1014.9   8.2  13.0   1.7 99.0 99.00
2012 01 06 12 50 209  8.8 10.3  0.75  6.67  3.49 999 1014.2   9.5  13.1   3.7 99.0 99.00
2012 01 06 13 50 212 11.0 12.9  0.95  3.33  3.51 999 1013.6  10.9  13.0   5.5 99.0 99.00
2012 01 06 14 50 229 10.8 12.8  1.08  4.55  3.74 999 1013.8  11.3  13.0   4.5 99.0 99.00
2012 01 06 15 50 230 11.2 13.1  1.35  5.26  4.04 999 1013.0  11.3  12.7   5.7 99.0 99.00
2012 01 06 16 50 226 11.1 13.0  1.41  5.00  4.23 999 1011.5  11.1  12.6   5.9 99.0 99.00
2012 01 06 17 50 224 11.4 13.3  1.58  5.56  4.50 999 1010.6  11.0  12.6   5.5 99.0 99.00
2012 01 06 18 50 231 10.9 13.2  1.53  5.88  4.40 999 1010.4  11.2  12.6   5.5 99.0 99.00
2012 01 06 19 50 234  9.9 11.9  1.76  5.88  4.69 999 1010.4  11.4  12.5   5.9 99.0 99.00
2012 01 06 20 50 231 10.5 12.4  1.70  6.25  4.68 999 1010.0  11.3  12.6   6.0 99.0 99.00
2012 01 06 21 50 221  9.8 11.8  1.61  6.25  4.73 999 1009.8  11.6  12.7   7.2 99.0 99.00
2012 01 06 22 50 219 11.1 12.8  1.59  6.67  4.78 999 1009.8  11.8  12.8   7.9 99.0 99.00
2012 01 06 23 50 226 10.8 13.1  1.70  6.67  4.73 999 1010.0  12.0  12.9   8.1 99.0 99.00
2012 01 07 00 50 234 11.0 12.5  1.76  6.25  4.89 999 1010.5  12.4  13.1   7.6 99.0 99.00
2012 01 07 01 50 233  9.0 10.5  1.75  7.14  4.98 999 1010.6  12.4  13.1   8.1 99.0 99.00
2012 01 07 02 50 231  7.4  8.7  1.75  7.14  5.21 999 1010.9  12.4  13.1   8.5 99.0 99.00
2012 01 07 03 50 231  7.3  8.5  1.59  7.69  5.19 999 1010.7  12.6  13.1   8.7 99.0 99.00
2012 01 07 04 50 233  8.5 10.2  1.77  6.67  5.43 999 1010.1  13.0  13.0   8.4 99.0 99.00
2012 01 07 05 50 237  8.7 10.1  1.72  7.69  5.30 999 1009.6  13.0  12.9   8.1 99.0 99.00
2012 01 07 06 50 236  8.6 10.5  1.74  6.67  5.32 999 1009.6  13.0  12.9   8.0 99.0 99.00
2012 01 07 07 50 235  8.8 11.1  1.78  7.14  5.33 999 1009.6  12.9  12.9   7.5 99.0 99.00
2012 01 07 08 50 233  7.8  9.4  1.89  7.69  5.47 999 1009.4  12.6  13.0   8.0 99.0 99.00
2012 01 07 09 50 230  7.7  8.9  1.91  7.14  5.59 999 1009.4  12.4  13.1   7.9 99.0 99.00
2012 01 07 10 50 230  8.4 10.1  2.03  9.09  5.64 999 1009.7  12.3  12.9   8.1 99.0 99.00
2012 01 07 11 50 236  8.6 10.0  2.12  9.09  5.95 999 1009.8  12.2  12.8   7.5 99.0 99.00
2012 01 07 12 50 234  7.4  8.5  2.03  8.33  5.68 999 1009.7  12.0  12.7   7.6 99.0 99.00
2012 01 07 13 50 239  7.5  8.9  2.02  8.33  5.82 999 1010.2  11.9  12.6   7.8 99.0 99.00
2012 01 07 14 50 241  8.5 10.1  1.89  9.09  5.66 999 1010.7  11.8  12.4   7.6 99.0 99.00
2012 01 07 15 50 243  8.5  9.6  1.82  8.33  5.49 999 1010.6  11.6  12.3   7.3 99.0 99.00
2012 01 07 16 50 246  7.4  8.6  1.91  9.09  5.81 999 1009.7  11.5  12.3   6.8 99.0 99.00
2012 01 07 17 50 202  6.7  7.9  1.85  9.09  5.94 999 1008.1  11.7  12.3   7.3 99.0 99.00
2012 01 07 18 50 233  8.6 10.8  1.99  8.33  5.75 999 1008.7  11.8  12.3   8.0 99.0 99.00
2012 01 07 19 50 225  8.3 10.0  1.69  7.69  5.20 999 1008.8  11.9  12.3   8.4 99.0 99.00
2012 01 07 20 50 227  9.6 12.0  1.78  8.33  5.31 999 1009.1  12.1  12.3   8.4 99.0 99.00
2012 01 07 21 50 229  9.7 11.9  1.71  8.33  5.03 999 1009.7  12.0  12.3   8.2 99.0 99.00
2012 01 07 22 50 229  7.9  9.3  1.69  7.14  5.09 999 1010.3  12.2  12.3   8.0 99.0 99.00
2012 01 07 23 50 235  7.9  9.3  1.72  7.69  5.21 999 1010.9  12.7  12.2   7.8 99.0 99.00
2012 01 08 00 50 248  8.7 10.0  1.70  7.69  5.23 999 1011.4  12.5  12.2   7.9 99.0 99.00
2012 01 08 01 50 256  7.9  9.6  1.66  8.33  5.14 999 1012.0  12.4  12.2   8.6 99.0 99.00
2012 01 08 02 50 271  8.7 11.3  1.61  7.69  5.21 999 1012.8  12.6  12.2   8.7 99.0 99.00
2012 01 08 03 50 301  8.2  9.4  1.67  7.69  5.18 999 1013.6  12.6  12.2   7.3 99.0 99.00
2012 01 08 04 50 304  6.3  7.6  1.50  7.69  5.23 999 1014.2  12.9  12.3   6.3 99.0 99.00
2012 01 08 05 50 304  8.6 10.2  1.33  7.69  4.85 999 1014.8  12.5  12.4   5.0 99.0 99.00
2012 01 08 06 50 329  9.9 11.6  1.48  7.69  4.82 999 1015.8  11.1  12.4   3.8 99.0 99.00
2012 01 08 07 50 335 10.7 14.2  1.60  7.69  4.69 999 1016.7  10.4  12.6   2.1 99.0 99.00
2012 01 08 08 50 329  9.8 11.7  1.74  5.00  4.90 999 1017.6   9.9  12.9   2.4 99.0 99.00
2012 01 08 09 50 332  9.0 10.4  1.82  5.56  5.00 999 1018.0   9.6  13.2   1.6 99.0 99.00
2012 01 08 10 50 330  9.2 11.6  1.99  5.56  5.06 999 1018.7   9.1  13.3   0.8 99.0 99.00
2012 01 08 11 50 321  7.7  9.4  1.65  5.56  4.94 999 1019.8   8.9  13.3   1.2 99.0 99.00
2012 01 08 12 50 317  8.0 10.2  1.62  5.56  4.90 999 1020.5   8.5  13.2   0.4 99.0 99.00
2012 01 08 13 50 316  7.2  8.9  1.49  5.56  4.84 999 1021.4   8.5  13.2   0.4 99.0 99.00
2012 01 08 14 50 311  6.8  8.3  1.40  5.26  4.62 999 1022.3   8.3  13.2   0.3 99.0 99.00
2012 01 08 15 50 314  6.2  8.2  1.36  5.56  4.80 999 1022.3   8.2  13.2   0.4 99.0 99.00
2012 01 08 16 50 319  6.2  8.6  1.33  5.26  4.61 999 1022.0   8.1  13.2   0.5 99.0 99.00
2012 01 08 17 50 298  6.1  8.3  1.20  5.26  4.60 999 1021.7   8.0  13.3   0.3 99.0 99.00
2012 01 08 18 50 299  6.2  8.2  1.15  5.00  4.40 999 1021.9   7.9  13.3   0.8 99.0 99.00
2012 01 08 19 50 305  6.0  7.6  1.15  5.00  4.34 999 1022.1   7.8  13.0  -0.1 99.0 99.00
2012 01 08 20 50 299  6.8  8.3  0.98  4.35  4.16 999 1022.4   7.8  13.0   0.0 99.0 99.00
2012 01 08 21 50 301  7.2  9.0  1.03  4.76  4.12 999 1023.3   7.8  13.0   0.6 99.0 99.00
2012 01 08 22 50 308  7.8  9.4  1.01  4.55  4.08 999 1023.8   7.8  12.9   0.2 99.0 99.00
2012 01 08 23 50 315  8.3 10.2  1.05  4.35  3.95 999 1024.6   7.7  12.9  -0.2 99.0 99.00
2012 01 09 00 50 326  7.9  9.6  1.11  4.55  3.90 999 1025.1   7.3  12.8   0.2 99.0 99.00
2012 01 09 01 50 333  8.7 11.3  1.10  4.35  3.89 999 1025.1   6.9  12.8   0.0 99.0 99.00
2012 01 09 02 50 333  9.1 11.4  1.16  4.55  3.84 999 1025.1   6.4  12.7  -0.5 99.0 99.00
2012 01 09 03 50 333  9.3 11.7  1.34  5.00  4.08 999 1025.3   6.0  12.6  -0.8 99.0 99.00
2012 01 09 04 50 336  7.9  9.7  1.51  5.26  4.38 999 1025.6   5.6  12.7  -1.2 99.0 99.00
2012 01 09 05 50 342  7.0  8.9  1.34  5.56  4.41 999 1025.6   5.2  12.7  -1.4 99.0 99.00
2012 01 09 06 50 347  6.7  8.1  1.19  5.56  4.36 999 1026.0   5.1  12.5  -1.2 99.0 99.00
2012 01 09 07 50 354  4.9  7.1  1.11  5.26  4.37 999 1025.8   4.9  12.5  -1.5 99.0 99.00
2012 01 09 08 50   8  5.5  7.1  1.05  5.26  4.22 999 1025.7   4.6  12.3  -1.7 99.0 99.00
2012 01 09 09 50 353  5.0  7.0  0.88  5.00  4.18 999 1026.0   4.2  12.2  -2.6 99.0 99.00
2012 01 09 10 50   4  4.5  6.2  0.89  5.00  4.12 999 1026.1   4.0  12.0  -2.7 99.0 99.00
2012 01 09 11 50 352  5.2  8.0  0.88  5.00  4.07 999 1026.2   4.0  12.1  -2.7 99.0 99.00
2012 01 09 12 50   1  2.3  3.6  1.02  5.00  4.44 999 1026.2   4.0  12.1  -3.0 99.0 99.00
2012 01 09 13 50  18  2.2  3.7  0.96  4.76  4.39 999 1026.5   4.1  12.2  -3.7 99.0 99.00
2012 01 09 14 50  16  2.8  4.8  0.92  4.76  4.38 999 1026.8   4.4  12.3  -2.7 99.0 99.00
2012 01 09 15 50  53  1.9  3.2  0.77  4.35  4.16 999 1026.3   4.4  12.5  -2.9 99.0 99.00
2012 01 09 16 50  73  1.9  3.0  0.69  4.55  4.26 999 1025.1   4.7  12.5  -2.4 99.0 99.00
2012 01 09 17 50  51  2.1  4.0  0.70  4.76  4.23 999 1024.1   4.8  12.6  -2.2 99.0 99.00
2012 01 09 18 50 107  1.0  2.4  0.62  3.85  4.08 999 1023.5   5.1  12.6  -1.6 99.0 99.00
2012 01 09 19 50  90  1.5  4.2  0.62 10.00  4.40 999 1023.1   5.2  12.5  -1.6 99.0 99.00
2012 01 09 20 50 149  3.4  5.3  0.55  4.35  4.18 999 1022.1   5.6  12.5  -1.1 99.0 99.00
2012 01 09 21 50 149  3.1  4.4  0.55 10.81  4.47 999 1021.4   5.9  12.5  -0.4 99.0 99.00
2012 01 09 22 50 134  2.7  4.2  0.49  9.09  4.68 999 1020.6   6.1  12.5  -0.1 99.0 99.00
2012 01 09 23 50 178  3.7  5.0  0.49 10.00  4.70 999 1020.1   6.6  11.5   0.4 99.0 99.00
2012 01 10 00 50 200  3.1  5.8  0.54 10.00  4.85 999 1019.9   6.9  11.5   0.7 99.0 99.00
2012 01 10 01 50 220  4.5  6.7  0.49 10.00  4.49 999 1019.2   6.8  11.8   0.9 99.0 99.00
2012 01 10 02 50 228  3.8  5.2  0.52 10.00  4.92 999 1018.2   5.9  12.1   1.8 99.0 99.00
2012 01 10 03 50 260  5.1  6.9  0.48 10.00  4.64 999 1017.3   5.6  12.5   2.9 99.0 99.00
2012 01 10 04 50 269  6.4  7.8  0.51 10.00  3.81 999 1016.7   5.3  12.6   3.0 99.0 99.00
2012 01 10 05 50 283  5.7  7.3  0.53  9.09  3.78 999 1015.6   5.5  12.6   3.3 99.0 99.00
2012 01 10 06 50 293  6.5  7.8  0.54 10.00  3.75 999 1014.6   5.6  12.5   3.3 99.0 99.00
2012 01 10 07 50 293  7.3  8.7  0.62 10.00  3.74 999 1014.4   5.9  12.4   3.7 99.0 99.00
2012 01 10 08 50 292  8.6 10.2  0.78  3.85  3.69 999 1013.7   6.1  12.4   3.8 99.0 99.00
2012 01 10 09 50 294  8.5 10.9  0.90  4.35  3.84 999 1013.3   6.3  12.2   3.1 99.0 99.00
2012 01 10 10 50 282  7.3  9.7  1.03  4.55  4.05 999 1012.9   6.1  12.3   2.5 99.0 99.00
2012 01 10 11 50 280  6.9  8.9  0.92  4.55  3.91 999 1012.9   5.7  12.4   2.2 99.0 99.00
