#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 11 17 22 50 260 11.0 13.2  3.28  9.09  6.53 999 1008.6  13.8 999.0 999.0 99.0 99.00
2010 11 17 23 50 268 13.2 16.0  3.22  9.09  6.44 999 1009.5  13.9 999.0 999.0 99.0 99.00
2010 11 18 00 50 270 12.7 15.4  3.37  9.09  6.20 999 1010.5  13.6 999.0 999.0 99.0 99.00
2010 11 18 01 50 268 12.7 16.5  3.36  6.67  6.11 999 1011.2  13.2 999.0 999.0 99.0 99.00
2010 11 18 02 50 278 13.0 16.3  3.89  9.09  6.42 999 1011.9  13.0 999.0 999.0 99.0 99.00
2010 11 18 03 50 276 13.6 17.0  3.62  6.67  6.16 999 1012.3  12.8 999.0 999.0 99.0 99.00
2010 11 18 04 50 280 11.9 15.6  3.18  7.14  6.06 999 1013.0  12.5 999.0 999.0 99.0 99.00
2010 11 18 05 50 275 13.0 15.9  3.50  7.14  6.19 999 1013.3  12.2 999.0 999.0 99.0 99.00
2010 11 18 06 50 282 13.6 16.4  3.39  7.69  6.15 999 1013.9  11.9 999.0 999.0 99.0 99.00
2010 11 18 07 50 288 12.7 15.5  3.28  6.67  5.92 999 1014.5  11.7 999.0 999.0 99.0 99.00
2010 11 18 08 50 296 11.9 14.6  2.94  6.67  5.78 999 1015.2  11.4 999.0 999.0 99.0 99.00
2010 11 18 09 50 294 11.7 14.2  2.99  6.67  5.69 999 1015.8  11.1 999.0 999.0 99.0 99.00
2010 11 18 10 50 300 10.9 12.7  2.78  6.25  5.69 999 1016.4  11.0 999.0 999.0 99.0 99.00
2010 11 18 11 50 306  8.8 10.5  2.42  6.25  5.45 999 1017.2  11.0 999.0 999.0 99.0 99.00
2010 11 18 12 50 293  8.2  9.7  2.09  6.25  5.29 999 1018.3  11.4 999.0 999.0 99.0 99.00
2010 11 18 13 50 299  7.8  9.8  1.97  6.25  5.16 999 1018.4  11.3 999.0 999.0 99.0 99.00
2010 11 18 14 50 307  7.0  8.2  1.77  5.88  5.05 999 1018.3  11.3 999.0 999.0 99.0 99.00
2010 11 18 15 50 292  7.1  8.3  1.68  5.88  5.07 999 1018.3  10.8 999.0 999.0 99.0 99.00
2010 11 18 16 50 297  6.4  7.5  1.47  8.33  4.96 999 1017.5  10.8 999.0 999.0 99.0 99.00
2010 11 18 17 50 293  7.5  8.9  1.58  5.26  5.03 999 1017.0  10.8 999.0 999.0 99.0 99.00
2010 11 18 18 50 282  6.0  7.3  1.45  5.56  4.93 999 1017.0  10.7 999.0 999.0 99.0 99.00
2010 11 18 19 50 273  6.5  7.7  1.34  7.69  4.93 999 1016.7  10.7 999.0 999.0 99.0 99.00
2010 11 18 20 50 279  6.2  7.3  1.08  5.56  4.39 999 1016.6  11.2 999.0 999.0 99.0 99.00
2010 11 18 21 50 262  6.2  7.6  1.05  5.00  4.28 999 1016.9  11.4 999.0 999.0 99.0 99.00
2010 11 18 22 50 256  6.7  7.6  1.03  4.76  4.19 999 1017.1  11.7 999.0 999.0 99.0 99.00
2010 11 18 23 50 256  7.0  7.9  0.97  4.55  4.05 999 1016.9  11.9 999.0 999.0 99.0 99.00
2010 11 19 00 50 256  7.9 10.1  0.92 11.43  3.83 999 1016.9  11.9 999.0 999.0 99.0 99.00
2010 11 19 01 50 271  7.8  9.0  0.95  4.17  3.88 999 1017.0  12.1 999.0 999.0 99.0 99.00
2010 11 19 02 50 288  8.3 10.0  0.94  4.17  3.76 999 1016.9  12.1 999.0 999.0 99.0 99.00
2010 11 19 03 50 299  8.8 11.2  1.08  4.00  3.83 999 1017.0  11.8 999.0 999.0 99.0 99.00
2010 11 19 04 50 303  9.6 11.4  1.34  4.76  4.14 999 1016.9  11.1 999.0 999.0 99.0 99.00
2010 11 19 05 50 310 10.4 11.9  1.50  5.26  4.41 999 1016.8  10.6 999.0 999.0 99.0 99.00
2010 11 19 06 50 320  9.8 11.7  1.50  5.88  4.50 999 1017.3  10.5 999.0 999.0 99.0 99.00
2010 11 19 07 50 325  8.9 10.4  1.56  5.26  4.49 999 1017.5  10.1 999.0 999.0 99.0 99.00
2010 11 19 08 50 325 10.7 13.4  1.53  6.25  4.48 999 1018.3   9.9 999.0 999.0 99.0 99.00
2010 11 19 09 50 333 10.0 11.3  1.72  5.56  4.63 999 1019.0   9.2 999.0 999.0 99.0 99.00
2010 11 19 10 50 332 10.3 12.5  1.80  5.88  4.69 999 1019.6   9.2 999.0 999.0 99.0 99.00
2010 11 19 11 50 326 10.2 12.3  1.83  6.25  4.85 999 1020.7   8.8 999.0 999.0 99.0 99.00
2010 11 19 12 50 317 10.1 11.9  1.67  6.25  4.67 999 1022.0   8.7 999.0 999.0 99.0 99.00
2010 11 19 13 50 329  9.3 12.1  1.83  5.88  4.74 999 1022.4   8.9 999.0 999.0 99.0 99.00
2010 11 19 14 50 324  8.6 10.5  1.79  5.88  4.69 999 1022.9   8.4 999.0 999.0 99.0 99.00
2010 11 19 15 50 332  7.1  8.5  1.48  5.88  4.61 999 1022.9   8.0 999.0 999.0 99.0 99.00
2010 11 19 16 50 332  6.5  8.4  1.51  6.25  4.74 999 1022.5   8.1 999.0 999.0 99.0 99.00
2010 11 19 17 50 324  6.6  7.8  1.33  5.88  4.63 999 1022.7   7.8 999.0 999.0 99.0 99.00
2010 11 19 18 50 317  6.0  8.4  1.24  5.56  4.51 999 1022.6   7.9 999.0 999.0 99.0 99.00
2010 11 19 19 50 301  7.2  8.8  1.16  5.56  4.42 999 1022.6   8.5 999.0 999.0 99.0 99.00
2010 11 19 20 50 292  7.0  8.8  1.23  5.26  4.34 999 1023.1   8.0 999.0 999.0 99.0 99.00
2010 11 19 21 50 305  7.0  9.5  1.10  5.26  4.31 999 1023.2   7.8 999.0 999.0 99.0 99.00
2010 11 19 22 50 306  7.5 10.4  1.09  5.00  4.05 999 1023.7   8.0 999.0 999.0 99.0 99.00
2010 11 19 23 50 297  6.2  7.6  1.00  5.26  4.03 999 1023.8   8.2 999.0 999.0 99.0 99.00
2010 11 20 00 50 300  5.7  7.5  1.02  5.00  4.04 999 1023.9   8.3 999.0 999.0 99.0 99.00
2010 11 20 01 50 295  4.0  5.8  0.88  4.76  3.98 999 1023.8   8.3 999.0 999.0 99.0 99.00
2010 11 20 02 50 290  5.4  7.2  0.81  4.76  4.14 999 1024.2   8.7 999.0 999.0 99.0 99.00
2010 11 20 03 50 257  4.8  6.2  0.70  4.55  3.78 999 1024.1   8.8 999.0 999.0 99.0 99.00
2010 11 20 04 50 270  5.0  6.3  0.66  4.35  3.80 999 1024.3   8.9 999.0 999.0 99.0 99.00
2010 11 20 05 50 251  6.6  8.6  0.69 10.81  3.84 999 1023.8   9.0 999.0 999.0 99.0 99.00
2010 11 20 06 50 249  6.6  7.6  0.70  4.00  3.65 999 1023.0   9.1 999.0 999.0 99.0 99.00
2010 11 20 07 50 239  7.8 10.5  0.72  3.85  3.53 999 1022.2   9.4 999.0 999.0 99.0 99.00
2010 11 20 08 50 236  8.7 11.3  0.83  3.70  3.60 999 1021.9  10.0 999.0 999.0 99.0 99.00
2010 11 20 09 50 237 10.2 12.3  1.18  4.17  3.72 999 1021.3  10.6 999.0 999.0 99.0 99.00
2010 11 20 10 50 230 10.3 12.5  1.33  4.76  4.00 999 1021.0  10.9 999.0 999.0 99.0 99.00
2010 11 20 11 50 233 12.0 14.4  1.53  5.26  4.18 999 1020.7  11.4 999.0 999.0 99.0 99.00
2010 11 20 12 50 231 12.7 14.7  1.91  5.26  4.51 999 1020.3  11.8 999.0 999.0 99.0 99.00
2010 11 20 13 50 234 12.3 14.5  2.36  6.25  5.00 999 1020.2  12.3 999.0 999.0 99.0 99.00
2010 11 20 14 50 244 13.0 16.2  2.52  6.25  5.11 999 1019.9  12.8 999.0 999.0 99.0 99.00
2010 11 20 15 50 256 11.1 13.1  2.78  7.14  5.58 999 1019.8  12.5 999.0 999.0 99.0 99.00
2010 11 20 16 50 266 10.1 12.2  2.56  7.14  5.47 999 1019.2  12.3 999.0 999.0 99.0 99.00
2010 11 20 17 50 267 10.1 11.9  2.36  7.69  5.26 999 1018.8  12.2 999.0 999.0 99.0 99.00
2010 11 20 18 50 276  8.8 10.7  2.11  7.14  5.38 999 1018.9  12.3 999.0 999.0 99.0 99.00
2010 11 20 19 50 274  7.7  9.3  1.95  7.14  5.14 999 1019.1  12.5 999.0 999.0 99.0 99.00
2010 11 20 20 50 285  7.0  8.4  1.91  7.14  5.18 999 1019.9  12.3 999.0 999.0 99.0 99.00
2010 11 20 21 50 278  7.5  8.9 99.00 99.00 99.00 999 1020.1 999.0 999.0 999.0 99.0 99.00
2010 11 20 22 50 284  8.4 10.1  1.64  6.25  4.93 999 1020.8  12.6 999.0 999.0 99.0 99.00
2010 11 20 23 50 286 10.2 12.1  1.68  7.14  4.76 999 1021.3  12.6 999.0 999.0 99.0 99.00
2010 11 21 00 50 294 10.8 13.0  1.97  5.56  4.86 999 1022.0  12.5 999.0 999.0 99.0 99.00
2010 11 21 01 50 301 10.5 13.0  2.12  5.88  4.94 999 1022.8  12.3 999.0 999.0 99.0 99.00
2010 11 21 02 50 300 10.1 11.6  2.01  6.25  4.89 999 1023.6  12.1 999.0 999.0 99.0 99.00
2010 11 21 03 50 313  9.5 11.2  2.04  6.25  5.01 999 1024.1  11.8 999.0 999.0 99.0 99.00
2010 11 21 04 50 327  9.1 10.6  1.85  5.88  4.84 999 1025.0  11.6 999.0 999.0 99.0 99.00
2010 11 21 05 50 349  8.8 10.3  1.61  5.88  4.76 999 1025.6  11.3 999.0 999.0 99.0 99.00
2010 11 21 06 50  17  8.3 10.8  1.59  5.56  4.76 999 1026.3  10.2 999.0 999.0 99.0 99.00
2010 11 21 07 50  17  7.3  9.0  1.36  5.26  4.60 999 1027.1   9.6 999.0 999.0 99.0 99.00
2010 11 21 08 50   5  7.3  8.5  1.27  5.26  4.43 999 1027.7   9.3 999.0 999.0 99.0 99.00
2010 11 21 09 50  12  7.2  9.0  1.27  5.26  4.42 999 1028.1   9.1 999.0 999.0 99.0 99.00
2010 11 21 10 50  24  7.3  9.1  1.19  5.26  4.24 999 1028.4   8.6 999.0 999.0 99.0 99.00
2010 11 21 11 50  27  7.4  9.0  1.25  5.00  4.28 999 1029.2   8.4 999.0 999.0 99.0 99.00
2010 11 21 12 50  20  6.9  8.3  1.27  5.56  4.46 999 1030.5   8.7 999.0 999.0 99.0 99.00
2010 11 21 13 50  38  5.6  7.5  1.33  4.76  4.43 999 1031.4   8.8 999.0 999.0 99.0 99.00
2010 11 21 14 50  43  5.6  7.5  1.30  5.56  4.46 999 1031.6   8.9 999.0 999.0 99.0 99.00
2010 11 21 15 50  56  5.1  6.2  1.07  5.26  4.24 999 1032.1   9.0 999.0 999.0 99.0 99.00
2010 11 21 16 50  59  4.2  5.9  0.97  5.26  4.20 999 1031.8   8.9 999.0 999.0 99.0 99.00
2010 11 21 17 50  85  3.6  5.4  0.87  5.88  4.09 999 1031.3   9.2 999.0 999.0 99.0 99.00
2010 11 21 18 50  68  3.5  4.6  0.80  5.00  4.04 999 1031.3   9.6 999.0 999.0 99.0 99.00
2010 11 21 19 50  61  5.4  6.8  0.73  4.76  4.02 999 1031.1   9.3 999.0 999.0 99.0 99.00
2010 11 21 20 50  61  7.1  8.7  0.83  4.55  3.97 999 1031.3   8.8 999.0 999.0 99.0 99.00
2010 11 21 21 50  66  7.4  8.8  0.88  4.55  3.75 999 1031.5   8.3 999.0 999.0 99.0 99.00
2010 11 21 22 50  75  7.5  9.0  0.94  4.55  3.83 999 1031.5   8.8 999.0 999.0 99.0 99.00
2010 11 21 23 50  78  7.8  9.6  1.10  5.88  4.18 999 1031.5   9.0 999.0 999.0 99.0 99.00
2010 11 22 00 50  83  7.3  8.8  1.24  5.26  4.26 999 1031.4   9.6 999.0 999.0 99.0 99.00
2010 11 22 01 50 113  6.2  7.5  1.10  5.56  4.20 999 1030.9  10.4 999.0 999.0 99.0 99.00
2010 11 22 02 50 121  5.8  6.9  0.96  5.56  4.12 999 1031.0  10.8 999.0 999.0 99.0 99.00
2010 11 22 03 50 125  6.2  8.0  0.94  5.56  3.99 999 1030.7  11.1 999.0 999.0 99.0 99.00
2010 11 22 04 50 133  6.1  7.8  0.87  5.00  3.89 999 1031.0  11.4 999.0 999.0 99.0 99.00
2010 11 22 05 50 130  5.9  6.9  0.83  4.76  3.79 999 1030.5  11.6 999.0 999.0 99.0 99.00
2010 11 22 06 50 126  5.9  6.8  0.79  4.76  3.77 999 1030.4  11.8 999.0 999.0 99.0 99.00
2010 11 22 07 50 124  5.7  6.9  0.73  5.56  3.80 999 1029.6  12.3 999.0 999.0 99.0 99.00
2010 11 22 08 50 116  4.7  5.9  0.74  4.76  3.94 999 1029.4  12.7 999.0 999.0 99.0 99.00
2010 11 22 09 50 175  2.2  3.0  0.81  4.55  4.15 999 1029.6  13.0 999.0 999.0 99.0 99.00
2010 11 22 10 50 167  1.7  2.2  0.76  4.76  4.06 999 1029.6  13.1 999.0 999.0 99.0 99.00
2010 11 22 11 50 153  1.3  1.6  0.71  5.26  4.08 999 1029.2  13.0 999.0 999.0 99.0 99.00
2010 11 22 12 50 169  3.0  3.3  0.70  4.55  4.09 999 1029.0  13.4 999.0 999.0 99.0 99.00
2010 11 22 13 50 177  4.1  4.5  0.68  4.17  4.01 999 1028.8  14.2 999.0 999.0 99.0 99.00
2010 11 22 14 50 183  3.8  4.3  0.72  4.00  4.05 999 1028.3  14.2 999.0 999.0 99.0 99.00
2010 11 22 15 50 179  3.0  3.4  0.68  4.35  4.08 999 1027.8  14.2 999.0 999.0 99.0 99.00
2010 11 22 16 50 186  4.0  4.7  0.76  4.00  4.07 999 1026.3  14.2 999.0 999.0 99.0 99.00
2010 11 22 17 50 186  4.0  4.8  0.70  4.35  4.03 999 1025.6  14.5 999.0 999.0 99.0 99.00
2010 11 22 18 50 186  4.1  4.5  0.78  4.35  4.05 999 1025.0  14.4 999.0 999.0 99.0 99.00
2010 11 22 19 50 188  4.1  4.7  0.77  4.35  4.04 999 1024.3  14.6 999.0 999.0 99.0 99.00
2010 11 22 20 50 206  3.1  3.5  0.80  4.55  4.10 999 1024.4  13.8 999.0 999.0 99.0 99.00
2010 11 22 21 50 195  3.2  3.7  0.76  4.55  4.07 999 1023.8  13.5 999.0 999.0 99.0 99.00
2010 11 22 22 50 195  3.8  4.7  0.79  4.55  4.09 999 1023.6  13.7 999.0 999.0 99.0 99.00
2010 11 22 23 50 199  5.3  5.9  0.80  4.55  4.20 999 1022.8  13.9 999.0 999.0 99.0 99.00
2010 11 23 00 50 204  4.9  5.6  0.82  5.00  4.15 999 1022.4  13.8 999.0 999.0 99.0 99.00
2010 11 23 01 50 196  3.2  3.6  0.81  5.00  4.28 999 1022.1  13.4 999.0 999.0 99.0 99.00
2010 11 23 02 50 198  4.3  4.9  0.75  5.00  4.27 999 1021.8  13.4 999.0 999.0 99.0 99.00
2010 11 23 03 50 203  4.9  5.6  0.78  4.76  4.20 999 1021.2  13.2 999.0 999.0 99.0 99.00
2010 11 23 04 50 215  5.7  6.9  0.78  4.76  4.19 999 1020.8  13.4 999.0 999.0 99.0 99.00
2010 11 23 05 50 215  6.3  7.3  0.82  4.55  3.95 999 1020.1  13.5 999.0 999.0 99.0 99.00
2010 11 23 06 50 210  5.6  7.0  0.82  4.76  4.04 999 1019.8  13.5 999.0 999.0 99.0 99.00
2010 11 23 07 50 216  6.7  7.6  0.87  4.55  3.97 999 1018.9  13.6 999.0 999.0 99.0 99.00
2010 11 23 08 50 219  8.0  9.4  0.95  4.76  3.97 999 1018.0  13.7 999.0 999.0 99.0 99.00
2010 11 23 09 50 217  7.9  9.4  1.07  4.35  4.03 999 1017.8  13.8 999.0 999.0 99.0 99.00
2010 11 23 10 50 213  7.8  8.9  1.11  4.35  4.08 999 1017.1  13.7 999.0 999.0 99.0 99.00
2010 11 23 11 50 214  7.4  8.4  1.11  5.00  4.14 999 1016.8  13.7 999.0 999.0 99.0 99.00
2010 11 23 12 50 213  7.3  8.3  1.16  5.26  4.21 999 1016.4  14.0 999.0 999.0 99.0 99.00
2010 11 23 13 50 217  7.4  8.4  1.29  5.00  4.37 999 1015.8  14.3 999.0 999.0 99.0 99.00
2010 11 23 14 50 213  8.4 10.1  1.23  5.56  4.37 999 1014.8  14.4 999.0 999.0 99.0 99.00
2010 11 23 15 50 212  8.6  9.9  1.46  5.26  4.53 999 1013.8  14.3 999.0 999.0 99.0 99.00
2010 11 23 16 50 222  8.4  9.8  1.30  5.26  4.34 999 1012.8  14.2 999.0 999.0 99.0 99.00
2010 11 23 17 50 224  8.3  9.6  1.42  5.88  4.55 999 1011.9  14.1 999.0 999.0 99.0 99.00
2010 11 23 18 50 227  8.3  9.6  1.42  5.56  4.54 999 1011.3  14.2 999.0 999.0 99.0 99.00
2010 11 23 19 50 219  7.8  9.1  1.44  5.56  4.64 999 1010.6  13.8 999.0 999.0 99.0 99.00
2010 11 23 20 50 226  7.2  8.5  1.46  5.56  4.69 999 1010.2  13.6 999.0 999.0 99.0 99.00
2010 11 23 21 50 217  7.9  9.6  1.55  5.56  4.65 999 1009.1  13.7 999.0 999.0 99.0 99.00
2010 11 23 22 50 234  7.8  9.4  1.56  6.67  4.73 999 1009.9  13.6 999.0 999.0 99.0 99.00
2010 11 23 23 50 246  8.0  9.4  1.57  6.67  4.85 999 1009.9  13.6 999.0 999.0 99.0 99.00
2010 11 24 00 50 256  8.0  9.5  1.71  6.67  5.05 999 1009.8  13.9 999.0 999.0 99.0 99.00
2010 11 24 01 50 269  8.1 10.2  1.43  6.67  4.80 999 1010.0  14.3 999.0 999.0 99.0 99.00
2010 11 24 02 50 275  8.7  9.9  1.35  5.88  4.53 999 1010.3  14.8 999.0 999.0 99.0 99.00
2010 11 24 03 50 279  8.9 10.4  1.41  6.25  4.56 999 1010.5  14.5 999.0 999.0 99.0 99.00
2010 11 24 04 50 286 10.0 12.3  1.52  6.67  4.62 999 1010.9  14.5 999.0 999.0 99.0 99.00
2010 11 24 05 50 291 11.6 14.4  1.54  6.67  4.49 999 1011.1  13.7 999.0 999.0 99.0 99.00
2010 11 24 06 50 327 12.2 14.8  1.61  6.67  4.37 999 1012.1  12.9 999.0 999.0 99.0 99.00
2010 11 24 07 50 316 12.9 15.6  1.99  5.26  4.53 999 1013.1  11.1 999.0 999.0 99.0 99.00
2010 11 24 08 50 318 13.3 15.9  2.41  6.25  5.02 999 1013.6  10.4 999.0 999.0 99.0 99.00
2010 11 24 09 50 329 11.6 14.0  2.41  6.67  5.31 999 1014.6   9.9 999.0 999.0 99.0 99.00
2010 11 24 10 50 325 12.8 16.7  2.77  7.14  5.52 999 1015.1   9.2 999.0 999.0 99.0 99.00
2010 11 24 11 50 319 14.4 17.2  3.30  7.14  6.06 999 1016.1   7.7 999.0 999.0 99.0 99.00
2010 11 24 12 50 320 12.8 14.6  2.97  7.69  5.79 999 1017.6   7.6 999.0 999.0 99.0 99.00
2010 11 24 13 50 325 13.2 16.1  2.95  7.69  5.77 999 1018.6   7.5 999.0 999.0 99.0 99.00
2010 11 24 14 50 329 12.8 15.5  2.79  7.14  5.74 999 1018.6   7.4 999.0 999.0 99.0 99.00
2010 11 24 15 50 318 11.5 13.9  2.82  7.69  5.58 999 1019.0   7.4 999.0 999.0 99.0 99.00
2010 11 24 16 50 323 12.8 15.7  2.94  7.14  5.67 999 1018.3   7.6 999.0 999.0 99.0 99.00
2010 11 24 17 50 316 12.1 15.0  2.60  7.14  5.39 999 1018.4   7.9 999.0 999.0 99.0 99.00
2010 11 24 18 50 324 12.7 15.0  2.42  6.67  5.20 999 1018.0   8.2 999.0 999.0 99.0 99.00
2010 11 24 19 50 320 10.6 13.1  2.43  7.14  5.23 999 1018.8   8.8 999.0 999.0 99.0 99.00
2010 11 24 20 50 319 10.3 15.3  2.31  7.14  5.26 999 1019.4   9.3 999.0 999.0 99.0 99.00
2010 11 24 21 50 316 11.0 13.2  2.29  7.14  5.28 999 1019.8   9.5 999.0 999.0 99.0 99.00
2010 11 24 22 50 328 11.1 13.4  2.29  6.67  5.43 999 1019.7   9.9 999.0 999.0 99.0 99.00
2010 11 24 23 50 328 10.7 13.8  2.17  6.25  5.27 999 1020.3   9.9 999.0 999.0 99.0 99.00
2010 11 25 00 50 318 10.1 12.5  1.88  6.25  5.01 999 1020.3   9.8 999.0 999.0 99.0 99.00
2010 11 25 01 50 318  9.3 11.7  1.87  6.25  5.01 999 1020.6   9.6 999.0 999.0 99.0 99.00
2010 11 25 02 50 326  9.7 12.0  1.79  6.25  4.69 999 1020.7   9.4 999.0 999.0 99.0 99.00
2010 11 25 03 50 321  8.6 10.4  1.61  5.88  4.56 999 1020.9   9.1 999.0 999.0 99.0 99.00
2010 11 25 04 50 322  8.9 10.5  1.55  5.88  4.36 999 1021.0   8.8 999.0 999.0 99.0 99.00
2010 11 25 05 50 328  8.5 10.6  1.48  5.26  4.31 999 1021.2   8.6 999.0 999.0 99.0 99.00
2010 11 25 06 50 331  7.7  9.8  1.43  5.56  4.35 999 1021.6   8.6 999.0 999.0 99.0 99.00
2010 11 25 07 50 331  7.5  8.8  1.33  5.26  4.16 999 1021.8   8.4 999.0 999.0 99.0 99.00
2010 11 25 08 50 333  7.9 10.0  1.13  5.56  4.09 999 1021.4   8.2 999.0 999.0 99.0 99.00
2010 11 25 09 50 335  6.8  8.9  1.09  5.26  4.08 999 1021.6   8.0 999.0 999.0 99.0 99.00
2010 11 25 10 50 352  7.1  8.7  1.08  5.00  4.19 999 1021.9   7.9 999.0 999.0 99.0 99.00
2010 11 25 11 50 343  6.6  8.3  1.10  5.00  4.22 999 1021.8   7.6 999.0 999.0 99.0 99.00
2010 11 25 12 50 341  6.5  8.1  1.00  4.55  4.12 999 1021.6   7.3 999.0 999.0 99.0 99.00
2010 11 25 13 50 341  5.6  6.8  0.98  4.76  4.10 999 1022.4   7.4 999.0 999.0 99.0 99.00
2010 11 25 14 50 355  5.8  6.9  0.89  4.76  3.96 999 1021.9   7.3 999.0 999.0 99.0 99.00
2010 11 25 15 50 358  3.6  5.1  0.78  4.35  3.86 999 1021.6   7.7 999.0 999.0 99.0 99.00
2010 11 25 16 50 343  2.1  3.1  0.76  4.55  3.94 999 1021.0   7.6 999.0 999.0 99.0 99.00
2010 11 25 17 50 274  3.6  4.6  0.81  4.17  3.95 999 1020.8   7.8 999.0 999.0 99.0 99.00
2010 11 25 18 50 280  4.0  5.9  0.74  4.00  3.96 999 1020.2   7.5 999.0 999.0 99.0 99.00
2010 11 25 19 50 286  3.3  4.8  0.68  4.55  3.79 999 1019.5   7.3 999.0 999.0 99.0 99.00
2010 11 25 20 50 327  2.1  3.3  0.63  4.00  3.76 999 1019.1   7.3 999.0 999.0 99.0 99.00
2010 11 25 21 50 201  0.4  1.1  0.60  4.17  3.86 999 1018.6   7.5 999.0 999.0 99.0 99.00
2010 11 25 22 50 123  0.7  1.7  0.59  4.00  3.85 999 1018.3   7.7 999.0 999.0 99.0 99.00
2010 11 25 23 50 123  2.8  4.0  0.54  3.70  4.07 999 1017.6   8.0 999.0 999.0 99.0 99.00
2010 11 26 00 50 113  4.4  5.5  0.47  3.85  4.14 999 1016.1   8.3 999.0 999.0 99.0 99.00
2010 11 26 01 50 114  5.6  6.8  0.46  9.09  4.16 999 1014.8   9.1 999.0 999.0 99.0 99.00
2010 11 26 02 50 174  7.6  9.2  0.46  3.70  3.27 999 1013.5  12.3 999.0 999.0 99.0 99.00
2010 11 26 03 50 169  6.1  8.8  0.63  3.23  3.30 999 1012.4  12.9 999.0 999.0 99.0 99.00
2010 11 26 04 50 170  6.3  7.5  0.76  4.35  3.65 999 1011.5  13.5 999.0 999.0 99.0 99.00
2010 11 26 05 50 164  5.7  6.8  1.00  4.55  4.03 999 1010.2  13.5 999.0 999.0 99.0 99.00
2010 11 26 06 50 181  7.7  8.9  1.14  5.00  4.35 999 1008.1  14.5 999.0 999.0 99.0 99.00
2010 11 26 07 50 199  9.1 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2010 11 26 08 50 207  9.4 11.5  1.64  5.56  4.71 999 1005.2  14.9 999.0 999.0 99.0 99.00
2010 11 26 09 50 207 11.2 13.0  1.65  5.88  4.68 999 1003.9  15.0 999.0 999.0 99.0 99.00
2010 11 26 10 50 210 12.6 15.5  1.80  6.25  4.67 999 1002.9  15.0 999.0 999.0 99.0 99.00
2010 11 26 11 50 209 12.6 15.2  2.16  6.67  4.97 999 1001.7  14.9 999.0 999.0 99.0 99.00
2010 11 26 12 50 220 12.1 15.1  2.28  7.14  5.22 999 1001.5  14.8 999.0 999.0 99.0 99.00
2010 11 26 13 50 229 10.1 11.8  2.55  7.69  5.58 999 1001.1  14.4 999.0 999.0 99.0 99.00
2010 11 26 14 50 239 11.1 13.1 99.00 99.00 99.00 999 1001.7  14.0 999.0 999.0 99.0 99.00
2010 11 26 15 50 256 10.5 12.5  2.64  7.69  5.71 999 1001.4  13.8 999.0 999.0 99.0 99.00
2010 11 26 16 50 249  8.1  9.6  2.55  8.33  5.79 999 1000.7  13.6 999.0 999.0 99.0 99.00
2010 11 26 17 50 275  7.1  8.4  2.35  8.33  6.03 999 1001.7  13.2 999.0 999.0 99.0 99.00
2010 11 26 18 50 297  9.7 13.3  2.29  8.33  5.78 999 1002.0  12.1 999.0 999.0 99.0 99.00
2010 11 26 19 50 297  9.7 12.0  2.23  7.69  5.64 999 1001.1  11.9 999.0 999.0 99.0 99.00
2010 11 26 20 50 286  8.9 10.5  2.54  8.33  5.57 999 1003.0  10.9 999.0 999.0 99.0 99.00
2010 11 26 21 50 301  8.8 10.5  2.33  8.33  5.80 999 1003.0  10.8 999.0 999.0 99.0 99.00
2010 11 26 22 50 283  8.5 11.3  2.70  7.69  5.99 999 1003.5  10.8 999.0 999.0 99.0 99.00
2010 11 26 23 50 299 10.8 12.7  2.71  8.33  5.85 999 1003.7  10.5 999.0 999.0 99.0 99.00
2010 11 27 00 50 286  9.0 11.0  2.60  8.33  5.85 999 1004.3  10.1 999.0 999.0 99.0 99.00
2010 11 27 01 50 282  9.9 11.9  2.54  7.69  5.84 999 1004.2   9.8 999.0 999.0 99.0 99.00
2010 11 27 02 50 283  9.0 11.2  2.35  7.69  5.71 999 1004.5   9.5 999.0 999.0 99.0 99.00
2010 11 27 03 50 283  8.9 10.8  2.26  8.33  5.69 999 1004.2   8.9 999.0 999.0 99.0 99.00
2010 11 27 04 50 298  8.5 10.2  2.26  8.33  5.49 999 1003.9   8.6 999.0 999.0 99.0 99.00
2010 11 27 05 50 281  8.6 10.8  2.16  7.69  5.42 999 1004.1   8.4 999.0 999.0 99.0 99.00
2010 11 27 06 50 290  8.7 10.7  1.94  7.69  5.07 999 1004.2   7.9 999.0 999.0 99.0 99.00
2010 11 27 07 50 284  9.7 12.0  1.95  7.69  5.19 999 1003.7   7.2 999.0 999.0 99.0 99.00
2010 11 27 08 50 290 10.9 14.1  2.01  5.88  4.99 999 1004.3   6.1 999.0 999.0 99.0 99.00
2010 11 27 09 50 287 11.3 14.0  2.36  6.25  5.21 999 1004.8   5.7 999.0 999.0 99.0 99.00
2010 11 27 10 50 282 11.5 14.2  2.54  7.14  5.41 999 1005.4   5.3 999.0 999.0 99.0 99.00
2010 11 27 11 50 284 10.8 13.3  2.86  7.14  5.74 999 1006.2   4.9 999.0 999.0 99.0 99.00
2010 11 27 12 50 285 11.1 13.4  2.93  7.14  5.90 999 1006.7   5.0 999.0 999.0 99.0 99.00
