#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 25 23 50 213 11.7 14.1 99.00 99.00 99.00 999  995.4  11.0   8.7   8.6 99.0 99.00
2010 01 26 00 50 219 12.0 14.3  6.68 11.43  9.12 999  996.1  10.6   8.6   8.5 99.0 99.00
2010 01 26 01 50 228 10.4 12.6  5.70 12.12  8.74 999  996.9  10.3   8.6   8.2 99.0 99.00
2010 01 26 02 50 223  7.4  9.3  5.35 11.43  8.65 999  997.9  10.0   8.6   8.0 99.0 99.00
2010 01 26 03 50 226  5.6  7.9  5.32 12.90  8.91 999  998.1  10.0   8.7   7.8 99.0 99.00
2010 01 26 04 50 211  4.0  6.0  5.55 13.79  9.40 999  997.9   9.8   9.2   7.9 99.0 99.00
2010 01 26 05 50 214  3.1  5.7  4.60 12.90  8.83 999  997.0   9.8   9.4   8.2 99.0 99.00
2010 01 26 06 50 287  7.7 11.0  4.85 12.12  9.06 999  997.3   9.0   9.4   7.4 99.0 99.00
2010 01 26 07 50 307 12.8 16.1  4.73 12.12  8.43 999  997.5   7.3   9.4   4.3 99.0 99.00
2010 01 26 08 50 298 13.9 17.1  4.56 11.43  7.81 999  998.1   6.9   9.4   3.2 99.0 99.00
2010 01 26 09 50 292 13.6 16.2  4.13 11.43  7.11 999 1000.3   6.4   9.4   3.0 99.0 99.00
2010 01 26 10 50 279 12.3 15.3  4.49 12.12  7.70 999 1002.0   6.8   9.3   2.3 99.0 99.00
2010 01 26 11 50 272 10.9 12.9  4.68 12.12  8.14 999 1003.4   6.9   9.3   1.4 99.0 99.00
2010 01 26 12 50 266 11.5 13.4  3.93 11.43  7.43 999 1004.2   6.8   9.2   1.5 99.0 99.00
2010 01 26 13 50 272 11.7 14.0  3.28 12.12  7.02 999 1004.9   6.6   9.1   1.5 99.0 99.00
2010 01 26 14 50 266 10.4 12.3  3.45 12.12  7.00 999 1006.0   6.3   9.1   1.3 99.0 99.00
2010 01 26 15 50 256 10.4 12.9  3.66 11.43  7.24 999 1006.7   6.6   9.1   0.5 99.0 99.00
2010 01 26 16 50 259 11.8 14.0  3.12 11.43  6.66 999 1006.1   6.8   9.1  -1.5 99.0 99.00
2010 01 26 17 50 259 12.9 15.2  3.50 11.43  6.61 999 1006.0   6.6   9.1  -1.6 99.0 99.00
2010 01 26 18 50 261 11.6 14.6  3.36 10.81  6.39 999 1006.0   6.9   9.1  -1.6 99.0 99.00
2010 01 26 19 50 266 13.3 15.1  3.54 11.43  6.97 999 1006.2   7.1   9.1  -3.0 99.0 99.00
2010 01 26 20 50 260 10.8 13.0  3.33 11.43  6.68 999 1007.3   6.9   9.1  -1.0 99.0 99.00
2010 01 26 21 50 254 11.4 13.4  2.89 11.43  6.54 999 1007.9   7.1   9.1  -1.6 99.0 99.00
2010 01 26 22 50 258 11.3 13.1  3.03 10.81  6.65 999 1008.6   7.2   9.1  -1.2 99.0 99.00
2010 01 26 23 50 283  8.6 10.1  2.70 10.81  6.41 999 1009.8   7.0   9.1   0.5 99.0 99.00
2010 01 27 00 50 283  8.6 11.4  2.93 10.81  7.15 999 1010.3   6.7   9.1  -0.6 99.0 99.00
2010 01 27 01 50 274 11.1 13.1  2.81 10.81  6.62 999 1010.4   6.5   9.0  -0.6 99.0 99.00
2010 01 27 02 50 285 11.2 13.0  2.90 10.81  6.73 999 1011.0   6.0   9.0  -0.8 99.0 99.00
2010 01 27 03 50 283 10.8 12.4  2.46 10.81  5.97 999 1011.4   5.8   9.0  -2.2 99.0 99.00
2010 01 27 04 50 290 11.0 12.8  2.47 10.81  6.09 999 1011.4   5.4   9.0  -2.7 99.0 99.00
2010 01 27 05 50 284 10.6 12.4  2.54 10.81  6.10 999 1012.0   5.1   9.0  -2.4 99.0 99.00
2010 01 27 06 50 288 10.2 13.2  2.69 10.81  6.18 999 1012.5   4.5   9.0  -3.2 99.0 99.00
2010 01 27 07 50 286 10.3 12.4  2.61 10.81  6.12 999 1013.0   4.0   9.0  -4.3 99.0 99.00
2010 01 27 08 50 291 10.4 13.1  2.68 10.00  6.18 999 1013.5   3.8   9.0  -3.1 99.0 99.00
2010 01 27 09 50 289 10.3 13.0  2.42 10.00  5.93 999 1014.3   3.5   9.0  -3.9 99.0 99.00
2010 01 27 10 50 286 10.5 13.0  2.32 10.00  5.66 999 1015.2   3.2   9.0  -4.1 99.0 99.00
2010 01 27 11 50 293 10.5 12.8  2.31 10.00  5.62 999 1016.1   2.5   9.1  -4.0 99.0 99.00
2010 01 27 12 50 294 10.2 13.1  2.31 10.00  5.58 999 1017.2   2.8   9.1  -3.6 99.0 99.00
2010 01 27 13 50 294  8.6 10.7  2.46  5.88  5.67 999 1018.2   2.9   9.1  -3.9 99.0 99.00
2010 01 27 14 50 298  9.1 11.7  2.20 10.00  5.44 999 1018.9   3.0   9.1  -3.0 99.0 99.00
2010 01 27 15 50 302  8.2 10.6  2.21  6.67  5.46 999 1019.4   2.8   9.1  -3.3 99.0 99.00
2010 01 27 16 50 287  8.0 10.9  2.11  6.25  5.66 999 1019.3   3.0   9.1  -3.2 99.0 99.00
2010 01 27 17 50 280  8.5 10.8  1.88  5.88  5.24 999 1019.0   3.0   9.1  -3.4 99.0 99.00
2010 01 27 18 50 283  8.5 11.0  1.83  5.56  5.32 999 1018.7   3.3   9.1  -3.2 99.0 99.00
2010 01 27 19 50 287 10.4 12.7  1.77 10.00  5.16 999 1019.0   3.9   9.1  -3.8 99.0 99.00
2010 01 27 20 50 286 10.2 11.9  1.72  5.56  4.93 999 1019.6   4.4   9.1  -3.1 99.0 99.00
2010 01 27 21 50 276  9.8 11.7  1.67  5.00  4.78 999 1020.1   4.1   9.1  -3.5 99.0 99.00
2010 01 27 22 50 274 10.5 12.5  1.78  5.26  4.83 999 1020.7   4.0   9.1  -3.3 99.0 99.00
2010 01 27 23 50 280  9.9 12.6  1.60  5.56  4.60 999 1021.7   4.3   9.1  -3.5 99.0 99.00
2010 01 28 00 50 280 11.2 13.1  1.78  5.26  4.65 999 1022.2   4.4   9.1  -3.6 99.0 99.00
2010 01 28 01 50 279 10.4 13.1  1.86  5.88  4.77 999 1022.6   4.5   9.1  -3.3 99.0 99.00
2010 01 28 02 50 282  8.9 10.8  1.92  5.88  4.98 999 1023.1   4.6   9.1  -3.7 99.0 99.00
2010 01 28 03 50 285  8.2 10.2  1.64  5.88  4.99 999 1022.9   4.7   9.1  -3.9 99.0 99.00
2010 01 28 04 50 269  7.0  8.9  1.57  5.56  4.88 999 1022.6   4.8   9.1  -3.6 99.0 99.00
2010 01 28 05 50 248  7.8 10.4  1.39  5.26  4.89 999 1022.5   5.2   9.1  -2.5 99.0 99.00
2010 01 28 06 50 254  8.1 10.0  1.18  5.26  4.40 999 1022.4   5.6   9.1  -1.5 99.0 99.00
2010 01 28 07 50 268  8.5 10.3  1.14  5.00  4.38 999 1021.9   5.8   9.1  -2.5 99.0 99.00
2010 01 28 08 50 266  7.8 10.1  1.19  4.76  4.36 999 1021.4   5.6   8.8  -1.4 99.0 99.00
2010 01 28 09 50 265  6.0  7.8  1.05  4.76  4.20 999 1021.3   5.3   8.7  -2.2 99.0 99.00
2010 01 28 10 50 266  5.9  8.0  1.17  8.33  4.48 999 1021.0   5.3   8.7  -3.2 99.0 99.00
2010 01 28 11 50 257  6.3  7.7  1.04  9.09  4.31 999 1020.8   5.2   8.7  -3.5 99.0 99.00
2010 01 28 12 50 238  6.1  8.0  0.97  5.00  4.25 999 1020.3   5.3   8.7  -3.2 99.0 99.00
2010 01 28 13 50 216  7.0  8.9  0.98  9.09  4.36 999 1019.5   5.9   8.7  -1.9 99.0 99.00
2010 01 28 14 50 214  6.8  8.6  0.99  9.09  4.38 999 1018.8   6.3   8.7  -1.0 99.0 99.00
2010 01 28 15 50 208  9.9 11.3  1.06 10.00  4.38 999 1017.5   6.9   8.8   1.2 99.0 99.00
2010 01 28 16 50 219 11.8 14.5  1.27  4.35  4.03 999 1015.7   7.9   8.8   1.3 99.0 99.00
2010 01 28 17 50 215 13.5 15.9 99.00 99.00 99.00 999 1012.8   8.2   8.8   0.0 99.0 99.00
2010 01 28 18 50 232 13.4 16.1  2.09  5.56  4.68 999 1011.8   8.4   8.7   0.1 99.0 99.00
2010 01 28 19 50 251 12.5 14.7  2.22  6.67  5.03 999 1011.8   7.7   8.7   1.5 99.0 99.00
2010 01 28 20 50 270 12.7 15.3  2.39  6.67  5.13 999 1012.1   7.9   8.7   1.3 99.0 99.00
2010 01 28 21 50 257 10.2 12.1  2.27  6.67  5.20 999 1012.6   7.9   8.7   1.6 99.0 99.00
2010 01 28 22 50 268 10.9 13.3  2.44  6.67  5.31 999 1012.9   8.1   8.8   0.5 99.0 99.00
2010 01 28 23 50 272 10.8 12.5  2.09  6.67  4.98 999 1013.5   8.1   8.8   1.1 99.0 99.00
2010 01 29 00 50 297 14.6 18.8  2.31  7.14  4.81 999 1014.0   6.8   8.9  -1.3 99.0 99.00
2010 01 29 01 50 305 15.3 18.9  2.79  5.26  4.89 999 1015.8   4.5   9.0  -5.0 99.0 99.00
2010 01 29 02 50 307 16.8 20.8  3.55  6.67  5.52 999 1016.5   2.9   9.1  -5.1 99.0 99.00
2010 01 29 03 50 316 16.3 22.6  4.01  7.14  6.01 999 1017.7   0.5   9.1  -5.8 99.0 99.00
2010 01 29 04 50 309 17.0 21.7  4.13  8.33  6.32 999 1018.9  -1.0   9.2  -8.5 99.0 99.00
2010 01 29 05 50 308 15.1 19.8  4.25  8.33  6.48 999 1020.2  -2.0   9.1 -10.0 99.0 99.00
2010 01 29 06 50 310 14.2 17.6  3.98  8.33  6.44 999 1020.7  -2.4   9.1 -10.2 99.0 99.00
2010 01 29 07 50 311 14.5 18.9  3.57  8.33  6.22 999 1021.6  -3.0   9.1 -11.0 99.0 99.00
2010 01 29 08 50 302 13.1 17.6  3.46  7.69  6.08 999 1022.0  -3.1   9.1  -9.8 99.0 99.00
2010 01 29 09 50 303 12.9 17.3  3.55  8.33  6.24 999 1022.8  -3.0   9.0  -9.1 99.0 99.00
2010 01 29 10 50 309 14.0 18.0  3.46  8.33  6.00 999 1022.8  -3.6   9.0 -10.4 99.0 99.00
2010 01 29 11 50 309 13.4 17.2  3.54  7.69  6.04 999 1023.4  -3.6   9.0 -10.1 99.0 99.00
2010 01 29 12 50 305 12.8 15.8  3.03  7.69  5.77 999 1024.3  -3.8   9.0 -10.0 99.0 99.00
2010 01 29 13 50 312 13.2 16.2  3.02  7.69  5.66 999 1024.6  -3.8   9.0 -10.5 99.0 99.00
2010 01 29 14 50 308 11.9 15.6  3.10  7.14  5.59 999 1025.0  -3.9   9.1 -10.0 99.0 99.00
2010 01 29 15 50 306 11.7 14.9  2.72  7.14  5.51 999 1025.3  -4.0   9.2  -9.3 99.0 99.00
2010 01 29 16 50 309 12.4 15.3  2.88  7.14  5.57 999 1024.1  -4.1   9.4  -9.9 99.0 99.00
2010 01 29 17 50 300 12.3 15.8  2.73  6.67  5.55 999 1023.2  -3.7   9.4  -9.1 99.0 99.00
2010 01 29 18 50 292 12.0 15.5  2.53  6.67  5.32 999 1023.3  -3.7   9.4  -9.6 99.0 99.00
2010 01 29 19 50 287 11.4 14.8  2.47  7.69  5.31 999 1023.4  -3.4   9.3  -9.5 99.0 99.00
2010 01 29 20 50 296 11.7 14.8  2.44  7.14  5.45 999 1023.4  -3.2   9.1  -9.6 99.0 99.00
2010 01 29 21 50 293 11.9 15.3  2.41  7.14  5.30 999 1023.6  -2.8   9.1  -9.3 99.0 99.00
2010 01 29 22 50 294 11.3 14.6  2.39  6.67  5.20 999 1024.0  -2.8   9.0  -9.6 99.0 99.00
2010 01 29 23 50 296 11.3 14.2  2.31  6.67  5.21 999 1024.1  -2.1   9.1  -9.7 99.0 99.00
2010 01 30 00 50 303 11.5 14.0  2.36  6.67  5.04 999 1024.3  -1.9   9.1  -9.8 99.0 99.00
2010 01 30 01 50 314 12.0 15.1  2.55  7.14  5.15 999 1024.6  -2.0   9.2 -10.7 99.0 99.00
2010 01 30 02 50 312 12.8 17.1  2.61  6.67  5.09 999 1024.3  -1.9   9.2  -9.5 99.0 99.00
2010 01 30 03 50 306 11.4 15.5  2.43  6.67  5.13 999 1024.5  -2.2   9.0  -9.7 99.0 99.00
2010 01 30 04 50 307 11.0 12.9  2.25  6.67  5.04 999 1024.7  -2.8   9.0 -10.0 99.0 99.00
2010 01 30 05 50 309 11.7 15.2  2.46  7.14  5.31 999 1024.4  -3.0   9.0  -9.2 99.0 99.00
2010 01 30 06 50 318 10.9 13.4  2.36  7.14  5.22 999 1025.0  -3.4   9.2  -9.4 99.0 99.00
2010 01 30 07 50 326  9.8 12.8  2.36  7.14  5.32 999 1025.3  -3.6   9.4  -9.2 99.0 99.00
2010 01 30 08 50 319  9.7 12.9  2.16  6.67  5.26 999 1024.6  -4.0   9.3  -9.7 99.0 99.00
2010 01 30 09 50 315  9.2 12.5  2.00  6.67  5.07 999 1024.8  -4.4   9.3 -10.2 99.0 99.00
2010 01 30 10 50 321  9.7 13.0  1.78  6.67  5.08 999 1023.6  -4.5   9.1  -9.8 99.0 99.00
2010 01 30 11 50 333  9.1 11.4  1.85  6.67  4.88 999 1023.7  -4.5   9.1 -11.1 99.0 99.00
2010 01 30 12 50 326  7.8 11.4  1.89  6.67  5.00 999 1024.3  -4.9   9.0 -10.8 99.0 99.00
2010 01 30 13 50 337  8.3 10.9  1.66  6.25  4.74 999 1023.8  -4.8   9.0 -10.3 99.0 99.00
2010 01 30 14 50 348  8.2 10.4  1.50  5.88  4.60 999 1023.2  -5.0   9.1 -10.8 99.0 99.00
2010 01 30 15 50   3  5.9  8.6  1.49  5.88  4.58 999 1023.6  -5.0   9.1 -10.9 99.0 99.00
2010 01 30 16 50 358  6.2  8.1  1.25  5.26  4.34 999 1022.1  -4.7   9.2  -9.5 99.0 99.00
2010 01 30 17 50   4  4.7  6.7  1.21  5.56  4.32 999 1021.3  -4.4   9.3  -9.3 99.0 99.00
2010 01 30 18 50 358  3.0  4.7  1.21  5.00  4.50 999 1020.7  -4.3   9.2  -9.1 99.0 99.00
2010 01 30 19 50   9  5.7  7.1  1.18  5.26  4.51 999 1019.5  -4.0   9.2  -7.3 99.0 99.00
2010 01 30 20 50  15  6.4  8.5  1.00  5.26  4.17 999 1018.9  -4.1   9.2  -6.8 99.0 99.00
2010 01 30 21 50  19  7.3  9.2  0.99  5.00  4.11 999 1018.3  -3.6   9.0  -5.4 99.0 99.00
2010 01 30 23 50  23 10.6 12.4  1.18  4.76  3.95 999 1016.0  -2.7   8.9  -4.2 99.0 99.00
2010 01 31 00 50  27 11.9 14.1  1.38  5.00  4.15 999 1014.1  -2.2   9.0  -3.6 99.0 99.00
2010 01 31 01 50  28 11.6 14.2  1.76  5.00  4.40 999 1013.1  -1.4   9.0  -3.0 99.0 99.00
2010 01 31 02 50  25 11.6 14.2  1.82  5.26  4.56 999 1012.1  -1.0   9.2  -2.6 99.0 99.00
2010 01 31 04 50  17 12.0 13.9  2.31  5.88  4.87 999 1010.7  -0.4   9.3  -2.4 99.0 99.00
2010 01 31 05 50  14 12.3 14.9  2.68  5.88  4.96 999 1010.7  -0.5   9.3  -2.8 99.0 99.00
2010 01 31 06 50  13 12.0 14.3  2.50  6.67  5.02 999 1010.9  -0.5   9.3  -2.9 99.0 99.00
2010 01 31 07 50   7 12.2 14.5  2.37  6.25  4.95 999 1011.8  -0.9   9.4  -2.7 99.0 99.00
2010 01 31 08 50   9 11.2 13.2  2.53  6.25  5.18 999 1012.4  -1.2   9.3  -3.4 99.0 99.00
2010 01 31 09 50 357 11.5 14.0  2.29  7.14  5.07 999 1013.1  -1.4   9.2  -3.9 99.0 99.00
2010 01 31 10 50 360 10.7 13.1  2.38  6.67  5.14 999 1013.8  -1.7   9.0  -5.3 99.0 99.00
2010 01 31 11 50   3  9.5 12.2  2.17  6.67  5.15 999 1014.8  -1.5   9.1  -6.4 99.0 99.00
2010 01 31 12 50 353  9.1 11.9  2.05  6.67  5.01 999 1016.0  -1.6   9.1  -6.7 99.0 99.00
2010 01 31 13 50 352  9.8 12.2  2.03  7.14  5.10 999 1016.8  -1.7   9.1  -6.7 99.0 99.00
2010 01 31 14 50 351  8.6 10.9  2.03  6.25  4.95 999 1017.7  -1.6   9.1  -7.3 99.0 99.00
2010 01 31 15 50 345  8.6 10.8  2.16  7.14  5.12 999 1018.4  -1.9   9.1  -8.1 99.0 99.00
2010 01 31 16 50 337  7.6 10.6  2.41  7.14  5.38 999 1018.5  -1.9   9.1  -9.0 99.0 99.00
2010 01 31 17 50 328  7.2  9.3  2.28  6.67  5.48 999 1018.2  -1.9   9.3  -9.5 99.0 99.00
2010 01 31 18 50 315  6.9  9.5  2.20  7.14  5.36 999 1018.9  -1.6   9.3  -9.4 99.0 99.00
2010 01 31 19 50 316  6.7  9.1  2.04  6.67  5.36 999 1019.6  -1.2   9.3  -9.4 99.0 99.00
2010 01 31 20 50 312  6.4  8.6  1.91  7.14  5.37 999 1019.9  -1.3   9.3  -9.7 99.0 99.00
2010 01 31 21 50 298  5.3  7.8  1.82  6.25  5.47 999 1019.8  -1.1   9.3  -8.7 99.0 99.00
2010 01 31 22 50 293  5.7  7.4  1.80 10.00  5.95 999 1020.0  -1.0   9.2  -7.9 99.0 99.00
2010 01 31 23 50 278  6.8  8.7  1.62 10.81  5.59 999 1020.5  -0.5   9.1  -8.2 99.0 99.00
2010 02 01 00 50 257  7.6  9.7  1.74 10.00  5.80 999 1020.6   0.4   9.1  -6.6 99.0 99.00
2010 02 01 01 50 278  8.4 10.6 99.00 99.00 99.00 999 1020.5   0.8   9.1  -7.7 99.0 99.00
2010 02 01 02 50 268  8.7 11.0  1.63 10.00  4.90 999 1020.7   0.8   9.1  -7.3 99.0 99.00
2010 02 01 03 50 275 10.2 12.7  1.68 10.00  4.55 999 1020.4   1.1   9.2  -6.2 99.0 99.00
2010 02 01 04 50 275 10.6 13.8  1.84  4.76  4.47 999 1020.6   1.3   9.3  -6.8 99.0 99.00
2010 02 01 05 50 271 11.1 14.3  2.05  5.56  4.79 999 1020.8   1.5   9.4  -6.8 99.0 99.00
2010 02 01 06 50 280 13.0 16.6  2.14  5.88  4.86 999 1021.0   1.8   9.4  -6.3 99.0 99.00
2010 02 01 07 50 291 12.4 15.1  2.65  6.25  5.24 999 1021.1   2.2   9.4  -5.0 99.0 99.00
2010 02 01 08 50 299 12.8 15.7  2.42  6.25  5.20 999 1021.3   2.0   9.4  -6.3 99.0 99.00
2010 02 01 09 50 299 14.0 17.1  2.66  6.25  5.35 999 1021.6   1.4   9.4  -6.8 99.0 99.00
2010 02 01 10 50 310 12.1 14.6  2.49  6.67  5.31 999 1022.7   0.9   9.3  -6.9 99.0 99.00
2010 02 01 11 50 303 11.7 14.4  2.58  6.67  5.38 999 1023.5   1.1   9.3  -6.3 99.0 99.00
2010 02 01 12 50 303 11.9 15.3  2.74  6.67  5.46 999 1024.4   1.2   9.3  -6.5 99.0 99.00
2010 02 01 13 50 301 11.4 15.2  2.67  6.67  5.41 999 1025.1   1.2   9.2  -7.1 99.0 99.00
2010 02 01 14 50 306 10.0 12.6  2.61  6.25  5.35 999 1025.6   1.2   9.2  -7.0 99.0 99.00
2010 02 01 15 50 302  9.3 11.4  2.37  7.14  5.14 999 1025.7   1.0   9.3  -7.1 99.0 99.00
2010 02 01 16 50 301  8.6 10.9  2.31  6.67  5.36 999 1025.0   1.0   9.3  -6.8 99.0 99.00
2010 02 01 17 50 294  8.2 10.7  2.27  6.25  5.17 999 1024.9   0.8   9.4  -6.9 99.0 99.00
2010 02 01 18 50 283  7.4  9.5  1.86  6.67  4.93 999 1024.6   1.0   9.4  -6.6 99.0 99.00
2010 02 01 19 50 275  7.5  9.7  1.65  6.25  4.80 999 1024.6   1.1   9.4  -6.8 99.0 99.00
2010 02 01 20 50 254  8.3 10.3  1.47  5.88  4.58 999 1025.0   1.5   9.4  -6.2 99.0 99.00
2010 02 01 21 50 255  8.2 10.2  1.44  5.26  4.49 999 1024.9   1.6   9.3  -5.5 99.0 99.00
2010 02 01 22 50 256  8.5 11.1  1.36  5.56  4.32 999 1024.7   2.2   9.3  -5.1 99.0 99.00
2010 02 01 23 50 266  7.7  9.2  1.28  5.00  4.24 999 1024.5   2.6   9.2  -5.3 99.0 99.00
2010 02 02 00 50 259  8.3 11.0  1.20  4.76  4.13 999 1024.5   2.9   9.1  -4.1 99.0 99.00
2010 02 02 01 50 277  8.7 10.6  1.33  4.76  4.09 999 1024.4   3.1   9.1  -4.6 99.0 99.00
2010 02 02 02 50 276  8.8 11.5 99.00 99.00 99.00 999 1024.5   3.0   9.1  -5.3 99.0 99.00
2010 02 02 03 50 274  8.4 10.1  1.33  4.55  4.01 999 1024.6   2.8   9.0  -4.9 99.0 99.00
2010 02 02 04 50 279  8.8 10.8  1.46  5.00  4.04 999 1024.9   2.8   9.0  -5.4 99.0 99.00
2010 02 02 05 50 287  8.8 10.7  1.45  4.76  4.16 999 1024.7   2.8   9.0  -4.6 99.0 99.00
2010 02 02 06 50 293  8.5 10.2  1.49  5.26  4.24 999 1024.7   2.9   9.0  -5.0 99.0 99.00
2010 02 02 07 50 318  8.1  9.5  1.40  5.26  4.32 999 1024.6   3.1   9.0  -4.8 99.0 99.00
2010 02 02 08 50 323  7.6  9.4  1.35  5.26  4.23 999 1024.5   3.0   9.1  -5.1 99.0 99.00
2010 02 02 09 50 336  5.9  7.7  1.46  5.26  4.54 999 1024.8   2.9   9.0  -6.0 99.0 99.00
2010 02 02 10 50 320  4.4  5.8  1.28  5.56  4.49 999 1025.6   3.0   9.0  -6.5 99.0 99.00
2010 02 02 11 50 344  3.5  6.2  1.21  5.26  4.53 999 1025.5   2.8   9.0  -7.2 99.0 99.00
2010 02 02 12 50 358  4.1  6.1 99.00 99.00 99.00 999 1025.2   2.9   9.0  -7.3 99.0 99.00
2010 02 02 14 50  56  3.1  4.9  0.93  5.00  4.25 999 1025.8   2.8   9.0  -6.9 99.0 99.00
2010 02 02 16 50  59  2.8  4.0  0.71  4.35  4.14 999 1024.3   3.1   9.0  -6.2 99.0 99.00
2010 02 02 17 50 111  2.6  4.4  0.73 12.12  4.30 999 1023.3   3.4   9.0  -5.7 99.0 99.00
2010 02 02 18 50 103  2.5  3.8  0.67 12.12  4.34 999 1022.5   3.6   9.0  -5.1 99.0 99.00
2010 02 02 21 50  42  1.9  3.3  0.57 10.81  4.52 999 1022.8   4.0   9.0  -4.3 99.0 99.00
2010 02 02 22 50  75  3.0  3.9  0.54 12.12  4.48 999 1022.4   4.1   9.0  -3.8 99.0 99.00
2010 02 02 23 50  79  4.4  5.4  0.56  4.35  4.51 999 1022.0   4.4   9.0  -2.7 99.0 99.00
2010 02 03 01 50  84  6.7  8.1  0.56  9.09  3.48 999 1020.7   4.5   9.0   0.1 99.0 99.00
2010 02 03 02 50  81  7.2  8.7 99.00 99.00 99.00 999 1019.5   4.8   9.0   0.5 99.0 99.00
2010 02 03 04 50  67  8.4 10.1  0.86  4.00  3.56 999 1017.4   5.3   9.0   2.1 99.0 99.00
2010 02 03 05 50  58  9.0 10.3  1.09  4.17  3.92 999 1017.0   5.1   9.0   1.7 99.0 99.00
2010 02 03 06 50  73  9.5 11.7  1.18  4.76  3.90 999 1016.3   4.5   9.0   1.9 99.0 99.00
2010 02 03 07 50  67 10.2 11.6  1.38  5.00  4.07 999 1015.4   3.8   9.0   2.1 99.0 99.00
2010 02 03 08 50  61  9.4 11.4 99.00 99.00 99.00 999 1015.5   3.3   9.0   1.5 99.0 99.00
2010 02 03 09 50  53  9.3 10.9  1.34  5.00  4.05 999 1015.0   2.8   8.9   1.8 99.0 99.00
2010 02 03 10 50  53  9.4 11.4  1.34  4.76  4.00 999 1015.2   2.5   8.9   1.7 99.0 99.00
2010 02 03 11 50  31  9.9 11.3  1.37  4.76  3.99 999 1015.8   2.7   9.0   1.8 99.0 99.00
2010 02 03 12 50  35 10.6 12.5  1.51  5.56  4.18 999 1015.8   2.7   9.0   1.7 99.0 99.00
2010 02 03 13 50  32  9.2 10.7  1.64  5.26  4.43 999 1016.5   3.0   9.1   1.3 99.0 99.00
2010 02 03 14 50  28  7.9  9.5  1.63  5.56  4.52 999 1017.0   3.5   9.1   1.2 99.0 99.00
2010 02 03 15 50   6  8.4  9.8  1.52  5.56  4.49 999 1016.7   3.5   9.1   0.5 99.0 99.00
2010 02 03 16 50 349  7.6  9.3  1.67  5.88  4.83 999 1016.1   3.5   9.1   0.1 99.0 99.00
2010 02 03 17 50 333  8.0  9.6  1.58  5.88  4.68 999 1015.5   3.5   9.1  -0.7 99.0 99.00
2010 02 03 18 50 328  7.6  9.5  1.51  5.88  4.55 999 1015.3   3.4   9.0   0.0 99.0 99.00
2010 02 03 19 50 320  7.7  9.5  1.46  5.56  4.38 999 1015.6   3.1   9.0  -0.2 99.0 99.00
2010 02 03 20 50 312  8.6 11.4 99.00 99.00 99.00 999 1015.8   2.7   9.1  -0.9 99.0 99.00
2010 02 03 21 50 316  8.3 11.0  1.35  7.14  4.26 999 1016.5   3.2   9.2   0.3 99.0 99.00
2010 02 03 22 50 318  8.8 10.6  1.45  4.35  4.33 999 1017.3   3.6   9.2  -0.1 99.0 99.00
2010 02 03 23 50 308  9.2 11.0  1.42  4.35  4.25 999 1017.7   4.2   9.1  -0.2 99.0 99.00
2010 02 04 00 50 327 10.8 12.6  1.45  4.55  4.25 999 1018.1   4.7   9.1  -0.1 99.0 99.00
2010 02 04 01 50 326 11.2 14.1  1.78  5.00  4.45 999 1018.4   4.4   9.0  -1.8 99.0 99.00
2010 02 04 02 50 322 12.1 14.5  2.18  5.88  4.77 999 1018.8   4.2   9.0  -2.8 99.0 99.00
2010 02 04 03 50 319 12.1 14.2  2.17  5.56  4.85 999 1019.6   4.0   8.9  -3.0 99.0 99.00
2010 02 04 04 50 319 12.3 15.1  2.24  5.88  4.79 999 1019.8   3.6   8.9  -3.7 99.0 99.00
2010 02 04 05 50 317 12.3 14.8  2.37  6.25  5.02 999 1020.3   3.5   8.7  -3.8 99.0 99.00
2010 02 04 06 50 313 12.5 15.1  2.34  6.67  4.98 999 1020.6   3.0   8.7  -4.2 99.0 99.00
2010 02 04 07 50 322 13.6 16.0  2.60  5.88  5.04 999 1020.8   2.9   8.6  -3.9 99.0 99.00
2010 02 04 09 50 320 12.9 15.7  2.73  6.67  5.19 999 1021.9   2.9   8.5  -3.8 99.0 99.00
2010 02 04 10 50 313 12.9 14.9  2.43  6.67  5.15 999 1022.9   2.8   8.9  -4.1 99.0 99.00
2010 02 04 11 50 315 11.8 14.1  2.73  7.14  5.39 999 1024.3   2.5   8.5  -4.5 99.0 99.00
2010 02 04 12 50 331 11.5 14.4  2.52  6.25  5.33 999 1025.1   2.3   8.4  -4.6 99.0 99.00
2010 02 04 13 50 327 10.2 11.9  2.38  6.25  5.36 999 1025.9   2.0   8.5  -4.5 99.0 99.00
2010 02 04 14 50 329  9.9 12.8  2.14  6.67  5.06 999 1026.8   1.7   8.5  -6.0 99.0 99.00
2010 02 04 15 50 321  9.7 11.5  2.06  6.25  5.01 999 1027.1   1.5   8.6  -6.3 99.0 99.00
2010 02 04 16 50 327  8.6 10.5  1.92  6.25  4.83 999 1027.0   1.2   8.6  -7.2 99.0 99.00
2010 02 04 17 50 330  8.6 10.6 99.00 99.00 99.00 999 1026.3   1.2   8.5  -7.6 99.0 99.00
2010 02 04 18 50 325  8.8 11.1  1.57  6.25  4.61 999 1025.8   1.2   8.3  -7.3 99.0 99.00
