#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 06 19 14 50 330  2.5  3.3  1.81  7.14  6.05 999 1009.2  16.3  15.9  15.7 99.0 99.00
2009 06 19 15 50 298  3.0  4.1  1.78  7.14  5.80 999 1009.5  16.2  15.6  15.7 99.0 99.00
2009 06 19 16 50 296  3.8  4.9  1.72  7.14  6.04 999 1009.6  16.1  16.3  15.6 99.0 99.00
2009 06 19 17 50 293  3.8  4.8  1.57  7.14  6.00 999 1009.4  16.4  16.2  15.9 99.0 99.00
2009 06 19 18 50 305  3.1  3.7  1.45  7.14  5.85 999 1009.2  16.3  16.2  15.9 99.0 99.00
2009 06 19 19 50 288  2.1  2.8  1.37  6.25  5.97 999 1008.4  16.2  16.3  15.8 99.0 99.00
2009 06 19 20 50 253  1.0  1.7  1.42  6.67  6.08 999 1007.8  16.1  16.5  15.8 99.0 99.00
2009 06 19 21 50 188  1.8  2.5  1.34  7.14  5.97 999 1007.6  16.1  17.1  15.8 99.0 99.00
2009 06 19 22 50 214  2.9  3.8  1.42  6.67  6.17 999 1008.1  16.0  17.3  15.7 99.0 99.00
2009 06 19 23 50 218  4.2  4.9  1.38  6.25  6.05 999 1008.4  16.5  17.3  16.2 99.0 99.00
2009 06 20 00 50 222  4.1  4.6  1.46  6.67  6.27 999 1008.7  16.7  17.1  16.5 99.0 99.00
2009 06 20 01 50 248  5.1  5.8  1.34  6.67  6.09 999 1008.7  17.0  16.7  16.8 99.0 99.00
2009 06 20 02 50 259  4.6  5.2  1.42  6.67  5.97 999 1008.5  17.3  16.5  16.5 99.0 99.00
2009 06 20 03 50 257  4.3  5.0  1.35  6.67  6.20 999 1008.2  17.4  16.4  16.1 99.0 99.00
2009 06 20 04 50 254  4.0  4.6  1.36  7.69  6.17 999 1007.9  17.3  16.2  16.1 99.0 99.00
2009 06 20 05 50 273  4.7  5.4  1.36  7.69  6.42 999 1007.9  17.7  16.2  16.2 99.0 99.00
2009 06 20 06 50 284  4.1  5.0  1.30  7.14  6.42 999 1007.6  17.6  16.3  16.0 99.0 99.00
2009 06 20 07 50 282  2.7  3.2  1.26  8.33  6.45 999 1007.0  17.1  16.1  15.7 99.0 99.00
2009 06 20 08 50 274  3.1  3.8  1.33  7.69  6.76 999 1006.9  16.9  15.8  15.6 99.0 99.00
2009 06 20 09 50 270  3.8  4.6  1.49  8.33  7.17 999 1007.3  17.1  15.7  15.3 99.0 99.00
2009 06 20 10 50 290  3.5  4.0  1.26  9.09  6.78 999 1007.5  17.3  15.8  15.1 99.0 99.00
2009 06 20 11 50 247  1.1  1.8  1.32  9.09  7.03 999 1007.2  17.2  15.6  15.2 99.0 99.00
2009 06 20 12 50 211  2.3  2.8  1.22  9.09  6.86 999 1007.0  16.8  16.1  15.4 99.0 99.00
2009 06 20 13 50 225  2.4  3.0  1.13  8.33  6.81 999 1007.1  17.0  16.2  15.6 99.0 99.00
2009 06 20 14 50 230  2.9  3.5  1.13  9.09  6.88 999 1007.2  17.4  16.6  15.7 99.0 99.00
2009 06 20 15 50 219  3.0  3.4  1.11  8.33  6.96 999 1006.7  17.4  17.1  16.1 99.0 99.00
2009 06 20 16 50 212  2.5  3.0  1.08  9.09  7.08 999 1006.2  17.7  17.5  16.2 99.0 99.00
2009 06 20 17 50 184  3.5  4.1  1.24  8.33  7.13 999 1004.5  17.9  17.6  16.5 99.0 99.00
2009 06 20 18 50 205  4.2  4.8  1.24  9.09  7.21 999 1004.2  17.9  17.7  16.4 99.0 99.00
2009 06 20 19 50 184  1.7  2.2  1.28  9.09  7.27 999 1002.9  17.9  17.5  16.5 99.0 99.00
2009 06 20 20 50 157  2.4  3.2  1.15  7.69  6.65 999 1001.9  18.5  17.6  17.2 99.0 99.00
2009 06 20 21 50 128  3.0  3.5  1.21  8.33  6.59 999 1000.9  18.8  17.5  17.6 99.0 99.00
2009 06 20 22 50 120  4.1  4.7  1.19  8.33  6.60 999 1000.2  18.9  17.2  17.9 99.0 99.00
2009 06 20 23 50 125  3.6  4.3  1.24  9.09  6.55 999  999.5  18.8  16.8  17.8 99.0 99.00
2009 06 21 00 50 149  4.6  5.1  1.15  8.33  6.52 999  998.7  18.8  16.4  17.9 99.0 99.00
2009 06 21 01 50 177  4.0  5.0  1.27 10.00  7.00 999  998.8  18.4  16.5  17.9 99.0 99.00
2009 06 21 02 50 227  4.6  5.7  1.19  9.09  6.72 999  998.2  18.6  16.5  17.9 99.0 99.00
2009 06 21 03 50 271  6.0  7.1  1.09  9.09  6.47 999  997.5  18.1  16.3  17.5 99.0 99.00
2009 06 21 04 50 272  5.7  7.4  1.10  9.09  6.34 999  996.9  17.7  15.9  17.4 99.0 99.00
2009 06 21 05 50 272  5.5  6.5  1.02  9.09  5.75 999  996.4  17.0  16.0  16.8 99.0 99.00
2009 06 21 06 50 277  7.1  8.0  1.00 10.00  5.63 999  996.0  17.2  16.2  17.0 99.0 99.00
2009 06 21 07 50 306  7.7  8.9  1.13  8.33  5.18 999  995.3  16.6  16.3  16.4 99.0 99.00
2009 06 21 08 50 311  6.7  7.8  1.00 10.00  4.97 999  995.3  16.6  16.5  16.4 99.0 99.00
2009 06 21 09 50 334 10.0 12.0  1.13 10.00  4.54 999  995.0  16.8  16.6  16.6 99.0 99.00
2009 06 21 10 50 344 12.3 14.4  1.35  3.70  4.08 999  995.1  16.8  16.8  16.2 99.0 99.00
2009 06 21 11 50   7 13.8 16.2  1.90  5.00  4.45 999  995.9  16.7  17.0  16.0 99.0 99.00
