#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2010 12 31 23 50 238  5.9  7.2  0.87  4.35  3.86 999 1023.9  12.6 999.0 999.0 99.0 99.00
2011 01 01 00 50 239  6.4  7.6  0.92  4.17  3.97 999 1023.9  12.6 999.0 999.0 99.0 99.00
2011 01 01 01 50 240  6.5  7.9  0.84  4.17  3.89 999 1023.8  12.5 999.0 999.0 99.0 99.00
2011 01 01 02 50 232  6.6  7.7  0.94  4.35  4.00 999 1023.5  12.5 999.0 999.0 99.0 99.00
2011 01 01 03 50 229  6.6  7.8  0.88  4.35  3.97 999 1023.4  12.5 999.0 999.0 99.0 99.00
2011 01 01 04 50 230  6.7  8.3  0.87  4.76  4.01 999 1022.7  12.6 999.0 999.0 99.0 99.00
2011 01 01 05 50 222  7.1  8.8  0.89  4.76  3.95 999 1022.0  12.6 999.0 999.0 99.0 99.00
2011 01 01 06 50 228  6.9  8.3  0.92  4.76  3.99 999 1021.8  12.5 999.0 999.0 99.0 99.00
2011 01 01 07 50 231  7.1  8.1  0.93  4.76  3.96 999 1021.8  12.6 999.0 999.0 99.0 99.00
2011 01 01 08 50 231  8.3  9.7  1.02  5.00  4.08 999 1021.7  12.6 999.0 999.0 99.0 99.00
2011 01 01 09 50 246  8.1  9.4  1.08  5.00  4.07 999 1022.1  12.7 999.0 999.0 99.0 99.00
2011 01 01 10 50 249  7.4  8.5  1.16  5.00  4.15 999 1021.9  12.4 999.0 999.0 99.0 99.00
2011 01 01 11 50 248  7.1  8.2  1.07  5.00  4.13 999 1022.1  12.4 999.0 999.0 99.0 99.00
2011 01 01 12 50 244  8.1  9.1  1.11  5.26  4.14 999 1022.2  12.4 999.0 999.0 99.0 99.00
2011 01 01 13 50 250  6.9  8.5  1.03  5.26  4.18 999 1022.9  12.6 999.0 999.0 99.0 99.00
2011 01 01 14 50 245  7.2  8.9  1.09  5.26  4.15 999 1023.6  13.0 999.0 999.0 99.0 99.00
2011 01 01 15 50 251  6.2  7.5  1.02  5.26  4.11 999 1023.2  13.3 999.0 999.0 99.0 99.00
2011 01 01 16 50 243  7.0  8.1  1.07  5.00  4.25 999 1022.5  13.5 999.0 999.0 99.0 99.00
2011 01 01 17 50 242  6.8  7.7  1.06  5.26  4.19 999 1022.1  13.7 999.0 999.0 99.0 99.00
2011 01 01 18 50 236  6.1  7.2  1.03  5.26  4.09 999 1021.5  13.9 999.0 999.0 99.0 99.00
2011 01 01 19 50 238  5.6  6.4  0.90  4.76  3.98 999 1021.7  14.1 999.0 999.0 99.0 99.00
2011 01 01 20 50 221  4.8  5.6  0.98  5.26  4.12 999 1021.5  14.2 999.0 999.0 99.0 99.00
2011 01 01 21 50 213  5.6  6.5  0.92  5.26  4.08 999 1021.4  13.3 999.0 999.0 99.0 99.00
2011 01 01 22 50 209  6.3  7.0  0.86  5.26  4.07 999 1021.7  13.2 999.0 999.0 99.0 99.00
2011 01 01 23 50 203  6.2  7.2  0.82  5.56  3.92 999 1021.7  13.2 999.0 999.0 99.0 99.00
2011 01 02 00 50 196  7.2  8.2  0.91  5.00  3.91 999 1021.3  13.3 999.0 999.0 99.0 99.00
2011 01 02 01 50 193  7.8  9.1  0.90  5.00  3.83 999 1020.9  13.4 999.0 999.0 99.0 99.00
2011 01 02 02 50 201  7.4  8.9  0.92  5.00  3.87 999 1021.2  13.7 999.0 999.0 99.0 99.00
2011 01 02 03 50 200  7.1  8.4  0.90  4.76  3.80 999 1020.7  13.9 999.0 999.0 99.0 99.00
2011 01 02 04 50 201  6.8  8.5  0.91  4.76  3.88 999 1019.8  14.2 999.0 999.0 99.0 99.00
2011 01 02 05 50 204  7.4  9.0  0.86  4.76  3.81 999 1019.1  14.5 999.0 999.0 99.0 99.00
2011 01 02 06 50 199  7.3  8.5  0.89  4.35  3.89 999 1018.5  14.5 999.0 999.0 99.0 99.00
2011 01 02 07 50 202  6.9  8.1  0.84  4.76  3.88 999 1017.9  14.4 999.0 999.0 99.0 99.00
2011 01 02 08 50 204  7.3  9.0 99.00 99.00 99.00 999 1017.3  14.4 999.0 999.0 99.0 99.00
2011 01 02 09 50 213  6.8  8.1  0.82  5.00  4.00 999 1017.5  14.5 999.0 999.0 99.0 99.00
2011 01 02 10 50 216  5.8  6.7  0.87  5.00  3.88 999 1017.5  14.5 999.0 999.0 99.0 99.00
2011 01 02 11 50 203  6.6  7.9  0.98  5.56  4.20 999 1017.3  14.6 999.0 999.0 99.0 99.00
2011 01 02 12 50 207  7.7  8.9  0.99  5.00  4.11 999 1017.3  14.8 999.0 999.0 99.0 99.00
2011 01 02 13 50 219  9.0 10.9  1.12  5.00  4.14 999 1017.2  14.7 999.0 999.0 99.0 99.00
2011 01 02 14 50 213  6.3  7.3  1.20  5.26  4.34 999 1017.4  14.6 999.0 999.0 99.0 99.00
2011 01 02 15 50 206  7.4  9.2  1.21  5.26  4.22 999 1016.4  14.4 999.0 999.0 99.0 99.00
2011 01 02 16 50 209  7.2  9.0  1.26  5.26  4.42 999 1014.9  14.5 999.0 999.0 99.0 99.00
2011 01 02 17 50 209  6.5  7.7  1.27  5.26  4.44 999 1013.9  14.7 999.0 999.0 99.0 99.00
2011 01 02 18 50 222  6.6  8.4  1.14  5.26  4.34 999 1012.9  14.3 999.0 999.0 99.0 99.00
2011 01 02 19 50 210  4.7  6.0  1.04  5.26  4.31 999 1012.4  14.2 999.0 999.0 99.0 99.00
2011 01 02 20 50 197  4.7  5.8  1.01  5.26  4.45 999 1011.7  14.1 999.0 999.0 99.0 99.00
2011 01 02 21 50 202  4.9  5.8  1.10  5.26  4.46 999 1011.3  14.0 999.0 999.0 99.0 99.00
2011 01 02 22 50 186  5.5  6.6  1.02  5.26  4.37 999 1010.1  14.1 999.0 999.0 99.0 99.00
2011 01 02 23 50 182  7.9  9.7  1.05  5.00  4.29 999 1009.1  14.3 999.0 999.0 99.0 99.00
2011 01 03 00 50 205  9.5 11.5  1.15  5.00  4.20 999 1008.5  14.5 999.0 999.0 99.0 99.00
2011 01 03 01 50 217  9.9 12.5  1.32  4.76  4.30 999 1007.7  14.4 999.0 999.0 99.0 99.00
2011 01 03 02 50 320 14.0 16.4  1.45  5.26  4.09 999 1008.8   9.4 999.0 999.0 99.0 99.00
2011 01 03 03 50 317 13.7 16.4  1.98  5.26  4.65 999 1009.9   9.4 999.0 999.0 99.0 99.00
2011 01 03 04 50 316 10.9 13.2  2.60  6.67  5.38 999 1010.3   9.4 999.0 999.0 99.0 99.00
2011 01 03 05 50 305 13.4 16.4  3.00  7.14  5.78 999 1010.7   8.7 999.0 999.0 99.0 99.00
2011 01 03 06 50 302 13.2 15.8  3.32  7.69  6.17 999 1011.6   8.1 999.0 999.0 99.0 99.00
2011 01 03 07 50 310 13.1 16.3  3.33  8.33  6.26 999 1012.1   7.5 999.0 999.0 99.0 99.00
2011 01 03 08 50 313 12.6 15.5  3.45  8.33  6.34 999 1012.7   7.5 999.0 999.0 99.0 99.00
2011 01 03 09 50 321 13.3 16.0  3.36  8.33  6.32 999 1013.2   7.3 999.0 999.0 99.0 99.00
2011 01 03 10 50 324 12.3 16.2  3.30  8.33  6.32 999 1014.8   6.4 999.0 999.0 99.0 99.00
2011 01 03 11 50 320 12.8 15.7  3.55  8.33  6.41 999 1015.9   5.8 999.0 999.0 99.0 99.00
2011 01 03 12 50 331 11.4 15.8  3.30  8.33  6.24 999 1017.0   5.6 999.0 999.0 99.0 99.00
2011 01 03 13 50 316 11.2 14.6  3.40  8.33  6.46 999 1018.2   5.2 999.0 999.0 99.0 99.00
2011 01 03 14 50 326 10.5 13.1  3.22  9.09  6.26 999 1019.1   5.2 999.0 999.0 99.0 99.00
2011 01 03 15 50 335 10.7 12.7  3.30  9.09  6.39 999 1019.0   4.9 999.0 999.0 99.0 99.00
2011 01 03 16 50 313  9.8 12.2  3.29  9.09  6.41 999 1018.8   4.7 999.0 999.0 99.0 99.00
2011 01 03 17 50 318  8.8 11.4  2.95  9.09  6.29 999 1019.1   4.7 999.0 999.0 99.0 99.00
2011 01 03 18 50 315  9.5 12.2  3.11  9.09  6.50 999 1019.0   4.6 999.0 999.0 99.0 99.00
2011 01 03 19 50 311  9.1 11.5  2.68  9.09  6.27 999 1019.1   4.6 999.0 999.0 99.0 99.00
2011 01 03 20 50 303  8.8 12.0  3.02  9.09  6.49 999 1019.4   4.4 999.0 999.0 99.0 99.00
2011 01 03 21 50 305  8.9 11.8  2.72  8.33  6.24 999 1019.7   4.5 999.0 999.0 99.0 99.00
2011 01 03 22 50 301  7.9  9.8  2.64  8.33  6.33 999 1020.2   4.7 999.0 999.0 99.0 99.00
2011 01 03 23 50 308  8.5 10.6  2.54  8.33  6.19 999 1020.6   4.7 999.0 999.0 99.0 99.00
2011 01 04 00 50 305  8.6 11.4  2.22  8.33  5.75 999 1020.8   4.7 999.0 999.0 99.0 99.00
2011 01 04 01 50 308  8.6 11.4  2.08  7.69  5.61 999 1021.0   5.0 999.0 999.0 99.0 99.00
2011 01 04 02 50 297  7.7 10.1  2.07  7.69  5.39 999 1021.2   5.2 999.0 999.0 99.0 99.00
2011 01 04 03 50 306  6.9  9.4  1.94  7.69  5.36 999 1021.3   5.2 999.0 999.0 99.0 99.00
2011 01 04 04 50 315  7.1 10.0  1.87  6.67  5.23 999 1021.1   5.5 999.0 999.0 99.0 99.00
2011 01 04 05 50 300  6.9  8.8  1.77  7.14  5.31 999 1020.6   5.5 999.0 999.0 99.0 99.00
2011 01 04 06 50 313  6.3  8.3  1.73  6.67  5.22 999 1020.7   5.6 999.0 999.0 99.0 99.00
2011 01 04 07 50 311  5.8  8.0  1.71  6.67  5.22 999 1020.7   5.7 999.0 999.0 99.0 99.00
2011 01 04 08 50 304  5.7  7.4  1.78  6.67  5.30 999 1020.1   5.7 999.0 999.0 99.0 99.00
2011 01 04 09 50 306  7.2  9.4  1.76  6.67  5.34 999 1019.9   6.0 999.0 999.0 99.0 99.00
2011 01 04 10 50 298  5.1  7.4  1.64  6.67  5.24 999 1020.2   6.0 999.0 999.0 99.0 99.00
2011 01 04 11 50 300  4.0  5.8  1.78  7.14  5.56 999 1020.1   6.1 999.0 999.0 99.0 99.00
2011 01 04 12 50 295  4.5  6.9  1.65  6.67  5.47 999 1020.0   6.2 999.0 999.0 99.0 99.00
2011 01 04 13 50 263  4.2  6.2  1.56  9.09  5.46 999 1020.0   6.2 999.0 999.0 99.0 99.00
2011 01 04 14 50 259  4.1  6.4  1.52  6.67  5.35 999 1020.1   6.4 999.0 999.0 99.0 99.00
2011 01 04 15 50 255  4.1  6.0  1.46  7.14  5.43 999 1019.2   6.5 999.0 999.0 99.0 99.00
2011 01 04 16 50 232  6.4  8.4  1.33 10.00  5.27 999 1017.6   7.0 999.0 999.0 99.0 99.00
2011 01 04 17 50 236  7.9 11.7  1.29  6.25  4.79 999 1016.7   7.3 999.0 999.0 99.0 99.00
2011 01 04 18 50 231  8.7 11.2  1.36  6.25  4.60 999 1015.3   7.9 999.0 999.0 99.0 99.00
2011 01 04 19 50 236  9.0 12.0  1.37  5.88  4.62 999 1014.3   8.4 999.0 999.0 99.0 99.00
2011 01 04 20 50 234  9.2 12.0  1.50  4.55  4.65 999 1013.3   8.8 999.0 999.0 99.0 99.00
2011 01 04 21 50 242 10.1 12.4  1.62  4.76  4.68 999 1012.7   9.3 999.0 999.0 99.0 99.00
2011 01 04 22 50 245 10.0 13.2 99.00 99.00 99.00 999 1012.2 999.0 999.0 999.0 99.0 99.00
