"","year","month","day","hour","Dp","DpDt","DsqP","Ege","Ely","Emg","Erg","Esp","area","centers","depth","id","lat","lon","p_cent","p_edge","p_grad","pid","ptid","radius","time","type","u","uv","v","x","y","strength"
"14",1950,2,23,18,-4.20609389192789,-42.9986530523858,6.87977481865259,2,0,0,0,2,346875,1,6,9,42.6650542137556,-69.0025980191381,989.399993584742,995.399993584742,21.6416189235962,9,657,332.285632807081,18315.75,1,22.1719835907149,29.3227349110006,19.189213801349,168,286,1
"15",1950,2,23,21,-2.6907524124418,-27.3634147123053,9.72475782106827,0,0,0,0,0,1405625,1,16,6,42.9435544917634,-68.2768277606698,986.7092411723,1002.7092411723,24.4425567528472,6,657,668.89785002427,18315.875,1,19.6918982776598,22.2334669427833,10.3226059945217,170,284,1
"16",1950,3,13,21,-2.69360511864361,-29.0450666790389,4.55253476881095,0,0,0,2,0,1413125,1,8,4,39.979491532662,-72.0683686502858,1000.75415139593,1008.75415139593,12.5124986698682,4,375,670.679996655237,18333.875,1,2.30944859253269,9.06580859290483,8.7667173241548,154,293,1
"17",1950,3,14,0,-1.63129226144956,-17.5632681625253,4.72725579518185,0,0,0,0,0,1583125,1,10,6,40.0531384312494,-70.6410058243053,999.122859134476,1009.12285913448,14.4331956277325,6,375,709.876283985254,18334,1,40.4957198004587,40.5876175223424,2.72972049534215,156,288,1
"18",1950,3,14,3,-1.82078284372779,-19.5464143632964,3.28530639803459,0,0,0,0,0,1274375,1,10,7,40.1937453541267,-68.025492008528,997.302076290748,1007.30207629075,15.6465279664129,7,375,636.903572925657,18334.125,1,74.0495602718468,74.2327290976081,5.21159215835209,160,279,1
"19",1950,3,18,12,-1.34447237159809,-13.6728243641222,8.38474931691118,0,0,0,0,0,745625,1,14,5,42.9423513997959,-70.6768156818382,989.840240078895,1003.84024007889,22.6236222488909,5,447,487.175336902217,18338.5,1,77.4321454225859,78.1593992277193,-10.637412415316,167,292,1
"20",1950,3,21,6,NA,NA,7.6097975628425,3,0,0,0,0,355625,1,4,3,37.4985080348674,-76.3020529629411,1011.35235118208,1015.35235118208,9.62654966769644,3,549,336.450521286727,18341.25,1,NA,NA,NA,140,306,1
"21",1950,3,21,9,-2.31633427505745,-25.8298465425364,5.6821160431383,0,0,0,0,0,558750,1,6,4,38.410990776525,-75.8074672865569,1009.03601690702,1015.03601690702,11.5003830582382,4,549,421.729355043247,18341.375,1,14.3643146768294,36.7451188295569,33.821150507682,144,305,1
"22",1950,3,21,12,-0.206767938030098,-2.26404761205415,8.41798325553595,0,0,0,0,0,398750,1,6,3,39.2518074600834,-75.0432941169371,1008.82924896899,1014.82924896899,12.2335403046623,3,549,356.266848185158,18341.5,1,21.9333131695594,38.1092913957352,31.1648498165977,148,303,1
"23",1950,3,21,15,-1.53199073848242,-16.6148774957287,14.2836415205375,0,0,0,0,0,896250,1,10,4,39.7040076983847,-73.8189695105422,1007.29725823051,1017.29725823051,13.6594133701138,4,549,534.120993307904,18341.625,1,34.9127157701864,38.7275332272877,16.7607907755228,151,299,1
"24",1950,3,21,18,-2.72346350313281,-30.1154914574742,10.5917122431696,0,0,0,0,0,548750,1,10,3,38.7956716332679,-70.8263213183757,1004.57379472738,1014.57379472738,15.419505919079,3,549,417.938452458439,18341.75,1,86.447454575731,92.7720855881049,-33.6674540430901,151,287,1
