year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv,precip,precipArea
2013,10,23,12,41568.5,12,12,420.0,449,380,69.32815167581049,102.9010727452148,,,0,0.0,,10.375225174599782,,0,0,0,0,0,0,0,,,,,,0.0,0.0
2013,10,23,15,41568.625,13,13,430.0,437,383,71.79101238489122,106.86865763593896,1005.2501634146472,1005.2501634146472,625,14.104739588693906,0.0,7.917064606362454,2.518473699309179,1,1,3,0,0,3,0,,,45.945113507161004,91.28587196066606,102.19620283946476,0.23519096503038395,418.0
2013,10,23,18,41568.75,13,13,430.0,433,385,72.51371457110145,109.13364320590549,1003.8704226194199,1003.8704226194199,625,14.104739588693906,0.0,9.090676698634345,2.981118617196553,1,1,0,0,0,0,3,-10.022264483729412,-1.379740795227408,25.224083521148977,26.78693886050257,36.79394628193885,0.3787615146342632,832.0
2013,10,23,21,41568.875,13,13,430.0,432,386,72.65117107853389,110.07822947741478,1002.7426881464792,1004.7426881464792,181875,240.60883306661233,2.0,10.48927394017893,3.0949530955773663,1,1,0,0,0,0,0,-8.185559074068495,-1.1277344729406469,10.43978766260894,5.094822086923124,11.61664230910815,0.4179931605187364,954.0
2013,10,24,0,41569.0,16,16,430.0,425,385,74.21374088607632,111.27160892404747,1001.1325363946514,1003.1325363946514,160625,226.11617692741794,2.0,9.757452279504681,3.3492744118475826,1,1,0,0,0,0,0,-11.592697257304117,-1.610151751827798,12.033248820152847,57.91661170889403,59.153469796847176,0.4821571875183,978.0
2013,10,24,3,41569.125,15,15,430.0,423,386,74.548572088809,112.65189165209058,999.5869667558413,1003.5869667558413,330625,324.40901053995987,4.0,10.87979131873485,3.7036098894248424,1,1,0,0,0,0,0,-11.109557104498444,-1.5455696388101205,13.629849835486961,12.4105103420564,18.433490539998463,0.4353165324827319,793.0
2013,10,24,6,41569.25,16,16,430.0,420,387,75.0797981974629,114.44395478041653,997.9504157592784,1001.9504157592784,251250,282.79914940409105,4.0,12.19041343818857,5.164567587068814,1,1,0,0,0,0,0,-11.733964314939538,-1.6365509965628735,17.10145438083308,19.689882727815345,26.079709043139957,0.4844621130126301,802.0
2013,10,24,9,41569.375,16,16,430.0,415,389,75.89344071290942,117.9920530445927,996.9036606402905,1000.9036606402905,220625,265.0039974024898,4.0,13.333855885294696,2.056018154991398,1,1,0,0,0,0,0,-7.477626610411376,-1.0467551189879305,32.04763741721377,30.157639939989934,44.00607129448476,0.4801287053941377,810.0
2013,10,24,12,41569.5,15,15,430.0,412,390,76.37543482075388,120.15454791791618,995.7435908878618,999.7435908878618,191875,247.13500240053986,4.0,14.109370769773532,3.3626906495961157,1,1,0,0,0,0,0,-8.269913583319003,-1.1600697524286807,18.879644598218004,17.86509982162472,25.992359873463545,0.4252999737499662,690.0
2013,10,24,15,41569.625,15,15,430.0,409,391,76.83626764804205,122.47119229084849,995.0807203526201,999.0807203526201,241250,277.1141642750141,4.0,14.554638316891749,3.4223959089272102,1,1,0,0,0,0,0,-4.716434342037262,-0.6628705352416727,19.553476280763235,17.08075747523743,25.963256933409756,0.41281097365062014,707.0
