year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,Dp,u,v,uv,DpDt,precip,precipArea
2012,1,22,21,40928.875,9,9,594,395,428,72.65998066032246,152.604633336664,1017.6945880264362,1019.6945880264362,101250,179.5240261806447,2.0,8.07901728897427,3.569416960435337,1,1,3,0,0,0,0,,,,,,0.41050343633020653,879.0
2012,1,23,0,40929.0,8,8,594,392,427,73.16647271451144,154.29004621918875,1015.3659039356799,1019.3659039356799,233750,272.7726817250237,4.0,9.639197503759434,3.354920403337674,1,1,0,0,0,0,0,-2.328684090756433,18.090148965992505,18.77311560386529,26.070737601531146,-16.85586711814059,0.3812122892129528,845.0
2012,1,23,3,40929.125,9,9,594,388,425,73.95520284874371,156.4854433170634,1014.6007336015344,1016.6007336015344,110000,187.12051592547775,2.0,9.491037674092258,2.8654927284163567,1,1,0,0,0,0,0,-0.7651703341453685,22.489135980063534,29.234263139436937,36.88364649049263,-5.516131560100349,0.32652213019178117,806.0
2012,1,23,6,40929.25,8,8,594,384,425,74.29437213046344,159.49190102823155,1013.3881648267237,1015.3881648267237,115000,191.3259964331453,2.0,10.423735744983334,2.647811471684472,1,1,0,0,0,0,0,-1.2125687748107885,30.161496399208147,12.57130113363772,32.676497321959815,-8.72673410587266,0.29173948529609955,796.0
2012,1,23,9,40929.375,8,8,594,379,425,74.65404483287914,163.42120922452688,1012.717741032498,1014.717741032498,132500,205.36810833075387,2.0,11.639182677104513,2.71709198779281,1,1,0,0,0,0,0,-0.6704237942256441,38.53603173284662,13.331259920387383,40.77680998778458,-4.816564676238266,0.2496861387963962,822.0
2012,1,23,12,40929.5,10,10,594,374,426,74.71700470349748,167.69946112100192,1011.7460196366794,1013.7460196366794,120625,195.94930472170537,2.0,12.92786332888234,3.419893933986241,1,1,0,0,0,0,0,-0.971721395818604,41.78878898645017,2.333606064986177,41.85389590253934,-6.979094160419541,0.2089734995395257,719.0
2012,1,23,15,40929.625,14,14,594,371,427,74.62430939978047,170.33133133891639,1010.9426880218635,1012.9426880218635,116875,192.8794129702041,2.0,13.71969227301685,4.099462555425926,1,1,0,0,0,0,0,-0.8033316148158337,25.863034873938396,-3.435749165702598,26.090246170172097,-5.772244953086938,0.14763069883356272,530.0
2012,1,23,18,40929.75,13,13,594,367,427,74.75024319356007,173.6598082540901,1010.0725864581055,1012.0725864581055,135000,207.2964896828013,2.0,13.986733788904711,3.4227406675278327,1,1,0,0,0,0,0,-0.8701015637580712,32.4453862965594,4.6677329871311475,32.779426827998634,-6.248251132703879,0.02838098475194121,125.0
2012,1,23,21,40929.875,11,11,594,364,428,74.58474906697153,176.24144431452802,1010.3133884350663,1012.3133884350663,160000,225.6758334191025,2.0,13.57963367197865,3.175151593489572,1,1,0,0,0,0,0,0.24080197696079267,25.433162674149735,-6.134035755373181,26.162418815124106,1.7305833151906336,0.025355074584963715,126.0
2012,1,24,0,40930.0,9,9,594,361,428,74.61441002862824,178.74554837731847,1010.2973490563057,1012.2973490563057,191875,247.13500240053986,2.0,13.353839004857889,2.868453898871085,1,1,0,0,0,0,0,-0.016039378760615362,24.623145474791624,1.0993828185418246,24.647676070056914,-0.11525454964819913,0.0,0.0
2012,1,24,3,40930.125,9,9,594,359,437,72.58084951447438,-179.63035493815298,1010.7599779222917,1012.7599779222917,206875,256.6132453796407,2.0,12.235694651252393,3.6363403326462866,1,1,0,0,0,0,0,0.4626288659860438,-18.020038925418515,-75.37387073286934,77.49801411732365,3.359240483544221,0.08675904790988159,329.0
2012,1,24,6,40930.25,11,11,594,357,439,72.11887046645744,-178.19883948427764,1011.0315119450415,1013.0315119450415,155000,222.12166116452389,2.0,11.671909813970863,4.788134190037235,1,1,0,0,0,0,0,0.2715340227498382,16.291047117532138,-17.12324211852247,23.634797160864192,1.976727570948238,0.09674621678047154,333.0
2012,1,24,9,40930.375,14,14,594,354,444,70.95223513924294,-176.27594202725172,1011.8589649761477,1013.8589649761477,115000,191.3259964331453,2.0,9.584811317792058,3.889083402124088,1,1,0,0,0,0,0,0.8274530311061244,23.25913725440244,-43.2413098768554,49.09988132048145,6.064831476376526,0.10260407884099888,326.0
2012,1,24,12,40930.5,13,13,594,353,447,70.25610419454675,-175.75154547063872,1011.8463017358526,1011.8463017358526,625,14.104739588693906,0.0,9.181743401264088,3.965793641131968,1,1,0,0,0,0,0,-0.01266324029507814,6.566031977472209,-25.80207644350039,26.62442346277991,-0.09321332632195832,0.08830985191722286,250.0
2012,1,24,15,40930.625,13,13,594,353,447,70.25610419454675,-175.75154547063872,,,0,0.0,,9.181743401264088,,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,,0.0,0.0
