Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1994,"SHARK, DOGFISH, SMOOTH",68,0,29,20,Public,Commercial
1994,"SQUIDS, LOLIGINIDAE **","16,087",7,"13,882","9,772",Public,Commercial
1994,"MACKEREL, KING AND CERO **",160,0,251,177,Public,Commercial
1994,"SKATES, RAJIDAE (FAMILY) **","496,568",225,"80,591","56,730",Public,Commercial
1994,"CLAMS, QUAHOG, MERCENARIA **","2,029,982",921,"12,749,006","8,974,280",Public,Commercial
1994,"GROUPERS, SERRANIDAE (FAMILY) **",214,0,321,226,Public,Commercial
1994,"SHARKS, CHONDRICHTHYES (CLASS) **","3,076",1,"1,224",862,Public,Commercial
1994,"SILVERSIDES, ATHERINIDAE (FAMILY) **","80,672",37,"39,892","28,081",Public,Commercial
1994,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **","42,628",19,"109,113","76,807",Public,Commercial
1994,OPAH,837,0,948,667,Public,Commercial
1994,COBIA,165,0,171,120,Public,Commercial
1994,WAHOO,267,0,478,336,Public,Commercial
1994,BOWFIN,696,0,,,Public,Commercial
1994,BURBOT,"4,057",2,402,283,Public,Commercial
1994,CUNNER,232,0,57,40,Public,Commercial
1994,SAUGER,3,0,,,Public,Commercial
1994,TAUTOG,"71,375",32,"72,754","51,213",Public,Commercial
1994,HADDOCK,14,0,9,6,Public,Commercial
1994,POLLOCK,"31,964",14,"26,679","18,780",Public,Commercial
1994,WALLEYE,943,0,,,Public,Commercial
1994,BLUEFISH,"1,471,744",668,"593,593","417,842",Public,Commercial
1994,CHUBS **,12,0,,,Public,Commercial
1994,CLAMS **,"285,972",130,"1,815,736","1,278,133",Public,Commercial
1994,PIKES **,"1,315",1,,,Public,Commercial
1994,TUNAS **,63,0,67,47,Public,Commercial
1994,WEAKFISH,"99,470",45,"177,016","124,605",Public,Commercial
1994,GOOSEFISH,"1,337,093",607,"490,673","345,395",Public,Commercial
1994,"HAKE, RED","520,004",236,"184,970","130,204",Public,Commercial
1994,SHARKS **,"1,812",1,"5,464","3,846",Public,Commercial
1994,SWORDFISH,"247,267",112,"824,096","580,098",Public,Commercial
1994,"BASS, ROCK","4,032",2,292,206,Public,Commercial
1994,"CLAM, SOFT","82,528",37,"368,572","259,445",Public,Commercial
1994,"CRAB, BLUE","886,840",402,"558,718","393,293",Public,Commercial
1994,PORGIES **,"1,517,137",688,"1,565,085","1,101,694",Public,Commercial
1994,SUCKERS **,"4,559",2,,,Public,Commercial
1994,WINDOWPANE,"131,495",60,"39,466","27,781",Public,Commercial
1994,"BASS, WHITE",14,0,7,5,Public,Commercial
1994,"CRAB, JONAH","249,150",113,"186,863","131,537",Public,Commercial
1994,CRAPPIES **,"3,409",2,"5,184","3,649",Public,Commercial
1994,"EEL, CONGER","29,672",13,"11,996","8,444",Public,Commercial
1994,"HAKE, WHITE","138,949",63,"50,421","35,492",Public,Commercial
1994,"MUSSEL, SEA","56,330",26,"57,654","40,584",Public,Commercial
1994,"POUT, OCEAN","28,788",13,"6,415","4,516",Public,Commercial
1994,"CARP, COMMON",535,0,,,Public,Commercial
1994,"HAKE, SILVER","11,165,941","5,065","5,792,705","4,077,601",Public,Commercial
1994,MENHADENS **,"961,474",436,"128,657","90,564",Public,Commercial
1994,"PERCH, WHITE","32,863",15,"12,732","8,963",Public,Commercial
1994,"SCALLOP, BAY","271,461",123,"1,765,349","1,242,664",Public,Commercial
1994,"SCALLOP, SEA",300,0,"1,500","1,056",Public,Commercial
1994,SEAROBINS **,"71,239",32,"14,140","9,953",Public,Commercial
1994,"SHARK, DUSKY","8,106",4,"3,709","2,611",Public,Commercial
1994,"SHARK, NURSE",10,0,6,4,Public,Commercial
1994,STURGEONS **,"43,316",20,"108,291","76,228",Public,Commercial
1994,SUNFISHES **,"10,689",5,"2,302","1,621",Public,Commercial
1994,"TUNA, BIGEYE","799,091",362,"3,870,145","2,724,272",Public,Commercial
1994,AMBERJACKS **,19,0,10,7,Public,Commercial
1994,"BASS, STRIPED","169,811",77,"509,433","358,600",Public,Commercial
1994,"COD, ATLANTIC","248,313",113,"310,516","218,578",Public,Commercial
1994,"DORY, BUCKLER","7,667",3,"4,012","2,824",Public,Commercial
1994,"EEL, AMERICAN","16,775",8,"31,089","21,884",Public,Commercial
1994,FLATFISHES **,"104,222",47,"66,721","46,966",Public,Commercial
1994,KINGFISHES **,"14,769",7,"12,346","8,691",Public,Commercial
1994,"PERCH, YELLOW","64,182",29,"104,920","73,855",Public,Commercial
1994,"TUNA, BLUEFIN","26,178",12,"171,884","120,993",Public,Commercial
1994,DOLPHINFISH **,"31,196",14,"57,842","40,716",Public,Commercial
1994,"JACK, CREVALLE",57,0,33,23,Public,Commercial
1994,"SHAD, AMERICAN","122,425",56,"93,415","65,756",Public,Commercial
1994,"SHARK, SANDBAR","2,267",1,"1,141",803,Public,Commercial
1994,"TUNA, ALBACORE","379,467",172,"241,437","169,952",Public,Commercial
1994,"BASS, BLACK SEA","121,461",55,"243,131","171,144",Public,Commercial
1994,"BULLHEAD, BROWN","25,320",11,"12,425","8,746",Public,Commercial
1994,"CONCHS, TRUE **","87,442",40,"119,453","84,085",Public,Commercial
1994,"FLOUNDER, WITCH","121,741",55,"160,457","112,949",Public,Commercial
1993,"CONCHS, TRUE **","68,510",31,"102,665","70,757",Public,Commercial
1993,"FLOUNDER, WITCH","42,852",19,"47,528","32,756",Public,Commercial
1993,"OYSTER, EASTERN","563,167",255,"2,212,644","1,524,955",Public,Commercial
1993,"SALMON, CHINOOK",2,0,,,Public,Commercial
1993,"SHARK, BLACKTIP",225,0,49,34,Public,Commercial
1993,"SHARK, THRESHER",654,0,219,151,Public,Commercial
1993,"SHARKS, MAKO **","3,899",2,"4,962","3,420",Public,Commercial
1993,"TUNA, YELLOWFIN","358,333",163,"835,299","575,688",Public,Commercial
1993,"WHITEFISH, LAKE",44,0,12,8,Public,Commercial
1993,"BONITO, ATLANTIC","20,889",9,"17,142","11,814",Public,Commercial
1993,"CATFISH, CHANNEL","5,126",2,,,Public,Commercial
1993,"DRUM, FRESHWATER","5,457",2,782,539,Public,Commercial
1993,"FLOUNDER, SUMMER","844,042",383,"1,629,388","1,122,975",Public,Commercial
1993,"FLOUNDER, WINTER","683,288",310,"764,509","526,900",Public,Commercial
1993,HARVESTFISHES **,"584,411",265,"361,253","248,976",Public,Commercial
1993,"PUFFER, NORTHERN",70,0,43,30,Public,Commercial
1993,"REDFISH, ACADIAN",70,0,70,48,Public,Commercial
1993,"SHARK, PORBEAGLE",117,0,136,94,Public,Commercial
1993,"TILEFISH, GOLDEN","2,192,541",995,"2,740,832","1,888,981",Public,Commercial
1993,TRIGGERFISHES **,"3,878",2,"2,112","1,456",Public,Commercial
1993,"HERRING, ATLANTIC","17,719",8,"3,020","2,081",Public,Commercial
1993,"LOBSTER, AMERICAN","2,667,107","1,210","9,053,039","6,239,355",Public,Commercial
1993,"MACKEREL, SPANISH","42,063",19,"40,789","28,112",Public,Commercial
1993,"SHARK, SAND TIGER","1,336",1,276,190,Public,Commercial
1993,"MACKEREL, ATLANTIC","406,049",184,"102,015","70,309",Public,Commercial
1993,"SHARKS, DOGFISH **","94,778",43,"24,758","17,063",Public,Commercial
1993,"SHRIMPS, MANTIS **",246,0,226,156,Public,Commercial
1993,"TUNA, LITTLE TUNNY","88,437",40,"16,634","11,464",Public,Commercial
1993,"VERTEBRATES, JAWED","5,808",3,"3,065","2,112",Public,Commercial
1993,"WOLFFISH, ATLANTIC",177,0,140,96,Public,Commercial
1993,"CLAM, QUAHOG, OCEAN","1,501,480",681,"548,678","378,149",Public,Commercial
1993,"CLAM, SURF, ATLANTIC","14,558,223","6,604","5,554,545","3,828,192",Public,Commercial
1993,"FLOUNDER, YELLOWTAIL","270,386",123,"377,220","259,980",Public,Commercial
1993,"LANCE, AMERICAN SAND","15,778",7,"8,301","5,721",Public,Commercial
1993,"SHARK, MAKO, LONGFIN",345,0,132,91,Public,Commercial
1993,"SHRIMPS, PENAEOID **",205,0,205,141,Public,Commercial
1993,"SHARK, DOGFISH, SPINY",630,0,106,73,Public,Commercial
1993,"SHARK, MAKO, SHORTFIN","39,744",18,"47,144","32,492",Public,Commercial
1993,"SQUID, LONGFIN LOLIGO","8,702,229","3,947","6,130,175","4,224,917",Public,Commercial
1993,"SQUID, SHORTFIN ILLEX","1,018,450",462,"846,604","583,479",Public,Commercial
1993,"CATFISHES, FORKTAIL **","25,000",11,"20,000","13,784",Public,Commercial
1993,"HERRING, LAKE OR CISCO",16,0,,,Public,Commercial
1993,"SQUIDS, LOLIGINIDAE **","8,189",4,"6,284","4,331",Public,Commercial
1993,"HAKES, RED AND WHITE **",25,0,8,6,Public,Commercial
1993,"FLOUNDER, AMERICAN PLAICE","1,313",1,851,587,Public,Commercial
1993,"MACKEREL, KING AND CERO **",17,0,17,12,Public,Commercial
1993,"SKATES, RAJIDAE (FAMILY) **","370,831",168,"60,483","41,685",Public,Commercial
1993,"CLAMS, QUAHOG, MERCENARIA **","1,793,592",814,"11,195,504","7,715,941",Public,Commercial
1993,"SHARKS, CHONDRICHTHYES (CLASS) **",139,0,82,57,Public,Commercial
1993,"SILVERSIDES, ATHERINIDAE (FAMILY) **","78,175",35,"51,085","35,208",Public,Commercial
1993,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **","35,000",16,"97,500","67,197",Public,Commercial
1993,SPOT,63,0,24,17,Public,Commercial
1993,WAHOO,702,0,"1,034",713,Public,Commercial
1993,BURBOT,"2,858",1,314,216,Public,Commercial
1993,TAUTOG,"89,467",41,"64,896","44,726",Public,Commercial
1993,ESCOLAR,611,0,369,254,Public,Commercial
1993,HADDOCK,11,0,7,5,Public,Commercial
1993,POLLOCK,"10,715",5,"10,434","7,191",Public,Commercial
1993,WALLEYE,754,0,,,Public,Commercial
1993,BLUEFISH,"1,549,089",703,"625,802","431,303",Public,Commercial
1993,CHUBS **,71,0,71,49,Public,Commercial
1993,CLAMS **,"476,628",216,"2,967,996","2,045,543",Public,Commercial
1993,PIKES **,"1,930",1,,,Public,Commercial
1993,TUNAS **,"2,211",1,308,212,Public,Commercial
1993,WEAKFISH,"88,379",40,"119,491","82,352",Public,Commercial
1993,GOOSEFISH,"1,059,296",480,"533,692","367,820",Public,Commercial
1993,"HAKE, RED","438,035",199,"159,845","110,165",Public,Commercial
1993,HOGCHOKER,40,0,150,103,Public,Commercial
1993,SHARKS **,835,0,"2,955","2,037",Public,Commercial
1993,SWORDFISH,"385,938",175,"1,265,697","872,318",Public,Commercial
1993,"BASS, ROCK","6,394",3,222,153,Public,Commercial
1993,"CLAM, SOFT","111,792",51,"466,585","321,570",Public,Commercial
1993,"CRAB, BLUE","1,214,840",551,"759,350","523,344",Public,Commercial
1993,PORGIES **,"1,606,780",729,"1,115,128","768,546",Public,Commercial
1993,SUCKERS **,"3,796",2,,,Public,Commercial
1993,WINDOWPANE,"113,496",51,"33,637","23,183",Public,Commercial
1993,"BASS, WHITE",98,0,5,3,Public,Commercial
1993,"CRAB, JONAH","10,459",5,"8,373","5,770",Public,Commercial
1993,CRAPPIES **,"2,365",1,"3,826","2,636",Public,Commercial
1993,"DRUM, BLACK",57,0,14,10,Public,Commercial
1993,"EEL, CONGER","30,065",14,"10,649","7,339",Public,Commercial
1993,"HAKE, WHITE","26,737",12,"10,440","7,195",Public,Commercial
1993,"MUSSEL, SEA","46,060",21,"46,060","31,745",Public,Commercial
1993,"POUT, OCEAN","24,763",11,"4,748","3,272",Public,Commercial
1993,SCULPINS **,360,0,54,37,Public,Commercial
1993,"TROUT, LAKE",105,0,,,Public,Commercial
1993,"CARP, COMMON",540,0,,,Public,Commercial
1993,GARFISHES **,11,0,3,2,Public,Commercial
1993,"HAKE, SILVER","12,200,051","5,534","5,900,115","4,066,360",Public,Commercial
1993,MENHADENS **,"1,048,993",476,"119,609","82,435",Public,Commercial
1993,"PERCH, WHITE","37,348",17,"11,079","7,636",Public,Commercial
1993,"SCALLOP, BAY","15,123",7,"142,702","98,350",Public,Commercial
1993,"SCALLOP, SEA","14,512",7,"86,407","59,552",Public,Commercial
1993,SEAROBINS **,"31,146",14,"5,467","3,768",Public,Commercial
1993,STURGEONS **,"22,907",10,"29,435","20,287",Public,Commercial
1993,SUNFISHES **,"8,529",4,"2,166","1,493",Public,Commercial
1993,"TROUT, BROWN",1,0,,,Public,Commercial
1993,"TUNA, BIGEYE","526,705",239,"1,998,687","1,377,495",Public,Commercial
1993,"BASS, STRIPED","109,362",50,"321,525","221,595",Public,Commercial
1993,"COD, ATLANTIC","423,214",192,"526,706","363,005",Public,Commercial
1993,"DORY, BUCKLER",544,0,636,438,Public,Commercial
1993,"EEL, AMERICAN","43,150",20,"84,560","58,279",Public,Commercial
1993,FLATFISHES **,"11,794",5,"8,085","5,572",Public,Commercial
1993,KINGFISHES **,"10,884",5,"8,146","5,614",Public,Commercial
1993,"PERCH, YELLOW","74,198",34,"101,173","69,728",Public,Commercial
1993,"TUNA, BLUEFIN","43,125",20,"254,618","175,482",Public,Commercial
1993,CRUSTACEANS **,60,0,60,41,Public,Commercial
1993,DOLPHINFISH **,"49,584",22,"71,129","49,022",Public,Commercial
1993,"JACK, CREVALLE",128,0,57,39,Public,Commercial
1993,"SHAD, AMERICAN","120,105",54,"98,563","67,930",Public,Commercial
1993,"SHARK, SANDBAR","21,823",10,"4,833","3,331",Public,Commercial
1993,"SMELT, RAINBOW",1,0,,,Public,Commercial
1993,"TUNA, ALBACORE","225,613",102,"161,374","111,219",Public,Commercial
1993,"BASS, BLACK SEA","125,370",57,"243,281","167,669",Public,Commercial
1993,"BULLHEAD, BROWN","20,764",9,"11,313","7,797",Public,Commercial
1992,"SHARK, THRESHER",485,0,124,83,Public,Commercial
1992,"SHARKS, MAKO **","6,903",3,"8,359","5,628",Public,Commercial
1992,"TUNA, YELLOWFIN","682,146",309,"1,369,540","922,043",Public,Commercial
1992,"WHITEFISH, LAKE",42,0,21,14,Public,Commercial
1992,"BONITO, ATLANTIC","17,035",8,"11,812","7,952",Public,Commercial
1992,"CATFISH, CHANNEL",960,0,,,Public,Commercial
1992,"DRUM, FRESHWATER","3,961",2,153,103,Public,Commercial
1992,"FLOUNDER, SUMMER","1,239,488",562,"2,049,897","1,380,093",Public,Commercial
1992,"FLOUNDER, WINTER","1,014,807",460,"1,021,077","687,440",Public,Commercial
1992,HARVESTFISHES **,"459,220",208,"330,824","222,727",Public,Commercial
1992,"PUFFER, NORTHERN","36,600",17,"19,151","12,893",Public,Commercial
1992,"SHARK, PORBEAGLE","5,789",3,"8,225","5,537",Public,Commercial
1992,"TILEFISH, GOLDEN","2,102,542",954,"3,715,296","2,501,323",Public,Commercial
1992,TRIGGERFISHES **,145,0,68,46,Public,Commercial
1992,"HERRING, ATLANTIC","19,239",9,"2,926","1,970",Public,Commercial
1992,"LOBSTER, AMERICAN","2,651,067","1,203","8,670,120","5,837,158",Public,Commercial
1992,"MACKEREL, SPANISH","31,873",14,"24,260","16,333",Public,Commercial
1992,"MACKEREL, ATLANTIC","569,754",258,"59,923","40,343",Public,Commercial
1992,"SHARKS, DOGFISH **","155,670",71,"27,485","18,504",Public,Commercial
1992,"SHRIMPS, MANTIS **","9,000",4,"7,650","5,150",Public,Commercial
1992,"TUNA, LITTLE TUNNY",125,0,25,17,Public,Commercial
1992,"WOLFFISH, ATLANTIC","4,254",2,"2,721","1,832",Public,Commercial
1992,"CLAM, QUAHOG, OCEAN","1,736,960",788,"590,048","397,250",Public,Commercial
1992,"CLAM, SURF, ATLANTIC","12,228,967","5,547","3,179,533","2,140,621",Public,Commercial
1992,"FLOUNDER, YELLOWTAIL","376,032",171,"410,955","276,675",Public,Commercial
1992,"LANCE, AMERICAN SAND","1,600",1,896,603,Public,Commercial
1992,"SHARK, MAKO, LONGFIN","2,452",1,"3,362","2,263",Public,Commercial
1992,"SHARK, MAKO, SHORTFIN","40,842",19,"45,683","30,756",Public,Commercial
1992,"CATFISHES, FORKTAIL **","43,000",20,"30,000","20,198",Public,Commercial
1992,"HERRING, LAKE OR CISCO",146,0,47,32,Public,Commercial
1992,"SQUIDS, LOLIGINIDAE **","9,105,913","4,130","5,114,647","3,443,436",Public,Commercial
1992,"FLOUNDER, AMERICAN PLAICE","4,075",2,"5,705","3,841",Public,Commercial
1992,"MACKEREL, KING AND CERO **",940,0,705,475,Public,Commercial
1992,"SKATES, RAJIDAE (FAMILY) **","509,394",231,"51,462","34,647",Public,Commercial
1992,"CLAMS, QUAHOG, MERCENARIA **","1,851,360",840,"10,859,026","7,310,839",Public,Commercial
1992,"SHARKS, CHONDRICHTHYES (CLASS) **","8,403",4,"2,798","1,884",Public,Commercial
1992,"SILVERSIDES, ATHERINIDAE (FAMILY) **","40,150",18,"24,136","16,250",Public,Commercial
1992,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **","13,000",6,"39,000","26,257",Public,Commercial
1992,CUSK,"5,650",3,"2,000","1,347",Public,Commercial
1992,WAHOO,592,0,845,569,Public,Commercial
1992,BOWFIN,872,0,,,Public,Commercial
1992,BURBOT,760,0,,,Public,Commercial
1992,TAUTOG,"169,011",77,"116,479","78,419",Public,Commercial
1992,ESCOLAR,887,0,495,333,Public,Commercial
1992,POLLOCK,"19,409",9,"10,255","6,904",Public,Commercial
1992,WALLEYE,543,0,,,Public,Commercial
1992,BLUEFISH,"1,492,822",677,"487,090","327,933",Public,Commercial
1992,CHUBS **,,,,,Public,Commercial
1992,CLAMS **,"367,260",167,"2,160,547","1,454,588",Public,Commercial
1992,PIKES **,"3,067",1,,,Public,Commercial
1992,TUNAS **,106,0,27,18,Public,Commercial
1992,WEAKFISH,"168,087",76,"188,528","126,926",Public,Commercial
1992,GOOSEFISH,"736,584",334,"486,781","327,725",Public,Commercial
1992,"HAKE, RED","702,282",319,"234,223","157,691",Public,Commercial
1992,SHARKS **,"1,295",1,"2,992","2,014",Public,Commercial
1992,SWORDFISH,"577,688",262,"1,844,663","1,241,919",Public,Commercial
1992,"BASS, ROCK","28,775",13,"5,449","3,668",Public,Commercial
1992,"CLAM, SOFT","140,064",64,"501,473","337,617",Public,Commercial
1992,"CRAB, BLUE","765,565",347,"447,033","300,965",Public,Commercial
1992,PORGIES **,"2,298,411","1,043","2,197,266","1,479,309",Public,Commercial
1992,SUCKERS **,"3,337",2,,,Public,Commercial
1992,WINDOWPANE,"13,446",6,"2,931","1,973",Public,Commercial
1992,"BASS, WHITE",126,0,1,1,Public,Commercial
1992,"CRAB, JONAH","1,040",0,780,525,Public,Commercial
1992,CRAPPIES **,"5,435",2,"7,850","5,286",Public,Commercial
1992,"EEL, CONGER","77,466",35,"23,321","15,701",Public,Commercial
1992,"HAKE, WHITE","17,752",8,"6,624","4,460",Public,Commercial
1992,"MUSSEL, SEA","27,800",13,"27,701","18,650",Public,Commercial
1992,"POUT, OCEAN","66,028",30,"11,212","7,548",Public,Commercial
1992,"TROUT, LAKE",22,0,,,Public,Commercial
1992,"CARP, COMMON","1,552",1,,,Public,Commercial
1992,"HAKE, SILVER","5,936,099","2,693","2,939,627","1,979,104",Public,Commercial
1992,MENHADENS **,"1,131,701",513,"126,842","85,396",Public,Commercial
1992,"PERCH, WHITE","32,525",15,"10,282","6,922",Public,Commercial
1992,"SCALLOP, BAY","24,518",11,"181,554","122,231",Public,Commercial
1992,"SCALLOP, SEA","23,481",11,"118,462","79,755",Public,Commercial
1992,SEAROBINS **,"39,550",18,"10,332","6,956",Public,Commercial
1992,"SHARK, DUSKY",103,0,30,20,Public,Commercial
1992,STURGEONS **,"39,208",18,"78,883","53,108",Public,Commercial
1992,SUNFISHES **,"21,957",10,"8,736","5,882",Public,Commercial
1992,"TUNA, BIGEYE","364,687",165,"2,058,538","1,385,911",Public,Commercial
1992,"BASS, STRIPED","226,613",103,"679,839","457,702",Public,Commercial
1992,"COD, ATLANTIC","501,706",228,"516,672","347,849",Public,Commercial
1992,"DORY, BUCKLER",540,0,530,357,Public,Commercial
1992,"EEL, AMERICAN","61,206",28,"109,684","73,845",Public,Commercial
1992,GRENADIERS **,200,0,100,67,Public,Commercial
1992,KINGFISHES **,460,0,345,232,Public,Commercial
1992,"PERCH, YELLOW","158,415",72,"221,811","149,334",Public,Commercial
1992,"TUNA, BLUEFIN","24,154",11,"119,034","80,138",Public,Commercial
1992,DOLPHINFISH **,"27,146",12,"43,441","29,247",Public,Commercial
1992,"JACK, CREVALLE","3,250",1,"3,250","2,188",Public,Commercial
1992,"SHAD, AMERICAN","245,110",111,"128,651","86,614",Public,Commercial
1992,"SHARK, SANDBAR","21,063",10,"7,274","4,897",Public,Commercial
1992,"TROUT, RAINBOW",36,0,,,Public,Commercial
1992,"TUNA, ALBACORE","308,623",140,"211,839","142,621",Public,Commercial
1992,"BASS, BLACK SEA","111,798",51,"207,107","139,435",Public,Commercial
1992,"BULLHEAD, BROWN","29,195",13,"19,501","13,129",Public,Commercial
1992,"CONCHS, TRUE **","114,117",52,"170,953","115,094",Public,Commercial
1992,"CRAB, HORSESHOE",500,0,175,118,Public,Commercial
1992,"FLOUNDER, WITCH","53,152",24,"83,528","56,235",Public,Commercial
1992,"OYSTER, EASTERN","886,757",402,"3,126,101","2,104,648",Public,Commercial
1992,"SHARK, BLACKTIP",103,0,48,32,Public,Commercial
1991,"WHITEFISH, LAKE",7,0,1,1,Public,Commercial
1991,"BONITO, ATLANTIC","1,247",1,818,538,Public,Commercial
1991,"CATFISH, CHANNEL","1,463",1,,,Public,Commercial
1991,"DRUM, FRESHWATER","9,005",4,"1,465",964,Public,Commercial
1991,"FLOUNDER, SUMMER","731,484",332,"1,264,989","832,678",Public,Commercial
1991,"FLOUNDER, WINTER","884,919",401,"823,182","541,860",Public,Commercial
1991,HARVESTFISHES **,"433,015",196,"302,718","199,264",Public,Commercial
1991,"PUFFER, NORTHERN","42,805",19,"21,953","14,451",Public,Commercial
1991,"SHARK, PORBEAGLE",39,0,42,28,Public,Commercial
1991,"TILEFISH, GOLDEN","1,578,010",716,"2,611,941","1,719,310",Public,Commercial
1991,TRIGGERFISHES **,845,0,212,140,Public,Commercial
1991,"HERRING, ATLANTIC","273,326",124,"25,934","17,071",Public,Commercial
1991,"LOBSTER, AMERICAN","3,128,246","1,419","8,998,561","5,923,303",Public,Commercial
1991,"MACKEREL, SPANISH","149,321",68,"129,817","85,452",Public,Commercial
1991,"MACKEREL, ATLANTIC","352,170",160,"136,053","89,557",Public,Commercial
1991,"SHARKS, DOGFISH **","77,240",35,"16,361","10,770",Public,Commercial
1991,"TUNA, LITTLE TUNNY","13,465",6,"1,619","1,066",Public,Commercial
1991,"VERTEBRATES, JAWED","3,403",2,"2,798","1,841",Public,Commercial
1991,"WOLFFISH, ATLANTIC","9,492",4,"3,839","2,527",Public,Commercial
1991,"CLAM, QUAHOG, OCEAN","883,680",401,"281,724","185,445",Public,Commercial
1991,"CLAM, SURF, ATLANTIC","12,121,867","5,498","3,603,073","2,371,723",Public,Commercial
1991,"FLOUNDER, YELLOWTAIL","287,439",130,"253,994","167,192",Public,Commercial
1991,"LANCE, AMERICAN SAND",280,0,157,103,Public,Commercial
1991,"SHARK, MAKO, LONGFIN","2,182",1,"2,325","1,530",Public,Commercial
1991,"SHARK, MAKO, SHORTFIN","31,659",14,"35,995","23,694",Public,Commercial
1991,"SQUID, LONGFIN LOLIGO","10,130,737","4,595","4,892,717","3,220,631",Public,Commercial
1991,"CATFISHES, FORKTAIL **","58,000",26,"39,000","25,672",Public,Commercial
1991,"HERRING, LAKE OR CISCO",50,0,,,Public,Commercial
1991,"MACKEREL, KING AND CERO **",13,0,13,9,Public,Commercial
1991,"SKATES, RAJIDAE (FAMILY) **","125,443",57,"14,215","9,357",Public,Commercial
1991,"CLAMS, QUAHOG, MERCENARIA **","1,897,786",861,"11,318,222","7,450,220",Public,Commercial
1991,"CATFISHES-BULLHEADS, OTHER **","3,000",1,"1,000",658,Public,Commercial
1991,"SHARKS, CHONDRICHTHYES (CLASS) **","6,963",3,"3,414","2,247",Public,Commercial
1991,"SILVERSIDES, ATHERINIDAE (FAMILY) **","67,940",31,"39,661","26,107",Public,Commercial
1991,WAHOO,307,0,420,276,Public,Commercial
1991,BOWFIN,"1,125",1,,,Public,Commercial
1991,BURBOT,105,0,,,Public,Commercial
1991,TAUTOG,"226,413",103,"158,246","104,165",Public,Commercial
1991,ESCOLAR,312,0,312,205,Public,Commercial
1991,POLLOCK,"3,910",2,"2,533","1,667",Public,Commercial
1991,WALLEYE,"12,565",6,,,Public,Commercial
1991,BLUEFISH,"1,578,549",716,"433,777","285,534",Public,Commercial
1991,CHUBS **,21,0,21,14,Public,Commercial
1991,CLAMS **,"347,772",158,"2,083,010","1,371,141",Public,Commercial
1991,PIKES **,"2,635",1,,,Public,Commercial
1991,TUNAS **,45,0,216,142,Public,Commercial
1991,WEAKFISH,"111,629",51,"117,783","77,531",Public,Commercial
1991,GOOSEFISH,"557,519",253,"315,652","207,778",Public,Commercial
1991,"HAKE, RED","323,671",147,"102,525","67,487",Public,Commercial
1991,SWORDFISH,"421,269",191,"1,350,585","889,023",Public,Commercial
1991,"BASS, ROCK","28,955",13,"5,873","3,866",Public,Commercial
1991,"CLAM, SOFT","178,848",81,"573,632","377,593",Public,Commercial
1991,"CRAB, BLUE","817,545",371,"441,034","290,311",Public,Commercial
1991,PORGIES **,"2,695,560","1,223","2,576,257","1,695,822",Public,Commercial
1991,SUCKERS **,"20,069",9,1,1,Public,Commercial
1991,WINDOWPANE,"29,967",14,"6,652","4,379",Public,Commercial
1991,"BASS, WHITE",61,0,1,1,Public,Commercial
1991,"CRAB, GREEN","2,800",1,980,645,Public,Commercial
1991,CRAPPIES **,"8,573",4,"7,320","4,818",Public,Commercial
1991,"EEL, CONGER","26,289",12,"9,114","5,999",Public,Commercial
1991,"HAKE, WHITE","26,062",12,"11,931","7,854",Public,Commercial
1991,"MUSSEL, SEA","59,540",27,"57,152","37,620",Public,Commercial
1991,"POUT, OCEAN","2,570",1,900,592,Public,Commercial
1991,"TROUT, LAKE",42,0,,,Public,Commercial
1991,"CARP, COMMON","2,069",1,212,140,Public,Commercial
1991,"HAKE, SILVER","6,104,769","2,769","2,464,451","1,622,225",Public,Commercial
1991,MENHADENS **,"650,150",295,"64,805","42,658",Public,Commercial
1991,"PERCH, WHITE","34,025",15,"14,013","9,224",Public,Commercial
1991,"SALMON, COHO",1,0,,,Public,Commercial
1991,"SCALLOP, BAY","15,471",7,"116,825","76,900",Public,Commercial
1991,"SCALLOP, SEA","20,950",10,"104,750","68,952",Public,Commercial
1991,SEAROBINS **,"5,060",2,"2,530","1,665",Public,Commercial
1991,"SHARK, NURSE","1,043",0,750,494,Public,Commercial
1991,STURGEONS **,"83,350",38,"147,449","97,058",Public,Commercial
1991,SUNFISHES **,"24,817",11,"11,290","7,432",Public,Commercial
1991,"TROUT, BROWN",2,0,,,Public,Commercial
1991,"TUNA, BIGEYE","555,370",252,"1,955,251","1,287,044",Public,Commercial
1991,"BASS, STRIPED","105,262",48,"263,158","173,224",Public,Commercial
1991,"COD, ATLANTIC","635,394",288,"592,032","389,705",Public,Commercial
1991,"DORY, BUCKLER",20,0,20,13,Public,Commercial
1991,"EEL, AMERICAN","57,927",26,"79,852","52,563",Public,Commercial
1991,KINGFISHES **,"2,200",1,"1,650","1,086",Public,Commercial
1991,"PERCH, YELLOW","177,445",80,"245,702","161,733",Public,Commercial
1991,"TUNA, BLUEFIN","25,041",11,"112,388","73,979",Public,Commercial
1991,CRUSTACEANS **,828,0,464,305,Public,Commercial
1991,DOLPHINFISH **,"32,247",15,"45,015","29,631",Public,Commercial
1991,"SHAD, AMERICAN","298,805",136,"127,036","83,621",Public,Commercial
