Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
2016,WEAKFISH,"30,714",14,"74,776","79,054",Public,Commercial
2016,"DRUM, RED",,,,,Confidential,Commercial
2016,GOOSEFISH,"1,581,750",717,"1,963,231","2,075,568",Public,Commercial
2016,"HAKE, RED","238,182",108,"141,960","150,083",Public,Commercial
2016,SQUIDS **,"5,977",3,"5,559","5,877",Public,Commercial
2016,SWORDFISH,"62,480",28,"194,792","205,938",Public,Commercial
2016,WHELKS **,"81,851",37,"149,303","157,846",Public,Commercial
2016,WRECKFISH,,,,,Confidential,Commercial
2016,"BASS, ROCK",,,,,Public,Commercial
2016,BUTTERFISH,"540,588",245,"462,672","489,146",Public,Commercial
2016,"CLAM, SOFT","242,641",110,"1,137,378","1,202,459",Public,Commercial
2016,"CRAB, BLUE","248,305",113,"469,370","496,228",Public,Commercial
2016,"CRAB, LADY",,,,,Confidential,Commercial
2016,MULLETS **,335,0,377,398,Public,Commercial
2016,"PORGY, RED",,,,,Confidential,Commercial
2016,"SILVERSIDE, ATLANTIC","32,470",15,"74,963","79,252",Public,Commercial
2016,"CLAM, RAZOR, ATLANTIC",,,,,Confidential,Commercial
2016,"SHARK, DOGFISH, SPINY","39,064",18,"21,680","22,920",Public,Commercial
2016,"SHARK, MAKO, SHORTFIN",,,,,Confidential,Commercial
2016,"SQUID, LONGFIN LOLIGO","6,302,565","2,859","7,830,440","8,278,498",Public,Commercial
2016,"SQUID, SHORTFIN ILLEX","3,386",2,"4,928","5,210",Public,Commercial
2016,"CLAM, QUAHOG, NORTHERN","2,173,995",986,"11,956,949","12,641,125",Public,Commercial
2016,"HERRING, LAKE OR CISCO","1,806",1,,,Public,Commercial
2016,"SHARK, DOGFISH, SMOOTH","207,797",94,"112,008","118,417",Public,Commercial
2016,"SQUIDS, LOLIGINIDAE **",,,,,Confidential,Commercial
2016,"HAKES, RED AND WHITE **","5,076",2,"4,861","5,139",Public,Commercial
2016,"MACKEREL, ATLANTIC CHUB",,,,,Confidential,Commercial
2016,"RAVEN, SEA",52,0,38,40,Public,Commercial
2016,SHEEPSHEAD,58,0,54,57,Public,Commercial
2016,SHRIMPS **,,,,,Confidential,Commercial
2016,SUCKERS **,,,,,Public,Commercial
2016,WINDOWPANE,"24,988",11,"14,193","15,005",Public,Commercial
2016,"BASS, WHITE",,,,,Public,Commercial
2016,"CRAB, GREEN","9,727",4,"13,423","14,191",Public,Commercial
2016,"CRAB, JONAH","165,427",75,"128,870","136,243",Public,Commercial
2016,DOLPHINFISH,,,,,Confidential,Commercial
2016,"DRUM, BLACK",149,0,147,156,Public,Commercial
2016,"EEL, CONGER","5,918",3,"7,416","7,840",Public,Commercial
2016,"HAKE, WHITE",533,0,890,941,Public,Commercial
2016,HERRINGS **,,,,,Confidential,Commercial
2016,"MUSSEL, SEA",,,,,Confidential,Commercial
2016,"PERCH, SAND",,,,,Confidential,Commercial
2016,"POUT, OCEAN",,,,,Confidential,Commercial
2016,"SHARK, BLUE",,,,,Confidential,Commercial
2016,"ANCHOVY, BAY",,,,,Confidential,Commercial
2016,"CARP, COMMON",,,,,Public,Commercial
2016,"CARP, COMMON",,,,,Confidential,Commercial
2016,GARFISHES **,54,0,34,36,Public,Commercial
2016,"HAKE, SILVER","1,718,915",780,"1,520,458","1,607,459",Public,Commercial
2016,MENHADENS **,"1,637,913",743,"194,075","205,180",Public,Commercial
2016,OCTOPUSES **,,,,,Confidential,Commercial
2016,"PERCH, WHITE","6,826",3,"6,605","6,982",Public,Commercial
2016,"RAY, COWNOSE",,,,,Confidential,Commercial
2016,"RUNNER, BLUE",323,0,327,346,Public,Commercial
2016,"SCALLOP, BAY","32,070",15,"1,047,743","1,107,695",Public,Commercial
2016,"SCALLOP, SEA","397,698",180,"3,783,357","3,999,841",Public,Commercial
2016,SEAROBINS **,"16,372",7,"4,041","4,272",Public,Commercial
2016,"SNAPPER, RED",125,0,117,124,Public,Commercial
2016,SPADEFISH **,,,,,Confidential,Commercial
2016,"TROUT, BROWN",,,,,Confidential,Commercial
2016,"TUNA, BIGEYE","19,686",9,"97,089","102,644",Public,Commercial
2016,"WHELK, WAVED","8,056",4,"4,348","4,597",Public,Commercial
2016,AMBERJACKS **,,,,,Confidential,Commercial
2016,"BASS, STRIPED","560,933",254,"2,282,997","2,413,630",Public,Commercial
2016,"COD, ATLANTIC","39,616",18,"79,739","84,302",Public,Commercial
2016,"DORY, BUCKLER","25,140",11,"27,937","29,536",Public,Commercial
2016,"EEL, AMERICAN","34,205",16,"86,082","91,007",Public,Commercial
2016,"HAKE, SPOTTED",,,,,Confidential,Commercial
2016,KINGFISHES **,332,0,297,314,Public,Commercial
2016,"PERCH, YELLOW","78,870",36,"191,443","202,397",Public,Commercial
2016,"PERCH, YELLOW",,,,,Confidential,Commercial
2016,"SHAD, GIZZARD",,,,,Confidential,Commercial
2016,"SHAD, HICKORY","2,244",1,904,955,Public,Commercial
2016,SHARK FINS **,,,,,Confidential,Commercial
2016,"SKATE, LITTLE",,,,,Confidential,Commercial
2016,"SKATE, SMOOTH","110,301",50,"32,359","34,210",Public,Commercial
2016,"SKATE, THORNY",,,,,Confidential,Commercial
2016,"SKATE, WINTER","1,447,325",657,"307,234","324,814",Public,Commercial
2016,"SUCKER, WHITE",,,,,Confidential,Commercial
2016,"SEAWEED, KELP, FINGERED",,,,,Confidential,Commercial
2016,"PERIWINKLES, ATLANTIC **",,,,,Confidential,Commercial
2016,"FLOUNDER, AMERICAN PLAICE","3,391",2,"7,624","8,060",Public,Commercial
2016,"SKATES, RAJIDAE (FAMILY) **","359,578",163,"73,956","78,187",Public,Commercial
2016,"SEAROBINS, NORTH AMERICAN **","11,463",5,,,Public,Commercial
2016,WITHHELD FOR CONFIDENTIALITY,"447,613",203,"2,249,350","2,378,058",Public,Commercial
2016,"SNAPPERS, LUTJANIDAE (FAMILY) **",,,,,Confidential,Commercial
2016,"CRABS, HERMIT, PAGURUS (GENUS) **",,,,,Confidential,Commercial
2016,"STINGRAYS, DASYATIDAE (FAMILY) **",,,,,Confidential,Commercial
2016,"PUFFERS, TETRAODONTIDAE (FAMILY) **","1,362",1,"7,297","7,714",Public,Commercial
2016,"SILVERSIDES, ATHERINIDAE (FAMILY) **","96,167",44,"129,453","136,860",Public,Commercial
2016,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,,Confidential,Commercial
2016,"TUNA, SKIPJACK",,,,,Confidential,Commercial
2016,"WHELK, KNOBBED","15,998",7,"43,697","46,198",Public,Commercial
2016,"BASS, BLACK SEA","184,529",84,"736,624","778,773",Public,Commercial
2016,"CRAB, HORSESHOE","523,616",238,"314,706","332,713",Public,Commercial
2016,"FLOUNDER, WITCH",394,0,"1,064","1,124",Public,Commercial
2016,"OYSTER, EASTERN",,,,,Confidential,Commercial
2016,"SHARK, THRESHER","3,011",1,"3,238","3,423",Public,Commercial
2016,"SKATE, BARNDOOR",,,,,Confidential,Commercial
2016,"SNAILS, MOON **",,,,,Confidential,Commercial
2016,"TUNA, YELLOWFIN","46,849",21,"149,633","158,195",Public,Commercial
2016,"BONITO, ATLANTIC","1,783",1,"2,282","2,413",Public,Commercial
2016,"CATFISH, CHANNEL",,,,,Public,Commercial
2016,"CLAM, ARK, BLOOD",132,0,32,33,Public,Commercial
2016,"CRABS, SPIDER **",,,,,Confidential,Commercial
2016,"FLOUNDER, SUMMER","603,522",274,"2,527,473","2,672,095",Public,Commercial
2016,"FLOUNDER, WINTER","107,833",49,"265,782","280,991",Public,Commercial
2016,"PERCHES, TRUE **",,,,,Confidential,Commercial
2016,"POMPANO, FLORIDA",,,,,Confidential,Commercial
2016,"PUFFER, NORTHERN","8,934",4,"12,278","12,980",Public,Commercial
2016,"REDFISH, ACADIAN","6,932",3,"9,728","10,285",Public,Commercial
2016,"TILEFISH, GOLDEN","741,280",336,"2,972,111","3,142,175",Public,Commercial
2016,"TOADFISH, OYSTER",63,0,,,Public,Commercial
2016,TRIGGERFISHES **,"1,346",1,"2,793","2,953",Public,Commercial
2016,"WHELK, CHANNELED","87,275",40,"627,089","662,971",Public,Commercial
2016,"WHITEFISH, ROUND",228,0,36,38,Public,Commercial
2016,"CROAKER, ATLANTIC",25,0,19,21,Public,Commercial
2016,"HERRING, ATLANTIC","71,190",32,"24,235","25,622",Public,Commercial
2016,"HERRING, BLUEBACK",,,,,Confidential,Commercial
2016,"LOBSTER, AMERICAN","218,846",99,"1,037,330","1,096,686",Public,Commercial
2016,"MACKEREL, SPANISH",813,0,"2,142","2,264",Public,Commercial
2016,"REMORAS, OTHER **",,,,,Confidential,Commercial
2016,"SEAROBIN, STRIPED",,,,,Confidential,Commercial
2016,"FLOUNDER, FOURSPOT","8,227",4,"7,382","7,805",Public,Commercial
2016,"FLOUNDER, SOUTHERN",29,0,98,104,Public,Commercial
2016,"GUITARFISH, BANDED","29,438",13,"3,737","3,951",Public,Commercial
2016,"HERRINGS, RIVER **","6,314",3,"2,084","2,203",Public,Commercial
2016,"KINGFISH, NORTHERN","2,074",1,"1,776","1,877",Public,Commercial
2016,"MACKEREL, ATLANTIC","40,603",18,"30,100","31,823",Public,Commercial
2016,"SEAROBIN, NORTHERN",914,0,234,247,Public,Commercial
2016,"SHRIMPS, MANTIS **",308,0,343,362,Public,Commercial
2016,"TILEFISH, BLUELINE","3,918",2,"13,054","13,801",Public,Commercial
2016,"TUNA, LITTLE TUNNY","8,342",4,"9,418","9,957",Public,Commercial
2016,"VERTEBRATES, JAWED","13,026",6,"21,032","22,235",Public,Commercial
2016,"CRAB, ATLANTIC ROCK","52,816",24,"23,593","24,943",Public,Commercial
2016,"GOOSEFISH, BLACKFIN",,,,,Confidential,Commercial
2016,"SPADEFISH, ATLANTIC",,,,,Confidential,Commercial
2016,"STARGAZER, NORTHERN",,,,,Confidential,Commercial
2016,"STARS, OTHER SEA **",,,,,Confidential,Commercial
2016,"BASSES, MIXED SEA **",,,,,Confidential,Commercial
2016,"CLAM, SURF, ATLANTIC","3,676,539","1,668","2,506,819","2,650,259",Public,Commercial
2016,"FLOUNDER, YELLOWTAIL","48,224",22,"104,534","110,516",Public,Commercial
2016,"NEEDLEFISH, ATLANTIC",,,,,Confidential,Commercial
2015,SCULPINS **,,,,,Confidential,Commercial
2015,"ANCHOVY, BAY",,,,,Confidential,Commercial
2015,"CARP, COMMON",,,,,Confidential,Commercial
2015,GARFISHES **,70,0,31,33,Public,Commercial
2015,"HAKE, SILVER","1,501,616",681,"1,367,260","1,430,482",Public,Commercial
2015,MENHADENS **,"1,407,002",638,"194,828","203,836",Public,Commercial
2015,"PERCH, WHITE","9,422",4,"8,985","9,401",Public,Commercial
2015,"RUNNER, BLUE",,,,,Confidential,Commercial
2015,"SCALLOP, BAY","73,376",33,"2,346,636","2,455,144",Public,Commercial
2015,"SCALLOP, SEA","87,273",40,"978,119","1,023,347",Public,Commercial
2015,SEAROBINS **,"26,342",12,"7,150","7,481",Public,Commercial
2015,"SHARK, NIGHT",,,,,Confidential,Commercial
2015,"SHARK, NURSE",,,,,Confidential,Commercial
2015,"SNAPPER, DOG",,,,,Confidential,Commercial
2015,"SNAPPER, RED",,,,,Confidential,Commercial
2015,SPADEFISH **,,,,,Confidential,Commercial
2015,SUNFISHES **,72,0,,,Public,Commercial
2015,"TUNA, BIGEYE","80,565",37,"368,404","385,439",Public,Commercial
2015,"WHELK, WAVED",,,,,Confidential,Commercial
2015,AMBERJACKS **,231,0,223,233,Public,Commercial
2015,"BASS, STRIPED","516,485",234,"1,632,141","1,707,611",Public,Commercial
2015,BOARFISHES **,,,,,Confidential,Commercial
2015,"COD, ATLANTIC","10,858",5,"23,552","24,641",Public,Commercial
2015,"DORY, BUCKLER","20,421",9,"22,681","23,729",Public,Commercial
2015,"EEL, AMERICAN","46,038",21,"109,733","114,807",Public,Commercial
2015,"HAKE, SPOTTED",,,,,Confidential,Commercial
2015,KINGFISHES **,260,0,395,414,Public,Commercial
2015,"PERCH, YELLOW","59,038",27,"137,089","143,428",Public,Commercial
2015,"PERCH, YELLOW",,,,,Confidential,Commercial
2015,"SHAD, GIZZARD",,,,,Confidential,Commercial
2015,"SHAD, HICKORY",984,0,544,570,Public,Commercial
2015,"SKATE, LITTLE",,,,,Confidential,Commercial
2015,"SKATE, SMOOTH","52,660",24,"21,060","22,034",Public,Commercial
2015,"SKATE, THORNY","15,372",7,"3,281","3,433",Public,Commercial
2015,"SKATE, WINTER","1,650,840",749,"372,901","390,144",Public,Commercial
2015,OPAH,,,,,Confidential,Commercial
2015,SCUP,"4,050,297","1,837","3,137,625","3,282,709",Public,Commercial
2015,SPOT,901,0,750,785,Public,Commercial
2015,COBIA,235,0,793,830,Public,Commercial
2015,WAHOO,373,0,"1,216","1,272",Public,Commercial
2015,BURBOT,"1,000",0,,,Public,Commercial
2015,CUNNER,"2,921",1,"8,655","9,055",Public,Commercial
2015,TARPON,,,,,Confidential,Commercial
2015,TAUTOG,"112,575",51,"405,991","424,764",Public,Commercial
2015,ALEWIFE,,,,,Confidential,Commercial
2015,ESCOLAR,,,,,Confidential,Commercial
2015,POLLOCK,193,0,296,309,Public,Commercial
2015,WALLEYE,152,0,,,Public,Commercial
2015,BLUEFISH,"956,029",434,"723,057","756,491",Public,Commercial
2015,DRUMS **,135,0,86,90,Public,Commercial
2015,LADYFISH,,,,,Confidential,Commercial
2015,LOOKDOWN,,,,,Confidential,Commercial
2015,WEAKFISH,"24,487",11,"65,996","69,047",Public,Commercial
2015,"FLOUNDER, SUMMER","829,929",376,"3,043,104","3,183,817",Public,Commercial
2015,"FLOUNDER, WINTER","132,532",60,"277,132","289,947",Public,Commercial
2015,"PUFFER, NORTHERN","1,622",1,"2,950","3,087",Public,Commercial
2015,"REDFISH, ACADIAN",488,0,629,658,Public,Commercial
2015,"SHRIMP, NORTHERN",226,0,687,719,Public,Commercial
2015,"SKATE, CLEARNOSE",,,,,Confidential,Commercial
2015,"TILEFISH, GOLDEN","934,661",424,"3,651,824","3,820,684",Public,Commercial
2015,"TOADFISH, OYSTER",,,,,Confidential,Commercial
2015,TRIGGERFISHES **,608,0,"1,539","1,610",Public,Commercial
2015,"WHELK, CHANNELED","80,689",37,"560,059","585,956",Public,Commercial
2015,"WHELK, LIGHTNING",,,,,Confidential,Commercial
2015,"CROAKER, ATLANTIC",323,0,268,280,Public,Commercial
2015,"HALIBUT, ATLANTIC",,,,,Confidential,Commercial
2015,"HERRING, ATLANTIC","128,986",59,"33,658","35,214",Public,Commercial
2015,"HERRING, BLUEBACK",443,0,189,198,Public,Commercial
2015,"LOBSTER, AMERICAN","147,414",67,"710,535","743,390",Public,Commercial
2015,"MACKEREL, SPANISH","1,357",1,"2,974","3,111",Public,Commercial
2015,"SEAROBIN, ARMORED",,,,,Confidential,Commercial
2015,"SEAROBIN, STRIPED","4,160",2,553,579,Public,Commercial
2015,"SEATROUT, SPOTTED",,,,,Confidential,Commercial
2015,"FLOUNDER, FOURSPOT","10,102",5,"6,870","7,188",Public,Commercial
2015,"FLOUNDER, SOUTHERN",,,,,Confidential,Commercial
2015,"GUITARFISH, BANDED","39,229",18,,,Public,Commercial
2015,"HERRINGS, RIVER **","5,501",2,,,Public,Commercial
2015,"KINGFISH, NORTHERN",447,0,392,410,Public,Commercial
2015,"MACKEREL, ATLANTIC","78,148",35,"56,134","58,730",Public,Commercial
2015,"MENHADEN, ATLANTIC","7,438",3,"2,495","2,611",Public,Commercial
2015,"SEAROBIN, NORTHERN",,,,,Confidential,Commercial
2015,"SHRIMPS, MANTIS **",177,0,211,221,Public,Commercial
2015,"SMELTS, HERRING **",,,,,Confidential,Commercial
2015,"STINGRAY, ATLANTIC",,,,,Confidential,Commercial
2015,"TILEFISH, BLUELINE","1,713",1,"4,460","4,666",Public,Commercial
2015,"TUNA, LITTLE TUNNY","5,816",3,"5,891","6,164",Public,Commercial
2015,"VERTEBRATES, JAWED","2,622",1,"3,815","3,992",Public,Commercial
2015,"CRAB, ATLANTIC ROCK","376,151",171,"8,158","8,535",Public,Commercial
2015,"DRUM, RED",95,0,146,153,Public,Commercial
2015,GOOSEFISH,"1,192,208",541,"1,437,871","1,504,358",Public,Commercial
2015,"HAKE, RED","132,022",60,"83,910","87,790",Public,Commercial
2015,SQUIDS **,,,,,Confidential,Commercial
2015,SWORDFISH,"55,750",25,"168,178","175,955",Public,Commercial
2015,WHELKS **,"132,210",60,"314,256","328,788",Public,Commercial
2015,"BASS, ROCK",312,0,,,Public,Commercial
2015,BUTTERFISH,"388,965",176,"370,880","388,029",Public,Commercial
2015,"CLAM, SOFT","498,542",226,"2,854,314","2,986,298",Public,Commercial
2015,"CRAB, BLUE","222,686",101,"560,185","586,088",Public,Commercial
2015,"CRAB, LADY",,,,,Confidential,Commercial
2015,MULLETS **,"1,176",1,875,916,Public,Commercial
2015,"PORGY, RED",,,,,Confidential,Commercial
2015,"RAVEN, SEA",17,0,24,25,Public,Commercial
2015,SHEEPSHEAD,,,,,Confidential,Commercial
2015,SHRIMPS **,,,,,Confidential,Commercial
2015,SUCKERS **,122,0,,,Public,Commercial
2015,TRIPLETAIL,,,,,Confidential,Commercial
2015,WINDOWPANE,"43,420",20,"31,588","33,049",Public,Commercial
2015,"CRAB, GREEN","15,792",7,"5,685","5,948",Public,Commercial
2015,"CRAB, JONAH","207,424",94,"120,020","125,570",Public,Commercial
2015,DOLPHINFISH,,,,,Confidential,Commercial
2015,"DRUM, BLACK",406,0,323,338,Public,Commercial
2015,"EEL, CONGER","8,248",4,"7,472","7,817",Public,Commercial
2015,"HAKE, WHITE",97,0,83,87,Public,Commercial
2015,"MUSSEL, SEA",,,,,Confidential,Commercial
2015,"PERCH, SAND",,,,,Confidential,Commercial
2015,POMFRETS **,,,,,Confidential,Commercial
2015,"SCAD, ROUND",,,,,Confidential,Commercial
2015,"CRABS, BRACHYURA **",,,,,Confidential,Commercial
2015,"GOOSEFISH, BLACKFIN",,,,,Confidential,Commercial
2015,"SHRIMPS, PENAEID **",,,,,Confidential,Commercial
2015,"SPADEFISH, ATLANTIC",,,,,Confidential,Commercial
2015,"STARS, OTHER SEA **",,,,,Confidential,Commercial
2015,"CLAM, SURF, ATLANTIC","3,109,742","1,411","2,115,279","2,213,090",Public,Commercial
2015,"FLOUNDER, YELLOWTAIL","107,327",49,"200,352","209,617",Public,Commercial
2015,"MUSSEL, SLIPPERSHELL",-1,0,,,Public,Commercial
2015,"NEEDLEFISH, ATLANTIC",,,,,Confidential,Commercial
2015,"ROSEFISH, BLACKBELLY",,,,,Confidential,Commercial
2015,"SILVERSIDE, ATLANTIC","20,810",9,"51,062","53,423",Public,Commercial
2015,"CLAM, RAZOR, ATLANTIC",,,,,Confidential,Commercial
2015,"SHARK, DOGFISH, BLACK",,,,,Confidential,Commercial
2015,"SHARK, DOGFISH, CHAIN",,,,,Confidential,Commercial
2015,"SHARK, DOGFISH, SPINY","29,836",14,"12,310","12,879",Public,Commercial
2015,"SHARK, MAKO, SHORTFIN","8,963",4,"15,263","15,969",Public,Commercial
2015,"SNAIL, SLIPPER LIMPET",,,,,Confidential,Commercial
2015,"SQUID, LONGFIN LOLIGO","4,258,863","1,932","5,413,428","5,663,745",Public,Commercial
2015,"SQUID, SHORTFIN ILLEX","1,442",1,"1,297","1,357",Public,Commercial
2015,"CLAM, QUAHOG, NORTHERN",,,,,Confidential,Commercial
2015,"HERRING, LAKE OR CISCO",52,0,,,Public,Commercial
2015,"SHARK, DOGFISH, SMOOTH","247,784",112,"129,265","135,242",Public,Commercial
2015,"SQUIDS, LOLIGINIDAE **",,,,,Confidential,Commercial
2015,"HAKES, RED AND WHITE **","18,846",9,"17,288","18,087",Public,Commercial
2015,"MACKEREL, ATLANTIC CHUB",,,,,Confidential,Commercial
2015,"FLOUNDER, AMERICAN PLAICE","5,340",2,"4,173","4,366",Public,Commercial
2015,"SKATES, RAJIDAE (FAMILY) **","416,762",189,"133,408","139,577",Public,Commercial
2015,"SEAROBINS, NORTH AMERICAN **","18,069",8,,,Public,Commercial
2015,WITHHELD FOR CONFIDENTIALITY,"3,974,413","1,803","24,453,898","25,584,647",Public,Commercial
2015,"SNAPPERS, LUTJANIDAE (FAMILY) **",143,0,401,419,Public,Commercial
2015,"CRABS, HERMIT, PAGURUS (GENUS) **",,,,,Confidential,Commercial
2015,"STINGRAYS, DASYATIDAE (FAMILY) **",,,,,Confidential,Commercial
2015,"PUFFERS, TETRAODONTIDAE (FAMILY) **",,,,,Confidential,Commercial
2015,"SILVERSIDES, ATHERINIDAE (FAMILY) **","38,093",17,"222,069","232,338",Public,Commercial
2015,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",,,,,Confidential,Commercial
2015,TILEFISHES **,,,,,Confidential,Commercial
2015,"TUNA, BLUEFIN","7,145",3,"44,954","47,033",Public,Commercial
2015,DOLPHINFISH **,"2,006",1,"8,302","8,685",Public,Commercial
2015,"GROUPER, SNOWY",,,,,Confidential,Commercial
2015,"JACK, CREVALLE","1,234",1,780,816,Public,Commercial
2015,KILLIFISHES **,339,0,"1,787","1,869",Public,Commercial
2015,"MACKEREL, KING",21,0,12,12,Public,Commercial
2015,"SHAD, AMERICAN",777,0,359,375,Public,Commercial
2015,"SHARK, SANDBAR",,,,,Confidential,Commercial
2015,"SKATE, ROSETTE",,,,,Confidential,Commercial
2015,"TROUT, RAINBOW",,,,,Confidential,Commercial
2015,"TUNA, ALBACORE","20,500",9,"21,699","22,702",Public,Commercial
2015,"TUNA, BLACKFIN",,,,,Confidential,Commercial
2015,"TUNA, SKIPJACK",,,,,Confidential,Commercial
2015,"WHELK, KNOBBED","36,528",17,"87,161","91,191",Public,Commercial
2015,"BASS, BLACK SEA","151,409",69,"561,706","587,679",Public,Commercial
2015,"BULLHEAD, BROWN",2,0,,,Public,Commercial
2015,"CRAB, HORSESHOE","425,328",193,"242,346","253,552",Public,Commercial
2015,"FLOUNDER, WITCH","1,032",0,"2,734","2,861",Public,Commercial
2015,"OYSTER, EASTERN","787,419",357,"9,001,222","9,417,438",Public,Commercial
2015,"SHARK, THRESHER",,,,,Confidential,Commercial
2015,"SKATE, BARNDOOR",,,,,Confidential,Commercial
2015,"SNAILS, MOON **","5,774",3,"2,003","2,096",Public,Commercial
2015,"TUNA, YELLOWFIN","49,070",22,"145,075","151,783",Public,Commercial
2015,"WHITEFISH, LAKE",11,0,,,Public,Commercial
2015,"BONITO, ATLANTIC","1,752",1,"3,136","3,281",Public,Commercial
2015,"CATFISH, CHANNEL",580,0,,,Public,Commercial
2015,"CLAM, ARK, BLOOD",642,0,412,431,Public,Commercial
2015,"CRABS, SPIDER **",,,,,Confidential,Commercial
2014,SMELTS **,,,,,Confidential,Commercial
2014,SWORDFISH,"29,080",13,"137,551","142,555",Public,Commercial
2014,WHELKS **,"142,037",64,"297,791","308,625",Public,Commercial
2014,WRECKFISH,,,,,Confidential,Commercial
2014,"BASS, ROCK",341,0,,,Public,Commercial
2014,BUTTERFISH,"575,183",261,"589,957","611,420",Public,Commercial
2014,"CLAM, SOFT","160,247",73,"981,917","1,017,640",Public,Commercial
2014,"CRAB, BLUE","286,360",130,"590,230","611,702",Public,Commercial
2014,"CRAB, LADY",,,,,Confidential,Commercial
2014,MULLETS **,,,,,Confidential,Commercial
2014,"PORGY, RED",,,,,Confidential,Commercial
2014,"RAVEN, SEA",242,0,311,322,Public,Commercial
2014,SHEEPSHEAD,61,0,44,46,Public,Commercial
2014,SHRIMPS **,,,,,Confidential,Commercial
2014,"SKATE, BIG",,,,,Confidential,Commercial
2014,SUCKERS **,137,0,,,Public,Commercial
2014,WINDOWPANE,"29,930",14,"18,894","19,582",Public,Commercial
2014,"CRAB, GREEN","6,498",3,"1,797","1,862",Public,Commercial
2014,"CRAB, JONAH","83,060",38,"296,201","306,976",Public,Commercial
2014,DOLPHINFISH,,,,,Confidential,Commercial
2014,"DRUM, BLACK",271,0,115,119,Public,Commercial
2014,"EEL, CONGER","22,384",10,"18,965","19,655",Public,Commercial
2014,"HAKE, WHITE",321,0,386,400,Public,Commercial
2014,HERRINGS **,,,,,Confidential,Commercial
2014,"MUSSEL, SEA","5,520",3,"3,680","3,814",Public,Commercial
2014,"PERCH, SAND",,,,,Confidential,Commercial
2014,POMFRETS **,,,,,Confidential,Commercial
2014,"POUT, OCEAN",,,,,Confidential,Commercial
2014,SCULPINS **,,,,,Confidential,Commercial
2014,"SHARK, BLUE",,,,,Confidential,Commercial
2014,"SHARK, BULL",,,,,Confidential,Commercial
2014,"ANCHOVY, BAY",,,,,Confidential,Commercial
2014,"CARP, COMMON",,,,,Confidential,Commercial
2014,GARFISHES **,61,0,23,24,Public,Commercial
2014,"HAKE, SILVER","2,311,195","1,048","1,926,726","1,996,820",Public,Commercial
2014,MENHADENS **,"768,538",349,"113,033","117,146",Public,Commercial
2014,OCTOPUSES **,,,,,Confidential,Commercial
2014,"PERCH, WHITE","2,992",1,"2,723","2,822",Public,Commercial
2014,"RUNNER, BLUE",37,0,36,37,Public,Commercial
2014,"SCALLOP, BAY","15,487",7,"1,709,375","1,771,562",Public,Commercial
2014,"SCALLOP, SEA","261,560",119,"2,963,409","3,071,218",Public,Commercial
2014,SEAROBINS **,"19,053",9,"4,868","5,045",Public,Commercial
2014,"SNAPPER, RED",,,,,Confidential,Commercial
2014,SPADEFISH **,71,0,57,59,Public,Commercial
2014,SUNFISHES **,23,0,,,Public,Commercial
2014,"TUNA, BIGEYE","53,486",24,"271,368","281,240",Public,Commercial
2014,SCUP,"3,174,867","1,440","2,313,075","2,397,225",Public,Commercial
2014,"HAKE, OFFSHORE","1,678",1,"1,683","1,744",Public,Commercial
2014,"JACK, CREVALLE",875,0,"1,009","1,045",Public,Commercial
2014,KILLIFISHES **,,,,,Confidential,Commercial
2014,"MACKEREL, KING",333,0,663,687,Public,Commercial
2014,"SHAD, AMERICAN","3,119",1,"1,958","2,029",Public,Commercial
2014,"SHARK, SANDBAR",,,,,Confidential,Commercial
2014,"SKATE, ROSETTE",,,,,Confidential,Commercial
2014,"TROUT, RAINBOW",,,,,Confidential,Commercial
2014,"TUNA, ALBACORE","47,758",22,"37,558","38,924",Public,Commercial
2014,"TUNA, SKIPJACK",111,0,82,85,Public,Commercial
2014,"WHELK, KNOBBED","21,019",10,"48,176","49,928",Public,Commercial
2014,"BASS, BLACK SEA","223,677",101,"828,281","858,414",Public,Commercial
2014,"BULLHEAD, BROWN",65,0,,,Public,Commercial
2014,"CLAMS, PITAR **","4,180",2,"1,045","1,083",Public,Commercial
2014,"CRAB, HORSESHOE","506,715",230,"355,723","368,664",Public,Commercial
2014,"FLOUNDER, WITCH","2,642",1,"6,648","6,890",Public,Commercial
2014,"LANCES, SAND **",,,,,Confidential,Commercial
2014,"OYSTER, EASTERN","421,555",191,"9,371,831","9,712,778",Public,Commercial
2014,RIBBONFISHES **,,,,,Confidential,Commercial
2014,"SHARK, THRESHER",855,0,"1,214","1,258",Public,Commercial
2014,"SKATE, BARNDOOR",,,,,Confidential,Commercial
2014,"SNAILS, MOON **","34,920",16,"3,548","3,677",Public,Commercial
2014,"TUNA, YELLOWFIN","68,258",31,"211,262","218,948",Public,Commercial
2014,"BONITO, ATLANTIC","8,049",4,"13,619","14,114",Public,Commercial
2014,"BUTTERFISH, GULF",,,,,Confidential,Commercial
2014,"CATFISH, CHANNEL",315,0,,,Public,Commercial
2014,"CLAM, ARK, BLOOD",625,0,"1,136","1,177",Public,Commercial
2014,"FLOUNDER, SUMMER","832,557",378,"2,996,887","3,105,914",Public,Commercial
2014,"FLOUNDER, WINTER","58,735",27,"135,243","140,163",Public,Commercial
2014,"POMPANO, FLORIDA",,,,,Confidential,Commercial
