"","YEAR","strat.biomass"
"1",1968,47.4815352380287
"2",1969,43.5133323805986
"3",1970,33.4196972769885
"4",1971,42.0834027583421
"5",1972,20.687374161136
"6",1973,280.911166289643
"7",1974,39.3178245644655
"8",1975,11.7225822432658
"9",1976,20.3853371461352
"10",1977,11.6440333120754
"11",1978,30.8375082707001
"12",1979,14.7872293066107
"13",1980,16.0411561085234
"14",1981,48.3422500216856
"15",1982,16.613085533455
"16",1983,28.3404201963945
"17",1984,26.748440510881
"18",1985,20.7069729082296
"19",1986,60.6474831598282
"20",1987,55.8901560822937
"21",1988,55.0462995975738
"22",1989,13.7814388048113
"23",1990,21.2057080268324
"24",1991,33.691441929391
"25",1992,36.9117897615506
"26",1993,56.9117487132932
"27",1994,56.3306104462685
"28",1995,63.3687883190031
"29",1996,140.826147173214
"30",1997,50.8445322928745
"31",1998,59.8653545235877
"32",1999,125.275719401795
"33",2000,30.3105559358937
"34",2001,68.2803683344046
"35",2002,91.7817310957461
"36",2003,50.581362872547
"37",2004,31.5987497368804
"38",2005,40.6669018572852
"39",2006,108.662296946131
"40",2007,31.0378364786238
"41",2008,152.07188341711
"42",2009,133.332784795089
"43",2010,19.8423309308999
"44",2011,55.1329123604763
"45",2012,26.5124308297238
"46",2013,12.8597580537833
"47",2014,26.232851504369
"48",2015,9.11770368844046
"49",2016,33.6073628465776
"50",2017,21.8207019524925
"51",2018,42.2650494722711
"52",2019,38.2787097457093
"53",2020,7.99818378620295
