"","YEAR","strat.biomass"
"3799",1968,6.00981442962741
"3800",1969,1.51960375617926
"3801",1970,1.56701542317403
"3802",1971,4.46118033845062
"3803",1972,5.12659065498748
"3804",1973,3.44218256246327
"3805",1974,4.33199963378411
"3806",1975,7.69801999103773
"3807",1976,9.18159030694151
"3808",1977,1.64197333167431
"3809",1978,3.4151755112138
"3810",1979,3.79098724729158
"3811",1980,2.58043757641076
"3812",1981,1.23740100131503
"3813",1982,4.24765177494212
"3814",1983,3.56307133155505
"3815",1984,3.12030155332189
"3816",1985,1.68541720979335
"3817",1986,4.09487372901787
"3818",1987,4.90644241510099
"3819",1988,5.09580879203732
"3820",1989,4.17861368861816
"3821",1990,3.24025722237432
"3822",1991,6.58278474589747
"3823",1992,1.55604922709749
"3824",1993,2.16551688476944
"3825",1994,0.922273698872858
"3826",1995,2.29413091516785
"3827",1996,0.830765262253559
"3828",1997,2.41470588762506
"3829",1998,2.19568054104594
"3830",1999,5.8862876889539
"3831",2000,4.40219932350134
"3832",2001,2.89845905458811
"3833",2002,5.32106988938682
"3834",2003,0.295897674762158
"3835",2004,1.3308991236305
"3836",2005,1.78737495482339
"3837",2006,4.38473651450123
"3838",2007,3.32272947575075
"3839",2008,0.798818036755287
"3840",2009,1.3192295012442
"3841",2010,0.658891416180405
"3842",2011,0.324958570885722
"3843",2012,4.0840945479863
"3844",2013,0.443389064773046
"3845",2014,1.54666437615363
"3846",2015,0.656973491063408
"3847",2016,2.97352107315359
"3848",2017,1.98287793024873
"3849",2018,1.06517641352394
"3850",2019,1.29730904475737
"3851",2020,2.17610902933033
