"","YEAR","strat.biomass"
"1",1963,0
"2",1964,1.39537034725431
"3",1965,0.222844748051658
"4",1966,0.585282586503623
"5",1967,1.90267667902054
"6",1968,1.1249385939286
"7",1969,0.129464806065299
"8",1970,0.706566959577857
"9",1971,0.0649385485052191
"10",1972,0.709068327083485
"11",1973,4.10669508883575
"12",1974,0.476092549131472
"13",1975,6.02953863885732
"14",1976,2.99362772114659
"15",1977,2.30050279755081
"16",1978,0.655946519965928
"17",1979,0.626030344783572
"18",1980,0.85085943148337
"19",1981,0.979985120981058
"20",1982,2.08452069020422
"21",1983,0.967680103996712
"22",1984,0.396254292834347
"23",1985,0.954893974034851
"24",1986,8.35379033395987
"25",1987,1.86889128541626
"26",1988,4.71136234432182
"27",1989,2.89545524140256
"28",1990,7.46027835951594
"29",1991,3.31920568540572
"30",1992,2.1532094874753
"31",1993,0.862223302984568
"32",1994,1.16478014358104
"33",1995,0.409976976333948
"34",1996,0.893924270133892
"35",1997,1.43447863345366
"36",1998,1.99533645954381
"37",1999,7.67284328584927
"38",2000,16.9953665650645
"39",2001,12.3940922020871
"40",2002,8.49601562316401
"41",2003,2.69555357289531
"42",2004,2.83566203527805
"43",2005,3.44957856883468
"44",2006,0.871277575985326
"45",2007,3.48375064558769
"46",2008,5.83539214830949
"47",2009,6.65924908641879
"48",2010,0.808409166370897
"49",2011,2.12181162123414
"50",2012,4.26044990171177
"51",2013,8.39351758615138
"52",2014,2.68356735514709
"53",2015,7.64451459299496
"54",2016,6.87068002048877
"55",2018,1.64604716363154
"56",2019,2.17686785886712
"57",2021,1.71489436128011
"58",2022,1.3067593301448
