"","YEAR","strat.biomass"
"1",1968,7.82707695156516
"2",1969,11.1948637735457
"3",1970,7.01398544350013
"4",1971,5.3735781980194
"5",1972,7.11838256152523
"6",1973,13.9095292929121
"7",1974,10.4298540248367
"8",1975,9.30962667865817
"9",1976,12.0996797974693
"10",1977,3.21198192776834
"11",1978,4.47325727644763
"12",1979,6.94742470579537
"13",1980,9.97418160586602
"14",1981,5.41915661884781
"15",1982,9.98123982790317
"16",1983,15.1161371445319
"17",1984,5.16885622139474
"18",1985,4.32617915216394
"19",1986,13.0654773052738
"20",1987,7.12955639430176
"21",1988,6.02745678452529
"22",1989,4.39029936056207
"23",1990,4.2790089783463
"24",1991,10.6660877889161
"25",1992,3.18608372964333
"26",1993,2.91002657018915
"27",1994,2.6666238742703
"28",1995,4.57964354312598
"29",1996,2.24061520095078
"30",1997,10.9100262186042
"31",1998,3.56797834512862
"32",1999,15.4873416977568
"33",2000,6.78422928274591
"34",2001,11.1799656567966
"35",2002,34.1189873681352
"36",2003,2.08457995681085
"37",2004,2.49234829805971
"38",2005,3.92511637571684
"39",2006,15.9958542228482
"40",2007,7.58661663656035
"41",2008,8.56691712147977
"42",2009,8.19781006631488
"43",2010,10.0175572873889
"44",2011,3.37952323654579
"45",2012,18.2757569242299
"46",2013,6.52014827871341
"47",2014,51.5868821047701
"48",2015,7.86065052034214
"49",2016,55.0402282215126
"50",2017,17.471674095371
"51",2018,11.9712072091101
"52",2019,13.5641900245021
"53",2020,4.40520617053076
"54",2021,11.9483815682043
"55",2022,36.5915252853555
