"","YEAR","strat.biomass"
"1",1968,35.6135959341157
"2",1969,42.5859887154108
"3",1970,33.2001265778517
"4",1971,20.682487546807
"5",1972,25.8066517854201
"6",1973,14.2042756924757
"7",1974,8.68824655063203
"8",1975,3.55043240386829
"9",1976,5.6267482564686
"10",1977,8.42853564472538
"11",1978,15.0913066522857
"12",1979,5.21826455786122
"13",1980,22.0457814357048
"14",1981,30.4740137969472
"15",1982,18.4214949420957
"16",1983,14.1337641623966
"17",1984,13.8927256862343
"18",1985,17.6502172905908
"19",1986,12.4574084886436
"20",1987,8.13033215610707
"21",1988,5.90448977756381
"22",1989,7.51293571617333
"23",1990,11.7490167835558
"24",1991,8.12771157366872
"25",1992,4.07472659975392
"26",1993,4.85326401212795
"27",1994,3.85345109394291
"28",1995,6.51810104500621
"29",1996,8.09359282625375
"30",1997,8.82934301516752
"31",1998,8.50318569075364
"32",1999,11.6259996235043
"33",2000,9.81596458806372
"34",2001,11.3144901409946
"35",2002,27.5661421288078
"36",2003,6.48923173579232
"37",2004,3.49100047179189
"38",2005,2.80907016580488
"39",2006,10.7067343207178
"40",2007,2.96050192268053
"41",2008,7.17436216287027
"42",2009,5.59045604946825
"43",2010,11.2040598714671
"44",2011,7.72448398180916
"45",2012,11.4956058130899
"46",2013,6.12861228936235
"47",2014,81.9243969160588
"48",2015,5.57451920409064
"49",2016,49.0415694695286
"50",2017,14.8080935945212
"51",2018,5.29355765677356
"52",2019,11.267072575227
"53",2020,2.12485334957079
"54",2021,8.89639901334524
"55",2022,6.89807538927534
