"","YEAR","strat.biomass"
"1",1968,29.5681113945524
"2",1969,23.6895307842339
"3",1970,16.8825298007188
"4",1971,17.2447536657249
"5",1972,12.4336031763435
"6",1973,104.072090788908
"7",1974,25.5116600384954
"8",1975,10.3432002847625
"9",1976,15.6710771062773
"10",1977,5.47301239004369
"11",1978,9.93592323455339
"12",1979,11.8693511990851
"13",1980,10.7810350996424
"14",1981,14.3683464063766
"15",1982,10.9857188960772
"16",1983,15.664087015659
"17",1984,12.2130404057912
"18",1985,9.76071649136592
"19",1986,31.8768046571931
"20",1987,24.6854966403648
"21",1988,22.2970354743044
"22",1989,7.66494778893087
"23",1990,9.87812322240703
"24",1991,22.9129363880783
"25",1992,18.1639709719537
"26",1993,25.8821055150705
"27",1994,24.4758010142806
"28",1995,27.0952623782271
"29",1996,53.3868973714966
"30",1997,31.922471623923
"31",1998,28.3667048353269
"32",1999,65.026928623411
"33",2000,15.1248777354507
"34",2001,31.3000850808572
"35",2002,39.9568817731321
"36",2003,19.6392669128479
"37",2004,14.3381605399135
"38",2005,19.1049282086093
"39",2006,46.6019772504229
"40",2007,16.4050575025238
"41",2008,57.8544975215749
"42",2009,52.295912935409
"43",2010,8.87511451715484
"44",2011,22.6080217985811
"45",2012,15.0963197184295
"46",2013,6.31865326428769
"47",2014,15.9120496483395
"48",2015,5.51899738486196
"49",2016,20.519107692988
"50",2017,10.4026114606897
"51",2018,19.8842693129376
"52",2019,14.968436896756
"53",2020,3.78180531578542
"54",2021,41.0377924900781
"55",2022,31.0378339327464
