"","YEAR","strat.biomass"
"1",1963,0.771299770159139
"2",1964,1.11101539750841
"3",1965,0.0303822697814248
"4",1966,0.0141134370099756
"5",1968,0.261287520120254
"6",1969,0.38428703309209
"7",1970,0.18455237901042
"8",1971,0.0486116316502797
"9",1972,0.320799345414096
"10",1973,0.595976775149108
"11",1974,1.98800322549894
"12",1975,1.61722154877021
"13",1976,0.65415357277631
"14",1977,0.817740765095121
"15",1978,0.463493212077521
"16",1979,0.452188039451515
"17",1980,0.285959780925593
"18",1981,0.251806598935057
"19",1982,0.909472174431599
"20",1983,0.287843236447802
"21",1984,0.33589980083742
"22",1985,0.820536910061811
"23",1986,0.190820746357619
"24",1987,0.248629561596716
"25",1988,0.10247029358682
"26",1990,0.11008480867781
"27",1991,0.0778730817925274
"28",1992,0.177829306325693
"29",1994,0.411415536319225
"30",1995,0.920951933521449
"31",1996,0.529625876881242
"32",1997,0.961993089439501
"33",1998,0.765253927563694
"34",1999,1.33000913801207
"35",2000,1.79354281492301
"36",2001,1.29866883892332
"37",2002,1.60717053090202
"38",2003,1.95581863363073
"39",2004,2.69828584541887
"40",2005,0.204927105384846
"41",2006,1.76988561305837
"42",2007,1.01758468041067
"43",2008,1.94595824346152
"44",2009,2.99081507375787
"45",2010,1.63432825224483
"46",2011,1.71290018915653
"47",2012,2.74703449211833
"48",2013,1.4041844634845
"49",2014,2.58631642568011
"50",2015,1.5970277535124
"51",2016,1.72072690421954
"52",2018,1.20091339362567
"53",2019,1.12007580989176
"54",2021,1.39732040519806
"55",2022,2.09892875245958
