year,month,day,hour,time,id,pid,ptid,x,y,lat,lon,p_cent,p_edge,area,radius,depth,p_grad,DsqP,type,centers,Ege,Erg,Ely,Esp,Emg,DpDt,Dp,u,v,uv
1970,5,4,15,25690.625,7,7,8.0,208,330,54.86580121134324,-78.98127609600107,,,0,0.0,,10.13564601991717,,0,0,0,0,0,0,0,,,,,
1970,5,4,18,25690.75,5,5,126.0,204,322,53.54118758200208,-76.4415722742422,1009.6256619202542,1009.6256619202542,625,14.104739588693906,0.0,10.488168172216268,5.5855092941644395,1,1,3,0,0,3,0,,,55.93571064964032,-49.09677178232412,74.4264517851409
1970,5,4,21,25690.875,6,6,126.0,205,318,53.53675255872278,-74.96476533620125,1010.0911619268045,1010.0911619268045,625,14.104739588693906,0.0,9.771998747703087,4.642069846328013,1,1,0,0,0,0,3,4.010103553818968,0.46550000655028273,32.53048452514836,-0.16438402940307975,32.53089985767439
1970,5,5,0,25691.0,5,5,126.0,218,320,56.61287052779382,-74.40282100558369,1009.9774959361731,1009.9774959361731,625,14.104739588693906,0.0,7.9545715471274185,1.0896263090110734,1,1,0,0,0,0,0,-0.943147263094006,-0.1136659906314162,11.46172378336101,114.01623730695461,114.59089615550552
1970,5,5,3,25691.125,4,4,126.0,223,316,57.466448585211324,-72.32389130134653,1008.6880836653971,1008.6880836653971,625,14.104739588693906,0.0,8.9357009717255,1.110163282209469,1,1,0,0,0,0,0,-10.59608289461704,-1.289412270775938,41.438311406388685,31.637849826648047,52.13527782477405
1970,5,5,6,25691.25,5,5,126.0,232,313,59.2275436084697,-69.96278983080701,1008.1470547716249,1008.1470547716249,625,14.104739588693906,0.0,8.292616085858407,1.803461713094148,1,1,0,0,0,0,0,-4.362583997580369,-0.5410288937723089,44.77252456837099,65.27494397510463,79.15426247005547
1970,5,5,9,25691.375,7,7,126.0,230,309,58.46255473303464,-68.69613654636882,1007.2675918646132,1007.2675918646132,625,14.104739588693906,0.0,9.325326096006712,1.580158163188826,1,1,0,0,0,0,3,-7.14901845291563,-0.8794629070116207,24.556302701973017,-28.354293962635552,37.50970525757938
1970,5,5,12,25691.5,7,7,126.0,233,306,58.847193066333354,-67.07528779957276,1007.9665388852725,1007.9665388852725,625,14.104739588693906,0.0,8.119545461609386,1.8814497520167057,1,1,0,0,0,0,0,5.658448097076728,0.6989470206592523,31.07826706916865,14.25661041861205,34.19224509520617
1970,5,5,15,25691.625,8,8,126.0,238,299,59.22411371003954,-63.5293404665432,1007.105933401831,1007.105933401831,625,14.104739588693906,0.0,7.8310008542810206,5.085844610088461,1,1,0,0,0,0,0,-6.939735749068896,-0.8606054834414681,67.24258293384975,13.9705544425765,68.67853631993518
1970,5,5,18,25691.75,11,11,126.0,237,297,58.80650566325943,-62.969139740157026,1006.8959214058901,1006.8959214058901,625,14.104739588693906,0.0,8.504506360086179,4.717491433546456,1,1,0,0,0,0,0,-1.7009195012896277,-0.21001199594087666,10.754174752573318,-15.478632042630736,18.8478201530055
1970,5,5,21,25691.875,12,12,149.0,224,296,55.97210430473147,-64.89058212996042,,,0,0.0,,11.418045623867442,,0,0,0,0,3,0,3,,-1.2155737875128398,-39.852179235696426,-105.05701704758457,112.36179520090691
